columna,columna_1,"CUADRO 13 - Nacimientos por nivel educativo de la madre según departamento, municipio de residencia y grupo de edad de la madre",columna_2,columna_3,columna_4,columna_5,columna_6,columna_7,columna_8,columna_9,columna_10,columna_11,columna_12,columna_13,columna_14,columna_15,columna_16,columna_17,columna_18,año,tipo,hoja_origen
5.0,5380.0,,,De 35-39 Años,8,0,0,0,0,0,0,0,0,7,1,0,0,0,0,2023,nacimientos,Cuadro13
5.0,5380.0,,,De 40-44 Años,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2023,nacimientos,Cuadro13
5.0,5380.0,,,De 45-49 Años,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro13
5.0,5380.0,,,De 50-54 Años,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro13
5.0,5380.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro13
5.0,5390.0,,05390 La Pintada,Total,6,0,0,2,2,0,0,1,0,0,0,0,0,0,1,2023,nacimientos,Cuadro13
5.0,5390.0,,,De 10-14 Años,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro13
5.0,5390.0,,,De 15-19 Años,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro13
5.0,5390.0,,,De 20-24 Años,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro13
5.0,5390.0,,,De 25-29 Años,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2023,nacimientos,Cuadro13
5.0,5390.0,,,De 30-34 Años,3,0,0,0,2,0,0,0,0,0,0,0,0,0,1,2023,nacimientos,Cuadro13
5.0,5390.0,,,De 35-39 Años,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro13
5.0,5390.0,,,De 40-44 Años,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro13
5.0,5390.0,,,De 45-49 Años,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro13
5.0,5390.0,,,De 50-54 Años,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro13
5.0,5390.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro13
5.0,5400.0,,05400 La Unión,Total,18,0,6,5,6,0,0,1,0,0,0,0,0,0,0,2023,nacimientos,Cuadro13
5.0,5400.0,,,De 10-14 Años,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro13
5.0,5400.0,,,De 15-19 Años,3,0,0,2,1,0,0,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro13
5.0,5400.0,,,De 20-24 Años,7,0,1,2,4,0,0,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro13
5.0,5400.0,,,De 25-29 Años,3,0,2,0,1,0,0,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro13
5.0,5400.0,,,De 30-34 Años,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro13
5.0,5400.0,,,De 35-39 Años,3,0,1,1,0,0,0,1,0,0,0,0,0,0,0,2023,nacimientos,Cuadro13
5.0,5400.0,,,De 40-44 Años,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro13
5.0,5400.0,,,De 45-49 Años,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro13
5.0,5400.0,,,De 50-54 Años,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro13
5.0,5400.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro13
5.0,5411.0,,05411 Liborina,Total,8,0,1,3,4,0,0,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro13
5.0,5411.0,,,De 10-14 Años,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro13
5.0,5411.0,,,De 15-19 Años,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro13
5.0,5411.0,,,De 20-24 Años,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro13
5.0,5411.0,,,De 25-29 Años,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro13
5.0,5411.0,,,De 30-34 Años,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro13
5.0,5411.0,,,De 35-39 Años,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro13
5.0,5411.0,,,De 40-44 Años,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro13
5.0,5411.0,,,De 45-49 Años,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro13
5.0,5411.0,,,De 50-54 Años,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro13
5.0,5411.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro13
5.0,5425.0,,05425 Maceo,Total,4,0,1,0,1,0,0,1,0,0,0,0,0,0,1,2023,nacimientos,Cuadro13
5.0,5425.0,,,De 10-14 Años,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro13
5.0,5425.0,,,De 15-19 Años,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro13
5.0,5425.0,,,De 20-24 Años,3,0,0,0,1,0,0,1,0,0,0,0,0,0,1,2023,nacimientos,Cuadro13
5.0,5425.0,,,De 25-29 Años,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro13
5.0,5425.0,,,De 30-34 Años,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro13
5.0,5425.0,,,De 35-39 Años,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro13
5.0,5425.0,,,De 40-44 Años,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro13
5.0,5425.0,,,De 45-49 Años,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro13
5.0,5425.0,,,De 50-54 Años,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro13
5.0,5425.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro13
5.0,5440.0,,05440 Marinilla,Total,69,0,4,10,40,0,0,3,3,9,0,0,0,0,0,2023,nacimientos,Cuadro13
5.0,5440.0,,,De 10-14 Años,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro13
5.0,5440.0,,,De 15-19 Años,6,0,1,1,4,0,0,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro13
5.0,5440.0,,,De 20-24 Años,16,0,0,4,10,0,0,1,1,0,0,0,0,0,0,2023,nacimientos,Cuadro13
5.0,5440.0,,,De 25-29 Años,17,0,1,1,10,0,0,0,1,4,0,0,0,0,0,2023,nacimientos,Cuadro13
5.0,5440.0,,,De 30-34 Años,19,0,0,3,8,0,0,2,1,5,0,0,0,0,0,2023,nacimientos,Cuadro13
5.0,5440.0,,,De 35-39 Años,8,0,1,0,7,0,0,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro13
5.0,5440.0,,,De 40-44 Años,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro13
5.0,5440.0,,,De 45-49 Años,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro13
5.0,5440.0,,,De 50-54 Años,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro13
5.0,5440.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro13
5.0,5467.0,,05467 Montebello,Total,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro13
5.0,5467.0,,,De 10-14 Años,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro13
5.0,5467.0,,,De 15-19 Años,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro13
5.0,5467.0,,,De 20-24 Años,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro13
5.0,5467.0,,,De 25-29 Años,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro13
5.0,5467.0,,,De 30-34 Años,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro13
5.0,5467.0,,,De 35-39 Años,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro13
5.0,5467.0,,,De 40-44 Años,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro13
5.0,5467.0,,,De 45-49 Años,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro13
5.0,5467.0,,,De 50-54 Años,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro13
5.0,5467.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro13
5.0,5475.0,,05475 Murindó,Total,4,0,0,0,1,1,0,0,0,0,0,0,0,2,0,2023,nacimientos,Cuadro13
5.0,5475.0,,,De 10-14 Años,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro13
5.0,5475.0,,,De 15-19 Años,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2023,nacimientos,Cuadro13
5.0,5475.0,,,De 20-24 Años,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro13
5.0,5475.0,,,De 25-29 Años,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro13
5.0,5475.0,,,De 30-34 Años,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro13
5.0,5475.0,,,De 35-39 Años,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro13
5.0,5475.0,,,De 40-44 Años,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro13
5.0,5475.0,,,De 45-49 Años,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro13
5.0,5475.0,,,De 50-54 Años,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro13
5.0,5475.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro13
5.0,5480.0,,05480 Mutatá,Total,52,0,12,14,18,0,0,1,1,1,0,0,0,5,0,2023,nacimientos,Cuadro13
5.0,5480.0,,,De 10-14 Años,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro13
5.0,5480.0,,,De 15-19 Años,16,0,3,4,6,0,0,0,0,0,0,0,0,3,0,2023,nacimientos,Cuadro13
5.0,5480.0,,,De 20-24 Años,11,0,0,5,4,0,0,0,0,1,0,0,0,1,0,2023,nacimientos,Cuadro13
5.0,5480.0,,,De 25-29 Años,10,0,0,4,6,0,0,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro13
5.0,5480.0,,,De 30-34 Años,7,0,3,1,1,0,0,1,1,0,0,0,0,0,0,2023,nacimientos,Cuadro13
5.0,5480.0,,,De 35-39 Años,3,0,2,0,0,0,0,0,0,0,0,0,0,1,0,2023,nacimientos,Cuadro13
5.0,5480.0,,,De 40-44 Años,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro13
5.0,5480.0,,,De 45-49 Años,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro13
5.0,5480.0,,,De 50-54 Años,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro13
5.0,5480.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro13
5.0,5483.0,,05483 Nariño,Total,6,0,0,2,4,0,0,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro13
5.0,5483.0,,,De 10-14 Años,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro13
5.0,5483.0,,,De 15-19 Años,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro13
5.0,5483.0,,,De 20-24 Años,4,0,0,1,3,0,0,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro13
5.0,5483.0,,,De 25-29 Años,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro13
5.0,5483.0,,,De 30-34 Años,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro13
5.0,5483.0,,,De 35-39 Años,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro13
5.0,5483.0,,,De 40-44 Años,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro13
5.0,5483.0,,,De 45-49 Años,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro13
5.0,5483.0,,,De 50-54 Años,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro13
5.0,5483.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro13
5.0,5490.0,,05490 Necoclí,Total,57,0,15,21,16,0,0,1,0,0,0,0,0,2,2,2023,nacimientos,Cuadro13
5.0,5490.0,,,De 10-14 Años,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro13
5.0,5490.0,,,De 15-19 Años,15,0,4,8,2,0,0,0,0,0,0,0,0,0,1,2023,nacimientos,Cuadro13
5.0,5490.0,,,De 20-24 Años,18,0,3,8,7,0,0,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro13
5.0,5490.0,,,De 25-29 Años,7,0,2,2,3,0,0,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro13
5.0,5490.0,,,De 30-34 Años,8,0,1,1,2,0,0,1,0,0,0,0,0,2,1,2023,nacimientos,Cuadro13
5.0,5490.0,,,De 35-39 Años,9,0,5,2,2,0,0,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro13
5.0,5490.0,,,De 40-44 Años,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro13
5.0,5490.0,,,De 45-49 Años,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro13
5.0,5490.0,,,De 50-54 Años,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro13
5.0,5490.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro13
5.0,5495.0,,05495 Nechí,Total,60,0,14,22,18,2,0,0,1,0,0,0,0,0,3,2023,nacimientos,Cuadro13
5.0,5495.0,,,De 10-14 Años,5,0,2,3,0,0,0,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro13
5.0,5495.0,,,De 15-19 Años,18,0,6,9,3,0,0,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro13
5.0,5495.0,,,De 20-24 Años,14,0,0,6,7,1,0,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro13
5.0,5495.0,,,De 25-29 Años,12,0,1,3,4,1,0,0,1,0,0,0,0,0,2,2023,nacimientos,Cuadro13
5.0,5495.0,,,De 30-34 Años,7,0,2,1,3,0,0,0,0,0,0,0,0,0,1,2023,nacimientos,Cuadro13
5.0,5495.0,,,De 35-39 Años,4,0,3,0,1,0,0,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro13
5.0,5495.0,,,De 40-44 Años,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro13
5.0,5495.0,,,De 45-49 Años,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro13
5.0,5495.0,,,De 50-54 Años,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro13
5.0,5495.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro13
5.0,5501.0,,05501 Olaya,Total,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro13
5.0,5501.0,,,De 10-14 Años,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro13
5.0,5501.0,,,De 15-19 Años,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro13
5.0,5501.0,,,De 20-24 Años,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro13
5.0,5501.0,,,De 25-29 Años,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro13
5.0,5501.0,,,De 30-34 Años,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro13
5.0,5501.0,,,De 35-39 Años,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro13
5.0,5501.0,,,De 40-44 Años,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro13
5.0,5501.0,,,De 45-49 Años,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro13
5.0,5501.0,,,De 50-54 Años,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro13
5.0,5501.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro13
5.0,5541.0,,05541 Peñol,Total,22,0,0,3,12,0,0,2,1,3,0,0,0,0,1,2023,nacimientos,Cuadro13
5.0,5541.0,,,De 10-14 Años,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro13
5.0,5541.0,,,De 15-19 Años,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro13
5.0,5541.0,,,De 20-24 Años,7,0,0,0,3,0,0,2,1,1,0,0,0,0,0,2023,nacimientos,Cuadro13
5.0,5541.0,,,De 25-29 Años,7,0,0,2,3,0,0,0,0,2,0,0,0,0,0,2023,nacimientos,Cuadro13
5.0,5541.0,,,De 30-34 Años,5,0,0,0,4,0,0,0,0,0,0,0,0,0,1,2023,nacimientos,Cuadro13
5.0,5541.0,,,De 35-39 Años,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro13
5.0,5541.0,,,De 40-44 Años,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro13
5.0,5541.0,,,De 45-49 Años,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro13
5.0,5541.0,,,De 50-54 Años,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro13
5.0,5541.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro13
5.0,5543.0,,05543 Peque,Total,5,0,2,1,0,0,0,0,0,0,0,0,0,1,1,2023,nacimientos,Cuadro13
5.0,5543.0,,,De 10-14 Años,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro13
5.0,5543.0,,,De 15-19 Años,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2023,nacimientos,Cuadro13
5.0,5543.0,,,De 20-24 Años,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2023,nacimientos,Cuadro13
5.0,5543.0,,,De 25-29 Años,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro13
5.0,5543.0,,,De 30-34 Años,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro13
5.0,5543.0,,,De 35-39 Años,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro13
5.0,5543.0,,,De 40-44 Años,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro13
5.0,5543.0,,,De 45-49 Años,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro13
5.0,5543.0,,,De 50-54 Años,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro13
5.0,5543.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro13
5.0,5576.0,,05576 Pueblorrico,Total,9,0,2,2,3,0,0,0,0,1,0,0,0,0,1,2023,nacimientos,Cuadro13
5.0,5576.0,,,De 10-14 Años,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro13
5.0,5576.0,,,De 15-19 Años,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2023,nacimientos,Cuadro13
5.0,5576.0,,,De 20-24 Años,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro13
5.0,5576.0,,,De 25-29 Años,3,0,0,1,1,0,0,0,0,1,0,0,0,0,0,2023,nacimientos,Cuadro13
5.0,5576.0,,,De 30-34 Años,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro13
5.0,5576.0,,,De 35-39 Años,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro13
5.0,5576.0,,,De 40-44 Años,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro13
5.0,5576.0,,,De 45-49 Años,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro13
5.0,5576.0,,,De 50-54 Años,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro13
5.0,5576.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro13
5.0,5579.0,,05579 Puerto Berrío,Total,35,0,3,3,9,0,0,1,4,0,0,0,0,0,15,2023,nacimientos,Cuadro13
5.0,5579.0,,,De 10-14 Años,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro13
5.0,5579.0,,,De 15-19 Años,7,0,0,1,1,0,0,0,1,0,0,0,0,0,4,2023,nacimientos,Cuadro13
5.0,5579.0,,,De 20-24 Años,10,0,1,2,1,0,0,1,0,0,0,0,0,0,5,2023,nacimientos,Cuadro13
5.0,5579.0,,,De 25-29 Años,7,0,0,0,2,0,0,0,3,0,0,0,0,0,2,2023,nacimientos,Cuadro13
5.0,5579.0,,,De 30-34 Años,8,0,2,0,3,0,0,0,0,0,0,0,0,0,3,2023,nacimientos,Cuadro13
5.0,5579.0,,,De 35-39 Años,3,0,0,0,2,0,0,0,0,0,0,0,0,0,1,2023,nacimientos,Cuadro13
5.0,5579.0,,,De 40-44 Años,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro13
5.0,5579.0,,,De 45-49 Años,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro13
5.0,5579.0,,,De 50-54 Años,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro13
5.0,5579.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro13
5.0,5585.0,,05585 Puerto Nare,Total,11,0,0,2,6,0,0,0,1,0,0,0,0,0,2,2023,nacimientos,Cuadro13
5.0,5585.0,,,De 10-14 Años,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro13
5.0,5585.0,,,De 15-19 Años,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2023,nacimientos,Cuadro13
5.0,5585.0,,,De 20-24 Años,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro13
5.0,5585.0,,,De 25-29 Años,4,0,0,1,2,0,0,0,1,0,0,0,0,0,0,2023,nacimientos,Cuadro13
5.0,5585.0,,,De 30-34 Años,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2023,nacimientos,Cuadro13
5.0,5585.0,,,De 35-39 Años,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro13
5.0,5585.0,,,De 40-44 Años,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro13
5.0,5585.0,,,De 45-49 Años,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro13
5.0,5585.0,,,De 50-54 Años,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro13
5.0,5585.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro13
5.0,5591.0,,05591 Puerto Triunfo,Total,20,0,1,3,14,1,0,0,0,0,1,0,0,0,0,2023,nacimientos,Cuadro13
5.0,5591.0,,,De 10-14 Años,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro13
5.0,5591.0,,,De 15-19 Años,8,0,1,3,4,0,0,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro13
5.0,5591.0,,,De 20-24 Años,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro13
5.0,5591.0,,,De 25-29 Años,4,0,0,0,3,1,0,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro13
5.0,5591.0,,,De 30-34 Años,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2023,nacimientos,Cuadro13
5.0,5591.0,,,De 35-39 Años,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro13
5.0,5591.0,,,De 40-44 Años,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro13
5.0,5591.0,,,De 45-49 Años,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro13
5.0,5591.0,,,De 50-54 Años,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro13
5.0,5591.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro13
5.0,5604.0,,05604 Remedios,Total,38,0,5,8,19,1,0,1,1,0,0,0,0,1,2,2023,nacimientos,Cuadro13
5.0,5604.0,,,De 10-14 Años,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro13
5.0,5604.0,,,De 15-19 Años,7,0,0,4,3,0,0,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro13
5.0,5604.0,,,De 20-24 Años,11,0,0,0,8,0,0,1,1,0,0,0,0,0,1,2023,nacimientos,Cuadro13
5.0,5604.0,,,De 25-29 Años,9,0,1,2,4,1,0,0,0,0,0,0,0,0,1,2023,nacimientos,Cuadro13
5.0,5604.0,,,De 30-34 Años,4,0,1,1,2,0,0,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro13
5.0,5604.0,,,De 35-39 Años,5,0,1,1,2,0,0,0,0,0,0,0,0,1,0,2023,nacimientos,Cuadro13
