columna,columna_1,"CUADRO 5 - Nacimientos por persona que atendió el parto según departamento, municipio de ocurrencia y sitio del parto",columna_2,columna_3,columna_4,columna_5,columna_6,columna_7,columna_8,columna_9,columna_10,columna_11,año,tipo,hoja_origen
41.0,41551.0,,,Sin información,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
41.0,41615.0,,41615 Rivera,Total,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
41.0,41615.0,,,Institución de Salud,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
41.0,41615.0,,,Domicilio,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
41.0,41615.0,,,Otro Sitio,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
41.0,41615.0,,,Sin información,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
41.0,41660.0,,41660 Saladoblanco,Total,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
41.0,41660.0,,,Institución de Salud,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
41.0,41660.0,,,Domicilio,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
41.0,41660.0,,,Otro Sitio,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
41.0,41660.0,,,Sin información,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
41.0,41668.0,,41668 San Agustín,Total,3,3,0,0,0,0,0,0,2023,nacimientos,Cuadro5
41.0,41668.0,,,Institución de Salud,3,3,0,0,0,0,0,0,2023,nacimientos,Cuadro5
41.0,41668.0,,,Domicilio,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
41.0,41668.0,,,Otro Sitio,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
41.0,41668.0,,,Sin información,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
41.0,41676.0,,41676 Santa María,Total,1,1,0,0,0,0,0,0,2023,nacimientos,Cuadro5
41.0,41676.0,,,Institución de Salud,1,1,0,0,0,0,0,0,2023,nacimientos,Cuadro5
41.0,41676.0,,,Domicilio,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
41.0,41676.0,,,Otro Sitio,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
41.0,41676.0,,,Sin información,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
41.0,41770.0,,41770 Suaza,Total,2,2,0,0,0,0,0,0,2023,nacimientos,Cuadro5
41.0,41770.0,,,Institución de Salud,2,2,0,0,0,0,0,0,2023,nacimientos,Cuadro5
41.0,41770.0,,,Domicilio,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
41.0,41770.0,,,Otro Sitio,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
41.0,41770.0,,,Sin información,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
41.0,41791.0,,41791 Tarqui,Total,1,1,0,0,0,0,0,0,2023,nacimientos,Cuadro5
41.0,41791.0,,,Institución de Salud,1,1,0,0,0,0,0,0,2023,nacimientos,Cuadro5
41.0,41791.0,,,Domicilio,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
41.0,41791.0,,,Otro Sitio,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
41.0,41791.0,,,Sin información,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
41.0,41797.0,,41797 Tesalia,Total,1,1,0,0,0,0,0,0,2023,nacimientos,Cuadro5
41.0,41797.0,,,Institución de Salud,1,1,0,0,0,0,0,0,2023,nacimientos,Cuadro5
41.0,41797.0,,,Domicilio,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
41.0,41797.0,,,Otro Sitio,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
41.0,41797.0,,,Sin información,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
41.0,41799.0,,41799 Tello,Total,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
41.0,41799.0,,,Institución de Salud,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
41.0,41799.0,,,Domicilio,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
41.0,41799.0,,,Otro Sitio,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
41.0,41799.0,,,Sin información,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
41.0,41801.0,,41801 Teruel,Total,1,1,0,0,0,0,0,0,2023,nacimientos,Cuadro5
41.0,41801.0,,,Institución de Salud,1,1,0,0,0,0,0,0,2023,nacimientos,Cuadro5
41.0,41801.0,,,Domicilio,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
41.0,41801.0,,,Otro Sitio,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
41.0,41801.0,,,Sin información,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
41.0,41807.0,,41807 Timaná,Total,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
41.0,41807.0,,,Institución de Salud,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
41.0,41807.0,,,Domicilio,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
41.0,41807.0,,,Otro Sitio,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
41.0,41807.0,,,Sin información,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
41.0,41872.0,,41872 Villavieja,Total,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
41.0,41872.0,,,Institución de Salud,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
41.0,41872.0,,,Domicilio,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
41.0,41872.0,,,Otro Sitio,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
41.0,41872.0,,,Sin información,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
41.0,41885.0,,41885 Yaguará,Total,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
41.0,41885.0,,,Institución de Salud,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
41.0,41885.0,,,Domicilio,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
41.0,41885.0,,,Otro Sitio,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
41.0,41885.0,,,Sin información,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
44.0,44000.0,44 La Guajira,Total Dpto,Total,1679,1629,2,2,1,26,19,0,2023,nacimientos,Cuadro5
44.0,44000.0,,,Institución de Salud,1629,1627,2,0,0,0,0,0,2023,nacimientos,Cuadro5
44.0,44000.0,,,Domicilio,42,0,0,0,1,24,17,0,2023,nacimientos,Cuadro5
44.0,44000.0,,,Otro Sitio,8,2,0,2,0,2,2,0,2023,nacimientos,Cuadro5
44.0,44000.0,,,Sin información,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
44.0,44001.0,,44001 Riohacha,Total,514,506,0,0,1,1,6,0,2023,nacimientos,Cuadro5
44.0,44001.0,,,Institución de Salud,506,506,0,0,0,0,0,0,2023,nacimientos,Cuadro5
44.0,44001.0,,,Domicilio,7,0,0,0,1,1,5,0,2023,nacimientos,Cuadro5
44.0,44001.0,,,Otro Sitio,1,0,0,0,0,0,1,0,2023,nacimientos,Cuadro5
44.0,44001.0,,,Sin información,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
44.0,44035.0,,44035 Albania,Total,14,11,0,0,0,3,0,0,2023,nacimientos,Cuadro5
44.0,44035.0,,,Institución de Salud,11,11,0,0,0,0,0,0,2023,nacimientos,Cuadro5
44.0,44035.0,,,Domicilio,3,0,0,0,0,3,0,0,2023,nacimientos,Cuadro5
44.0,44035.0,,,Otro Sitio,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
44.0,44035.0,,,Sin información,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
44.0,44078.0,,44078 Barrancas,Total,5,5,0,0,0,0,0,0,2023,nacimientos,Cuadro5
44.0,44078.0,,,Institución de Salud,5,5,0,0,0,0,0,0,2023,nacimientos,Cuadro5
44.0,44078.0,,,Domicilio,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
44.0,44078.0,,,Otro Sitio,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
44.0,44078.0,,,Sin información,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
44.0,44090.0,,44090 Dibulla,Total,5,5,0,0,0,0,0,0,2023,nacimientos,Cuadro5
44.0,44090.0,,,Institución de Salud,5,5,0,0,0,0,0,0,2023,nacimientos,Cuadro5
44.0,44090.0,,,Domicilio,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
44.0,44090.0,,,Otro Sitio,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
44.0,44090.0,,,Sin información,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
44.0,44098.0,,44098 Distracción,Total,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
44.0,44098.0,,,Institución de Salud,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
44.0,44098.0,,,Domicilio,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
44.0,44098.0,,,Otro Sitio,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
44.0,44098.0,,,Sin información,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
44.0,44110.0,,44110 El Molino,Total,2,2,0,0,0,0,0,0,2023,nacimientos,Cuadro5
44.0,44110.0,,,Institución de Salud,2,2,0,0,0,0,0,0,2023,nacimientos,Cuadro5
44.0,44110.0,,,Domicilio,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
44.0,44110.0,,,Otro Sitio,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
44.0,44110.0,,,Sin información,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
44.0,44279.0,,44279 Fonseca,Total,7,7,0,0,0,0,0,0,2023,nacimientos,Cuadro5
44.0,44279.0,,,Institución de Salud,7,7,0,0,0,0,0,0,2023,nacimientos,Cuadro5
44.0,44279.0,,,Domicilio,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
44.0,44279.0,,,Otro Sitio,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
44.0,44279.0,,,Sin información,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
44.0,44378.0,,44378 Hatonuevo,Total,7,6,0,0,0,0,1,0,2023,nacimientos,Cuadro5
44.0,44378.0,,,Institución de Salud,6,6,0,0,0,0,0,0,2023,nacimientos,Cuadro5
44.0,44378.0,,,Domicilio,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
44.0,44378.0,,,Otro Sitio,1,0,0,0,0,0,1,0,2023,nacimientos,Cuadro5
44.0,44378.0,,,Sin información,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
44.0,44420.0,,44420 La Jagua del Pilar,Total,1,1,0,0,0,0,0,0,2023,nacimientos,Cuadro5
44.0,44420.0,,,Institución de Salud,1,1,0,0,0,0,0,0,2023,nacimientos,Cuadro5
44.0,44420.0,,,Domicilio,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
44.0,44420.0,,,Otro Sitio,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
44.0,44420.0,,,Sin información,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
44.0,44430.0,,44430 Maicao,Total,475,466,1,1,0,2,5,0,2023,nacimientos,Cuadro5
44.0,44430.0,,,Institución de Salud,467,466,1,0,0,0,0,0,2023,nacimientos,Cuadro5
44.0,44430.0,,,Domicilio,7,0,0,0,0,2,5,0,2023,nacimientos,Cuadro5
44.0,44430.0,,,Otro Sitio,1,0,0,1,0,0,0,0,2023,nacimientos,Cuadro5
44.0,44430.0,,,Sin información,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
44.0,44560.0,,44560 Manaure,Total,37,36,0,0,0,1,0,0,2023,nacimientos,Cuadro5
44.0,44560.0,,,Institución de Salud,36,36,0,0,0,0,0,0,2023,nacimientos,Cuadro5
44.0,44560.0,,,Domicilio,1,0,0,0,0,1,0,0,2023,nacimientos,Cuadro5
44.0,44560.0,,,Otro Sitio,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
44.0,44560.0,,,Sin información,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
44.0,44650.0,,44650 San Juan del Cesar,Total,252,251,0,1,0,0,0,0,2023,nacimientos,Cuadro5
44.0,44650.0,,,Institución de Salud,250,250,0,0,0,0,0,0,2023,nacimientos,Cuadro5
44.0,44650.0,,,Domicilio,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
44.0,44650.0,,,Otro Sitio,2,1,0,1,0,0,0,0,2023,nacimientos,Cuadro5
44.0,44650.0,,,Sin información,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
44.0,44847.0,,44847 Uribia,Total,357,331,1,0,0,19,6,0,2023,nacimientos,Cuadro5
44.0,44847.0,,,Institución de Salud,331,330,1,0,0,0,0,0,2023,nacimientos,Cuadro5
44.0,44847.0,,,Domicilio,23,0,0,0,0,17,6,0,2023,nacimientos,Cuadro5
44.0,44847.0,,,Otro Sitio,3,1,0,0,0,2,0,0,2023,nacimientos,Cuadro5
44.0,44847.0,,,Sin información,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
44.0,44855.0,,44855 Urumita,Total,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
44.0,44855.0,,,Institución de Salud,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
44.0,44855.0,,,Domicilio,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
44.0,44855.0,,,Otro Sitio,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
44.0,44855.0,,,Sin información,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
44.0,44874.0,,44874 Villanueva,Total,3,2,0,0,0,0,1,0,2023,nacimientos,Cuadro5
44.0,44874.0,,,Institución de Salud,2,2,0,0,0,0,0,0,2023,nacimientos,Cuadro5
44.0,44874.0,,,Domicilio,1,0,0,0,0,0,1,0,2023,nacimientos,Cuadro5
44.0,44874.0,,,Otro Sitio,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
44.0,44874.0,,,Sin información,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
47.0,47000.0,47 Magdalena,Total Dpto,Total,1707,1699,1,1,0,2,4,0,2023,nacimientos,Cuadro5
47.0,47000.0,,,Institución de Salud,1700,1699,1,0,0,0,0,0,2023,nacimientos,Cuadro5
47.0,47000.0,,,Domicilio,6,0,0,0,0,2,4,0,2023,nacimientos,Cuadro5
47.0,47000.0,,,Otro Sitio,1,0,0,1,0,0,0,0,2023,nacimientos,Cuadro5
47.0,47000.0,,,Sin información,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
47.0,47001.0,,47001 Santa Marta,Total,757,756,0,0,0,0,1,0,2023,nacimientos,Cuadro5
47.0,47001.0,,,Institución de Salud,756,756,0,0,0,0,0,0,2023,nacimientos,Cuadro5
47.0,47001.0,,,Domicilio,1,0,0,0,0,0,1,0,2023,nacimientos,Cuadro5
47.0,47001.0,,,Otro Sitio,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
47.0,47001.0,,,Sin información,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
47.0,47030.0,,47030 Algarrobo,Total,4,4,0,0,0,0,0,0,2023,nacimientos,Cuadro5
47.0,47030.0,,,Institución de Salud,4,4,0,0,0,0,0,0,2023,nacimientos,Cuadro5
47.0,47030.0,,,Domicilio,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
47.0,47030.0,,,Otro Sitio,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
47.0,47030.0,,,Sin información,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
47.0,47053.0,,47053 Aracataca,Total,3,3,0,0,0,0,0,0,2023,nacimientos,Cuadro5
47.0,47053.0,,,Institución de Salud,3,3,0,0,0,0,0,0,2023,nacimientos,Cuadro5
47.0,47053.0,,,Domicilio,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
47.0,47053.0,,,Otro Sitio,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
47.0,47053.0,,,Sin información,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
47.0,47058.0,,47058 Ariguaní,Total,9,9,0,0,0,0,0,0,2023,nacimientos,Cuadro5
47.0,47058.0,,,Institución de Salud,9,9,0,0,0,0,0,0,2023,nacimientos,Cuadro5
47.0,47058.0,,,Domicilio,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
47.0,47058.0,,,Otro Sitio,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
47.0,47058.0,,,Sin información,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
47.0,47161.0,,47161 Cerro San Antonio,Total,1,1,0,0,0,0,0,0,2023,nacimientos,Cuadro5
47.0,47161.0,,,Institución de Salud,1,1,0,0,0,0,0,0,2023,nacimientos,Cuadro5
47.0,47161.0,,,Domicilio,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
47.0,47161.0,,,Otro Sitio,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
47.0,47161.0,,,Sin información,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
47.0,47170.0,,47170 Chibolo,Total,8,8,0,0,0,0,0,0,2023,nacimientos,Cuadro5
47.0,47170.0,,,Institución de Salud,8,8,0,0,0,0,0,0,2023,nacimientos,Cuadro5
47.0,47170.0,,,Domicilio,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
47.0,47170.0,,,Otro Sitio,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
47.0,47170.0,,,Sin información,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
47.0,47189.0,,47189 Ciénaga,Total,230,229,0,0,0,1,0,0,2023,nacimientos,Cuadro5
47.0,47189.0,,,Institución de Salud,229,229,0,0,0,0,0,0,2023,nacimientos,Cuadro5
47.0,47189.0,,,Domicilio,1,0,0,0,0,1,0,0,2023,nacimientos,Cuadro5
47.0,47189.0,,,Otro Sitio,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
47.0,47189.0,,,Sin información,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
47.0,47205.0,,47205 Concordia,Total,1,1,0,0,0,0,0,0,2023,nacimientos,Cuadro5
47.0,47205.0,,,Institución de Salud,1,1,0,0,0,0,0,0,2023,nacimientos,Cuadro5
47.0,47205.0,,,Domicilio,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
47.0,47205.0,,,Otro Sitio,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
47.0,47205.0,,,Sin información,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
47.0,47245.0,,47245 El Banco,Total,216,215,1,0,0,0,0,0,2023,nacimientos,Cuadro5
47.0,47245.0,,,Institución de Salud,216,215,1,0,0,0,0,0,2023,nacimientos,Cuadro5
47.0,47245.0,,,Domicilio,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
47.0,47245.0,,,Otro Sitio,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
47.0,47245.0,,,Sin información,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
47.0,47258.0,,47258 El Piñón,Total,2,2,0,0,0,0,0,0,2023,nacimientos,Cuadro5
47.0,47258.0,,,Institución de Salud,2,2,0,0,0,0,0,0,2023,nacimientos,Cuadro5
47.0,47258.0,,,Domicilio,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
47.0,47258.0,,,Otro Sitio,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
47.0,47258.0,,,Sin información,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
47.0,47268.0,,47268 El Retén,Total,3,3,0,0,0,0,0,0,2023,nacimientos,Cuadro5
47.0,47268.0,,,Institución de Salud,3,3,0,0,0,0,0,0,2023,nacimientos,Cuadro5
47.0,47268.0,,,Domicilio,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
47.0,47268.0,,,Otro Sitio,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
47.0,47268.0,,,Sin información,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
47.0,47288.0,,47288 Fundación,Total,174,172,0,0,0,0,2,0,2023,nacimientos,Cuadro5
47.0,47288.0,,,Institución de Salud,172,172,0,0,0,0,0,0,2023,nacimientos,Cuadro5
47.0,47288.0,,,Domicilio,2,0,0,0,0,0,2,0,2023,nacimientos,Cuadro5
47.0,47288.0,,,Otro Sitio,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
47.0,47288.0,,,Sin información,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
47.0,47318.0,,47318 Guamal,Total,5,5,0,0,0,0,0,0,2023,nacimientos,Cuadro5
47.0,47318.0,,,Institución de Salud,5,5,0,0,0,0,0,0,2023,nacimientos,Cuadro5
47.0,47318.0,,,Domicilio,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
47.0,47318.0,,,Otro Sitio,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
47.0,47318.0,,,Sin información,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
47.0,47460.0,,47460 Nueva Granada,Total,5,4,0,1,0,0,0,0,2023,nacimientos,Cuadro5
47.0,47460.0,,,Institución de Salud,4,4,0,0,0,0,0,0,2023,nacimientos,Cuadro5
47.0,47460.0,,,Domicilio,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
47.0,47460.0,,,Otro Sitio,1,0,0,1,0,0,0,0,2023,nacimientos,Cuadro5
47.0,47460.0,,,Sin información,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
47.0,47541.0,,47541 Pedraza,Total,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
47.0,47541.0,,,Institución de Salud,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
47.0,47541.0,,,Domicilio,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
47.0,47541.0,,,Otro Sitio,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
47.0,47541.0,,,Sin información,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
47.0,47545.0,,47545 Pijiño del Carmen,Total,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
47.0,47545.0,,,Institución de Salud,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
47.0,47545.0,,,Domicilio,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
47.0,47545.0,,,Otro Sitio,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
47.0,47545.0,,,Sin información,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
47.0,47551.0,,47551 Pivijay,Total,73,73,0,0,0,0,0,0,2023,nacimientos,Cuadro5
47.0,47551.0,,,Institución de Salud,73,73,0,0,0,0,0,0,2023,nacimientos,Cuadro5
47.0,47551.0,,,Domicilio,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
47.0,47551.0,,,Otro Sitio,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
47.0,47551.0,,,Sin información,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
47.0,47555.0,,47555 Plato,Total,180,180,0,0,0,0,0,0,2023,nacimientos,Cuadro5
47.0,47555.0,,,Institución de Salud,180,180,0,0,0,0,0,0,2023,nacimientos,Cuadro5
47.0,47555.0,,,Domicilio,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
47.0,47555.0,,,Otro Sitio,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
47.0,47555.0,,,Sin información,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
47.0,47570.0,,47570 Puebloviejo,Total,1,0,0,0,0,0,1,0,2023,nacimientos,Cuadro5
47.0,47570.0,,,Institución de Salud,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
47.0,47570.0,,,Domicilio,1,0,0,0,0,0,1,0,2023,nacimientos,Cuadro5
47.0,47570.0,,,Otro Sitio,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
47.0,47570.0,,,Sin información,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
47.0,47605.0,,47605 Remolino,Total,2,2,0,0,0,0,0,0,2023,nacimientos,Cuadro5
47.0,47605.0,,,Institución de Salud,2,2,0,0,0,0,0,0,2023,nacimientos,Cuadro5
47.0,47605.0,,,Domicilio,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
47.0,47605.0,,,Otro Sitio,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
47.0,47605.0,,,Sin información,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
47.0,47660.0,,47660 Sabanas de San Ángel,Total,3,3,0,0,0,0,0,0,2023,nacimientos,Cuadro5
47.0,47660.0,,,Institución de Salud,3,3,0,0,0,0,0,0,2023,nacimientos,Cuadro5
47.0,47660.0,,,Domicilio,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
47.0,47660.0,,,Otro Sitio,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
47.0,47660.0,,,Sin información,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
47.0,47675.0,,47675 Salamina,Total,3,3,0,0,0,0,0,0,2023,nacimientos,Cuadro5
47.0,47675.0,,,Institución de Salud,3,3,0,0,0,0,0,0,2023,nacimientos,Cuadro5
47.0,47675.0,,,Domicilio,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
47.0,47675.0,,,Otro Sitio,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
47.0,47675.0,,,Sin información,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
47.0,47692.0,,47692 San Sebastián de Buenavista,Total,11,11,0,0,0,0,0,0,2023,nacimientos,Cuadro5
47.0,47692.0,,,Institución de Salud,11,11,0,0,0,0,0,0,2023,nacimientos,Cuadro5
47.0,47692.0,,,Domicilio,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
47.0,47692.0,,,Otro Sitio,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
47.0,47692.0,,,Sin información,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
47.0,47703.0,,47703 San Zenón,Total,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
47.0,47703.0,,,Institución de Salud,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
47.0,47703.0,,,Domicilio,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
47.0,47703.0,,,Otro Sitio,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
47.0,47703.0,,,Sin información,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
47.0,47707.0,,47707 Santa Ana,Total,5,5,0,0,0,0,0,0,2023,nacimientos,Cuadro5
47.0,47707.0,,,Institución de Salud,5,5,0,0,0,0,0,0,2023,nacimientos,Cuadro5
47.0,47707.0,,,Domicilio,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
47.0,47707.0,,,Otro Sitio,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
47.0,47707.0,,,Sin información,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
47.0,47720.0,,47720 Santa Bárbara de Pinto,Total,2,2,0,0,0,0,0,0,2023,nacimientos,Cuadro5
47.0,47720.0,,,Institución de Salud,2,2,0,0,0,0,0,0,2023,nacimientos,Cuadro5
