columna,columna_1,"CUADRO 5 - Nacimientos por persona que atendió el parto según departamento, municipio de ocurrencia y sitio del parto",columna_2,columna_3,columna_4,columna_5,columna_6,columna_7,columna_8,columna_9,columna_10,columna_11,año,tipo,hoja_origen
15.0,15248.0,,,Otro Sitio,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
15.0,15248.0,,,Sin información,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
15.0,15272.0,,15272 Firavitoba,Total,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
15.0,15272.0,,,Institución de Salud,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
15.0,15272.0,,,Domicilio,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
15.0,15272.0,,,Otro Sitio,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
15.0,15272.0,,,Sin información,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
15.0,15276.0,,15276 Floresta,Total,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
15.0,15276.0,,,Institución de Salud,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
15.0,15276.0,,,Domicilio,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
15.0,15276.0,,,Otro Sitio,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
15.0,15276.0,,,Sin información,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
15.0,15293.0,,15293 Gachantivá,Total,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
15.0,15293.0,,,Institución de Salud,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
15.0,15293.0,,,Domicilio,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
15.0,15293.0,,,Otro Sitio,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
15.0,15293.0,,,Sin información,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
15.0,15296.0,,15296 Gámeza,Total,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
15.0,15296.0,,,Institución de Salud,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
15.0,15296.0,,,Domicilio,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
15.0,15296.0,,,Otro Sitio,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
15.0,15296.0,,,Sin información,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
15.0,15299.0,,15299 Garagoa,Total,13,13,0,0,0,0,0,0,2023,nacimientos,Cuadro5
15.0,15299.0,,,Institución de Salud,13,13,0,0,0,0,0,0,2023,nacimientos,Cuadro5
15.0,15299.0,,,Domicilio,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
15.0,15299.0,,,Otro Sitio,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
15.0,15299.0,,,Sin información,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
15.0,15317.0,,15317 Guacamayas,Total,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
15.0,15317.0,,,Institución de Salud,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
15.0,15317.0,,,Domicilio,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
15.0,15317.0,,,Otro Sitio,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
15.0,15317.0,,,Sin información,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
15.0,15322.0,,15322 Guateque,Total,16,16,0,0,0,0,0,0,2023,nacimientos,Cuadro5
15.0,15322.0,,,Institución de Salud,16,16,0,0,0,0,0,0,2023,nacimientos,Cuadro5
15.0,15322.0,,,Domicilio,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
15.0,15322.0,,,Otro Sitio,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
15.0,15322.0,,,Sin información,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
15.0,15325.0,,15325 Guayatá,Total,1,1,0,0,0,0,0,0,2023,nacimientos,Cuadro5
15.0,15325.0,,,Institución de Salud,1,1,0,0,0,0,0,0,2023,nacimientos,Cuadro5
15.0,15325.0,,,Domicilio,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
15.0,15325.0,,,Otro Sitio,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
15.0,15325.0,,,Sin información,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
15.0,15332.0,,15332 Güicán,Total,2,2,0,0,0,0,0,0,2023,nacimientos,Cuadro5
15.0,15332.0,,,Institución de Salud,2,2,0,0,0,0,0,0,2023,nacimientos,Cuadro5
15.0,15332.0,,,Domicilio,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
15.0,15332.0,,,Otro Sitio,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
15.0,15332.0,,,Sin información,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
15.0,15362.0,,15362 Iza,Total,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
15.0,15362.0,,,Institución de Salud,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
15.0,15362.0,,,Domicilio,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
15.0,15362.0,,,Otro Sitio,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
15.0,15362.0,,,Sin información,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
15.0,15367.0,,15367 Jenesano,Total,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
15.0,15367.0,,,Institución de Salud,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
15.0,15367.0,,,Domicilio,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
15.0,15367.0,,,Otro Sitio,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
15.0,15367.0,,,Sin información,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
15.0,15368.0,,15368 Jericó,Total,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
15.0,15368.0,,,Institución de Salud,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
15.0,15368.0,,,Domicilio,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
15.0,15368.0,,,Otro Sitio,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
15.0,15368.0,,,Sin información,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
15.0,15377.0,,15377 Labranzagrande,Total,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
15.0,15377.0,,,Institución de Salud,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
15.0,15377.0,,,Domicilio,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
15.0,15377.0,,,Otro Sitio,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
15.0,15377.0,,,Sin información,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
15.0,15380.0,,15380 La Capilla,Total,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
15.0,15380.0,,,Institución de Salud,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
15.0,15380.0,,,Domicilio,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
15.0,15380.0,,,Otro Sitio,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
15.0,15380.0,,,Sin información,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
15.0,15401.0,,15401 La Victoria,Total,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
15.0,15401.0,,,Institución de Salud,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
15.0,15401.0,,,Domicilio,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
15.0,15401.0,,,Otro Sitio,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
15.0,15401.0,,,Sin información,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
15.0,15403.0,,15403 La Uvita,Total,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
15.0,15403.0,,,Institución de Salud,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
15.0,15403.0,,,Domicilio,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
15.0,15403.0,,,Otro Sitio,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
15.0,15403.0,,,Sin información,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
15.0,15407.0,,15407 Villa de Leyva,Total,3,3,0,0,0,0,0,0,2023,nacimientos,Cuadro5
15.0,15407.0,,,Institución de Salud,3,3,0,0,0,0,0,0,2023,nacimientos,Cuadro5
15.0,15407.0,,,Domicilio,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
15.0,15407.0,,,Otro Sitio,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
15.0,15407.0,,,Sin información,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
15.0,15425.0,,15425 Macanal,Total,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
15.0,15425.0,,,Institución de Salud,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
15.0,15425.0,,,Domicilio,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
15.0,15425.0,,,Otro Sitio,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
15.0,15425.0,,,Sin información,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
15.0,15442.0,,15442 Maripí,Total,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
15.0,15442.0,,,Institución de Salud,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
15.0,15442.0,,,Domicilio,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
15.0,15442.0,,,Otro Sitio,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
15.0,15442.0,,,Sin información,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
15.0,15455.0,,15455 Miraflores,Total,5,5,0,0,0,0,0,0,2023,nacimientos,Cuadro5
15.0,15455.0,,,Institución de Salud,5,5,0,0,0,0,0,0,2023,nacimientos,Cuadro5
15.0,15455.0,,,Domicilio,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
15.0,15455.0,,,Otro Sitio,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
15.0,15455.0,,,Sin información,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
15.0,15464.0,,15464 Mongua,Total,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
15.0,15464.0,,,Institución de Salud,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
15.0,15464.0,,,Domicilio,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
15.0,15464.0,,,Otro Sitio,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
15.0,15464.0,,,Sin información,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
15.0,15466.0,,15466 Monguí,Total,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
15.0,15466.0,,,Institución de Salud,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
15.0,15466.0,,,Domicilio,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
15.0,15466.0,,,Otro Sitio,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
15.0,15466.0,,,Sin información,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
15.0,15469.0,,15469 Moniquirá,Total,57,57,0,0,0,0,0,0,2023,nacimientos,Cuadro5
15.0,15469.0,,,Institución de Salud,57,57,0,0,0,0,0,0,2023,nacimientos,Cuadro5
15.0,15469.0,,,Domicilio,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
15.0,15469.0,,,Otro Sitio,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
15.0,15469.0,,,Sin información,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
15.0,15476.0,,15476 Motavita,Total,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
15.0,15476.0,,,Institución de Salud,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
15.0,15476.0,,,Domicilio,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
15.0,15476.0,,,Otro Sitio,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
15.0,15476.0,,,Sin información,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
15.0,15480.0,,15480 Muzo,Total,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
15.0,15480.0,,,Institución de Salud,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
15.0,15480.0,,,Domicilio,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
15.0,15480.0,,,Otro Sitio,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
15.0,15480.0,,,Sin información,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
15.0,15491.0,,15491 Nobsa,Total,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
15.0,15491.0,,,Institución de Salud,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
15.0,15491.0,,,Domicilio,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
15.0,15491.0,,,Otro Sitio,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
15.0,15491.0,,,Sin información,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
15.0,15494.0,,15494 Nuevo Colón,Total,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
15.0,15494.0,,,Institución de Salud,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
15.0,15494.0,,,Domicilio,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
15.0,15494.0,,,Otro Sitio,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
15.0,15494.0,,,Sin información,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
15.0,15500.0,,15500 Oicatá,Total,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
15.0,15500.0,,,Institución de Salud,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
15.0,15500.0,,,Domicilio,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
15.0,15500.0,,,Otro Sitio,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
15.0,15500.0,,,Sin información,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
15.0,15507.0,,15507 Otanche,Total,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
15.0,15507.0,,,Institución de Salud,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
15.0,15507.0,,,Domicilio,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
15.0,15507.0,,,Otro Sitio,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
15.0,15507.0,,,Sin información,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
15.0,15511.0,,15511 Pachavita,Total,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
15.0,15511.0,,,Institución de Salud,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
15.0,15511.0,,,Domicilio,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
15.0,15511.0,,,Otro Sitio,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
15.0,15511.0,,,Sin información,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
15.0,15514.0,,15514 Páez,Total,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
15.0,15514.0,,,Institución de Salud,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
15.0,15514.0,,,Domicilio,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
15.0,15514.0,,,Otro Sitio,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
15.0,15514.0,,,Sin información,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
15.0,15516.0,,15516 Paipa,Total,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
15.0,15516.0,,,Institución de Salud,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
15.0,15516.0,,,Domicilio,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
15.0,15516.0,,,Otro Sitio,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
15.0,15516.0,,,Sin información,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
15.0,15518.0,,15518 Pajarito,Total,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
15.0,15518.0,,,Institución de Salud,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
15.0,15518.0,,,Domicilio,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
15.0,15518.0,,,Otro Sitio,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
15.0,15518.0,,,Sin información,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
15.0,15522.0,,15522 Panqueba,Total,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
15.0,15522.0,,,Institución de Salud,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
15.0,15522.0,,,Domicilio,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
15.0,15522.0,,,Otro Sitio,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
15.0,15522.0,,,Sin información,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
15.0,15531.0,,15531 Pauna,Total,1,1,0,0,0,0,0,0,2023,nacimientos,Cuadro5
15.0,15531.0,,,Institución de Salud,1,1,0,0,0,0,0,0,2023,nacimientos,Cuadro5
15.0,15531.0,,,Domicilio,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
15.0,15531.0,,,Otro Sitio,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
15.0,15531.0,,,Sin información,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
15.0,15533.0,,15533 Paya,Total,1,0,0,0,0,0,1,0,2023,nacimientos,Cuadro5
15.0,15533.0,,,Institución de Salud,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
15.0,15533.0,,,Domicilio,1,0,0,0,0,0,1,0,2023,nacimientos,Cuadro5
15.0,15533.0,,,Otro Sitio,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
15.0,15533.0,,,Sin información,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
15.0,15537.0,,15537 Paz de Río,Total,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
15.0,15537.0,,,Institución de Salud,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
15.0,15537.0,,,Domicilio,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
15.0,15537.0,,,Otro Sitio,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
15.0,15537.0,,,Sin información,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
15.0,15542.0,,15542 Pesca,Total,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
15.0,15542.0,,,Institución de Salud,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
15.0,15542.0,,,Domicilio,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
15.0,15542.0,,,Otro Sitio,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
15.0,15542.0,,,Sin información,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
15.0,15550.0,,15550 Pisba,Total,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
15.0,15550.0,,,Institución de Salud,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
15.0,15550.0,,,Domicilio,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
15.0,15550.0,,,Otro Sitio,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
15.0,15550.0,,,Sin información,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
15.0,15572.0,,15572 Puerto Boyacá,Total,63,63,0,0,0,0,0,0,2023,nacimientos,Cuadro5
15.0,15572.0,,,Institución de Salud,63,63,0,0,0,0,0,0,2023,nacimientos,Cuadro5
15.0,15572.0,,,Domicilio,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
15.0,15572.0,,,Otro Sitio,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
15.0,15572.0,,,Sin información,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
15.0,15580.0,,15580 Quípama,Total,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
15.0,15580.0,,,Institución de Salud,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
15.0,15580.0,,,Domicilio,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
15.0,15580.0,,,Otro Sitio,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
15.0,15580.0,,,Sin información,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
15.0,15599.0,,15599 Ramiriquí,Total,3,3,0,0,0,0,0,0,2023,nacimientos,Cuadro5
15.0,15599.0,,,Institución de Salud,3,3,0,0,0,0,0,0,2023,nacimientos,Cuadro5
15.0,15599.0,,,Domicilio,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
15.0,15599.0,,,Otro Sitio,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
15.0,15599.0,,,Sin información,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
15.0,15600.0,,15600 Ráquira,Total,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
15.0,15600.0,,,Institución de Salud,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
15.0,15600.0,,,Domicilio,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
15.0,15600.0,,,Otro Sitio,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
15.0,15600.0,,,Sin información,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
15.0,15621.0,,15621 Rondón,Total,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
15.0,15621.0,,,Institución de Salud,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
15.0,15621.0,,,Domicilio,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
15.0,15621.0,,,Otro Sitio,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
15.0,15621.0,,,Sin información,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
15.0,15632.0,,15632 Saboyá,Total,1,0,0,0,0,0,1,0,2023,nacimientos,Cuadro5
15.0,15632.0,,,Institución de Salud,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
15.0,15632.0,,,Domicilio,1,0,0,0,0,0,1,0,2023,nacimientos,Cuadro5
15.0,15632.0,,,Otro Sitio,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
15.0,15632.0,,,Sin información,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
15.0,15638.0,,15638 Sáchica,Total,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
15.0,15638.0,,,Institución de Salud,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
15.0,15638.0,,,Domicilio,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
15.0,15638.0,,,Otro Sitio,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
15.0,15638.0,,,Sin información,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
15.0,15646.0,,15646 Samacá,Total,2,2,0,0,0,0,0,0,2023,nacimientos,Cuadro5
15.0,15646.0,,,Institución de Salud,2,2,0,0,0,0,0,0,2023,nacimientos,Cuadro5
15.0,15646.0,,,Domicilio,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
15.0,15646.0,,,Otro Sitio,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
15.0,15646.0,,,Sin información,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
15.0,15660.0,,15660 San Eduardo,Total,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
15.0,15660.0,,,Institución de Salud,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
15.0,15660.0,,,Domicilio,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
15.0,15660.0,,,Otro Sitio,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
15.0,15660.0,,,Sin información,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
15.0,15664.0,,15664 San José de Pare,Total,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
15.0,15664.0,,,Institución de Salud,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
15.0,15664.0,,,Domicilio,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
15.0,15664.0,,,Otro Sitio,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
15.0,15664.0,,,Sin información,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
15.0,15667.0,,15667 San Luis de Gaceno,Total,2,2,0,0,0,0,0,0,2023,nacimientos,Cuadro5
15.0,15667.0,,,Institución de Salud,2,2,0,0,0,0,0,0,2023,nacimientos,Cuadro5
15.0,15667.0,,,Domicilio,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
15.0,15667.0,,,Otro Sitio,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
15.0,15667.0,,,Sin información,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
15.0,15673.0,,15673 San Mateo,Total,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
15.0,15673.0,,,Institución de Salud,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
15.0,15673.0,,,Domicilio,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
15.0,15673.0,,,Otro Sitio,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
15.0,15673.0,,,Sin información,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
15.0,15676.0,,15676 San Miguel de Sema,Total,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
15.0,15676.0,,,Institución de Salud,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
15.0,15676.0,,,Domicilio,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
15.0,15676.0,,,Otro Sitio,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
15.0,15676.0,,,Sin información,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
15.0,15681.0,,15681 San Pablo de Borbur,Total,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
15.0,15681.0,,,Institución de Salud,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
15.0,15681.0,,,Domicilio,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
15.0,15681.0,,,Otro Sitio,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
15.0,15681.0,,,Sin información,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
15.0,15686.0,,15686 Santana,Total,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
15.0,15686.0,,,Institución de Salud,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
15.0,15686.0,,,Domicilio,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
15.0,15686.0,,,Otro Sitio,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
15.0,15686.0,,,Sin información,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
15.0,15690.0,,15690 Santa María,Total,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
15.0,15690.0,,,Institución de Salud,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro5
