columna,"CUADRO 12 - Defunciones por grupos de edad y sexo, según departamentos de residencia y grupos de causas de defunción  (Lista Colombia 105 para la tabulación de mortalidad)",columna_1,columna_2,columna_3,columna_4,columna_5,columna_6,columna_7,columna_8,columna_9,columna_10,columna_11,columna_12,columna_13,columna_14,columna_15,columna_16,columna_17,columna_18,columna_19,columna_20,columna_21,columna_22,columna_23,columna_24,columna_25,columna_26,columna_27,columna_28,columna_29,columna_30,columna_31,columna_32,columna_33,columna_34,columna_35,columna_36,columna_37,columna_38,columna_39,columna_40,columna_41,columna_42,columna_43,columna_44,columna_45,columna_46,columna_47,columna_48,columna_49,columna_50,columna_51,columna_52,columna_53,columna_54,columna_55,columna_56,columna_57,columna_58,columna_59,columna_60,columna_61,columna_62,columna_63,columna_64,columna_65,columna_66,columna_67,columna_68,columna_69,columna_70,columna_71,columna_72,columna_73,columna_74,columna_75,columna_76,columna_77,columna_78,columna_79,columna_80,columna_81,columna_82,columna_83,columna_84,columna_85,columna_86,columna_87,columna_88,columna_89,columna_90,columna_91,columna_92,columna_93,columna_94,columna_95,año,tipo,hoja_origen
23.0,,012 Tumor maligno del esófago,16,11,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0,1,0,0,4,1,0,2,0,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro12
23.0,,013 Tumor maligno del estómago,87,45,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,2,3,0,3,2,0,1,2,0,5,4,0,2,8,0,2,4,0,5,3,0,7,3,0,7,5,0,6,3,0,2,3,0,0,1,0,0,0,0,0,0,0,2022,defunciones,Cuadro12
23.0,,"014 Tumor maligno del colon, de la unión rectosigmoidea, recto y ano",117,57,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,3,0,0,6,2,0,4,1,0,1,8,0,4,4,0,4,8,0,8,4,0,10,9,0,6,4,0,6,12,0,3,4,0,0,1,0,0,3,0,0,0,0,0,0,0,2022,defunciones,Cuadro12
23.0,,015 Tumor maligno del hígado,51,26,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,3,4,0,2,2,0,6,5,0,3,3,0,3,3,0,3,4,0,1,3,0,1,0,0,0,1,0,0,0,0,0,0,0,2022,defunciones,Cuadro12
23.0,,016 Tumor maligno de la vesícula biliar y de las vías biliares,25,7,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,3,0,1,0,0,1,4,0,1,0,0,1,4,0,1,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro12
23.0,,017 Tumor maligno del páncreas,62,35,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,0,2,2,0,5,5,0,6,5,0,2,1,0,3,2,0,7,5,0,4,2,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro12
23.0,,018 Todos los demás tumores malignos de los órganos digestivos y del peritoneo,14,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2,2,0,0,0,0,3,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro12
23.0,,019 Tumor maligno de la laringe,15,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,5,0,0,3,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2022,defunciones,Cuadro12
23.0,,"020 Tumor maligno de la tráquea, los bronquios y el pulmón",123,77,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,2,0,0,0,1,0,2,1,0,2,1,0,7,5,0,15,6,0,12,7,0,7,7,0,9,9,0,11,7,0,7,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro12
23.0,,"021 Todos los demás tumores malignos de los órganos respiratorios e intratorácicos, excepto tráquea, bronquios y pulmón",8,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro12
23.0,,022 Tumor maligno de los huesos y de los cartílagos articulares,11,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro12
23.0,,023 Melanoma y otros tumores malignos de la piel,33,20,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,2,0,1,1,0,0,1,0,1,0,0,2,2,0,6,1,0,2,1,0,3,1,0,2,0,0,0,2,0,0,0,0,2022,defunciones,Cuadro12
23.0,,024 Tumor maligno de la mama de la mujer,101,0,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,4,0,0,5,0,0,15,0,0,11,0,0,10,0,0,9,0,0,16,0,0,9,0,0,8,0,0,6,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro12
23.0,,025 Tumor maligno del cuello del útero,76,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,9,0,0,4,0,0,5,0,0,7,0,0,13,0,0,3,0,0,5,0,0,11,0,0,3,0,0,5,0,0,4,0,0,3,0,0,1,0,0,0,0,0,0,0,2022,defunciones,Cuadro12
23.0,,026 Tumor maligno de otras partes del útero,15,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,0,0,2,0,0,4,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro12
23.0,,027 Tumor maligno del ovario,25,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,3,0,0,1,0,0,1,0,0,5,0,0,3,0,0,0,0,0,2,0,0,4,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro12
23.0,,028 Tumor maligno de la próstata,144,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,8,0,0,14,0,0,18,0,0,28,0,0,24,0,0,24,0,0,15,0,0,6,0,0,1,0,0,0,0,0,2022,defunciones,Cuadro12
23.0,,029 Tumor maligno de la vejiga urinaria,12,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,0,2,1,0,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro12
23.0,,030 Todos los demás tumores malignos de los órganos urinarios,15,11,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,2,0,0,2,1,0,3,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro12
23.0,,"031 Tumor maligno del encéfalo, del ojo y de otras partes del sistema nervioso central",43,22,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,2,3,0,3,4,0,3,2,0,2,2,0,2,2,0,2,0,0,2,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro12
23.0,,032 Tumor maligno del tiroides y de otras glándulas endocrinas,13,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,2,0,0,0,0,0,1,0,2,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro12
23.0,,033 Tumores malignos de sitios mal definidos y secundarios,7,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro12
23.0,,034 Tumor maligno de sitios no especificados,38,16,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,2,0,2,2,0,1,1,0,2,4,0,2,6,0,3,1,0,1,2,0,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro12
23.0,,035 Leucemia,59,31,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,1,0,2,0,0,2,1,0,2,1,0,2,3,0,3,0,0,0,2,0,2,1,0,1,1,0,2,1,0,3,5,0,4,4,0,2,3,0,4,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro12
23.0,,"036 Todos los demás tumores malignos del tejido linfático, de los órganos hematopoyéticos y de tejidos afines",68,37,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,3,2,0,1,2,0,5,4,0,4,0,0,9,2,0,5,5,0,4,2,0,2,7,0,1,4,0,1,1,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro12
23.0,,"037 Tumores: in situ, benignos y de comportamiento incierto o desconocido y los no especificados",120,65,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,0,0,2,0,0,1,0,1,2,0,0,3,0,3,4,0,1,2,0,3,2,0,3,4,0,5,3,0,9,6,0,10,5,0,12,8,0,5,5,0,6,3,0,2,2,0,0,1,0,0,0,0,0,0,0,2022,defunciones,Cuadro12
23.0,,038 Todos los demás tumores malignos de otras localizaciones,29,21,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,3,0,1,0,0,2,0,0,2,1,0,1,2,0,2,2,0,1,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro12
23.0,,"039 Anemias: nutricionales, hemolíticas, aplásticas y otras",29,15,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1,2,0,4,0,0,2,1,0,3,3,0,2,1,0,1,1,0,0,1,0,0,0,0,0,0,0,2022,defunciones,Cuadro12
23.0,,"040 Defectos de coagulación, púrpura y otras afecciones hemorrágicas y de la sangre y los trastornos que afectan la inmunidad",23,8,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,3,0,1,0,0,1,5,0,1,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro12
23.0,,041 Diabetes mellitus,364,153,211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,2,0,1,3,0,2,0,0,0,1,0,2,4,0,1,5,0,10,11,0,17,11,0,17,16,0,17,24,0,17,20,0,21,27,0,14,25,0,15,29,0,12,25,0,2,6,0,2,1,0,0,0,0,2022,defunciones,Cuadro12
23.0,,042 Deficiencias nutricionales,73,37,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1,1,0,1,0,0,2,1,0,1,0,0,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,1,2,0,0,1,0,2,0,0,3,1,0,1,1,0,1,0,0,1,2,0,5,3,0,2,2,0,5,3,0,5,9,0,2,4,0,0,0,0,1,1,0,0,0,0,2022,defunciones,Cuadro12
23.0,,043 Todas las demás enfermedades endocrinas y nutricionales,112,64,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,2,0,2,0,0,4,3,0,2,1,0,8,2,0,4,0,0,2,1,0,8,3,0,7,3,0,11,15,0,6,6,0,3,7,0,2,3,0,0,0,0,2022,defunciones,Cuadro12
23.0,,044 Trastornos mentales y del comportamiento,21,9,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3,0,3,1,0,2,6,0,1,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro12
23.0,,045 Meningitis y otras enfermedades inflamatorias del sistema nervioso central,12,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,0,0,1,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro12
23.0,,046 Epilepsia y otros trastornos episódicos y paroxísticos,34,21,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,0,1,2,0,2,3,0,2,1,0,2,0,0,4,0,0,2,1,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2022,defunciones,Cuadro12
23.0,,047 Todas las demás enfermedades del sistema nervioso,223,115,108,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,4,5,0,3,1,0,1,1,0,3,0,0,1,0,0,0,2,0,3,1,0,2,2,0,1,1,0,2,2,0,1,5,0,4,1,0,12,6,0,9,7,0,15,11,0,17,17,0,17,18,0,10,17,0,5,8,0,1,2,0,0,0,0,2022,defunciones,Cuadro12
23.0,,"048 Enfermedades del ojo y sus anexos, del oído y de la apófisis mastoides",2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2022,defunciones,Cuadro12
23.0,,049 Fiebre reumática aguda y enfermedades cardíacas reumáticas crónicas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro12
23.0,,050 Enfermedades hipertensivas,398,218,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,5,1,0,3,2,0,4,2,0,9,3,0,5,7,0,19,5,0,13,18,0,25,20,0,52,35,0,39,38,0,27,25,0,11,20,0,3,4,0,0,0,0,2022,defunciones,Cuadro12
23.0,,051 Enfermedades isquémicas del corazón,1287,729,558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,3,1,0,3,1,0,8,1,0,9,5,0,25,4,0,21,9,0,39,13,0,68,31,0,71,35,0,57,46,0,85,65,0,123,78,0,93,110,0,70,90,0,38,46,0,13,22,0,0,0,0,2022,defunciones,Cuadro12
23.0,,052 Enfermedad cardiopulmonar y enfermedades de la circulación pulmonar,17,8,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,2,0,0,1,0,2,0,0,1,1,0,2,0,0,0,2,0,0,1,0,0,0,0,0,0,0,2022,defunciones,Cuadro12
23.0,,053 Todas las demás formas de enfermedad del corazón,214,122,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,2,0,0,1,0,0,1,0,0,2,0,0,0,0,0,2,2,0,0,1,0,1,2,0,3,2,0,5,3,0,10,4,0,8,6,0,12,3,0,14,7,0,15,17,0,23,14,0,13,17,0,6,5,0,3,6,0,0,0,0,2022,defunciones,Cuadro12
23.0,,054 Insuficiencia cardíaca,50,29,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,2,3,0,3,3,0,2,2,0,4,5,0,4,2,0,5,0,0,2,2,0,3,1,0,1,1,0,0,0,0,2022,defunciones,Cuadro12
23.0,,055 Enfermedades cerebrovasculares,755,383,372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,4,1,0,4,0,0,0,0,0,2,3,0,4,3,0,6,5,0,9,8,0,11,12,0,21,26,0,28,25,0,34,25,0,52,45,0,59,39,0,56,55,0,44,63,0,40,37,0,6,23,0,1,0,0,0,0,0,2022,defunciones,Cuadro12
23.0,,056 Aterosclerosis,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro12
23.0,,057 Aneurisma aórtico,53,30,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,4,0,0,2,1,0,8,5,0,5,4,0,2,2,0,4,1,0,3,6,0,1,2,0,0,1,0,0,0,0,0,0,0,2022,defunciones,Cuadro12
23.0,,058 Enfermedades de los vasos sanguíneos y otras enfermedades del sistema circulatorio,47,17,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,1,2,0,0,2,0,0,2,0,2,2,0,1,2,0,4,6,0,4,5,0,2,4,0,0,2,0,1,1,0,0,0,0,2022,defunciones,Cuadro12
23.0,,059 Neumonía,294,162,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,1,0,1,1,0,1,2,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,2,0,0,4,0,0,3,1,0,2,1,0,6,1,0,8,3,0,9,8,0,12,14,0,16,16,0,28,12,0,24,24,0,20,20,0,12,15,0,6,8,0,2,2,0,0,0,0,2022,defunciones,Cuadro12
23.0,,060 Enfermedades crónicas de las vías respiratorias inferiores,444,223,221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,0,0,3,0,6,2,0,3,2,0,5,3,0,18,8,0,18,20,0,29,22,0,49,43,0,44,47,0,35,48,0,11,19,0,3,2,0,0,0,0,2022,defunciones,Cuadro12
23.0,,061 Enfermedades del pulmón debidas a agentes externos,15,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,2,1,0,2,2,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,2022,defunciones,Cuadro12
23.0,,062 Todas las demás enfermedades del sistema respiratorio,79,43,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,2,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,1,0,1,0,0,6,3,0,2,4,0,5,1,0,1,3,0,6,7,0,5,6,0,2,4,0,1,1,0,0,1,0,0,0,0,2022,defunciones,Cuadro12
23.0,,063 Ulcera,17,11,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,1,1,0,1,1,0,1,0,0,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro12
23.0,,064 Enfermedades del esófago y otras enfermedades del estómago y del duodeno,10,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,0,1,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro12
23.0,,"065 Enfermedades del apéndice, hernia y obstrucción intestinal",97,45,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,3,1,0,2,3,0,3,4,0,6,3,0,11,5,0,6,12,0,9,10,0,2,8,0,1,1,0,0,0,0,0,0,0,2022,defunciones,Cuadro12
23.0,,066 Enfermedades del hígado,125,54,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0,1,1,0,2,4,0,5,2,0,7,4,0,2,4,0,9,9,0,3,12,0,11,15,0,6,7,0,2,7,0,4,1,0,0,1,0,0,0,0,0,0,0,2022,defunciones,Cuadro12
23.0,,"067 Trastornos de la vesícula biliar, de las vías biliares y del páncreas",74,32,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,1,2,0,0,0,0,3,1,0,1,1,0,0,3,0,2,6,0,4,1,0,2,6,0,2,2,0,9,6,0,2,6,0,2,3,0,4,1,0,0,1,0,0,0,0,0,0,0,2022,defunciones,Cuadro12
23.0,,"068 Enteritis, colitis no infecciosa y otras enfermedades de los intestinos",45,18,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,2,0,0,1,0,0,4,0,2,1,0,1,8,0,6,4,0,3,3,0,0,2,0,0,0,0,0,0,0,2022,defunciones,Cuadro12
