columna,"CUADRO 12 - Defunciones por grupos de edad y sexo, según departamentos de residencia y grupos de causas de defunción  (Lista Colombia 105 para la tabulación de mortalidad)",columna_1,columna_2,columna_3,columna_4,columna_5,columna_6,columna_7,columna_8,columna_9,columna_10,columna_11,columna_12,columna_13,columna_14,columna_15,columna_16,columna_17,columna_18,columna_19,columna_20,columna_21,columna_22,columna_23,columna_24,columna_25,columna_26,columna_27,columna_28,columna_29,columna_30,columna_31,columna_32,columna_33,columna_34,columna_35,columna_36,columna_37,columna_38,columna_39,columna_40,columna_41,columna_42,columna_43,columna_44,columna_45,columna_46,columna_47,columna_48,columna_49,columna_50,columna_51,columna_52,columna_53,columna_54,columna_55,columna_56,columna_57,columna_58,columna_59,columna_60,columna_61,columna_62,columna_63,columna_64,columna_65,columna_66,columna_67,columna_68,columna_69,columna_70,columna_71,columna_72,columna_73,columna_74,columna_75,columna_76,columna_77,columna_78,columna_79,columna_80,columna_81,columna_82,columna_83,columna_84,columna_85,columna_86,columna_87,columna_88,columna_89,columna_90,columna_91,columna_92,columna_93,columna_94,columna_95,año,tipo,hoja_origen
68.0,,061 Enfermedades del pulmón debidas a agentes externos,253,93,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,2,2,0,3,2,0,10,2,0,2,3,0,11,8,0,10,11,0,16,30,0,19,36,0,9,38,0,6,22,0,4,4,0,0,0,0,2022,defunciones,Cuadro12
68.0,,062 Todas las demás enfermedades del sistema respiratorio,135,74,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,2,0,0,0,0,1,0,0,3,1,0,1,2,0,0,0,0,1,2,0,4,3,0,6,5,0,9,8,0,9,4,0,4,8,0,12,13,0,11,7,0,4,4,0,3,1,0,0,1,0,0,0,0,2022,defunciones,Cuadro12
68.0,,063 Ulcera,42,24,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,4,2,0,2,3,0,3,2,0,4,4,0,3,2,0,3,4,0,0,1,0,0,0,0,0,0,0,2022,defunciones,Cuadro12
68.0,,064 Enfermedades del esófago y otras enfermedades del estómago y del duodeno,56,30,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,4,0,0,0,0,0,5,0,0,5,5,0,1,3,0,8,8,0,2,6,0,1,2,0,0,0,0,0,0,0,2022,defunciones,Cuadro12
68.0,,"065 Enfermedades del apéndice, hernia y obstrucción intestinal",117,72,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,2,0,2,1,0,1,1,0,0,0,0,2,1,0,2,0,0,4,1,0,6,1,0,8,2,0,11,6,0,7,9,0,15,6,0,7,8,0,2,6,0,2,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro12
68.0,,066 Enfermedades del hígado,337,256,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,2,0,0,4,2,0,8,0,0,15,2,0,26,2,0,31,5,0,34,15,0,42,8,0,26,17,0,38,13,0,17,9,0,7,2,0,4,2,0,0,2,0,0,1,0,0,0,0,2022,defunciones,Cuadro12
68.0,,"067 Trastornos de la vesícula biliar, de las vías biliares y del páncreas",122,53,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2,1,0,3,0,0,2,0,0,0,3,0,6,4,0,8,7,0,4,11,0,5,14,0,13,12,0,5,5,0,3,6,0,1,4,0,0,0,0,0,0,0,2022,defunciones,Cuadro12
68.0,,"068 Enteritis, colitis no infecciosa y otras enfermedades de los intestinos",92,49,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,4,2,0,4,0,0,1,1,0,3,0,0,8,5,0,11,8,0,8,11,0,3,2,0,3,11,0,0,1,0,0,0,0,0,0,0,2022,defunciones,Cuadro12
68.0,,069 Enfermedades del peritoneo y todas las demás enfermedades del sistema digestivo,38,18,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,2,0,0,6,2,0,2,0,0,2,3,0,1,0,0,2,7,0,2,3,0,0,1,0,0,1,0,0,0,0,0,0,0,2022,defunciones,Cuadro12
68.0,,070 Hemorragia gastrointestinal,31,16,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,3,0,0,1,1,0,4,1,0,0,0,0,2,2,0,4,5,0,1,2,0,0,3,0,0,0,0,0,0,0,2022,defunciones,Cuadro12
68.0,,071 Enfermedades de la piel y del tejido subcutáneo,58,29,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,3,0,0,2,2,0,3,4,0,2,3,0,1,2,0,3,4,0,7,3,0,5,6,0,1,2,0,0,1,0,0,0,0,0,0,0,2022,defunciones,Cuadro12
68.0,,072 Enfermedades del sistema osteomuscular y del tejido conjuntivo,81,33,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,1,0,0,0,0,1,0,0,0,4,0,0,1,0,1,2,0,1,0,0,3,1,0,3,2,0,1,3,0,5,4,0,3,9,0,9,2,0,1,8,0,0,1,0,1,6,0,3,1,0,0,0,0,0,0,0,2022,defunciones,Cuadro12
68.0,,073 Enfermedades glomerulares y tubulointersticiales,24,11,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,2,0,1,0,0,1,1,0,0,1,0,2,2,0,2,1,0,0,3,0,1,1,0,1,0,0,0,0,0,2022,defunciones,Cuadro12
68.0,,074 Insuficiencia renal,47,28,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,3,0,0,6,2,0,3,2,0,4,1,0,4,2,0,1,1,0,2,3,0,3,5,0,0,1,0,0,0,0,0,0,0,2022,defunciones,Cuadro12
68.0,,075 Todas las demás enfermedades del sistema urinario,175,83,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,1,2,0,0,0,0,6,2,0,10,6,0,12,11,0,17,9,0,9,18,0,10,16,0,8,21,0,4,2,0,3,1,0,0,0,0,2022,defunciones,Cuadro12
68.0,,076 Hiperplasia de la próstata,38,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,2,0,0,8,0,0,7,0,0,7,0,0,8,0,0,1,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro12
68.0,,077 Trastornos de los órganos genitales,11,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0,0,0,0,1,2,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro12
68.0,,"078 Embarazo, parto y puerperio",6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro12
68.0,,079 Feto y recién nacido afectados por ciertas afecciones maternas,6,4,2,0,0,0,0,0,1,0,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro12
68.0,,080 Feto y recién nacido afectados por complicaciones obstétricas y traumatismo del nacimiento,17,11,6,0,4,3,0,3,1,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro12
68.0,,"081 Retardo del crecimiento fetal, desnutrición fetal, gestación corta y bajo peso al nacer",3,0,3,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro12
68.0,,082 Trastornos respiratorios específicos del período perinatal,44,27,17,0,3,3,0,4,5,0,6,3,0,5,2,0,0,0,0,5,1,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro12
68.0,,083 Trastornos hemorrágicos y hematológicos del feto y del recién nacido,12,5,7,0,0,0,0,0,2,0,1,1,0,3,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro12
68.0,,084 Infecciones específicas del período perinatal,17,12,5,0,0,0,0,0,0,0,2,4,0,6,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro12
68.0,,085 Enterocolitis necrotizante del feto y del recién nacido,12,4,8,0,0,0,0,0,0,0,2,4,0,1,2,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro12
68.0,,086 Todas las demás afecciones originadas en el período perinatal,13,8,5,0,0,0,0,0,0,0,1,3,0,2,2,0,0,0,0,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro12
68.0,,087 Malformaciones congénitas del sistema circulatorio,32,18,14,0,0,0,0,1,0,0,3,1,0,2,3,0,0,0,0,6,3,0,1,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro12
68.0,,"088 Las demás malformaciones congénitas, deformidades y anomalías congénitas",50,20,30,0,0,0,0,0,3,0,1,3,0,3,2,0,0,1,0,4,7,0,3,3,0,1,0,0,0,2,0,2,2,0,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro12
68.0,,"089 Signos, síntomas y afecciones mal definidas",72,47,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,2,2,0,3,3,0,6,0,0,5,1,0,4,1,0,3,2,0,1,1,0,1,2,0,2,0,0,4,0,0,5,0,0,0,0,0,6,2,0,0,2,0,0,1,0,0,0,0,2,1,0,0,0,0,2022,defunciones,Cuadro12
68.0,,090 Accidentes de transporte de motor y secuelas,404,338,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,0,0,2,0,0,7,1,0,19,11,0,51,8,0,50,9,0,34,4,0,34,5,0,26,6,0,20,4,0,16,3,0,19,2,0,20,2,0,16,1,0,8,2,0,8,1,0,4,3,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro12
68.0,,091 Otros accidentes de transporte terrestre,14,12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,2,0,0,1,0,0,1,0,0,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro12
68.0,,092 Los demás accidentes de transporte y los no especificados y secuelas,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro12
68.0,,093 Caídas,108,71,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,2,0,0,2,0,0,2,0,0,4,0,0,4,0,0,4,1,0,8,0,0,5,1,0,3,3,0,12,4,0,6,8,0,9,15,0,5,5,0,2,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro12
68.0,,094 Accidentes por disparo de arma de fuego,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro12
68.0,,095 Ahogamiento y sumersión accidentales,45,38,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,3,1,0,5,1,0,7,0,0,3,1,0,3,0,0,3,0,0,1,1,0,1,1,0,2,0,0,1,0,0,3,1,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro12
68.0,,096 Otros accidentes que obstruyen la respiración,19,13,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,2,0,0,2,1,0,1,0,0,1,2,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2022,defunciones,Cuadro12
68.0,,"097 Exposición a la corriente eléctrica, radiación y temperatura y presión del aire ambientales extremas",10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro12
68.0,,"098 Exposición al humo, fuego y llamas",3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro12
68.0,,"099 Envenenamiento accidental por, y exposición a sustancias nocivas",12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,1,0,0,2,0,0,2,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro12
68.0,,100 Lesiones autoinfligidas intencionalmente (suicidios) y secuelas,121,97,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,11,5,0,7,4,0,13,2,0,8,1,0,5,2,0,8,0,0,7,4,0,5,2,0,7,0,0,8,0,0,3,1,0,6,1,0,3,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro12
68.0,,101 Agresiones (homicidios) y secuelas,396,362,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,1,0,38,4,0,66,8,0,73,4,0,61,4,0,29,3,0,39,1,0,14,3,0,14,2,0,10,2,0,11,1,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro12
68.0,,102 Eventos de intención no determinada y secuelas,83,61,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,0,2,1,0,4,1,0,4,0,0,6,4,0,5,2,0,4,0,0,4,1,0,3,0,0,6,1,0,6,0,0,5,0,0,4,0,0,0,1,0,3,3,0,2,3,0,0,1,0,1,1,0,0,1,0,0,0,0,2022,defunciones,Cuadro12
68.0,,103 Intervención legal y operaciones de guerra y secuelas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro12
68.0,,104 Contratiempos de la atención médico quirúrgica y secuelas,13,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2022,defunciones,Cuadro12
68.0,,105 Otros accidentes y secuelas,77,54,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,2,0,3,0,0,3,1,0,2,0,0,3,0,0,5,0,0,3,1,0,3,0,0,3,0,0,3,0,0,2,0,0,2,0,0,3,2,0,3,2,0,4,5,0,4,3,0,4,7,0,1,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro12
70.0,70 Sucre,TOTAL,4811,2633,2178,0,14,5,0,6,10,0,34,16,0,23,13,0,0,1,0,23,16,0,8,5,0,5,6,0,6,5,0,6,11,0,21,11,0,35,14,0,70,19,0,73,15,0,77,24,0,73,31,0,79,50,0,92,55,0,91,82,0,128,116,0,155,147,0,199,161,0,254,212,0,272,233,0,332,293,0,282,282,0,175,209,0,79,92,0,21,44,0,0,0,0,2022,defunciones,Cuadro12
70.0,,001 Enfermedades infecciosas intestinales,13,7,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro12
70.0,,002 Tuberculosis y secuelas,9,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,2,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro12
70.0,,003 Ciertas enfermedades transmitidas por vectores y rabia,6,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro12
70.0,,004 Ciertas enfermedades inmunoprevenibles,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro12
70.0,,"005 Septicemia, excepto neonatal",10,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro12
70.0,,006 Todas las demás enfermedades bacterianas,10,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro12
70.0,,007 Sífilis y otras enfermedades venéreas,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro12
70.0,,008 Hepatitis viral y secuelas,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro12
70.0,,009 Enfermedad por el VIH (SIDA),33,25,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,1,0,3,2,0,1,1,0,5,2,0,4,0,0,1,0,0,0,1,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro12
70.0,,010 Todas las demás enfermedades infecciosas y parasitarias,103,61,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,3,0,0,0,0,0,1,0,0,2,0,0,1,0,0,4,5,0,5,1,0,4,2,0,4,9,0,10,7,0,11,7,0,7,5,0,3,2,0,1,1,0,0,0,0,2022,defunciones,Cuadro12
70.0,,"011 Tumores malignos del labio, de la cavidad bucal y de la faringe",21,15,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,0,1,0,0,1,0,0,2,0,0,0,1,0,1,2,0,1,0,0,4,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro12
70.0,,012 Tumor maligno del esófago,8,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,0,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro12
