columna,columna_1,"CUADRO 4  -  Defunciones por grupos de edad y sexo, según departamento, municipio y área de residencia",columna_2,columna_3,columna_4,columna_5,columna_6,columna_7,columna_8,columna_9,columna_10,columna_11,columna_12,columna_13,columna_14,columna_15,columna_16,columna_17,columna_18,columna_19,columna_20,columna_21,columna_22,columna_23,columna_24,columna_25,columna_26,columna_27,columna_28,columna_29,columna_30,columna_31,columna_32,columna_33,columna_34,columna_35,columna_36,columna_37,columna_38,columna_39,columna_40,columna_41,columna_42,columna_43,columna_44,columna_45,columna_46,columna_47,columna_48,columna_49,columna_50,columna_51,columna_52,columna_53,columna_54,columna_55,columna_56,columna_57,columna_58,columna_59,columna_60,columna_61,columna_62,columna_63,columna_64,columna_65,columna_66,columna_67,columna_68,columna_69,columna_70,columna_71,columna_72,columna_73,columna_74,columna_75,columna_76,columna_77,columna_78,columna_79,columna_80,columna_81,columna_82,columna_83,columna_84,columna_85,columna_86,columna_87,columna_88,columna_89,columna_90,columna_91,columna_92,columna_93,columna_94,columna_95,columna_96,columna_97,año,tipo,hoja_origen
63.0,63130.0,,,Cabecera municipal,469,244,225,0,0,0,0,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,2,1,0,0,2,0,3,1,0,9,3,0,8,1,0,6,2,0,1,2,0,7,3,0,7,8,0,6,5,0,17,7,0,12,8,0,18,19,0,29,19,0,33,34,0,27,32,0,28,26,0,21,29,0,5,16,0,2,2,0,0,0,0,2022,defunciones,Cuadro4
63.0,63130.0,,,Centro poblado,54,30,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,2,0,2,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,3,1,0,4,1,0,1,3,0,4,2,0,4,3,0,5,4,0,2,4,0,0,0,0,0,0,0,2022,defunciones,Cuadro4
63.0,63130.0,,,Rural disperso,38,28,10,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,2,0,0,2,2,0,3,0,0,1,2,0,3,1,0,6,2,0,3,1,0,3,1,0,0,1,0,0,0,0,0,0,0,2022,defunciones,Cuadro4
63.0,63130.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro4
63.0,63190.0,,63190 Circasia,TOTAL,207,110,97,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,1,1,0,3,1,0,4,0,0,3,1,0,1,0,0,1,4,0,5,3,0,4,4,0,11,7,0,7,6,0,9,12,0,15,6,0,13,20,0,13,13,0,9,9,0,7,5,0,1,2,0,0,0,0,2022,defunciones,Cuadro4
63.0,63190.0,,,Cabecera municipal,165,87,78,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,2,0,0,4,0,0,3,1,0,1,0,0,1,4,0,5,2,0,3,4,0,9,5,0,6,4,0,7,11,0,11,5,0,8,17,0,11,11,0,7,6,0,6,4,0,0,1,0,0,0,0,2022,defunciones,Cuadro4
63.0,63190.0,,,Centro poblado,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2022,defunciones,Cuadro4
63.0,63190.0,,,Rural disperso,39,23,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,2,0,1,2,0,2,1,0,4,1,0,5,3,0,2,2,0,2,2,0,1,0,0,1,1,0,0,0,0,2022,defunciones,Cuadro4
63.0,63190.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro4
63.0,63212.0,,63212 Córdoba,TOTAL,42,29,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,0,1,1,0,1,0,0,2,1,0,2,2,0,5,3,0,4,1,0,4,0,0,3,1,0,0,0,0,0,1,0,0,0,0,2022,defunciones,Cuadro4
63.0,63212.0,,,Cabecera municipal,26,17,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,1,0,1,0,0,0,1,0,1,2,0,4,1,0,4,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,2022,defunciones,Cuadro4
63.0,63212.0,,,Centro poblado,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro4
63.0,63212.0,,,Rural disperso,14,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,2,0,0,1,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro4
63.0,63212.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro4
63.0,63272.0,,63272 Filandia,TOTAL,92,58,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,3,0,0,0,0,0,1,0,0,2,1,0,1,1,0,0,1,0,3,4,0,6,5,0,5,6,0,13,5,0,7,3,0,10,4,0,2,1,0,1,3,0,0,0,0,0,0,0,2022,defunciones,Cuadro4
63.0,63272.0,,,Cabecera municipal,68,45,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,2,0,0,0,0,0,1,0,0,2,0,0,1,0,0,0,1,0,1,3,0,5,1,0,4,5,0,10,5,0,6,2,0,6,2,0,2,1,0,1,3,0,0,0,0,0,0,0,2022,defunciones,Cuadro4
63.0,63272.0,,,Centro poblado,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro4
63.0,63272.0,,,Rural disperso,22,13,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,1,0,1,3,0,1,1,0,3,0,0,1,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro4
63.0,63272.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro4
63.0,63302.0,,63302 Génova,TOTAL,51,36,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,4,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2,1,0,4,1,0,1,4,0,6,1,0,9,1,0,2,4,0,2,1,0,2,0,0,1,0,0,0,0,0,2022,defunciones,Cuadro4
63.0,63302.0,,,Cabecera municipal,37,26,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,4,1,0,1,4,0,4,1,0,7,1,0,2,2,0,0,0,0,2,0,0,1,0,0,0,0,0,2022,defunciones,Cuadro4
63.0,63302.0,,,Centro poblado,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro4
63.0,63302.0,,,Rural disperso,12,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro4
63.0,63302.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro4
63.0,63401.0,,63401 La Tebaida,TOTAL,239,141,98,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,4,1,0,4,1,0,5,0,0,5,2,0,3,0,0,6,1,0,2,2,0,5,6,0,11,4,0,12,5,0,11,9,0,17,12,0,25,15,0,15,21,0,6,9,0,2,6,0,1,1,0,0,0,0,2022,defunciones,Cuadro4
63.0,63401.0,,,Cabecera municipal,222,134,88,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,3,1,0,4,0,0,5,0,0,4,2,0,3,0,0,6,1,0,2,2,0,5,3,0,11,2,0,11,5,0,11,9,0,16,11,0,24,15,0,15,19,0,6,9,0,2,5,0,1,1,0,0,0,0,2022,defunciones,Cuadro4
63.0,63401.0,,,Centro poblado,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro4
63.0,63401.0,,,Rural disperso,13,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,2022,defunciones,Cuadro4
63.0,63401.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro4
63.0,63470.0,,63470 Montenegro,TOTAL,282,172,110,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,6,0,0,6,1,0,4,1,0,2,0,0,6,1,0,4,2,0,2,1,0,11,6,0,14,7,0,21,4,0,24,7,0,19,13,0,21,18,0,14,20,0,12,15,0,3,10,0,0,2,0,0,0,0,2022,defunciones,Cuadro4
63.0,63470.0,,,Cabecera municipal,237,145,92,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,5,0,0,6,1,0,4,0,0,2,0,0,5,1,0,4,2,0,2,1,0,10,4,0,12,7,0,18,2,0,21,6,0,16,11,0,17,16,0,10,19,0,8,11,0,3,7,0,0,2,0,0,0,0,2022,defunciones,Cuadro4
63.0,63470.0,,,Centro poblado,12,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,1,1,0,1,0,0,1,1,0,0,2,0,0,1,0,0,0,0,0,0,0,2022,defunciones,Cuadro4
63.0,63470.0,,,Rural disperso,33,22,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,2,0,0,3,2,0,1,0,0,2,1,0,3,2,0,3,0,0,4,2,0,0,2,0,0,0,0,0,0,0,2022,defunciones,Cuadro4
63.0,63470.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro4
63.0,63548.0,,63548 Pijao,TOTAL,36,22,14,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3,0,1,2,0,7,2,0,1,2,0,3,2,0,2,2,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro4
63.0,63548.0,,,Cabecera municipal,28,18,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,2,0,7,1,0,1,2,0,3,1,0,2,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro4
63.0,63548.0,,,Centro poblado,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro4
63.0,63548.0,,,Rural disperso,8,4,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro4
63.0,63548.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro4
63.0,63594.0,,63594 Quimbaya,TOTAL,298,186,112,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2,0,0,4,2,0,5,0,0,8,1,0,5,1,0,2,1,0,6,3,0,6,4,0,13,6,0,7,5,0,19,14,0,24,16,0,31,14,0,15,17,0,15,5,0,17,18,0,4,3,0,0,0,0,0,0,0,2022,defunciones,Cuadro4
63.0,63594.0,,,Cabecera municipal,267,166,101,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2,0,0,4,2,0,5,0,0,7,1,0,4,1,0,2,0,0,6,3,0,5,4,0,12,5,0,4,5,0,19,13,0,24,13,0,30,12,0,10,14,0,12,5,0,14,18,0,3,3,0,0,0,0,0,0,0,2022,defunciones,Cuadro4
63.0,63594.0,,,Centro poblado,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro4
63.0,63594.0,,,Rural disperso,30,19,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,2,0,0,0,1,0,0,3,0,1,2,0,5,3,0,3,0,0,3,0,0,1,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro4
63.0,63594.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro4
63.0,63690.0,,63690 Salento,TOTAL,59,33,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,2,0,0,0,0,0,1,1,0,4,1,0,4,2,0,3,1,0,7,4,0,3,5,0,2,7,0,2,3,0,2,1,0,0,0,0,0,0,0,2022,defunciones,Cuadro4
63.0,63690.0,,,Cabecera municipal,37,19,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,2,0,0,0,0,0,0,0,0,2,1,0,1,2,0,2,1,0,5,2,0,1,2,0,1,5,0,0,3,0,2,1,0,0,0,0,0,0,0,2022,defunciones,Cuadro4
63.0,63690.0,,,Centro poblado,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro4
63.0,63690.0,,,Rural disperso,21,13,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,3,0,0,1,0,0,2,2,0,2,3,0,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro4
63.0,63690.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro4
63.0,63999.0,,Sin Información,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro4
63.0,63999.0,,,Cabecera municipal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro4
63.0,63999.0,,,Centro poblado,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro4
63.0,63999.0,,,Rural disperso,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro4
63.0,63999.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro4
66.0,66000.0,66 Risaralda,Total Dpto,TOTAL,7589,4108,3481,0,5,5,0,12,4,0,12,21,0,8,9,0,0,0,0,20,13,0,7,6,0,7,11,0,11,8,0,11,7,0,5,12,0,49,19,0,107,23,0,107,20,0,96,47,0,84,40,0,89,61,0,96,64,0,137,92,0,209,147,0,293,227,0,425,287,0,474,335,0,497,397,0,496,518,0,442,515,0,278,374,0,107,167,0,24,52,0,0,0,0,2022,defunciones,Cuadro4
66.0,66000.0,,,Cabecera municipal,6388,3389,2999,0,4,4,0,9,2,0,8,15,0,4,9,0,0,0,0,9,8,0,2,4,0,3,6,0,8,4,0,8,4,0,1,9,0,41,14,0,95,22,0,94,19,0,76,36,0,72,36,0,76,54,0,82,49,0,116,83,0,177,115,0,236,200,0,361,246,0,387,287,0,395,349,0,413,439,0,363,453,0,235,334,0,92,150,0,22,48,0,0,0,0,2022,defunciones,Cuadro4
66.0,66000.0,,,Centro poblado,300,171,129,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,2,0,0,0,0,0,5,0,0,4,1,0,3,3,0,0,2,0,5,3,0,3,3,0,9,7,0,21,10,0,21,10,0,20,16,0,27,14,0,19,26,0,12,14,0,13,8,0,4,7,0,0,1,0,0,0,0,2022,defunciones,Cuadro4
66.0,66000.0,,,Rural disperso,898,546,352,0,1,1,0,2,1,0,4,5,0,4,0,0,0,0,0,11,5,0,5,2,0,4,4,0,2,3,0,3,2,0,3,3,0,6,5,0,12,1,0,8,1,0,15,10,0,9,1,0,13,5,0,9,12,0,18,6,0,23,25,0,35,17,0,43,31,0,67,32,0,75,34,0,64,53,0,67,48,0,30,32,0,11,10,0,2,3,0,0,0,0,2022,defunciones,Cuadro4
66.0,66000.0,,,Sin información,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro4
66.0,66001.0,,66001 Pereira,TOTAL,4117,2183,1934,0,1,4,0,9,2,0,4,13,0,4,3,0,0,0,0,6,3,0,0,1,0,1,4,0,3,1,0,6,3,0,2,6,0,23,11,0,53,9,0,59,7,0,50,33,0,46,24,0,48,39,0,45,41,0,79,56,0,114,90,0,163,135,0,225,149,0,260,180,0,282,220,0,254,287,0,219,272,0,159,202,0,54,99,0,14,40,0,0,0,0,2022,defunciones,Cuadro4
