columna,"CUADRO 7 - Defunciones maternas, por grupos de edad, según departamento de residencia y grupos de causas de defunción  (Lista de causas agrupadas 6/67 CIE-10 de OPS)",columna_1,columna_2,columna_3,columna_4,columna_5,columna_6,columna_7,columna_8,columna_9,columna_10,columna_11,columna_12,año,tipo,hoja_origen
19.0,,Complicaciones principalmente relacionadas con el puerperio (O85-O92),1,0,0,0,0,0,1,0,0,0,0,2022,defunciones,Cuadro7
19.0,,Otras afecciones obstétricas no clasificadas en otra parte (O95-O99),7,0,0,1,0,2,3,1,0,0,0,2022,defunciones,Cuadro7
20.0,20 Cesar,TOTAL,25,0,3,7,6,7,1,1,0,0,0,2022,defunciones,Cuadro7
20.0,,Embarazo terminado en aborto (O00-O08),1,0,0,1,0,0,0,0,0,0,0,2022,defunciones,Cuadro7
20.0,,"Edema, proteinuria y trastornos hipertensivos en el embarazo, el parto y el puerperio (O10-O16)",1,0,0,0,0,1,0,0,0,0,0,2022,defunciones,Cuadro7
20.0,,Otros trastornos relacionados principalmente con el embarazo (O20-O29),2,0,0,0,1,1,0,0,0,0,0,2022,defunciones,Cuadro7
20.0,,Atención materna relacionada con el feto y la cavidad amniótica y con posibles problemas del parto (O30-O48),0,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro7
20.0,,Complicaciones del trabajo del parto y del parto (O60-O75),5,0,2,1,1,1,0,0,0,0,0,2022,defunciones,Cuadro7
20.0,,Complicaciones principalmente relacionadas con el puerperio (O85-O92),2,0,0,1,1,0,0,0,0,0,0,2022,defunciones,Cuadro7
20.0,,Otras afecciones obstétricas no clasificadas en otra parte (O95-O99),14,0,1,4,3,4,1,1,0,0,0,2022,defunciones,Cuadro7
23.0,23 Córdoba,TOTAL,26,0,1,8,6,7,4,0,0,0,0,2022,defunciones,Cuadro7
23.0,,Embarazo terminado en aborto (O00-O08),1,0,0,0,1,0,0,0,0,0,0,2022,defunciones,Cuadro7
23.0,,"Edema, proteinuria y trastornos hipertensivos en el embarazo, el parto y el puerperio (O10-O16)",5,0,1,0,0,3,1,0,0,0,0,2022,defunciones,Cuadro7
23.0,,Otros trastornos relacionados principalmente con el embarazo (O20-O29),0,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro7
23.0,,Atención materna relacionada con el feto y la cavidad amniótica y con posibles problemas del parto (O30-O48),1,0,0,0,0,0,1,0,0,0,0,2022,defunciones,Cuadro7
23.0,,Complicaciones del trabajo del parto y del parto (O60-O75),1,0,0,0,0,1,0,0,0,0,0,2022,defunciones,Cuadro7
23.0,,Complicaciones principalmente relacionadas con el puerperio (O85-O92),1,0,0,1,0,0,0,0,0,0,0,2022,defunciones,Cuadro7
23.0,,Otras afecciones obstétricas no clasificadas en otra parte (O95-O99),17,0,0,7,5,3,2,0,0,0,0,2022,defunciones,Cuadro7
25.0,25 Cundinamarca,TOTAL,18,0,0,6,2,5,5,0,0,0,0,2022,defunciones,Cuadro7
25.0,,Embarazo terminado en aborto (O00-O08),0,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro7
25.0,,"Edema, proteinuria y trastornos hipertensivos en el embarazo, el parto y el puerperio (O10-O16)",1,0,0,0,1,0,0,0,0,0,0,2022,defunciones,Cuadro7
25.0,,Otros trastornos relacionados principalmente con el embarazo (O20-O29),1,0,0,0,0,1,0,0,0,0,0,2022,defunciones,Cuadro7
25.0,,Atención materna relacionada con el feto y la cavidad amniótica y con posibles problemas del parto (O30-O48),1,0,0,1,0,0,0,0,0,0,0,2022,defunciones,Cuadro7
25.0,,Complicaciones del trabajo del parto y del parto (O60-O75),1,0,0,0,0,0,1,0,0,0,0,2022,defunciones,Cuadro7
25.0,,Complicaciones principalmente relacionadas con el puerperio (O85-O92),3,0,0,0,1,1,1,0,0,0,0,2022,defunciones,Cuadro7
25.0,,Otras afecciones obstétricas no clasificadas en otra parte (O95-O99),11,0,0,5,0,3,3,0,0,0,0,2022,defunciones,Cuadro7
27.0,27 Chocó,TOTAL,17,2,1,5,5,1,2,1,0,0,0,2022,defunciones,Cuadro7
27.0,,Embarazo terminado en aborto (O00-O08),0,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro7
27.0,,"Edema, proteinuria y trastornos hipertensivos en el embarazo, el parto y el puerperio (O10-O16)",6,1,0,2,2,1,0,0,0,0,0,2022,defunciones,Cuadro7
27.0,,Otros trastornos relacionados principalmente con el embarazo (O20-O29),1,0,0,0,1,0,0,0,0,0,0,2022,defunciones,Cuadro7
27.0,,Atención materna relacionada con el feto y la cavidad amniótica y con posibles problemas del parto (O30-O48),1,1,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro7
27.0,,Complicaciones del trabajo del parto y del parto (O60-O75),3,0,0,1,0,0,1,1,0,0,0,2022,defunciones,Cuadro7
27.0,,Complicaciones principalmente relacionadas con el puerperio (O85-O92),0,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro7
27.0,,Otras afecciones obstétricas no clasificadas en otra parte (O95-O99),6,0,1,2,2,0,1,0,0,0,0,2022,defunciones,Cuadro7
41.0,41 Huila,TOTAL,11,0,2,3,1,1,3,1,0,0,0,2022,defunciones,Cuadro7
41.0,,Embarazo terminado en aborto (O00-O08),2,0,0,1,0,0,1,0,0,0,0,2022,defunciones,Cuadro7
41.0,,"Edema, proteinuria y trastornos hipertensivos en el embarazo, el parto y el puerperio (O10-O16)",2,0,0,1,0,1,0,0,0,0,0,2022,defunciones,Cuadro7
41.0,,Otros trastornos relacionados principalmente con el embarazo (O20-O29),0,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro7
41.0,,Atención materna relacionada con el feto y la cavidad amniótica y con posibles problemas del parto (O30-O48),0,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro7
41.0,,Complicaciones del trabajo del parto y del parto (O60-O75),0,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro7
41.0,,Complicaciones principalmente relacionadas con el puerperio (O85-O92),1,0,0,0,1,0,0,0,0,0,0,2022,defunciones,Cuadro7
41.0,,Otras afecciones obstétricas no clasificadas en otra parte (O95-O99),6,0,2,1,0,0,2,1,0,0,0,2022,defunciones,Cuadro7
44.0,44 La Guajira,TOTAL,40,0,3,6,10,9,8,3,1,0,0,2022,defunciones,Cuadro7
44.0,,Embarazo terminado en aborto (O00-O08),3,0,0,0,1,1,1,0,0,0,0,2022,defunciones,Cuadro7
44.0,,"Edema, proteinuria y trastornos hipertensivos en el embarazo, el parto y el puerperio (O10-O16)",9,0,2,3,1,0,2,1,0,0,0,2022,defunciones,Cuadro7
44.0,,Otros trastornos relacionados principalmente con el embarazo (O20-O29),1,0,0,0,0,1,0,0,0,0,0,2022,defunciones,Cuadro7
44.0,,Atención materna relacionada con el feto y la cavidad amniótica y con posibles problemas del parto (O30-O48),0,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro7
44.0,,Complicaciones del trabajo del parto y del parto (O60-O75),2,0,0,0,0,1,1,0,0,0,0,2022,defunciones,Cuadro7
44.0,,Complicaciones principalmente relacionadas con el puerperio (O85-O92),5,0,1,1,1,0,1,1,0,0,0,2022,defunciones,Cuadro7
44.0,,Otras afecciones obstétricas no clasificadas en otra parte (O95-O99),20,0,0,2,7,6,3,1,1,0,0,2022,defunciones,Cuadro7
47.0,47 Magdalena,TOTAL,28,0,5,7,4,4,8,0,0,0,0,2022,defunciones,Cuadro7
47.0,,Embarazo terminado en aborto (O00-O08),1,0,0,1,0,0,0,0,0,0,0,2022,defunciones,Cuadro7
47.0,,"Edema, proteinuria y trastornos hipertensivos en el embarazo, el parto y el puerperio (O10-O16)",1,0,0,1,0,0,0,0,0,0,0,2022,defunciones,Cuadro7
47.0,,Otros trastornos relacionados principalmente con el embarazo (O20-O29),1,0,0,1,0,0,0,0,0,0,0,2022,defunciones,Cuadro7
47.0,,Atención materna relacionada con el feto y la cavidad amniótica y con posibles problemas del parto (O30-O48),3,0,0,0,1,1,1,0,0,0,0,2022,defunciones,Cuadro7
47.0,,Complicaciones del trabajo del parto y del parto (O60-O75),3,0,0,0,1,1,1,0,0,0,0,2022,defunciones,Cuadro7
47.0,,Complicaciones principalmente relacionadas con el puerperio (O85-O92),1,0,0,0,0,0,1,0,0,0,0,2022,defunciones,Cuadro7
47.0,,Otras afecciones obstétricas no clasificadas en otra parte (O95-O99),18,0,5,4,2,2,5,0,0,0,0,2022,defunciones,Cuadro7
50.0,50 Meta,TOTAL,6,0,1,1,0,1,2,0,1,0,0,2022,defunciones,Cuadro7
50.0,,Embarazo terminado en aborto (O00-O08),0,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro7
50.0,,"Edema, proteinuria y trastornos hipertensivos en el embarazo, el parto y el puerperio (O10-O16)",0,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro7
50.0,,Otros trastornos relacionados principalmente con el embarazo (O20-O29),0,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro7
50.0,,Atención materna relacionada con el feto y la cavidad amniótica y con posibles problemas del parto (O30-O48),1,0,0,0,0,0,1,0,0,0,0,2022,defunciones,Cuadro7
50.0,,Complicaciones del trabajo del parto y del parto (O60-O75),1,0,0,0,0,0,1,0,0,0,0,2022,defunciones,Cuadro7
50.0,,Complicaciones principalmente relacionadas con el puerperio (O85-O92),0,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro7
50.0,,Otras afecciones obstétricas no clasificadas en otra parte (O95-O99),4,0,1,1,0,1,0,0,1,0,0,2022,defunciones,Cuadro7
52.0,52 Nariño,TOTAL,18,0,4,4,5,2,3,0,0,0,0,2022,defunciones,Cuadro7
52.0,,Embarazo terminado en aborto (O00-O08),0,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro7
52.0,,"Edema, proteinuria y trastornos hipertensivos en el embarazo, el parto y el puerperio (O10-O16)",4,0,0,1,2,0,1,0,0,0,0,2022,defunciones,Cuadro7
52.0,,Otros trastornos relacionados principalmente con el embarazo (O20-O29),0,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro7
52.0,,Atención materna relacionada con el feto y la cavidad amniótica y con posibles problemas del parto (O30-O48),1,0,1,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro7
52.0,,Complicaciones del trabajo del parto y del parto (O60-O75),2,0,1,0,0,0,1,0,0,0,0,2022,defunciones,Cuadro7
52.0,,Complicaciones principalmente relacionadas con el puerperio (O85-O92),0,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro7
52.0,,Otras afecciones obstétricas no clasificadas en otra parte (O95-O99),11,0,2,3,3,2,1,0,0,0,0,2022,defunciones,Cuadro7
54.0,54 Norte de Santander,TOTAL,17,0,4,4,4,0,3,2,0,0,0,2022,defunciones,Cuadro7
54.0,,Embarazo terminado en aborto (O00-O08),1,0,1,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro7
54.0,,"Edema, proteinuria y trastornos hipertensivos en el embarazo, el parto y el puerperio (O10-O16)",2,0,1,1,0,0,0,0,0,0,0,2022,defunciones,Cuadro7
54.0,,Otros trastornos relacionados principalmente con el embarazo (O20-O29),0,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro7
54.0,,Atención materna relacionada con el feto y la cavidad amniótica y con posibles problemas del parto (O30-O48),2,0,1,0,0,0,1,0,0,0,0,2022,defunciones,Cuadro7
54.0,,Complicaciones del trabajo del parto y del parto (O60-O75),0,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro7
54.0,,Complicaciones principalmente relacionadas con el puerperio (O85-O92),0,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro7
54.0,,Otras afecciones obstétricas no clasificadas en otra parte (O95-O99),12,0,1,3,4,0,2,2,0,0,0,2022,defunciones,Cuadro7
63.0,63 Quindío,TOTAL,5,0,0,3,0,0,2,0,0,0,0,2022,defunciones,Cuadro7
63.0,,Embarazo terminado en aborto (O00-O08),0,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro7
63.0,,"Edema, proteinuria y trastornos hipertensivos en el embarazo, el parto y el puerperio (O10-O16)",1,0,0,0,0,0,1,0,0,0,0,2022,defunciones,Cuadro7
63.0,,Otros trastornos relacionados principalmente con el embarazo (O20-O29),0,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro7
63.0,,Atención materna relacionada con el feto y la cavidad amniótica y con posibles problemas del parto (O30-O48),0,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro7
63.0,,Complicaciones del trabajo del parto y del parto (O60-O75),0,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro7
63.0,,Complicaciones principalmente relacionadas con el puerperio (O85-O92),0,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro7
63.0,,Otras afecciones obstétricas no clasificadas en otra parte (O95-O99),4,0,0,3,0,0,1,0,0,0,0,2022,defunciones,Cuadro7
66.0,66 Risaralda,TOTAL,3,0,1,0,1,0,1,0,0,0,0,2022,defunciones,Cuadro7
66.0,,Embarazo terminado en aborto (O00-O08),0,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro7
66.0,,"Edema, proteinuria y trastornos hipertensivos en el embarazo, el parto y el puerperio (O10-O16)",0,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro7
66.0,,Otros trastornos relacionados principalmente con el embarazo (O20-O29),0,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro7
66.0,,Atención materna relacionada con el feto y la cavidad amniótica y con posibles problemas del parto (O30-O48),0,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro7
66.0,,Complicaciones del trabajo del parto y del parto (O60-O75),1,0,0,0,1,0,0,0,0,0,0,2022,defunciones,Cuadro7
66.0,,Complicaciones principalmente relacionadas con el puerperio (O85-O92),0,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro7
66.0,,Otras afecciones obstétricas no clasificadas en otra parte (O95-O99),2,0,1,0,0,0,1,0,0,0,0,2022,defunciones,Cuadro7
68.0,68 Santander,TOTAL,6,0,0,0,2,1,1,2,0,0,0,2022,defunciones,Cuadro7
68.0,,Embarazo terminado en aborto (O00-O08),1,0,0,0,1,0,0,0,0,0,0,2022,defunciones,Cuadro7
68.0,,"Edema, proteinuria y trastornos hipertensivos en el embarazo, el parto y el puerperio (O10-O16)",0,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro7
68.0,,Otros trastornos relacionados principalmente con el embarazo (O20-O29),0,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro7
68.0,,Atención materna relacionada con el feto y la cavidad amniótica y con posibles problemas del parto (O30-O48),0,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro7
68.0,,Complicaciones del trabajo del parto y del parto (O60-O75),0,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro7
68.0,,Complicaciones principalmente relacionadas con el puerperio (O85-O92),0,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro7
68.0,,Otras afecciones obstétricas no clasificadas en otra parte (O95-O99),5,0,0,0,1,1,1,2,0,0,0,2022,defunciones,Cuadro7
70.0,70 Sucre,TOTAL,12,0,1,2,4,4,1,0,0,0,0,2022,defunciones,Cuadro7
70.0,,Embarazo terminado en aborto (O00-O08),0,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro7
70.0,,"Edema, proteinuria y trastornos hipertensivos en el embarazo, el parto y el puerperio (O10-O16)",0,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro7
70.0,,Otros trastornos relacionados principalmente con el embarazo (O20-O29),0,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro7
70.0,,Atención materna relacionada con el feto y la cavidad amniótica y con posibles problemas del parto (O30-O48),0,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro7
70.0,,Complicaciones del trabajo del parto y del parto (O60-O75),1,0,0,0,1,0,0,0,0,0,0,2022,defunciones,Cuadro7
70.0,,Complicaciones principalmente relacionadas con el puerperio (O85-O92),1,0,0,0,1,0,0,0,0,0,0,2022,defunciones,Cuadro7
70.0,,Otras afecciones obstétricas no clasificadas en otra parte (O95-O99),10,0,1,2,2,4,1,0,0,0,0,2022,defunciones,Cuadro7
73.0,73 Tolima,TOTAL,8,0,1,1,4,1,0,1,0,0,0,2022,defunciones,Cuadro7
73.0,,Embarazo terminado en aborto (O00-O08),0,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro7
73.0,,"Edema, proteinuria y trastornos hipertensivos en el embarazo, el parto y el puerperio (O10-O16)",1,0,0,1,0,0,0,0,0,0,0,2022,defunciones,Cuadro7
73.0,,Otros trastornos relacionados principalmente con el embarazo (O20-O29),0,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro7
73.0,,Atención materna relacionada con el feto y la cavidad amniótica y con posibles problemas del parto (O30-O48),0,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro7
73.0,,Complicaciones del trabajo del parto y del parto (O60-O75),2,0,1,0,1,0,0,0,0,0,0,2022,defunciones,Cuadro7
