columna,columna_1,"CUADRO 3 - Defunciones por grupos de edad y sexo, según departamento, municipio y área donde ocurrió la defunción",columna_2,columna_3,columna_4,columna_5,columna_6,columna_7,columna_8,columna_9,columna_10,columna_11,columna_12,columna_13,columna_14,columna_15,columna_16,columna_17,columna_18,columna_19,columna_20,columna_21,columna_22,columna_23,columna_24,columna_25,columna_26,columna_27,columna_28,columna_29,columna_30,columna_31,columna_32,columna_33,columna_34,año,tipo,hoja_origen
15.0,15660.0,,,Centro poblado,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro3
15.0,15660.0,,,Rural disperso,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro3
15.0,15660.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro3
15.0,15664.0,,15664 San José de Pare,TOTAL,22,12,10,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,7,5,0,4,3,0,0,0,0,0,0,0,2022,defunciones,Cuadro3
15.0,15664.0,,,Cabecera municipal,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,2022,defunciones,Cuadro3
15.0,15664.0,,,Centro poblado,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro3
15.0,15664.0,,,Rural disperso,19,12,7,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,7,3,0,4,2,0,0,0,0,0,0,0,2022,defunciones,Cuadro3
15.0,15664.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro3
15.0,15667.0,,15667 San Luis de Gaceno,TOTAL,26,15,11,0,0,0,0,0,0,0,0,0,0,3,0,0,6,3,0,3,5,0,2,2,0,1,1,0,0,0,0,2022,defunciones,Cuadro3
15.0,15667.0,,,Cabecera municipal,12,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,4,0,1,2,0,0,1,0,0,0,0,2022,defunciones,Cuadro3
15.0,15667.0,,,Centro poblado,6,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,1,0,0,1,0,0,0,0,0,2022,defunciones,Cuadro3
15.0,15667.0,,,Rural disperso,8,7,1,0,0,0,0,0,0,0,0,0,0,3,0,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro3
15.0,15667.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro3
15.0,15673.0,,15673 San Mateo,TOTAL,19,11,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,5,2,0,5,4,0,0,0,0,0,0,0,2022,defunciones,Cuadro3
15.0,15673.0,,,Cabecera municipal,9,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,1,0,3,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro3
15.0,15673.0,,,Centro poblado,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro3
15.0,15673.0,,,Rural disperso,10,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,2,4,0,0,0,0,0,0,0,2022,defunciones,Cuadro3
15.0,15673.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro3
15.0,15676.0,,15676 San Miguel de Sema,TOTAL,15,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,2,0,1,7,0,0,0,0,0,0,0,2022,defunciones,Cuadro3
15.0,15676.0,,,Cabecera municipal,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,2022,defunciones,Cuadro3
15.0,15676.0,,,Centro poblado,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro3
15.0,15676.0,,,Rural disperso,10,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,1,0,1,3,0,0,0,0,0,0,0,2022,defunciones,Cuadro3
15.0,15676.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro3
15.0,15681.0,,15681 San Pablo de Borbur,TOTAL,13,12,1,0,0,0,0,0,0,0,0,0,0,2,1,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro3
15.0,15681.0,,,Cabecera municipal,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro3
15.0,15681.0,,,Centro poblado,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro3
15.0,15681.0,,,Rural disperso,9,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro3
15.0,15681.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro3
15.0,15686.0,,15686 Santana,TOTAL,30,24,6,0,0,0,0,0,0,0,0,0,0,2,0,0,6,2,0,13,2,0,3,2,0,0,0,0,0,0,0,2022,defunciones,Cuadro3
15.0,15686.0,,,Cabecera municipal,7,5,2,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,2,1,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro3
15.0,15686.0,,,Centro poblado,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro3
15.0,15686.0,,,Rural disperso,23,19,4,0,0,0,0,0,0,0,0,0,0,1,0,0,4,1,0,11,1,0,3,2,0,0,0,0,0,0,0,2022,defunciones,Cuadro3
15.0,15686.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro3
15.0,15690.0,,15690 Santa María,TOTAL,14,8,6,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4,2,0,2,3,0,0,1,0,0,0,0,2022,defunciones,Cuadro3
15.0,15690.0,,,Cabecera municipal,7,4,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,1,2,0,0,0,0,0,0,0,2022,defunciones,Cuadro3
15.0,15690.0,,,Centro poblado,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2022,defunciones,Cuadro3
15.0,15690.0,,,Rural disperso,6,4,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,1,1,0,0,0,0,0,0,0,2022,defunciones,Cuadro3
15.0,15690.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro3
15.0,15693.0,,15693 Santa Rosa de Viterbo,TOTAL,33,22,11,0,0,0,0,0,0,0,0,0,0,3,1,0,2,1,0,12,5,0,5,4,0,0,0,0,0,0,0,2022,defunciones,Cuadro3
15.0,15693.0,,,Cabecera municipal,17,10,7,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,7,2,0,2,3,0,0,0,0,0,0,0,2022,defunciones,Cuadro3
15.0,15693.0,,,Centro poblado,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro3
15.0,15693.0,,,Rural disperso,16,12,4,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,5,3,0,3,1,0,0,0,0,0,0,0,2022,defunciones,Cuadro3
15.0,15693.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro3
15.0,15696.0,,15696 Santa Sofía,TOTAL,14,7,7,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,3,3,0,2,2,0,0,0,0,0,0,0,2022,defunciones,Cuadro3
15.0,15696.0,,,Cabecera municipal,6,3,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,2022,defunciones,Cuadro3
15.0,15696.0,,,Centro poblado,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro3
15.0,15696.0,,,Rural disperso,8,4,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,2,0,1,1,0,0,0,0,0,0,0,2022,defunciones,Cuadro3
15.0,15696.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro3
15.0,15720.0,,15720 Sativanorte,TOTAL,14,6,8,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,4,0,2,4,0,0,0,0,0,0,0,2022,defunciones,Cuadro3
15.0,15720.0,,,Cabecera municipal,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro3
15.0,15720.0,,,Centro poblado,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro3
15.0,15720.0,,,Rural disperso,12,4,8,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,4,0,2,4,0,0,0,0,0,0,0,2022,defunciones,Cuadro3
15.0,15720.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro3
15.0,15723.0,,15723 Sativasur,TOTAL,4,3,1,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro3
15.0,15723.0,,,Cabecera municipal,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro3
15.0,15723.0,,,Centro poblado,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro3
15.0,15723.0,,,Rural disperso,3,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro3
15.0,15723.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro3
15.0,15740.0,,15740 Siachoque,TOTAL,15,10,5,0,0,0,0,0,1,0,0,0,0,1,0,0,4,1,0,3,2,0,2,1,0,0,0,0,0,0,0,2022,defunciones,Cuadro3
15.0,15740.0,,,Cabecera municipal,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro3
15.0,15740.0,,,Centro poblado,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro3
15.0,15740.0,,,Rural disperso,13,8,5,0,0,0,0,0,1,0,0,0,0,1,0,0,2,1,0,3,2,0,2,1,0,0,0,0,0,0,0,2022,defunciones,Cuadro3
15.0,15740.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro3
15.0,15753.0,,15753 Soatá,TOTAL,160,84,76,0,0,0,0,0,1,0,0,0,0,6,3,0,8,12,0,42,23,0,28,35,0,0,2,0,0,0,0,2022,defunciones,Cuadro3
15.0,15753.0,,,Cabecera municipal,145,78,67,0,0,0,0,0,1,0,0,0,0,5,3,0,6,11,0,39,21,0,28,29,0,0,2,0,0,0,0,2022,defunciones,Cuadro3
15.0,15753.0,,,Centro poblado,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro3
15.0,15753.0,,,Rural disperso,15,6,9,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,3,2,0,0,6,0,0,0,0,0,0,0,2022,defunciones,Cuadro3
15.0,15753.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro3
15.0,15755.0,,15755 Socotá,TOTAL,48,31,17,0,0,0,0,0,0,0,1,0,0,8,0,0,4,1,0,12,7,0,6,9,0,0,0,0,0,0,0,2022,defunciones,Cuadro3
15.0,15755.0,,,Cabecera municipal,15,9,6,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,5,3,0,1,3,0,0,0,0,0,0,0,2022,defunciones,Cuadro3
15.0,15755.0,,,Centro poblado,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro3
15.0,15755.0,,,Rural disperso,33,22,11,0,0,0,0,0,0,0,1,0,0,6,0,0,3,1,0,7,4,0,5,6,0,0,0,0,0,0,0,2022,defunciones,Cuadro3
15.0,15755.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro3
15.0,15757.0,,15757 Socha,TOTAL,35,16,19,0,0,1,0,0,0,0,0,1,0,6,1,0,2,2,0,3,10,0,4,4,0,1,0,0,0,0,0,2022,defunciones,Cuadro3
15.0,15757.0,,,Cabecera municipal,18,7,11,0,0,0,0,0,0,0,0,1,0,2,0,0,1,1,0,1,7,0,2,2,0,1,0,0,0,0,0,2022,defunciones,Cuadro3
15.0,15757.0,,,Centro poblado,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro3
15.0,15757.0,,,Rural disperso,17,9,8,0,0,1,0,0,0,0,0,0,0,4,1,0,1,1,0,2,3,0,2,2,0,0,0,0,0,0,0,2022,defunciones,Cuadro3
15.0,15757.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro3
15.0,15759.0,,15759 Sogamoso,TOTAL,887,457,430,0,6,8,0,1,2,0,2,1,0,46,19,0,84,43,0,198,158,0,118,194,0,2,5,0,0,0,0,2022,defunciones,Cuadro3
15.0,15759.0,,,Cabecera municipal,853,435,418,0,6,7,0,1,2,0,2,1,0,41,17,0,81,42,0,188,155,0,115,189,0,1,5,0,0,0,0,2022,defunciones,Cuadro3
15.0,15759.0,,,Centro poblado,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro3
15.0,15759.0,,,Rural disperso,33,21,12,0,0,1,0,0,0,0,0,0,0,5,2,0,3,1,0,9,3,0,3,5,0,1,0,0,0,0,0,2022,defunciones,Cuadro3
15.0,15759.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro3
15.0,15761.0,,15761 Somondoco,TOTAL,14,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,4,5,0,0,0,0,0,0,0,2022,defunciones,Cuadro3
15.0,15761.0,,,Cabecera municipal,6,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,2,0,0,0,0,0,0,0,2022,defunciones,Cuadro3
15.0,15761.0,,,Centro poblado,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro3
15.0,15761.0,,,Rural disperso,8,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1,3,0,0,0,0,0,0,0,2022,defunciones,Cuadro3
15.0,15761.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro3
15.0,15762.0,,15762 Sora,TOTAL,4,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro3
15.0,15762.0,,,Cabecera municipal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro3
15.0,15762.0,,,Centro poblado,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro3
15.0,15762.0,,,Rural disperso,4,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro3
15.0,15762.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro3
15.0,15763.0,,15763 Sotaquirá,TOTAL,27,20,7,0,0,1,0,0,0,0,0,0,0,2,0,0,6,1,0,6,1,0,6,4,0,0,0,0,0,0,0,2022,defunciones,Cuadro3
15.0,15763.0,,,Cabecera municipal,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2022,defunciones,Cuadro3
15.0,15763.0,,,Centro poblado,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro3
15.0,15763.0,,,Rural disperso,24,18,6,0,0,1,0,0,0,0,0,0,0,2,0,0,5,1,0,6,1,0,5,3,0,0,0,0,0,0,0,2022,defunciones,Cuadro3
15.0,15763.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro3
15.0,15764.0,,15764 Soracá,TOTAL,14,7,7,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,3,1,0,0,6,0,0,0,0,0,0,0,2022,defunciones,Cuadro3
15.0,15764.0,,,Cabecera municipal,5,2,3,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2022,defunciones,Cuadro3
15.0,15764.0,,,Centro poblado,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro3
15.0,15764.0,,,Rural disperso,9,5,4,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,3,1,0,0,3,0,0,0,0,0,0,0,2022,defunciones,Cuadro3
15.0,15764.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro3
15.0,15774.0,,15774 Susacón,TOTAL,17,10,7,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,6,2,0,1,4,0,0,0,0,0,0,0,2022,defunciones,Cuadro3
15.0,15774.0,,,Cabecera municipal,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro3
15.0,15774.0,,,Centro poblado,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro3
15.0,15774.0,,,Rural disperso,14,8,6,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,2,0,1,4,0,0,0,0,0,0,0,2022,defunciones,Cuadro3
15.0,15774.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro3
15.0,15776.0,,15776 Sutamarchán,TOTAL,28,21,7,0,0,0,0,0,0,0,0,0,0,2,1,0,5,1,0,10,2,0,4,3,0,0,0,0,0,0,0,2022,defunciones,Cuadro3
15.0,15776.0,,,Cabecera municipal,7,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,1,0,1,1,0,0,0,0,0,0,0,2022,defunciones,Cuadro3
15.0,15776.0,,,Centro poblado,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro3
15.0,15776.0,,,Rural disperso,21,16,5,0,0,0,0,0,0,0,0,0,0,2,1,0,3,1,0,8,1,0,3,2,0,0,0,0,0,0,0,2022,defunciones,Cuadro3
15.0,15776.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro3
15.0,15778.0,,15778 Sutatenza,TOTAL,11,2,9,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,2,0,0,3,0,0,2,0,0,0,0,2022,defunciones,Cuadro3
15.0,15778.0,,,Cabecera municipal,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2022,defunciones,Cuadro3
15.0,15778.0,,,Centro poblado,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro3
15.0,15778.0,,,Rural disperso,10,2,8,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,2,0,0,3,0,0,1,0,0,0,0,2022,defunciones,Cuadro3
15.0,15778.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro3
15.0,15790.0,,15790 Tasco,TOTAL,44,28,16,0,0,0,0,0,0,0,0,1,0,13,0,0,6,0,0,5,7,0,4,8,0,0,0,0,0,0,0,2022,defunciones,Cuadro3
15.0,15790.0,,,Cabecera municipal,12,5,7,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,4,0,2,3,0,0,0,0,0,0,0,2022,defunciones,Cuadro3
15.0,15790.0,,,Centro poblado,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro3
15.0,15790.0,,,Rural disperso,32,23,9,0,0,0,0,0,0,0,0,1,0,12,0,0,5,0,0,4,3,0,2,5,0,0,0,0,0,0,0,2022,defunciones,Cuadro3
15.0,15790.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro3
15.0,15798.0,,15798 Tenza,TOTAL,23,13,10,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,8,4,0,3,5,0,0,0,0,0,0,0,2022,defunciones,Cuadro3
15.0,15798.0,,,Cabecera municipal,9,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,0,1,3,0,0,0,0,0,0,0,2022,defunciones,Cuadro3
15.0,15798.0,,,Centro poblado,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro3
15.0,15798.0,,,Rural disperso,14,10,4,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,6,2,0,2,2,0,0,0,0,0,0,0,2022,defunciones,Cuadro3
15.0,15798.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro3
15.0,15804.0,,15804 Tibaná,TOTAL,45,21,24,0,0,1,0,0,0,0,0,0,0,1,1,0,3,0,0,11,9,0,5,11,0,1,2,0,0,0,0,2022,defunciones,Cuadro3
15.0,15804.0,,,Cabecera municipal,10,5,5,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,3,3,0,0,1,0,0,0,0,2022,defunciones,Cuadro3
15.0,15804.0,,,Centro poblado,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro3
15.0,15804.0,,,Rural disperso,35,16,19,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,10,9,0,2,8,0,1,1,0,0,0,0,2022,defunciones,Cuadro3
15.0,15804.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro3
15.0,15806.0,,15806 Tibasosa,TOTAL,30,16,14,0,0,0,0,0,0,0,0,0,0,1,1,0,3,1,0,4,4,0,8,8,0,0,0,0,0,0,0,2022,defunciones,Cuadro3
15.0,15806.0,,,Cabecera municipal,11,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,5,3,0,0,0,0,0,0,0,2022,defunciones,Cuadro3
15.0,15806.0,,,Centro poblado,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro3
15.0,15806.0,,,Rural disperso,19,10,9,0,0,0,0,0,0,0,0,0,0,1,1,0,3,1,0,3,2,0,3,5,0,0,0,0,0,0,0,2022,defunciones,Cuadro3
15.0,15806.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro3
15.0,15808.0,,15808 Tinjacá,TOTAL,6,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,3,0,0,0,0,0,0,0,2022,defunciones,Cuadro3
15.0,15808.0,,,Cabecera municipal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro3
15.0,15808.0,,,Centro poblado,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro3
15.0,15808.0,,,Rural disperso,6,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,3,0,0,0,0,0,0,0,2022,defunciones,Cuadro3
