columna,"CUADRO 16 - Diez primeras causas de defunción, según departamento de residencia",columna_1,columna_2,año,tipo,hoja_origen
97.0,,R98 Muerte sin asistencia,7,2022,defunciones,Cuadro16
97.0,,C53 Tumor maligno del cuello del útero,4,2022,defunciones,Cuadro16
97.0,,P23 Neumonía congénita,4,2022,defunciones,Cuadro16
97.0,,U07 Uso emergente de U07,4,2022,defunciones,Cuadro16
97.0,,W74 Ahogamiento y sumersión no especificados,4,2022,defunciones,Cuadro16
97.0,,X99 Agresión con objeto cortante,3,2022,defunciones,Cuadro16
97.0,,A09 Otras gastroenteritis y colitis de origen infeccioso y no especificado,2,2022,defunciones,Cuadro16
99.0,99 Vichada,Total Defunciones,256,2022,defunciones,Cuadro16
99.0,,I21 Infarto agudo del miocardio,41,2022,defunciones,Cuadro16
99.0,,U07 Uso emergente de U07,13,2022,defunciones,Cuadro16
99.0,,"X95 Agresión con disparo de otras armas de fuego, y las no especificadas",12,2022,defunciones,Cuadro16
99.0,,E11 Diabetes mellitus tipo 2,10,2022,defunciones,Cuadro16
99.0,,"E43 Desnutrición proteicocalórica severa, no especificada",7,2022,defunciones,Cuadro16
99.0,,"J18 Neumonía, organismo no especificado",6,2022,defunciones,Cuadro16
99.0,,J44 Otras enfermedades pulmonares obstructivas crónicas,5,2022,defunciones,Cuadro16
99.0,,A09 Otras gastroenteritis y colitis de origen infeccioso y no especificado,4,2022,defunciones,Cuadro16
99.0,,I11 Enfermedad cardíaca hipertensiva,4,2022,defunciones,Cuadro16
99.0,,"J15 Neumonía bacteriana, no clasificada en otra parte",4,2022,defunciones,Cuadro16
75.0,Extranjero,Total Defunciones,745,2022,defunciones,Cuadro16
75.0,,"X95 Agresión con disparo de otras armas de fuego, y las no especificadas",88,2022,defunciones,Cuadro16
75.0,,I21 Infarto agudo del miocardio,64,2022,defunciones,Cuadro16
75.0,,U07 Uso emergente de U07,31,2022,defunciones,Cuadro16
75.0,,"J18 Neumonía, organismo no especificado",18,2022,defunciones,Cuadro16
75.0,,I63 Infarto cerebral,15,2022,defunciones,Cuadro16
75.0,,"B20 Enfermedad por virus de la inmunodeficiencia humana [VIH], resultante en enfermedades ­infecciosas y parasitarias",14,2022,defunciones,Cuadro16
75.0,,"E43 Desnutrición proteicocalórica severa, no especificada",14,2022,defunciones,Cuadro16
75.0,,I11 Enfermedad cardíaca hipertensiva,14,2022,defunciones,Cuadro16
75.0,,E11 Diabetes mellitus tipo 2,13,2022,defunciones,Cuadro16
75.0,,I61 Hemorragia intraencefálica,13,2022,defunciones,Cuadro16
1.0,Sin información,Total Defunciones,3555,2022,defunciones,Cuadro16
1.0,,R99 Otras causas mal definidas y las no especificadas de mortalidad,1124,2022,defunciones,Cuadro16
1.0,,"X95 Agresión con disparo de otras armas de fuego, y las no especificadas",645,2022,defunciones,Cuadro16
1.0,,X99 Agresión con objeto cortante,174,2022,defunciones,Cuadro16
1.0,,R98 Muerte sin asistencia,152,2022,defunciones,Cuadro16
1.0,,Y09 Agresión por medios no especificados,131,2022,defunciones,Cuadro16
1.0,,"V29 Motociclista lesionado en otros accidentes de transporte, y en los no especificados",118,2022,defunciones,Cuadro16
1.0,,"Y34 Evento no especificado, de intención no determinada",90,2022,defunciones,Cuadro16
1.0,,"X70 Lesión autoinfligida intencionalmente por ahorcamiento, estrangulamiento o sofocación",89,2022,defunciones,Cuadro16
1.0,,X59 Exposición a factores no especificados,53,2022,defunciones,Cuadro16
1.0,,V27 Motociclista lesionado por colisión con objeto fijo o estacionado,46,2022,defunciones,Cuadro16
,Fuente: DANE - Estadísticas Vitales,,,2022,defunciones,Cuadro16
,Fecha de actualización: 21 de diciembre de 2023,,,2022,defunciones,Cuadro16
