columna,"CUADRO 14 - Defunciones de menores de un año por grupos de edad y sexo, según departamento de residencia y grupo de edad de la madre",columna_1,columna_2,columna_3,columna_4,columna_5,columna_6,columna_7,columna_8,columna_9,columna_10,columna_11,columna_12,columna_13,columna_14,columna_15,columna_16,columna_17,columna_18,columna_19,columna_20,columna_21,columna_22,columna_23,columna_24,columna_25,columna_26,año,tipo,hoja_origen
13.0,13 Bolívar,TOTAL,453,271,181,1,5,4,0,35,22,0,78,49,1,51,53,0,1,0,0,70,43,0,31,10,0,2022,defunciones,Cuadro14
13.0,,10 - 14 años,7,4,3,0,0,0,0,1,0,0,1,0,0,1,2,0,0,0,0,1,1,0,0,0,0,2022,defunciones,Cuadro14
13.0,,15 - 19 años,111,67,43,1,1,0,0,9,5,0,17,12,1,14,14,0,0,0,0,18,12,0,8,0,0,2022,defunciones,Cuadro14
13.0,,20 - 24 años,110,71,39,0,0,0,0,10,7,0,15,10,0,16,8,0,1,0,0,18,12,0,11,2,0,2022,defunciones,Cuadro14
13.0,,25 - 29 años,96,53,43,0,1,2,0,8,5,0,17,13,0,10,12,0,0,0,0,12,8,0,5,3,0,2022,defunciones,Cuadro14
13.0,,30 - 34 años,71,41,30,0,2,1,0,4,4,0,16,9,0,4,7,0,0,0,0,11,7,0,4,2,0,2022,defunciones,Cuadro14
13.0,,35 - 39 años,35,20,15,0,1,0,0,2,1,0,11,3,0,4,7,0,0,0,0,2,2,0,0,2,0,2022,defunciones,Cuadro14
13.0,,40 - 44 años,11,5,6,0,0,1,0,1,0,0,1,2,0,1,2,0,0,0,0,2,0,0,0,1,0,2022,defunciones,Cuadro14
13.0,,45 - 49 años,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro14
13.0,,50 - 54 años,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2022,defunciones,Cuadro14
13.0,,Edad desconocida,11,9,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,5,1,0,3,0,0,2022,defunciones,Cuadro14
15.0,15 Boyacá,TOTAL,103,55,47,1,9,1,1,4,3,0,6,14,0,12,4,0,2,1,0,10,15,0,12,9,0,2022,defunciones,Cuadro14
15.0,,10 - 14 años,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro14
15.0,,15 - 19 años,10,6,4,0,1,0,0,1,0,0,0,2,0,2,0,0,0,0,0,1,2,0,1,0,0,2022,defunciones,Cuadro14
15.0,,20 - 24 años,28,14,14,0,3,0,0,0,0,0,0,6,0,3,3,0,1,0,0,3,3,0,4,2,0,2022,defunciones,Cuadro14
15.0,,25 - 29 años,23,12,11,0,1,0,0,2,1,0,3,3,0,2,0,0,1,0,0,1,6,0,2,1,0,2022,defunciones,Cuadro14
15.0,,30 - 34 años,18,9,9,0,2,1,0,0,2,0,1,2,0,3,1,0,0,0,0,2,0,0,1,3,0,2022,defunciones,Cuadro14
15.0,,35 - 39 años,8,6,2,0,2,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0,2022,defunciones,Cuadro14
15.0,,40 - 44 años,7,2,4,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,2,0,0,2,0,2022,defunciones,Cuadro14
15.0,,45 - 49 años,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2022,defunciones,Cuadro14
15.0,,50 - 54 años,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro14
15.0,,Edad desconocida,8,6,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,3,1,0,2022,defunciones,Cuadro14
17.0,17 Caldas,TOTAL,73,39,34,0,4,2,0,5,9,0,9,6,0,9,8,0,0,0,0,9,7,0,3,2,0,2022,defunciones,Cuadro14
17.0,,10 - 14 años,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2022,defunciones,Cuadro14
17.0,,15 - 19 años,8,5,3,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,3,0,0,0,0,0,2022,defunciones,Cuadro14
17.0,,20 - 24 años,16,10,6,0,1,0,0,1,2,0,2,0,0,3,1,0,0,0,0,1,2,0,2,1,0,2022,defunciones,Cuadro14
17.0,,25 - 29 años,19,10,9,0,1,0,0,1,3,0,2,3,0,2,2,0,0,0,0,3,1,0,1,0,0,2022,defunciones,Cuadro14
17.0,,30 - 34 años,13,2,11,0,0,2,0,1,3,0,0,1,0,1,3,0,0,0,0,0,2,0,0,0,0,2022,defunciones,Cuadro14
17.0,,35 - 39 años,6,5,1,0,1,0,0,1,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro14
17.0,,40 - 44 años,3,2,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro14
17.0,,45 - 49 años,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro14
17.0,,50 - 54 años,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro14
17.0,,Edad desconocida,7,4,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,2,0,0,1,0,2022,defunciones,Cuadro14
18.0,18 Caquetá,TOTAL,41,20,21,0,0,1,0,1,4,0,7,4,0,5,5,0,0,0,0,6,5,0,1,2,0,2022,defunciones,Cuadro14
18.0,,10 - 14 años,2,0,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro14
18.0,,15 - 19 años,7,2,5,0,0,0,0,0,1,0,0,1,0,2,0,0,0,0,0,0,2,0,0,1,0,2022,defunciones,Cuadro14
18.0,,20 - 24 años,13,9,4,0,0,0,0,1,1,0,5,1,0,0,2,0,0,0,0,2,0,0,1,0,0,2022,defunciones,Cuadro14
18.0,,25 - 29 años,12,5,7,0,0,1,0,0,2,0,1,1,0,2,2,0,0,0,0,2,1,0,0,0,0,2022,defunciones,Cuadro14
18.0,,30 - 34 años,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro14
18.0,,35 - 39 años,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2022,defunciones,Cuadro14
18.0,,40 - 44 años,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2022,defunciones,Cuadro14
18.0,,45 - 49 años,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro14
18.0,,50 - 54 años,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro14
18.0,,Edad desconocida,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,2022,defunciones,Cuadro14
19.0,19 Cauca,TOTAL,181,105,76,0,6,4,0,8,11,0,25,16,0,19,16,0,2,0,0,28,22,0,17,7,0,2022,defunciones,Cuadro14
19.0,,10 - 14 años,2,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro14
19.0,,15 - 19 años,28,18,10,0,1,0,0,3,0,0,7,1,0,1,2,0,0,0,0,2,4,0,4,3,0,2022,defunciones,Cuadro14
19.0,,20 - 24 años,48,28,20,0,1,1,0,3,7,0,4,1,0,5,4,0,1,0,0,9,6,0,5,1,0,2022,defunciones,Cuadro14
19.0,,25 - 29 años,34,15,19,0,2,3,0,1,1,0,4,4,0,4,6,0,0,0,0,3,5,0,1,0,0,2022,defunciones,Cuadro14
19.0,,30 - 34 años,32,18,14,0,1,0,0,0,1,0,5,5,0,5,4,0,1,0,0,4,2,0,2,2,0,2022,defunciones,Cuadro14
19.0,,35 - 39 años,19,11,8,0,0,0,0,1,1,0,3,4,0,1,0,0,0,0,0,3,2,0,3,1,0,2022,defunciones,Cuadro14
19.0,,40 - 44 años,4,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,2022,defunciones,Cuadro14
19.0,,45 - 49 años,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro14
19.0,,50 - 54 años,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro14
19.0,,Edad desconocida,13,11,2,0,1,0,0,0,0,0,2,0,0,1,0,0,0,0,0,6,2,0,1,0,0,2022,defunciones,Cuadro14
20.0,20 Cesar,TOTAL,258,137,121,0,2,4,0,13,16,0,37,27,0,25,22,0,1,0,0,45,39,0,14,13,0,2022,defunciones,Cuadro14
20.0,,10 - 14 años,6,3,3,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,1,1,0,1,0,0,2022,defunciones,Cuadro14
20.0,,15 - 19 años,59,32,27,0,0,0,0,3,5,0,12,6,0,3,6,0,1,0,0,10,7,0,3,3,0,2022,defunciones,Cuadro14
20.0,,20 - 24 años,57,31,26,0,0,3,0,1,3,0,9,6,0,6,5,0,0,0,0,11,8,0,4,1,0,2022,defunciones,Cuadro14
20.0,,25 - 29 años,51,28,23,0,1,1,0,4,2,0,9,7,0,4,4,0,0,0,0,9,9,0,1,0,0,2022,defunciones,Cuadro14
20.0,,30 - 34 años,27,17,10,0,1,0,0,3,3,0,5,1,0,5,2,0,0,0,0,2,2,0,1,2,0,2022,defunciones,Cuadro14
20.0,,35 - 39 años,27,10,17,0,0,0,0,1,3,0,0,2,0,4,2,0,0,0,0,3,8,0,2,2,0,2022,defunciones,Cuadro14
20.0,,40 - 44 años,12,7,5,0,0,0,0,0,0,0,2,0,0,2,2,0,0,0,0,3,2,0,0,1,0,2022,defunciones,Cuadro14
20.0,,45 - 49 años,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro14
20.0,,50 - 54 años,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2022,defunciones,Cuadro14
20.0,,Edad desconocida,18,8,10,0,0,0,0,0,0,0,0,3,0,1,1,0,0,0,0,6,2,0,1,4,0,2022,defunciones,Cuadro14
23.0,23 Córdoba,TOTAL,333,187,146,0,4,2,0,19,15,0,65,48,0,45,41,0,3,0,0,39,33,0,12,7,0,2022,defunciones,Cuadro14
23.0,,10 - 14 años,4,3,1,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2022,defunciones,Cuadro14
23.0,,15 - 19 años,63,41,22,0,1,0,0,6,3,0,11,7,0,11,8,0,0,0,0,10,4,0,2,0,0,2022,defunciones,Cuadro14
23.0,,20 - 24 años,96,56,40,0,2,1,0,6,5,0,20,12,0,8,14,0,3,0,0,13,4,0,4,4,0,2022,defunciones,Cuadro14
23.0,,25 - 29 años,69,43,26,0,0,0,0,4,2,0,15,7,0,14,9,0,0,0,0,9,8,0,1,0,0,2022,defunciones,Cuadro14
23.0,,30 - 34 años,54,23,31,0,0,1,0,0,2,0,7,13,0,9,4,0,0,0,0,3,10,0,4,1,0,2022,defunciones,Cuadro14
23.0,,35 - 39 años,26,12,14,0,1,0,0,2,1,0,7,6,0,2,4,0,0,0,0,0,2,0,0,1,0,2022,defunciones,Cuadro14
23.0,,40 - 44 años,16,8,8,0,0,0,0,1,1,0,3,3,0,1,2,0,0,0,0,2,2,0,1,0,0,2022,defunciones,Cuadro14
23.0,,45 - 49 años,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2022,defunciones,Cuadro14
23.0,,50 - 54 años,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro14
23.0,,Edad desconocida,4,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,2022,defunciones,Cuadro14
25.0,25 Cundinamarca,TOTAL,317,198,119,0,14,8,0,20,11,0,51,24,0,38,27,0,0,0,0,53,39,0,22,10,0,2022,defunciones,Cuadro14
25.0,,10 - 14 años,3,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,2022,defunciones,Cuadro14
25.0,,15 - 19 años,38,22,16,0,2,3,0,1,2,0,9,1,0,3,3,0,0,0,0,7,5,0,0,2,0,2022,defunciones,Cuadro14
25.0,,20 - 24 años,62,37,25,0,2,1,0,4,4,0,12,7,0,7,4,0,0,0,0,7,9,0,5,0,0,2022,defunciones,Cuadro14
25.0,,25 - 29 años,65,43,22,0,4,0,0,9,4,0,13,7,0,8,5,0,0,0,0,7,4,0,2,2,0,2022,defunciones,Cuadro14
25.0,,30 - 34 años,60,36,24,0,4,2,0,2,1,0,9,3,0,8,9,0,0,0,0,6,8,0,7,1,0,2022,defunciones,Cuadro14
25.0,,35 - 39 años,24,15,9,0,2,2,0,2,0,0,2,2,0,4,3,0,0,0,0,5,2,0,0,0,0,2022,defunciones,Cuadro14
25.0,,40 - 44 años,15,10,5,0,0,0,0,2,0,0,2,3,0,4,1,0,0,0,0,1,1,0,1,0,0,2022,defunciones,Cuadro14
25.0,,45 - 49 años,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro14
25.0,,50 - 54 años,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro14
25.0,,Edad desconocida,49,32,17,0,0,0,0,0,0,0,3,1,0,3,2,0,0,0,0,20,9,0,6,5,0,2022,defunciones,Cuadro14
27.0,27 Chocó,TOTAL,198,94,104,0,2,3,0,13,18,0,18,18,0,21,14,0,0,0,0,32,30,0,8,21,0,2022,defunciones,Cuadro14
27.0,,10 - 14 años,4,1,3,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2022,defunciones,Cuadro14
27.0,,15 - 19 años,43,19,24,0,0,1,0,2,4,0,3,5,0,8,3,0,0,0,0,6,9,0,0,2,0,2022,defunciones,Cuadro14
27.0,,20 - 24 años,49,27,22,0,0,0,0,4,5,0,7,6,0,4,3,0,0,0,0,8,6,0,4,2,0,2022,defunciones,Cuadro14
27.0,,25 - 29 años,30,12,18,0,0,0,0,0,2,0,2,3,0,4,4,0,0,0,0,5,6,0,1,3,0,2022,defunciones,Cuadro14
27.0,,30 - 34 años,26,14,12,0,0,0,0,3,3,0,1,3,0,2,1,0,0,0,0,7,2,0,1,3,0,2022,defunciones,Cuadro14
27.0,,35 - 39 años,23,12,11,0,1,1,0,4,2,0,2,1,0,2,2,0,0,0,0,2,1,0,1,4,0,2022,defunciones,Cuadro14
27.0,,40 - 44 años,11,6,5,0,1,0,0,0,1,0,2,0,0,0,1,0,0,0,0,3,3,0,0,0,0,2022,defunciones,Cuadro14
27.0,,45 - 49 años,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro14
27.0,,50 - 54 años,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2022,defunciones,Cuadro14
27.0,,Edad desconocida,11,3,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0,1,6,0,2022,defunciones,Cuadro14
41.0,41 Huila,TOTAL,167,88,79,0,5,5,0,11,12,0,21,17,0,19,18,0,0,1,0,20,18,0,12,8,0,2022,defunciones,Cuadro14
41.0,,10 - 14 años,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2022,defunciones,Cuadro14
41.0,,15 - 19 años,29,17,12,0,1,2,0,2,2,0,6,2,0,3,3,0,0,0,0,4,2,0,1,1,0,2022,defunciones,Cuadro14
41.0,,20 - 24 años,28,14,14,0,1,1,0,3,2,0,3,1,0,2,4,0,0,1,0,2,4,0,3,1,0,2022,defunciones,Cuadro14
41.0,,25 - 29 años,40,20,20,0,2,1,0,3,3,0,5,6,0,6,6,0,0,0,0,1,3,0,3,1,0,2022,defunciones,Cuadro14
41.0,,30 - 34 años,28,15,13,0,1,0,0,1,2,0,4,4,0,6,2,0,0,0,0,1,3,0,2,2,0,2022,defunciones,Cuadro14
41.0,,35 - 39 años,12,7,5,0,0,0,0,1,1,0,1,1,0,2,1,0,0,0,0,3,0,0,0,2,0,2022,defunciones,Cuadro14
41.0,,40 - 44 años,7,2,5,0,0,1,0,1,2,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,2022,defunciones,Cuadro14
41.0,,45 - 49 años,2,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro14
41.0,,50 - 54 años,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro14
41.0,,Edad desconocida,19,10,9,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,8,5,0,2,1,0,2022,defunciones,Cuadro14
44.0,44 La Guajira,TOTAL,487,294,193,0,7,8,0,33,20,0,81,39,0,52,41,0,5,1,0,70,48,0,46,36,0,2022,defunciones,Cuadro14
44.0,,10 - 14 años,7,7,0,0,0,0,0,0,0,0,2,0,0,2,0,0,1,0,0,1,0,0,1,0,0,2022,defunciones,Cuadro14
44.0,,15 - 19 años,108,62,46,0,1,2,0,9,7,0,18,3,0,12,12,0,1,0,0,9,17,0,12,5,0,2022,defunciones,Cuadro14
44.0,,20 - 24 años,113,64,49,0,1,3,0,6,5,0,15,15,0,16,7,0,0,0,0,15,9,0,11,10,0,2022,defunciones,Cuadro14
44.0,,25 - 29 años,93,50,43,0,2,1,0,5,2,0,11,12,0,7,10,0,0,1,0,15,10,0,10,7,0,2022,defunciones,Cuadro14
44.0,,30 - 34 años,69,48,21,0,2,0,0,6,2,0,12,5,0,8,4,0,2,0,0,15,4,0,3,6,0,2022,defunciones,Cuadro14
44.0,,35 - 39 años,54,34,20,0,0,1,0,5,2,0,12,0,0,3,5,0,1,0,0,7,4,0,6,8,0,2022,defunciones,Cuadro14
44.0,,40 - 44 años,31,20,11,0,1,1,0,2,2,0,8,4,0,2,1,0,0,0,0,5,3,0,2,0,0,2022,defunciones,Cuadro14
44.0,,45 - 49 años,4,4,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro14
44.0,,50 - 54 años,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro14
44.0,,Edad desconocida,8,5,3,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,3,1,0,1,0,0,2022,defunciones,Cuadro14
47.0,47 Magdalena,TOTAL,299,159,139,1,8,7,0,24,22,0,48,29,0,21,24,1,3,3,0,41,36,0,14,18,0,2022,defunciones,Cuadro14
47.0,,10 - 14 años,8,6,2,0,0,0,0,1,0,0,3,1,0,1,1,0,0,0,0,1,0,0,0,0,0,2022,defunciones,Cuadro14
47.0,,15 - 19 años,68,32,36,0,1,1,0,6,7,0,8,2,0,3,7,0,1,1,0,12,13,0,1,5,0,2022,defunciones,Cuadro14
