,Departamento de ocurrencia | Grupos de causas de defunción (lista colombia 105 para la tabulación de mortalidad),,Total,Total,,,Menor 1 hora,,,De 1 a 23 horas,,,De 1 a 6 días,,,De 7 a 27 dias,,,De 28 a 29 días,,,De 1 a 5 meses,,,De 6 a 11 meses,,,De 1 año,,,De 2 a 4 años,,,De 5 a 9 años,,,De 10 a 14 años,,,De 15 a 19 años,,,De 20 a 24 años,,,De 25 a 29 años,,,De 30 a 34 años,,,De 35 a 39 años,,,De 40 a 44 años,,,De 45 a 49 años,,,De 50 a 54 años,,,De 55 a 59 años,,,De 60 a 64 años,,,De 65 a 69 años,,,De 70 a 74 años,,,De 75 a 79 años,,,De 80 a 84 años,,,De 85 a 89 años,,,De 90 a 94 años,,,De 95 a 99 años,,,De 100 años y más,,,Edad desconocida,,,2022,defunciones,Cuadro11
,,,,Hombres,Mujeres,Indeterminado,Hombres,Mujeres,Indeterminado,Hombres,Mujeres,Indeterminado,Hombres,Mujeres,Indeterminado,Hombres,Mujeres,Indeterminado,Hombres,Mujeres,Indeterminado,Hombres,Mujeres,Indeterminado,Hombres,Mujeres,Indeterminado,Hombres,Mujeres,Indeterminado,Hombres,Mujeres,Indeterminado,Hombres,Mujeres,Indeterminado,Hombres,Mujeres,Indeterminado,Hombres,Mujeres,Indeterminado,Hombres,Mujeres,Indeterminado,Hombres,Mujeres,Indeterminado,Hombres,Mujeres,Indeterminado,Hombres,Mujeres,Indeterminado,Hombres,Mujeres,Indeterminado,Hombres,Mujeres,Indeterminado,Hombres,Mujeres,Indeterminado,Hombres,Mujeres,Indeterminado,Hombres,Mujeres,Indeterminado,Hombres,Mujeres,Indeterminado,Hombres,Mujeres,Indeterminado,Hombres,Mujeres,Indeterminado,Hombres,Mujeres,Indeterminado,Hombres,Mujeres,Indeterminado,Hombres,Mujeres,Indeterminado,Hombres,Mujeres,Indeterminado,Hombres,Mujeres,Indeterminado,Hombres,Mujeres,Indeterminado,2022,defunciones,Cuadro11
13.0,,002 Tuberculosis y secuelas,52,41,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,3,0,0,2,1,0,4,0,0,6,0,0,1,0,0,2,2,0,4,0,0,9,1,0,5,2,0,1,2,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro11
13.0,,003 Ciertas enfermedades transmitidas por vectores y rabia,17,8,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,4,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro11
13.0,,"005 Septicemia, excepto neonatal",98,47,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,2,1,0,1,1,0,2,1,0,2,1,0,2,4,0,2,4,0,4,4,0,5,7,0,7,5,0,5,7,0,3,4,0,4,5,0,2,2,0,0,1,0,0,0,0,0,0,0,2022,defunciones,Cuadro11
13.0,,006 Todas las demás enfermedades bacterianas,42,31,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,3,0,0,0,0,0,3,1,0,2,0,0,1,0,0,0,0,0,0,1,0,3,1,0,5,2,0,3,1,0,2,1,0,1,1,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro11
13.0,,007 Sífilis y otras enfermedades venéreas,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro11
13.0,,008 Hepatitis viral y secuelas,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro11
13.0,,009 Enfermedad por el VIH (SIDA),97,69,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,1,0,6,2,0,10,9,0,10,5,0,10,3,0,4,3,0,9,3,0,7,0,0,4,1,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro11
13.0,,010 Todas las demás enfermedades infecciosas y parasitarias,227,120,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,1,1,0,1,0,0,2,1,0,1,0,0,3,0,0,4,4,0,3,7,0,9,9,0,1,7,0,11,11,0,15,15,0,16,14,0,20,19,0,19,7,0,6,7,0,4,1,0,0,0,0,2022,defunciones,Cuadro11
13.0,,"011 Tumores malignos del labio, de la cavidad bucal y de la faringe",38,20,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,5,2,0,1,2,0,1,2,0,3,1,0,2,5,0,0,3,0,2,1,0,2,0,0,1,0,0,1,0,0,0,0,0,2022,defunciones,Cuadro11
13.0,,012 Tumor maligno del esófago,12,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,2,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro11
13.0,,013 Tumor maligno del estómago,86,48,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,3,2,0,2,2,0,0,0,0,1,1,0,4,1,0,7,9,0,7,3,0,7,3,0,6,6,0,8,3,0,2,0,0,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro11
13.0,,"014 Tumor maligno del colon, de la unión rectosigmoidea, recto y ano",142,64,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,2,0,1,6,0,3,3,0,4,8,0,8,8,0,8,9,0,11,8,0,11,10,0,5,8,0,6,9,0,4,5,0,1,1,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro11
13.0,,015 Tumor maligno del hígado,55,30,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,2,6,0,3,4,0,1,2,0,7,4,0,6,2,0,3,0,0,3,2,0,2,3,0,1,1,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro11
13.0,,016 Tumor maligno de la vesícula biliar y de las vías biliares,29,13,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,0,2,0,0,1,1,0,2,2,0,0,1,0,0,3,0,4,3,0,0,2,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2022,defunciones,Cuadro11
13.0,,017 Tumor maligno del páncreas,66,28,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,1,2,0,1,4,0,4,10,0,3,4,0,7,3,0,5,3,0,3,7,0,1,1,0,1,3,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro11
13.0,,018 Todos los demás tumores malignos de los órganos digestivos y del peritoneo,20,12,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,0,0,0,0,2,0,0,1,0,0,2,1,0,1,1,0,2,0,0,0,2,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro11
13.0,,019 Tumor maligno de la laringe,26,22,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,1,0,1,1,0,2,0,0,6,0,0,4,1,0,2,1,0,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro11
13.0,,"020 Tumor maligno de la tráquea, los bronquios y el pulmón",160,95,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,1,0,2,4,0,2,4,0,4,5,0,10,3,0,19,13,0,21,8,0,13,8,0,14,8,0,5,8,0,2,2,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro11
13.0,,"021 Todos los demás tumores malignos de los órganos respiratorios e intratorácicos, excepto tráquea, bronquios y pulmón",8,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro11
13.0,,022 Tumor maligno de los huesos y de los cartílagos articulares,10,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro11
13.0,,023 Melanoma y otros tumores malignos de la piel,27,14,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,3,1,0,2,1,0,1,2,0,1,2,0,0,4,0,4,1,0,0,1,0,0,0,0,0,0,0,2022,defunciones,Cuadro11
13.0,,024 Tumor maligno de la mama de la mujer,146,0,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,5,0,0,7,0,0,14,0,0,15,0,0,21,0,0,19,0,0,17,0,0,11,0,0,14,0,0,13,0,0,4,0,0,3,0,0,1,0,0,0,0,0,0,0,2022,defunciones,Cuadro11
13.0,,025 Tumor maligno del cuello del útero,75,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,0,0,2,0,0,7,0,0,5,0,0,11,0,0,10,0,0,9,0,0,9,0,0,6,0,0,6,0,0,3,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,2022,defunciones,Cuadro11
13.0,,026 Tumor maligno de otras partes del útero,30,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,2,0,0,0,0,0,3,0,0,1,0,0,6,0,0,5,0,0,4,0,0,2,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,2022,defunciones,Cuadro11
13.0,,027 Tumor maligno del ovario,36,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,2,0,0,2,0,0,2,0,0,1,0,0,5,0,0,3,0,0,3,0,0,3,0,0,4,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro11
13.0,,028 Tumor maligno de la próstata,154,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,3,0,0,6,0,0,21,0,0,34,0,0,20,0,0,27,0,0,23,0,0,10,0,0,4,0,0,2,0,0,0,0,0,2022,defunciones,Cuadro11
13.0,,029 Tumor maligno de la vejiga urinaria,19,12,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3,0,2,0,0,3,1,0,1,3,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro11
13.0,,030 Todos los demás tumores malignos de los órganos urinarios,18,11,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,3,1,0,2,0,0,1,0,0,1,1,0,0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro11
13.0,,"031 Tumor maligno del encéfalo, del ojo y de otras partes del sistema nervioso central",44,24,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,2,0,0,0,1,0,3,5,0,0,0,0,2,1,0,6,1,0,1,2,0,3,1,0,1,1,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro11
13.0,,032 Tumor maligno del tiroides y de otras glándulas endocrinas,11,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro11
13.0,,033 Tumores malignos de sitios mal definidos y secundarios,16,5,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2,2,0,0,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro11
13.0,,034 Tumor maligno de sitios no especificados,74,40,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,1,0,1,3,0,1,0,0,2,5,0,4,3,0,6,5,0,8,5,0,4,4,0,8,3,0,2,1,0,1,2,0,1,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro11
13.0,,035 Leucemia,61,44,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,3,0,0,3,2,0,3,1,0,2,0,0,2,0,0,4,2,0,1,0,0,2,0,0,0,1,0,4,1,0,3,1,0,1,0,0,2,0,0,2,2,0,4,2,0,3,1,0,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro11
13.0,,"036 Todos los demás tumores malignos del tejido linfático, de los órganos hematopoyéticos y de tejidos afines",86,42,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,3,3,0,2,2,0,5,4,0,6,1,0,3,9,0,4,4,0,2,5,0,3,5,0,7,2,0,2,4,0,0,2,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro11
13.0,,"037 Tumores: in situ, benignos y de comportamiento incierto o desconocido y los no especificados",145,70,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,0,1,2,0,0,1,0,4,3,0,2,2,0,2,2,0,7,6,0,3,9,0,8,3,0,9,4,0,9,11,0,10,6,0,6,4,0,6,12,0,1,3,0,0,3,0,0,0,0,0,0,0,2022,defunciones,Cuadro11
13.0,,038 Todos los demás tumores malignos de otras localizaciones,24,14,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,2,0,0,1,0,1,1,0,1,0,0,1,0,0,1,1,0,0,3,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro11
13.0,,"039 Anemias: nutricionales, hemolíticas, aplásticas y otras",48,26,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,2,0,1,4,0,2,0,0,0,1,0,2,0,0,0,3,0,0,2,0,0,2,0,6,4,0,3,0,0,4,1,0,1,1,0,1,0,0,0,0,0,2022,defunciones,Cuadro11
13.0,,"040 Defectos de coagulación, púrpura y otras afecciones hemorrágicas y de la sangre y los trastornos que afectan la inmunidad",29,13,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,1,0,0,2,0,2,1,0,1,2,0,1,2,0,0,3,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro11
13.0,,041 Diabetes mellitus,418,184,234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,1,0,6,0,0,8,2,0,7,6,0,18,12,0,20,19,0,21,30,0,24,20,0,21,38,0,26,27,0,14,32,0,7,24,0,7,20,0,1,3,0,0,0,0,2022,defunciones,Cuadro11
13.0,,042 Deficiencias nutricionales,135,64,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,7,2,0,0,2,0,2,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,3,0,0,1,0,0,0,2,0,2,0,0,2,3,0,2,0,0,2,2,0,9,8,0,5,16,0,10,9,0,8,10,0,3,7,0,0,1,0,0,0,0,2022,defunciones,Cuadro11
13.0,,043 Todas las demás enfermedades endocrinas y nutricionales,87,43,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,2,0,1,0,0,1,1,0,1,0,0,1,1,0,2,2,0,1,1,0,1,5,0,1,2,0,4,4,0,6,0,0,4,2,0,2,3,0,6,10,0,4,2,0,3,3,0,1,3,0,1,0,0,0,0,0,2022,defunciones,Cuadro11
13.0,,044 Trastornos mentales y del comportamiento,57,29,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,1,0,2,1,0,2,1,0,3,3,0,2,2,0,6,5,0,4,1,0,2,8,0,0,5,0,0,0,0,0,0,0,2022,defunciones,Cuadro11
13.0,,045 Meningitis y otras enfermedades inflamatorias del sistema nervioso central,22,15,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,2,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,3,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro11
13.0,,046 Epilepsia y otros trastornos episódicos y paroxísticos,63,36,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,1,0,0,2,0,0,0,0,0,2,2,0,1,1,0,2,1,0,0,2,0,1,1,0,2,3,0,4,1,0,3,1,0,1,4,0,4,0,0,0,1,0,5,1,0,5,1,0,1,4,0,1,1,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro11
13.0,,047 Todas las demás enfermedades del sistema nervioso,315,145,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,1,0,0,4,0,0,1,1,0,5,2,0,3,3,0,3,3,0,0,4,0,4,1,0,3,3,0,1,5,0,3,4,0,8,8,0,8,3,0,5,9,0,13,12,0,17,18,0,19,41,0,28,29,0,11,19,0,4,4,0,0,1,0,0,0,0,2022,defunciones,Cuadro11
13.0,,"048 Enfermedades del ojo y sus anexos, del oído y de la apófisis mastoides",3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro11
13.0,,049 Fiebre reumática aguda y enfermedades cardíacas reumáticas crónicas,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro11
13.0,,050 Enfermedades hipertensivas,624,297,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,3,0,4,6,0,8,1,0,14,4,0,18,13,0,24,20,0,32,25,0,26,24,0,55,50,0,50,77,0,28,65,0,21,25,0,12,14,0,0,0,0,2022,defunciones,Cuadro11
13.0,,051 Enfermedades isquémicas del corazón,1386,793,593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,5,3,0,4,0,0,6,2,0,8,3,0,16,5,0,27,7,0,30,14,0,56,24,0,65,28,0,68,48,0,103,54,0,91,71,0,115,80,0,91,104,0,67,94,0,28,39,0,11,17,0,0,0,0,2022,defunciones,Cuadro11
13.0,,052 Enfermedad cardiopulmonar y enfermedades de la circulación pulmonar,42,14,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,1,1,0,1,2,0,0,1,0,0,2,0,0,1,0,2,3,0,1,3,0,3,3,0,1,2,0,0,2,0,0,3,0,4,1,0,1,1,0,0,0,0,0,0,0,2022,defunciones,Cuadro11
13.0,,053 Todas las demás formas de enfermedad del corazón,171,96,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,0,0,2,0,0,5,0,0,1,2,0,0,1,0,1,2,0,3,5,0,2,1,0,8,4,0,9,6,0,5,6,0,9,7,0,10,7,0,13,12,0,15,12,0,8,5,0,2,2,0,0,1,0,0,0,0,2022,defunciones,Cuadro11
13.0,,054 Insuficiencia cardíaca,110,55,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,2,1,0,7,3,0,1,3,0,1,2,0,1,4,0,9,3,0,8,10,0,7,7,0,11,11,0,4,6,0,1,2,0,1,2,0,0,0,0,2022,defunciones,Cuadro11
13.0,,055 Enfermedades cerebrovasculares,795,402,393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,1,0,0,1,2,0,2,3,0,2,1,0,4,5,0,7,10,0,9,11,0,16,12,0,25,12,0,28,23,0,36,17,0,41,37,0,48,48,0,71,58,0,55,74,0,36,48,0,15,25,0,2,5,0,0,0,0,2022,defunciones,Cuadro11
13.0,,057 Aneurisma aórtico,51,36,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,2,0,0,2,1,0,2,1,0,4,0,0,2,1,0,5,2,0,9,7,0,5,2,0,2,0,0,0,1,0,0,0,0,0,0,0,2022,defunciones,Cuadro11
13.0,,058 Enfermedades de los vasos sanguíneos y otras enfermedades del sistema circulatorio,60,28,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,3,2,0,1,1,0,2,2,0,2,1,0,3,5,0,7,4,0,2,5,0,3,4,0,1,4,0,0,2,0,0,0,0,2022,defunciones,Cuadro11
13.0,,059 Neumonía,367,182,185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,2,1,0,0,0,0,1,3,0,1,0,0,2,1,0,1,1,0,2,1,0,1,1,0,2,1,0,2,3,0,4,4,0,5,7,0,1,3,0,5,6,0,8,6,0,5,14,0,28,8,0,22,26,0,36,29,0,17,31,0,23,21,0,9,10,0,2,3,0,0,0,0,2022,defunciones,Cuadro11
