,Departamento de ocurrencia | Grupos de causas de defunción (lista colombia 105 para la tabulación de mortalidad),,Total,Total,,,Menor 1 hora,,,De 1 a 23 horas,,,De 1 a 6 días,,,De 7 a 27 dias,,,De 28 a 29 días,,,De 1 a 5 meses,,,De 6 a 11 meses,,,De 1 año,,,De 2 a 4 años,,,De 5 a 9 años,,,De 10 a 14 años,,,De 15 a 19 años,,,De 20 a 24 años,,,De 25 a 29 años,,,De 30 a 34 años,,,De 35 a 39 años,,,De 40 a 44 años,,,De 45 a 49 años,,,De 50 a 54 años,,,De 55 a 59 años,,,De 60 a 64 años,,,De 65 a 69 años,,,De 70 a 74 años,,,De 75 a 79 años,,,De 80 a 84 años,,,De 85 a 89 años,,,De 90 a 94 años,,,De 95 a 99 años,,,De 100 años y más,,,Edad desconocida,,,2022,defunciones,Cuadro11
,,,,Hombres,Mujeres,Indeterminado,Hombres,Mujeres,Indeterminado,Hombres,Mujeres,Indeterminado,Hombres,Mujeres,Indeterminado,Hombres,Mujeres,Indeterminado,Hombres,Mujeres,Indeterminado,Hombres,Mujeres,Indeterminado,Hombres,Mujeres,Indeterminado,Hombres,Mujeres,Indeterminado,Hombres,Mujeres,Indeterminado,Hombres,Mujeres,Indeterminado,Hombres,Mujeres,Indeterminado,Hombres,Mujeres,Indeterminado,Hombres,Mujeres,Indeterminado,Hombres,Mujeres,Indeterminado,Hombres,Mujeres,Indeterminado,Hombres,Mujeres,Indeterminado,Hombres,Mujeres,Indeterminado,Hombres,Mujeres,Indeterminado,Hombres,Mujeres,Indeterminado,Hombres,Mujeres,Indeterminado,Hombres,Mujeres,Indeterminado,Hombres,Mujeres,Indeterminado,Hombres,Mujeres,Indeterminado,Hombres,Mujeres,Indeterminado,Hombres,Mujeres,Indeterminado,Hombres,Mujeres,Indeterminado,Hombres,Mujeres,Indeterminado,Hombres,Mujeres,Indeterminado,Hombres,Mujeres,Indeterminado,Hombres,Mujeres,Indeterminado,2022,defunciones,Cuadro11
27.0,,101 Agresiones (homicidios) y secuelas,333,324,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,53,1,0,65,2,0,68,0,0,53,3,0,27,1,0,9,0,0,18,0,0,10,0,0,8,0,0,3,0,0,4,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro11
27.0,,102 Eventos de intención no determinada y secuelas,31,20,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,3,0,0,0,1,0,1,1,0,0,0,0,2,2,0,4,1,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,2,0,0,1,0,0,0,0,0,0,0,2022,defunciones,Cuadro11
27.0,,103 Intervención legal y operaciones de guerra y secuelas,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro11
27.0,,104 Contratiempos de la atención médico quirúrgica y secuelas,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro11
27.0,,105 Otros accidentes y secuelas,28,22,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,4,0,0,2,1,0,3,0,0,1,0,0,3,0,0,0,0,0,1,1,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,2022,defunciones,Cuadro11
41.0,41 Huila,TOTAL,7345,4169,3174,2,5,6,0,12,12,0,24,20,0,21,20,0,0,1,0,21,21,0,15,9,0,8,10,0,16,12,0,19,11,0,27,13,0,113,21,0,126,32,0,122,39,0,133,41,0,109,57,0,97,51,1,111,75,0,136,94,0,228,147,0,304,190,0,353,285,0,412,309,0,443,354,0,473,439,0,434,452,0,296,311,0,90,115,0,21,27,0,0,0,1,2022,defunciones,Cuadro11
41.0,,001 Enfermedades infecciosas intestinales,21,8,13,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,1,2,0,0,0,0,1,2,0,0,2,0,0,2,0,1,1,0,1,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro11
41.0,,002 Tuberculosis y secuelas,38,24,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0,2,2,0,6,2,0,2,4,0,2,2,0,4,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro11
41.0,,003 Ciertas enfermedades transmitidas por vectores y rabia,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro11
41.0,,004 Ciertas enfermedades inmunoprevenibles,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro11
41.0,,"005 Septicemia, excepto neonatal",5,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2022,defunciones,Cuadro11
41.0,,006 Todas las demás enfermedades bacterianas,21,8,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0,4,0,0,0,1,0,0,2,0,0,1,0,0,3,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2022,defunciones,Cuadro11
41.0,,008 Hepatitis viral y secuelas,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro11
41.0,,009 Enfermedad por el VIH (SIDA),40,33,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,1,0,5,2,0,5,1,0,2,0,0,4,0,0,3,2,0,3,0,0,0,0,0,2,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro11
41.0,,010 Todas las demás enfermedades infecciosas y parasitarias,420,256,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,1,0,2,1,0,0,0,0,1,0,0,0,0,0,2,2,0,1,2,0,7,2,0,3,3,0,3,3,0,5,5,0,10,3,0,10,6,0,16,10,0,31,14,0,25,24,0,32,16,0,41,21,0,29,30,0,25,17,0,9,2,0,1,1,0,0,0,0,2022,defunciones,Cuadro11
41.0,,"011 Tumores malignos del labio, de la cavidad bucal y de la faringe",15,9,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,1,0,0,1,0,0,0,0,1,1,0,4,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro11
41.0,,012 Tumor maligno del esófago,13,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,2,0,0,2,2,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro11
41.0,,013 Tumor maligno del estómago,191,127,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,1,0,1,0,0,3,2,0,2,2,0,2,3,0,5,9,0,13,6,0,18,4,0,17,13,0,13,3,0,21,7,0,10,6,0,17,4,0,2,2,0,1,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro11
41.0,,"014 Tumor maligno del colon, de la unión rectosigmoidea, recto y ano",113,51,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,2,0,0,0,2,0,2,1,0,2,5,0,1,5,0,7,4,0,7,10,0,6,12,0,5,5,0,4,9,0,7,2,0,6,3,0,0,1,0,0,1,0,0,0,0,0,0,0,2022,defunciones,Cuadro11
41.0,,015 Tumor maligno del hígado,60,38,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,9,2,0,6,3,0,3,2,0,8,5,0,3,2,0,2,3,0,2,0,0,2,1,0,0,1,0,0,0,0,0,0,0,2022,defunciones,Cuadro11
41.0,,016 Tumor maligno de la vesícula biliar y de las vías biliares,34,12,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,1,0,1,6,0,1,3,0,0,1,0,1,0,0,1,4,0,3,2,0,1,1,0,0,1,0,0,2,0,0,0,0,0,0,0,2022,defunciones,Cuadro11
41.0,,017 Tumor maligno del páncreas,30,18,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,1,0,0,0,0,1,1,0,2,0,0,1,3,0,3,0,0,3,3,0,2,0,0,1,2,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro11
41.0,,018 Todos los demás tumores malignos de los órganos digestivos y del peritoneo,16,4,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,2,0,2,2,0,0,0,0,0,1,0,0,1,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro11
41.0,,019 Tumor maligno de la laringe,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro11
41.0,,"020 Tumor maligno de la tráquea, los bronquios y el pulmón",85,50,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,1,0,1,0,0,1,0,0,2,1,0,8,4,0,4,4,0,5,8,0,9,5,0,8,6,0,7,4,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2022,defunciones,Cuadro11
41.0,,"021 Todos los demás tumores malignos de los órganos respiratorios e intratorácicos, excepto tráquea, bronquios y pulmón",2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro11
41.0,,022 Tumor maligno de los huesos y de los cartílagos articulares,12,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro11
41.0,,023 Melanoma y otros tumores malignos de la piel,37,18,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,1,0,0,0,0,0,1,0,4,1,0,1,1,0,2,3,0,3,4,0,1,1,0,2,3,0,2,1,0,0,2,0,0,0,0,0,0,0,2022,defunciones,Cuadro11
41.0,,024 Tumor maligno de la mama de la mujer,86,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,6,0,0,4,0,0,10,0,0,9,0,0,7,0,0,15,0,0,7,0,0,8,0,0,7,0,0,6,0,0,1,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro11
41.0,,025 Tumor maligno del cuello del útero,46,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,8,0,0,2,0,0,2,0,0,4,0,0,4,0,0,4,0,0,7,0,0,1,0,0,4,0,0,2,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro11
41.0,,026 Tumor maligno de otras partes del útero,19,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,2,0,0,2,0,0,3,0,0,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro11
41.0,,027 Tumor maligno del ovario,29,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,0,0,3,0,0,2,0,0,3,0,0,5,0,0,4,0,0,1,0,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro11
41.0,,028 Tumor maligno de la próstata,69,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,4,0,0,3,0,0,11,0,0,9,0,0,16,0,0,11,0,0,7,0,0,3,0,0,1,0,0,0,0,0,2022,defunciones,Cuadro11
41.0,,029 Tumor maligno de la vejiga urinaria,11,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,3,1,0,4,0,0,1,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro11
41.0,,030 Todos los demás tumores malignos de los órganos urinarios,14,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,4,0,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro11
41.0,,"031 Tumor maligno del encéfalo, del ojo y de otras partes del sistema nervioso central",45,24,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,2,0,1,1,0,0,3,0,1,0,0,1,0,0,1,1,0,1,1,0,3,1,0,3,1,0,6,0,0,1,2,0,2,1,0,0,2,0,2,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro11
41.0,,032 Tumor maligno del tiroides y de otras glándulas endocrinas,9,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro11
41.0,,033 Tumores malignos de sitios mal definidos y secundarios,10,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,1,0,0,1,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro11
41.0,,034 Tumor maligno de sitios no especificados,40,22,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,2,0,1,1,0,0,3,0,1,1,0,3,3,0,8,0,0,3,3,0,3,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro11
41.0,,035 Leucemia,56,32,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,3,0,0,3,1,0,2,1,0,1,2,0,1,2,0,2,0,0,0,0,0,1,5,0,1,1,0,1,0,0,3,1,0,0,5,0,2,2,0,2,2,0,4,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro11
41.0,,"036 Todos los demás tumores malignos del tejido linfático, de los órganos hematopoyéticos y de tejidos afines",41,26,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,1,0,0,0,0,0,4,0,0,4,1,0,4,6,0,4,3,0,0,1,0,4,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro11
41.0,,"037 Tumores: in situ, benignos y de comportamiento incierto o desconocido y los no especificados",86,54,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,2,0,0,1,0,0,3,0,0,1,4,0,3,1,0,4,3,0,5,2,0,10,0,0,5,5,0,6,6,0,5,7,0,5,2,0,0,1,0,1,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro11
41.0,,038 Todos los demás tumores malignos de otras localizaciones,38,16,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,2,0,0,1,0,0,4,0,1,1,0,2,3,0,2,2,0,4,0,0,1,4,0,1,2,0,0,1,0,1,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro11
41.0,,"039 Anemias: nutricionales, hemolíticas, aplásticas y otras",17,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,2,1,0,1,1,0,0,2,0,2,0,0,0,1,0,0,0,0,1,1,0,0,0,0,2022,defunciones,Cuadro11
41.0,,"040 Defectos de coagulación, púrpura y otras afecciones hemorrágicas y de la sangre y los trastornos que afectan la inmunidad",12,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,2,0,0,0,1,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro11
41.0,,041 Diabetes mellitus,271,117,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,5,3,0,2,1,0,11,7,0,13,13,0,12,15,0,15,23,0,17,18,0,18,24,0,13,30,0,8,13,0,0,3,0,1,1,0,0,0,0,2022,defunciones,Cuadro11
41.0,,042 Deficiencias nutricionales,42,24,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2,1,0,1,1,0,3,1,0,2,1,0,4,5,0,1,5,0,2,1,0,0,0,0,0,0,0,2022,defunciones,Cuadro11
41.0,,043 Todas las demás enfermedades endocrinas y nutricionales,60,36,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,2,0,4,1,0,2,1,0,5,1,0,3,4,0,4,0,0,4,2,0,5,5,0,4,4,0,0,1,0,0,0,0,0,0,0,2022,defunciones,Cuadro11
41.0,,044 Trastornos mentales y del comportamiento,32,17,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,2,2,0,1,2,0,2,3,0,6,2,0,1,3,0,0,0,0,0,0,0,2022,defunciones,Cuadro11
41.0,,045 Meningitis y otras enfermedades inflamatorias del sistema nervioso central,20,12,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,2,0,0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro11
41.0,,046 Epilepsia y otros trastornos episódicos y paroxísticos,34,18,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,2,0,3,2,0,0,0,0,1,1,0,0,2,0,3,1,0,0,1,0,0,0,0,1,1,0,0,2,0,1,1,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro11
41.0,,047 Todas las demás enfermedades del sistema nervioso,155,83,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,4,1,0,3,1,0,6,4,0,0,1,0,0,1,0,1,0,0,1,1,0,1,0,0,3,1,0,2,1,0,2,2,0,5,6,0,7,5,0,5,3,0,9,11,0,16,11,0,9,12,0,6,7,0,1,1,0,0,0,0,0,0,0,2022,defunciones,Cuadro11
41.0,,"048 Enfermedades del ojo y sus anexos, del oído y de la apófisis mastoides",2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro11
41.0,,049 Fiebre reumática aguda y enfermedades cardíacas reumáticas crónicas,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro11
41.0,,050 Enfermedades hipertensivas,173,83,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,3,1,0,0,0,0,2,1,0,2,5,0,9,8,0,10,7,0,15,4,0,12,17,0,13,23,0,13,16,0,2,4,0,2,1,0,0,0,0,2022,defunciones,Cuadro11
41.0,,051 Enfermedades isquémicas del corazón,1652,891,761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,1,0,3,1,0,6,5,0,6,5,0,18,9,0,38,18,0,56,36,0,83,48,0,108,80,0,126,93,0,131,130,0,150,146,0,112,112,0,37,59,0,11,17,0,0,0,0,2022,defunciones,Cuadro11
