columna,"CUADRO 2 - Defunciones por persona que certifica la defunción, según departamento, área y sitio donde ocurrió la defunción",columna_1,columna_2,columna_3,columna_4,columna_5,columna_6,columna_7,columna_8,columna_9,año,tipo,hoja_origen
47.0,,,Casa/domicilio,69,1,45,7,0,16,0,2022,defunciones,Cuadro2
47.0,,,Lugar de trabajo,6,0,2,4,0,0,0,2022,defunciones,Cuadro2
47.0,,,Vía pública,74,0,5,69,0,0,0,2022,defunciones,Cuadro2
47.0,,,Otro sitio,23,2,2,19,0,0,0,2022,defunciones,Cuadro2
47.0,,,Sin información,2,0,0,2,0,0,0,2022,defunciones,Cuadro2
47.0,,Sin información,Total,32,0,0,5,0,0,27,2022,defunciones,Cuadro2
47.0,,,Hospital/clínica,0,0,0,0,0,0,0,2022,defunciones,Cuadro2
47.0,,,Centro/puesto de salud,0,0,0,0,0,0,0,2022,defunciones,Cuadro2
47.0,,,Casa/domicilio,2,0,0,2,0,0,0,2022,defunciones,Cuadro2
47.0,,,Lugar de trabajo,0,0,0,0,0,0,0,2022,defunciones,Cuadro2
47.0,,,Vía pública,3,0,0,3,0,0,0,2022,defunciones,Cuadro2
47.0,,,Otro sitio,0,0,0,0,0,0,0,2022,defunciones,Cuadro2
47.0,,,Sin información,27,0,0,0,0,0,27,2022,defunciones,Cuadro2
50.0,50 Meta,Total,Total,5852,2328,2586,938,0,0,0,2022,defunciones,Cuadro2
50.0,,,Hospital/clínica,3800,2135,1353,312,0,0,0,2022,defunciones,Cuadro2
50.0,,,Centro/puesto de salud,85,33,38,14,0,0,0,2022,defunciones,Cuadro2
50.0,,,Casa/domicilio,1438,150,1135,153,0,0,0,2022,defunciones,Cuadro2
50.0,,,Lugar de trabajo,37,0,5,32,0,0,0,2022,defunciones,Cuadro2
50.0,,,Vía pública,310,1,21,288,0,0,0,2022,defunciones,Cuadro2
50.0,,,Otro sitio,175,9,34,132,0,0,0,2022,defunciones,Cuadro2
50.0,,,Sin información,7,0,0,7,0,0,0,2022,defunciones,Cuadro2
50.0,,Cabecera municipal,Total,5323,2304,2347,672,0,0,0,2022,defunciones,Cuadro2
50.0,,,Hospital/clínica,3783,2131,1340,312,0,0,0,2022,defunciones,Cuadro2
50.0,,,Centro/puesto de salud,82,32,36,14,0,0,0,2022,defunciones,Cuadro2
50.0,,,Casa/domicilio,1170,138,925,107,0,0,0,2022,defunciones,Cuadro2
50.0,,,Lugar de trabajo,14,0,4,10,0,0,0,2022,defunciones,Cuadro2
50.0,,,Vía pública,187,1,14,172,0,0,0,2022,defunciones,Cuadro2
50.0,,,Otro sitio,84,2,28,54,0,0,0,2022,defunciones,Cuadro2
50.0,,,Sin información,3,0,0,3,0,0,0,2022,defunciones,Cuadro2
50.0,,Centro poblado,Total,105,9,73,23,0,0,0,2022,defunciones,Cuadro2
50.0,,,Hospital/clínica,16,3,13,0,0,0,0,2022,defunciones,Cuadro2
50.0,,,Centro/puesto de salud,1,0,1,0,0,0,0,2022,defunciones,Cuadro2
50.0,,,Casa/domicilio,70,4,57,9,0,0,0,2022,defunciones,Cuadro2
50.0,,,Lugar de trabajo,2,0,1,1,0,0,0,2022,defunciones,Cuadro2
50.0,,,Vía pública,11,0,0,11,0,0,0,2022,defunciones,Cuadro2
50.0,,,Otro sitio,5,2,1,2,0,0,0,2022,defunciones,Cuadro2
50.0,,,Sin información,0,0,0,0,0,0,0,2022,defunciones,Cuadro2
50.0,,Rural disperso,Total,423,15,166,242,0,0,0,2022,defunciones,Cuadro2
50.0,,,Hospital/clínica,1,1,0,0,0,0,0,2022,defunciones,Cuadro2
50.0,,,Centro/puesto de salud,2,1,1,0,0,0,0,2022,defunciones,Cuadro2
50.0,,,Casa/domicilio,198,8,153,37,0,0,0,2022,defunciones,Cuadro2
50.0,,,Lugar de trabajo,20,0,0,20,0,0,0,2022,defunciones,Cuadro2
50.0,,,Vía pública,112,0,7,105,0,0,0,2022,defunciones,Cuadro2
50.0,,,Otro sitio,86,5,5,76,0,0,0,2022,defunciones,Cuadro2
50.0,,,Sin información,4,0,0,4,0,0,0,2022,defunciones,Cuadro2
50.0,,Sin información,Total,1,0,0,1,0,0,0,2022,defunciones,Cuadro2
50.0,,,Hospital/clínica,0,0,0,0,0,0,0,2022,defunciones,Cuadro2
50.0,,,Centro/puesto de salud,0,0,0,0,0,0,0,2022,defunciones,Cuadro2
50.0,,,Casa/domicilio,0,0,0,0,0,0,0,2022,defunciones,Cuadro2
50.0,,,Lugar de trabajo,1,0,0,1,0,0,0,2022,defunciones,Cuadro2
50.0,,,Vía pública,0,0,0,0,0,0,0,2022,defunciones,Cuadro2
50.0,,,Otro sitio,0,0,0,0,0,0,0,2022,defunciones,Cuadro2
50.0,,,Sin información,0,0,0,0,0,0,0,2022,defunciones,Cuadro2
52.0,52 Nariño,Total,Total,9081,1633,6128,1138,107,15,60,2022,defunciones,Cuadro2
52.0,,,Hospital/clínica,4536,1375,2821,339,1,0,0,2022,defunciones,Cuadro2
52.0,,,Centro/puesto de salud,80,23,48,8,1,0,0,2022,defunciones,Cuadro2
52.0,,,Casa/domicilio,3433,212,2923,211,81,6,0,2022,defunciones,Cuadro2
52.0,,,Lugar de trabajo,32,2,10,18,2,0,0,2022,defunciones,Cuadro2
52.0,,,Vía pública,525,7,189,328,1,0,0,2022,defunciones,Cuadro2
52.0,,,Otro sitio,321,14,115,191,1,0,0,2022,defunciones,Cuadro2
52.0,,,Sin información,154,0,22,43,20,9,60,2022,defunciones,Cuadro2
52.0,,Cabecera municipal,Total,6571,1500,4307,729,33,2,0,2022,defunciones,Cuadro2
52.0,,,Hospital/clínica,4438,1348,2752,337,1,0,0,2022,defunciones,Cuadro2
52.0,,,Centro/puesto de salud,62,17,39,5,1,0,0,2022,defunciones,Cuadro2
52.0,,,Casa/domicilio,1680,126,1380,142,31,1,0,2022,defunciones,Cuadro2
52.0,,,Lugar de trabajo,16,2,6,8,0,0,0,2022,defunciones,Cuadro2
52.0,,,Vía pública,217,2,63,152,0,0,0,2022,defunciones,Cuadro2
52.0,,,Otro sitio,134,5,61,68,0,0,0,2022,defunciones,Cuadro2
52.0,,,Sin información,24,0,6,17,0,1,0,2022,defunciones,Cuadro2
52.0,,Centro poblado,Total,588,51,465,42,21,6,3,2022,defunciones,Cuadro2
52.0,,,Hospital/clínica,58,21,35,2,0,0,0,2022,defunciones,Cuadro2
52.0,,,Centro/puesto de salud,4,2,2,0,0,0,0,2022,defunciones,Cuadro2
52.0,,,Casa/domicilio,439,27,384,8,17,3,0,2022,defunciones,Cuadro2
52.0,,,Lugar de trabajo,2,0,0,2,0,0,0,2022,defunciones,Cuadro2
52.0,,,Vía pública,57,1,35,21,0,0,0,2022,defunciones,Cuadro2
52.0,,,Otro sitio,19,0,9,9,1,0,0,2022,defunciones,Cuadro2
52.0,,,Sin información,9,0,0,0,3,3,3,2022,defunciones,Cuadro2
52.0,,Rural disperso,Total,1858,82,1356,360,53,7,0,2022,defunciones,Cuadro2
52.0,,,Hospital/clínica,40,6,34,0,0,0,0,2022,defunciones,Cuadro2
52.0,,,Centro/puesto de salud,14,4,7,3,0,0,0,2022,defunciones,Cuadro2
52.0,,,Casa/domicilio,1314,59,1159,61,33,2,0,2022,defunciones,Cuadro2
52.0,,,Lugar de trabajo,14,0,4,8,2,0,0,2022,defunciones,Cuadro2
52.0,,,Vía pública,250,4,91,154,1,0,0,2022,defunciones,Cuadro2
52.0,,,Otro sitio,167,9,45,113,0,0,0,2022,defunciones,Cuadro2
52.0,,,Sin información,59,0,16,21,17,5,0,2022,defunciones,Cuadro2
52.0,,Sin información,Total,64,0,0,7,0,0,57,2022,defunciones,Cuadro2
52.0,,,Hospital/clínica,0,0,0,0,0,0,0,2022,defunciones,Cuadro2
52.0,,,Centro/puesto de salud,0,0,0,0,0,0,0,2022,defunciones,Cuadro2
52.0,,,Casa/domicilio,0,0,0,0,0,0,0,2022,defunciones,Cuadro2
52.0,,,Lugar de trabajo,0,0,0,0,0,0,0,2022,defunciones,Cuadro2
52.0,,,Vía pública,1,0,0,1,0,0,0,2022,defunciones,Cuadro2
52.0,,,Otro sitio,1,0,0,1,0,0,0,2022,defunciones,Cuadro2
52.0,,,Sin información,62,0,0,5,0,0,57,2022,defunciones,Cuadro2
54.0,54 Norte de Santander,Total,Total,9233,2459,5597,1117,3,7,50,2022,defunciones,Cuadro2
54.0,,,Hospital/clínica,5495,2239,2957,299,0,0,0,2022,defunciones,Cuadro2
54.0,,,Centro/puesto de salud,103,37,55,11,0,0,0,2022,defunciones,Cuadro2
54.0,,,Casa/domicilio,2800,164,2483,143,3,7,0,2022,defunciones,Cuadro2
54.0,,,Lugar de trabajo,57,1,5,51,0,0,0,2022,defunciones,Cuadro2
54.0,,,Vía pública,485,7,39,439,0,0,0,2022,defunciones,Cuadro2
54.0,,,Otro sitio,211,10,54,147,0,0,0,2022,defunciones,Cuadro2
54.0,,,Sin información,82,1,4,27,0,0,50,2022,defunciones,Cuadro2
54.0,,Cabecera municipal,Total,8333,2408,5154,768,2,1,0,2022,defunciones,Cuadro2
54.0,,,Hospital/clínica,5468,2237,2932,299,0,0,0,2022,defunciones,Cuadro2
54.0,,,Centro/puesto de salud,80,25,45,10,0,0,0,2022,defunciones,Cuadro2
54.0,,,Casa/domicilio,2341,130,2102,106,2,1,0,2022,defunciones,Cuadro2
54.0,,,Lugar de trabajo,16,0,3,13,0,0,0,2022,defunciones,Cuadro2
54.0,,,Vía pública,295,7,27,261,0,0,0,2022,defunciones,Cuadro2
54.0,,,Otro sitio,111,8,41,62,0,0,0,2022,defunciones,Cuadro2
54.0,,,Sin información,22,1,4,17,0,0,0,2022,defunciones,Cuadro2
54.0,,Centro poblado,Total,241,25,143,72,0,1,0,2022,defunciones,Cuadro2
54.0,,,Hospital/clínica,26,2,24,0,0,0,0,2022,defunciones,Cuadro2
54.0,,,Centro/puesto de salud,17,10,6,1,0,0,0,2022,defunciones,Cuadro2
54.0,,,Casa/domicilio,130,11,109,9,0,1,0,2022,defunciones,Cuadro2
54.0,,,Lugar de trabajo,8,1,0,7,0,0,0,2022,defunciones,Cuadro2
54.0,,,Vía pública,39,0,2,37,0,0,0,2022,defunciones,Cuadro2
54.0,,,Otro sitio,19,1,2,16,0,0,0,2022,defunciones,Cuadro2
54.0,,,Sin información,2,0,0,2,0,0,0,2022,defunciones,Cuadro2
54.0,,Rural disperso,Total,605,26,300,273,1,5,0,2022,defunciones,Cuadro2
54.0,,,Hospital/clínica,1,0,1,0,0,0,0,2022,defunciones,Cuadro2
54.0,,,Centro/puesto de salud,6,2,4,0,0,0,0,2022,defunciones,Cuadro2
54.0,,,Casa/domicilio,329,23,272,28,1,5,0,2022,defunciones,Cuadro2
54.0,,,Lugar de trabajo,32,0,2,30,0,0,0,2022,defunciones,Cuadro2
54.0,,,Vía pública,149,0,10,139,0,0,0,2022,defunciones,Cuadro2
54.0,,,Otro sitio,81,1,11,69,0,0,0,2022,defunciones,Cuadro2
54.0,,,Sin información,7,0,0,7,0,0,0,2022,defunciones,Cuadro2
54.0,,Sin información,Total,54,0,0,4,0,0,50,2022,defunciones,Cuadro2
54.0,,,Hospital/clínica,0,0,0,0,0,0,0,2022,defunciones,Cuadro2
54.0,,,Centro/puesto de salud,0,0,0,0,0,0,0,2022,defunciones,Cuadro2
54.0,,,Casa/domicilio,0,0,0,0,0,0,0,2022,defunciones,Cuadro2
54.0,,,Lugar de trabajo,1,0,0,1,0,0,0,2022,defunciones,Cuadro2
54.0,,,Vía pública,2,0,0,2,0,0,0,2022,defunciones,Cuadro2
54.0,,,Otro sitio,0,0,0,0,0,0,0,2022,defunciones,Cuadro2
54.0,,,Sin información,51,0,0,1,0,0,50,2022,defunciones,Cuadro2
63.0,63 Quindío,Total,Total,4733,1636,2507,590,0,0,0,2022,defunciones,Cuadro2
63.0,,,Hospital/clínica,3195,1536,1465,194,0,0,0,2022,defunciones,Cuadro2
63.0,,,Centro/puesto de salud,6,0,1,5,0,0,0,2022,defunciones,Cuadro2
63.0,,,Casa/domicilio,1223,96,1009,118,0,0,0,2022,defunciones,Cuadro2
63.0,,,Lugar de trabajo,6,0,3,3,0,0,0,2022,defunciones,Cuadro2
63.0,,,Vía pública,166,2,1,163,0,0,0,2022,defunciones,Cuadro2
63.0,,,Otro sitio,126,2,27,97,0,0,0,2022,defunciones,Cuadro2
63.0,,,Sin información,11,0,1,10,0,0,0,2022,defunciones,Cuadro2
63.0,,Cabecera municipal,Total,4487,1629,2360,498,0,0,0,2022,defunciones,Cuadro2
63.0,,,Hospital/clínica,3180,1534,1452,194,0,0,0,2022,defunciones,Cuadro2
63.0,,,Centro/puesto de salud,5,0,1,4,0,0,0,2022,defunciones,Cuadro2
63.0,,,Casa/domicilio,1077,91,881,105,0,0,0,2022,defunciones,Cuadro2
63.0,,,Lugar de trabajo,4,0,3,1,0,0,0,2022,defunciones,Cuadro2
63.0,,,Vía pública,123,2,0,121,0,0,0,2022,defunciones,Cuadro2
63.0,,,Otro sitio,91,2,22,67,0,0,0,2022,defunciones,Cuadro2
63.0,,,Sin información,7,0,1,6,0,0,0,2022,defunciones,Cuadro2
63.0,,Centro poblado,Total,56,5,46,5,0,0,0,2022,defunciones,Cuadro2
63.0,,,Hospital/clínica,12,2,10,0,0,0,0,2022,defunciones,Cuadro2
63.0,,,Centro/puesto de salud,0,0,0,0,0,0,0,2022,defunciones,Cuadro2
63.0,,,Casa/domicilio,37,3,34,0,0,0,0,2022,defunciones,Cuadro2
63.0,,,Lugar de trabajo,0,0,0,0,0,0,0,2022,defunciones,Cuadro2
63.0,,,Vía pública,3,0,0,3,0,0,0,2022,defunciones,Cuadro2
63.0,,,Otro sitio,4,0,2,2,0,0,0,2022,defunciones,Cuadro2
63.0,,,Sin información,0,0,0,0,0,0,0,2022,defunciones,Cuadro2
63.0,,Rural disperso,Total,185,2,101,82,0,0,0,2022,defunciones,Cuadro2
63.0,,,Hospital/clínica,3,0,3,0,0,0,0,2022,defunciones,Cuadro2
63.0,,,Centro/puesto de salud,0,0,0,0,0,0,0,2022,defunciones,Cuadro2
63.0,,,Casa/domicilio,108,2,94,12,0,0,0,2022,defunciones,Cuadro2
63.0,,,Lugar de trabajo,2,0,0,2,0,0,0,2022,defunciones,Cuadro2
63.0,,,Vía pública,38,0,1,37,0,0,0,2022,defunciones,Cuadro2
63.0,,,Otro sitio,31,0,3,28,0,0,0,2022,defunciones,Cuadro2
63.0,,,Sin información,3,0,0,3,0,0,0,2022,defunciones,Cuadro2
63.0,,Sin información,Total,5,0,0,5,0,0,0,2022,defunciones,Cuadro2
63.0,,,Hospital/clínica,0,0,0,0,0,0,0,2022,defunciones,Cuadro2
63.0,,,Centro/puesto de salud,1,0,0,1,0,0,0,2022,defunciones,Cuadro2
63.0,,,Casa/domicilio,1,0,0,1,0,0,0,2022,defunciones,Cuadro2
63.0,,,Lugar de trabajo,0,0,0,0,0,0,0,2022,defunciones,Cuadro2
63.0,,,Vía pública,2,0,0,2,0,0,0,2022,defunciones,Cuadro2
63.0,,,Otro sitio,0,0,0,0,0,0,0,2022,defunciones,Cuadro2
63.0,,,Sin información,1,0,0,1,0,0,0,2022,defunciones,Cuadro2
66.0,66 Risaralda,Total,Total,8165,2800,4546,819,0,0,0,2022,defunciones,Cuadro2
66.0,,,Hospital/clínica,5549,2618,2612,319,0,0,0,2022,defunciones,Cuadro2
66.0,,,Centro/puesto de salud,15,4,5,6,0,0,0,2022,defunciones,Cuadro2
66.0,,,Casa/domicilio,2178,165,1857,156,0,0,0,2022,defunciones,Cuadro2
66.0,,,Lugar de trabajo,20,1,5,14,0,0,0,2022,defunciones,Cuadro2
66.0,,,Vía pública,263,8,29,226,0,0,0,2022,defunciones,Cuadro2
66.0,,,Otro sitio,133,4,37,92,0,0,0,2022,defunciones,Cuadro2
66.0,,,Sin información,7,0,1,6,0,0,0,2022,defunciones,Cuadro2
66.0,,Cabecera municipal,Total,7645,2747,4218,680,0,0,0,2022,defunciones,Cuadro2
66.0,,,Hospital/clínica,5535,2615,2601,319,0,0,0,2022,defunciones,Cuadro2
66.0,,,Centro/puesto de salud,8,1,3,4,0,0,0,2022,defunciones,Cuadro2
66.0,,,Casa/domicilio,1818,123,1558,137,0,0,0,2022,defunciones,Cuadro2
66.0,,,Lugar de trabajo,12,1,3,8,0,0,0,2022,defunciones,Cuadro2
66.0,,,Vía pública,181,5,23,153,0,0,0,2022,defunciones,Cuadro2
66.0,,,Otro sitio,86,2,29,55,0,0,0,2022,defunciones,Cuadro2
66.0,,,Sin información,5,0,1,4,0,0,0,2022,defunciones,Cuadro2
66.0,,Centro poblado,Total,109,18,75,16,0,0,0,2022,defunciones,Cuadro2
66.0,,,Hospital/clínica,13,3,10,0,0,0,0,2022,defunciones,Cuadro2
66.0,,,Centro/puesto de salud,7,3,2,2,0,0,0,2022,defunciones,Cuadro2
66.0,,,Casa/domicilio,75,10,61,4,0,0,0,2022,defunciones,Cuadro2
66.0,,,Lugar de trabajo,0,0,0,0,0,0,0,2022,defunciones,Cuadro2
66.0,,,Vía pública,8,1,1,6,0,0,0,2022,defunciones,Cuadro2
66.0,,,Otro sitio,6,1,1,4,0,0,0,2022,defunciones,Cuadro2
66.0,,,Sin información,0,0,0,0,0,0,0,2022,defunciones,Cuadro2
66.0,,Rural disperso,Total,411,35,253,123,0,0,0,2022,defunciones,Cuadro2
66.0,,,Hospital/clínica,1,0,1,0,0,0,0,2022,defunciones,Cuadro2
66.0,,,Centro/puesto de salud,0,0,0,0,0,0,0,2022,defunciones,Cuadro2
66.0,,,Casa/domicilio,285,32,238,15,0,0,0,2022,defunciones,Cuadro2
66.0,,,Lugar de trabajo,8,0,2,6,0,0,0,2022,defunciones,Cuadro2
66.0,,,Vía pública,74,2,5,67,0,0,0,2022,defunciones,Cuadro2
66.0,,,Otro sitio,41,1,7,33,0,0,0,2022,defunciones,Cuadro2
66.0,,,Sin información,2,0,0,2,0,0,0,2022,defunciones,Cuadro2
66.0,,Sin información,Total,0,0,0,0,0,0,0,2022,defunciones,Cuadro2
66.0,,,Hospital/clínica,0,0,0,0,0,0,0,2022,defunciones,Cuadro2
66.0,,,Centro/puesto de salud,0,0,0,0,0,0,0,2022,defunciones,Cuadro2
66.0,,,Casa/domicilio,0,0,0,0,0,0,0,2022,defunciones,Cuadro2
66.0,,,Lugar de trabajo,0,0,0,0,0,0,0,2022,defunciones,Cuadro2
66.0,,,Vía pública,0,0,0,0,0,0,0,2022,defunciones,Cuadro2
66.0,,,Otro sitio,0,0,0,0,0,0,0,2022,defunciones,Cuadro2
66.0,,,Sin información,0,0,0,0,0,0,0,2022,defunciones,Cuadro2
68.0,68 Santander,Total,Total,14020,3623,8894,1486,9,2,6,2022,defunciones,Cuadro2
68.0,,,Hospital/clínica,9160,3419,5184,557,0,0,0,2022,defunciones,Cuadro2
68.0,,,Centro/puesto de salud,40,10,14,16,0,0,0,2022,defunciones,Cuadro2
68.0,,,Casa/domicilio,3882,161,3478,233,8,2,0,2022,defunciones,Cuadro2
68.0,,,Lugar de trabajo,42,0,13,29,0,0,0,2022,defunciones,Cuadro2
68.0,,,Vía pública,484,8,43,433,0,0,0,2022,defunciones,Cuadro2
68.0,,,Otro sitio,403,24,160,218,1,0,0,2022,defunciones,Cuadro2
68.0,,,Sin información,9,1,2,0,0,0,6,2022,defunciones,Cuadro2
68.0,,Cabecera municipal,Total,12726,3562,8059,1103,2,0,0,2022,defunciones,Cuadro2
68.0,,,Hospital/clínica,9151,3418,5176,557,0,0,0,2022,defunciones,Cuadro2
68.0,,,Centro/puesto de salud,33,7,11,15,0,0,0,2022,defunciones,Cuadro2
68.0,,,Casa/domicilio,2986,116,2703,166,1,0,0,2022,defunciones,Cuadro2
68.0,,,Lugar de trabajo,20,0,7,13,0,0,0,2022,defunciones,Cuadro2
68.0,,,Vía pública,278,5,21,252,0,0,0,2022,defunciones,Cuadro2
68.0,,,Otro sitio,256,16,139,100,1,0,0,2022,defunciones,Cuadro2
68.0,,,Sin información,2,0,2,0,0,0,0,2022,defunciones,Cuadro2
68.0,,Centro poblado,Total,182,13,118,46,3,2,0,2022,defunciones,Cuadro2
68.0,,,Hospital/clínica,9,1,8,0,0,0,0,2022,defunciones,Cuadro2
68.0,,,Centro/puesto de salud,4,2,2,0,0,0,0,2022,defunciones,Cuadro2
68.0,,,Casa/domicilio,122,8,99,10,3,2,0,2022,defunciones,Cuadro2
68.0,,,Lugar de trabajo,2,0,0,2,0,0,0,2022,defunciones,Cuadro2
68.0,,,Vía pública,29,0,5,24,0,0,0,2022,defunciones,Cuadro2
68.0,,,Otro sitio,16,2,4,10,0,0,0,2022,defunciones,Cuadro2
68.0,,,Sin información,0,0,0,0,0,0,0,2022,defunciones,Cuadro2
68.0,,Rural disperso,Total,1102,48,717,333,4,0,0,2022,defunciones,Cuadro2
68.0,,,Hospital/clínica,0,0,0,0,0,0,0,2022,defunciones,Cuadro2
68.0,,,Centro/puesto de salud,3,1,1,1,0,0,0,2022,defunciones,Cuadro2
68.0,,,Casa/domicilio,774,37,676,57,4,0,0,2022,defunciones,Cuadro2
68.0,,,Lugar de trabajo,20,0,6,14,0,0,0,2022,defunciones,Cuadro2
68.0,,,Vía pública,173,3,17,153,0,0,0,2022,defunciones,Cuadro2
68.0,,,Otro sitio,131,6,17,108,0,0,0,2022,defunciones,Cuadro2
68.0,,,Sin información,1,1,0,0,0,0,0,2022,defunciones,Cuadro2
68.0,,Sin información,Total,10,0,0,4,0,0,6,2022,defunciones,Cuadro2
68.0,,,Hospital/clínica,0,0,0,0,0,0,0,2022,defunciones,Cuadro2
68.0,,,Centro/puesto de salud,0,0,0,0,0,0,0,2022,defunciones,Cuadro2
68.0,,,Casa/domicilio,0,0,0,0,0,0,0,2022,defunciones,Cuadro2
68.0,,,Lugar de trabajo,0,0,0,0,0,0,0,2022,defunciones,Cuadro2
68.0,,,Vía pública,4,0,0,4,0,0,0,2022,defunciones,Cuadro2
68.0,,,Otro sitio,0,0,0,0,0,0,0,2022,defunciones,Cuadro2
68.0,,,Sin información,6,0,0,0,0,0,6,2022,defunciones,Cuadro2
70.0,70 Sucre,Total,Total,4657,1770,2409,476,1,0,1,2022,defunciones,Cuadro2
70.0,,,Hospital/clínica,3292,1693,1391,208,0,0,0,2022,defunciones,Cuadro2
70.0,,,Centro/puesto de salud,41,13,19,9,0,0,0,2022,defunciones,Cuadro2
70.0,,,Casa/domicilio,1088,55,963,69,1,0,0,2022,defunciones,Cuadro2
70.0,,,Lugar de trabajo,11,1,4,6,0,0,0,2022,defunciones,Cuadro2
70.0,,,Vía pública,162,4,20,138,0,0,0,2022,defunciones,Cuadro2
70.0,,,Otro sitio,60,4,11,45,0,0,0,2022,defunciones,Cuadro2
70.0,,,Sin información,3,0,1,1,0,0,1,2022,defunciones,Cuadro2
70.0,,Cabecera municipal,Total,4097,1751,1967,378,1,0,0,2022,defunciones,Cuadro2
70.0,,,Hospital/clínica,3228,1686,1334,208,0,0,0,2022,defunciones,Cuadro2
70.0,,,Centro/puesto de salud,33,11,17,5,0,0,0,2022,defunciones,Cuadro2
70.0,,,Casa/domicilio,699,46,599,53,1,0,0,2022,defunciones,Cuadro2
70.0,,,Lugar de trabajo,8,0,3,5,0,0,0,2022,defunciones,Cuadro2
70.0,,,Vía pública,92,4,6,82,0,0,0,2022,defunciones,Cuadro2
70.0,,,Otro sitio,35,4,7,24,0,0,0,2022,defunciones,Cuadro2
70.0,,,Sin información,2,0,1,1,0,0,0,2022,defunciones,Cuadro2
70.0,,Centro poblado,Total,326,15,298,13,0,0,0,2022,defunciones,Cuadro2
70.0,,,Hospital/clínica,64,7,57,0,0,0,0,2022,defunciones,Cuadro2
70.0,,,Centro/puesto de salud,3,2,1,0,0,0,0,2022,defunciones,Cuadro2
70.0,,,Casa/domicilio,238,5,230,3,0,0,0,2022,defunciones,Cuadro2
70.0,,,Lugar de trabajo,1,1,0,0,0,0,0,2022,defunciones,Cuadro2
70.0,,,Vía pública,17,0,9,8,0,0,0,2022,defunciones,Cuadro2
70.0,,,Otro sitio,3,0,1,2,0,0,0,2022,defunciones,Cuadro2
70.0,,,Sin información,0,0,0,0,0,0,0,2022,defunciones,Cuadro2
70.0,,Rural disperso,Total,233,4,144,85,0,0,0,2022,defunciones,Cuadro2
70.0,,,Hospital/clínica,0,0,0,0,0,0,0,2022,defunciones,Cuadro2
70.0,,,Centro/puesto de salud,5,0,1,4,0,0,0,2022,defunciones,Cuadro2
70.0,,,Casa/domicilio,151,4,134,13,0,0,0,2022,defunciones,Cuadro2
70.0,,,Lugar de trabajo,2,0,1,1,0,0,0,2022,defunciones,Cuadro2
70.0,,,Vía pública,53,0,5,48,0,0,0,2022,defunciones,Cuadro2
70.0,,,Otro sitio,22,0,3,19,0,0,0,2022,defunciones,Cuadro2
70.0,,,Sin información,0,0,0,0,0,0,0,2022,defunciones,Cuadro2
70.0,,Sin información,Total,1,0,0,0,0,0,1,2022,defunciones,Cuadro2
70.0,,,Hospital/clínica,0,0,0,0,0,0,0,2022,defunciones,Cuadro2
70.0,,,Centro/puesto de salud,0,0,0,0,0,0,0,2022,defunciones,Cuadro2
70.0,,,Casa/domicilio,0,0,0,0,0,0,0,2022,defunciones,Cuadro2
70.0,,,Lugar de trabajo,0,0,0,0,0,0,0,2022,defunciones,Cuadro2
70.0,,,Vía pública,0,0,0,0,0,0,0,2022,defunciones,Cuadro2
70.0,,,Otro sitio,0,0,0,0,0,0,0,2022,defunciones,Cuadro2
70.0,,,Sin información,1,0,0,0,0,0,1,2022,defunciones,Cuadro2
73.0,73 Tolima,Total,Total,9553,3087,5216,1211,0,18,21,2022,defunciones,Cuadro2
73.0,,,Hospital/clínica,5535,2895,2302,338,0,0,0,2022,defunciones,Cuadro2
73.0,,,Centro/puesto de salud,30,9,10,11,0,0,0,2022,defunciones,Cuadro2
73.0,,,Casa/domicilio,3166,167,2757,225,0,17,0,2022,defunciones,Cuadro2
73.0,,,Lugar de trabajo,30,0,15,15,0,0,0,2022,defunciones,Cuadro2
73.0,,,Vía pública,391,1,45,344,0,1,0,2022,defunciones,Cuadro2
73.0,,,Otro sitio,365,15,86,264,0,0,0,2022,defunciones,Cuadro2
73.0,,,Sin información,36,0,1,14,0,0,21,2022,defunciones,Cuadro2
73.0,,Cabecera municipal,Total,8136,3045,4306,785,0,0,0,2022,defunciones,Cuadro2
73.0,,,Hospital/clínica,5518,2893,2287,338,0,0,0,2022,defunciones,Cuadro2
73.0,,,Centro/puesto de salud,20,5,7,8,0,0,0,2022,defunciones,Cuadro2
73.0,,,Casa/domicilio,2193,137,1904,152,0,0,0,2022,defunciones,Cuadro2
73.0,,,Lugar de trabajo,19,0,8,11,0,0,0,2022,defunciones,Cuadro2
73.0,,,Vía pública,196,0,31,165,0,0,0,2022,defunciones,Cuadro2
73.0,,,Otro sitio,183,10,69,104,0,0,0,2022,defunciones,Cuadro2
73.0,,,Sin información,7,0,0,7,0,0,0,2022,defunciones,Cuadro2
73.0,,Centro poblado,Total,221,14,177,30,0,0,0,2022,defunciones,Cuadro2
73.0,,,Hospital/clínica,17,2,15,0,0,0,0,2022,defunciones,Cuadro2
73.0,,,Centro/puesto de salud,6,4,2,0,0,0,0,2022,defunciones,Cuadro2
73.0,,,Casa/domicilio,168,6,156,6,0,0,0,2022,defunciones,Cuadro2
73.0,,,Lugar de trabajo,0,0,0,0,0,0,0,2022,defunciones,Cuadro2
73.0,,,Vía pública,20,0,2,18,0,0,0,2022,defunciones,Cuadro2
73.0,,,Otro sitio,9,2,1,6,0,0,0,2022,defunciones,Cuadro2
73.0,,,Sin información,1,0,1,0,0,0,0,2022,defunciones,Cuadro2
