,Departamento de ocurrencia | Grupos de causas de defunción (Lista Colombia 105 para la tabulación de mortalidad),,TOTAL,Total,,,Menor 1 hora,,,De 1 a 23 horas,,,De 1 a 6 días,,,De 7 a 27 días,,,De 28 a 29 días,,,De 1 a 5 meses,,,De 6 a 11 meses,,,De 1 año,,,De 2 a 4 años,,,De 5 a 9 años,,,De 10 a 14 años,,,De 15 a 19 años,,,De 20 a 24 años,,,De 25 a 29 años,,,De 30 a 34 años,,,De 35 a 39 años,,,De 40 a 44 años,,,De 45 a 49 años,,,De 50 a 54 años,,,De 55 a 59 años,,,De 60 a 64 años,,,De 65 a 69 años,,,De 70 a 74 años,,,De 75 a 79 años,,,De 80 a 84 años,,,De 85 a 89 años,,,De 90 a 94 años,,,De 95 a 99 años,,,De 100 años y más,,,Edad desconocida,,,2025,defunciones,Cuadro11
,,,,Hombres,Mujeres,Indeterminado,Hombres,Mujeres,Indeterminado,Hombres,Mujeres,Indeterminado,Hombres,Mujeres,Indeterminado,Hombres,Mujeres,Indeterminado,Hombres,Mujeres,Indeterminado,Hombres,Mujeres,Indeterminado,Hombres,Mujeres,Indeterminado,Hombres,Mujeres,Indeterminado,Hombres,Mujeres,Indeterminado,Hombres,Mujeres,Indeterminado,Hombres,Mujeres,Indeterminado,Hombres,Mujeres,Indeterminado,Hombres,Mujeres,Indeterminado,Hombres,Mujeres,Indeterminado,Hombres,Mujeres,Indeterminado,Hombres,Mujeres,Indeterminado,Hombres,Mujeres,Indeterminado,Hombres,Mujeres,Indeterminado,Hombres,Mujeres,Indeterminado,Hombres,Mujeres,Indeterminado,Hombres,Mujeres,Indeterminado,Hombres,Mujeres,Indeterminado,Hombres,Mujeres,Indeterminado,Hombres,Mujeres,Indeterminado,Hombres,Mujeres,Indeterminado,Hombres,Mujeres,Indeterminado,Hombres,Mujeres,Indeterminado,Hombres,Mujeres,Indeterminado,Hombres,Mujeres,Indeterminado,Hombres,Mujeres,Indeterminado,2025,defunciones,Cuadro11
13.0,,028 Tumor maligno de la próstata,92,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,6,0,0,17,0,0,20,0,0,19,0,0,20,0,0,2,0,0,2,0,0,1,0,0,0,0,0,2025,defunciones,Cuadro11
13.0,,029 Tumor maligno de la vejiga urinaria,8,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2025,defunciones,Cuadro11
13.0,,030 Todos los demás tumores malignos de los órganos urinarios,15,9,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,1,0,0,2,0,0,0,0,3,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2025,defunciones,Cuadro11
13.0,,"031 Tumor maligno del encéfalo, del ojo y de otras partes del sistema nervioso central",22,13,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,2,0,2,2,0,0,0,0,1,2,0,0,0,0,1,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2025,defunciones,Cuadro11
13.0,,032 Tumor maligno del tiroides y de otras glándulas endocrinas,6,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2025,defunciones,Cuadro11
13.0,,033 Tumores malignos de sitios mal definidos y secundarios,7,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025,defunciones,Cuadro11
13.0,,034 Tumor maligno de sitios no especificados,49,19,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,3,0,2,3,0,2,1,0,3,10,0,5,4,0,3,4,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,2025,defunciones,Cuadro11
13.0,,035 Leucemia,44,25,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,1,0,0,0,0,3,3,0,0,0,0,2,1,0,0,0,0,1,0,0,2,0,0,0,1,0,2,0,0,4,2,0,2,1,0,2,1,0,1,4,0,2,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2025,defunciones,Cuadro11
13.0,,"036 Todos los demás tumores malignos del tejido linfático, de los órganos hematopoyéticos y de tejidos afines",53,28,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,2,1,0,0,0,0,2,2,0,1,3,0,3,3,0,2,4,0,4,5,0,6,3,0,3,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2025,defunciones,Cuadro11
13.0,,"037 Tumores: in situ, benignos y de comportamiento incierto o desconocido y los no especificados",108,63,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,1,0,1,1,0,2,1,0,1,0,0,3,2,0,2,1,0,7,2,0,5,3,0,10,3,0,7,10,0,4,8,0,11,5,0,8,3,0,0,3,0,0,0,0,0,0,0,0,0,0,2025,defunciones,Cuadro11
13.0,,038 Todos los demás tumores malignos de otras localizaciones,28,19,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,2,1,0,3,1,0,5,2,0,0,1,0,0,0,0,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2025,defunciones,Cuadro11
13.0,,"039 Anemias: nutricionales, hemolíticas, aplásticas y otras",31,15,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,0,3,2,0,0,0,0,0,2,0,1,1,0,1,1,0,3,1,0,1,4,0,1,0,0,1,2,0,0,0,0,0,0,0,2025,defunciones,Cuadro11
13.0,,"040 Defectos de coagulación, púrpura y otras afecciones hemorrágicas y de la sangre y los trastornos que afectan la inmunidad",16,7,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,2,1,0,1,0,0,1,2,0,0,2,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2025,defunciones,Cuadro11
13.0,,041 Diabetes mellitus,202,87,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,1,1,0,2,3,0,1,2,0,2,4,0,7,6,0,8,12,0,17,12,0,15,10,0,11,19,0,10,12,0,8,14,0,1,14,0,2,4,0,0,0,0,0,0,0,2025,defunciones,Cuadro11
13.0,,042 Deficiencias nutricionales,87,47,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,1,0,3,1,0,2,4,0,5,6,0,13,11,0,5,4,0,7,5,0,2,6,0,2,2,0,0,0,0,2025,defunciones,Cuadro11
13.0,,043 Todas las demás enfermedades endocrinas y nutricionales,73,29,43,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,2,1,0,4,3,0,1,3,0,2,4,0,1,3,0,2,3,0,5,4,1,7,3,0,2,7,0,0,4,0,0,5,0,0,0,0,0,0,0,2025,defunciones,Cuadro11
13.0,,044 Trastornos mentales y del comportamiento,36,19,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,2,0,0,2,2,0,1,0,0,0,1,0,3,1,0,2,4,0,2,3,0,1,3,0,0,2,0,0,0,0,2025,defunciones,Cuadro11
13.0,,045 Meningitis y otras enfermedades inflamatorias del sistema nervioso central,10,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025,defunciones,Cuadro11
13.0,,046 Epilepsia y otros trastornos episódicos y paroxísticos,52,26,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,2,1,0,0,1,0,0,0,0,0,1,0,2,3,0,0,0,0,3,1,0,4,3,0,4,2,0,0,0,0,2,2,0,2,4,0,0,2,0,2,2,0,1,1,0,0,0,0,1,0,0,0,0,0,2025,defunciones,Cuadro11
13.0,,047 Todas las demás enfermedades del sistema nervioso,237,94,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,3,2,0,2,1,0,2,3,0,1,0,0,1,2,0,3,2,0,0,0,0,2,1,0,2,2,0,9,4,0,5,10,0,11,8,0,14,19,0,11,27,0,13,27,0,6,23,0,5,10,0,1,2,0,0,0,0,2025,defunciones,Cuadro11
13.0,,"048 Enfermedades del ojo y sus anexos, del oído y de la apófisis mastoides",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025,defunciones,Cuadro11
13.0,,050 Enfermedades hipertensivas,301,138,163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,3,3,0,6,2,0,5,1,0,6,7,0,14,2,0,13,12,0,13,16,0,21,27,0,26,33,0,17,29,0,11,24,0,0,6,0,0,0,0,2025,defunciones,Cuadro11
13.0,,051 Enfermedades isquémicas del corazón,825,468,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,5,1,0,3,1,0,11,0,0,7,4,0,20,10,0,25,13,0,44,19,0,51,29,0,50,30,0,69,47,0,61,54,0,58,48,0,35,55,0,17,32,0,6,13,0,0,0,0,2025,defunciones,Cuadro11
13.0,,052 Enfermedad cardiopulmonar y enfermedades de la circulación pulmonar,30,12,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,2,0,3,1,0,1,1,0,0,2,0,1,1,0,0,2,0,1,4,0,2,0,0,2,1,0,0,2,0,0,0,0,0,0,0,0,0,0,2025,defunciones,Cuadro11
13.0,,053 Todas las demás formas de enfermedad del corazón,109,62,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,2,1,0,1,3,0,4,0,0,2,0,0,2,4,0,9,3,0,7,5,0,4,2,0,9,7,0,4,0,0,6,7,0,5,9,0,2,2,0,2,2,0,0,0,0,2025,defunciones,Cuadro11
13.0,,054 Insuficiencia cardíaca,56,32,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,0,0,0,4,1,0,4,1,0,1,1,0,2,1,0,3,2,0,4,7,0,3,7,0,5,2,0,3,0,0,0,1,0,0,0,0,2025,defunciones,Cuadro11
13.0,,055 Enfermedades cerebrovasculares,443,214,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,1,0,0,1,0,0,2,2,0,3,4,0,5,4,0,6,7,0,9,10,0,23,14,0,23,16,0,24,21,0,32,32,0,34,28,0,27,43,0,15,27,0,7,11,0,1,7,0,0,0,0,2025,defunciones,Cuadro11
13.0,,057 Aneurisma aórtico,30,20,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,2,2,0,1,0,0,6,2,0,5,1,0,3,4,0,0,0,0,0,0,0,0,0,0,2025,defunciones,Cuadro11
13.0,,058 Enfermedades de los vasos sanguíneos y otras enfermedades del sistema circulatorio,30,17,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,3,0,0,0,1,0,3,1,0,3,0,0,4,2,0,2,2,0,0,3,0,1,2,0,0,1,0,0,0,0,2025,defunciones,Cuadro11
13.0,,059 Neumonía,229,128,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,1,0,2,2,0,0,1,0,2,0,0,2,3,0,2,2,0,6,4,0,6,3,0,10,7,0,15,5,0,17,7,0,13,15,0,29,21,0,10,19,0,3,7,0,6,3,0,0,0,0,2025,defunciones,Cuadro11
13.0,,060 Enfermedades crónicas de las vías respiratorias inferiores,258,153,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,0,0,8,2,0,8,6,0,21,9,0,20,7,0,23,23,0,29,27,0,26,20,0,9,9,0,0,1,0,0,0,0,2025,defunciones,Cuadro11
13.0,,061 Enfermedades del pulmón debidas a agentes externos,44,17,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,2,2,0,1,2,0,1,0,0,3,6,0,4,10,0,2,4,0,1,1,0,0,0,0,0,0,0,2025,defunciones,Cuadro11
13.0,,062 Todas las demás enfermedades del sistema respiratorio,122,68,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,3,0,0,1,0,0,1,0,0,1,2,0,4,1,0,0,0,0,3,1,0,0,0,0,4,2,0,2,4,0,3,3,0,6,7,0,7,3,0,9,5,0,11,9,0,5,9,0,5,5,0,1,1,0,0,0,0,2025,defunciones,Cuadro11
13.0,,063 Úlcera,21,16,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,0,3,2,0,3,1,0,0,0,0,4,1,0,1,0,0,1,0,0,0,0,0,0,0,0,2025,defunciones,Cuadro11
13.0,,064 Enfermedades del esófago y otras enfermedades del estómago y del duodeno,10,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,2025,defunciones,Cuadro11
13.0,,"065 Enfermedades del apéndice, hernia y obstrucción intestinal",60,35,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,3,0,0,1,1,0,1,1,0,3,2,0,8,5,0,5,4,0,2,3,0,2,4,0,4,0,0,0,4,0,1,0,0,0,0,0,0,0,0,2025,defunciones,Cuadro11
13.0,,066 Enfermedades del hígado,58,33,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0,2,0,0,6,1,0,2,4,0,4,2,0,4,7,0,5,2,0,3,3,0,3,1,0,0,4,0,0,0,0,0,0,0,0,0,0,2025,defunciones,Cuadro11
13.0,,"067 Trastornos de la vesícula biliar, de las vías biliares y del páncreas",37,13,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,0,0,2,0,0,0,0,2,2,0,1,1,0,1,1,0,2,1,0,0,5,0,2,5,0,2,5,0,1,0,0,0,0,0,0,0,0,0,0,0,2025,defunciones,Cuadro11
13.0,,"068 Enteritis, colitis no infecciosa y otras enfermedades de los intestinos",24,10,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,3,0,2,2,0,3,0,0,1,1,0,0,2,0,1,2,0,0,1,0,0,0,0,0,0,0,2025,defunciones,Cuadro11
13.0,,069 Enfermedades del peritoneo y todas las demás enfermedades del sistema digestivo,38,16,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,2,0,0,1,0,1,2,0,1,3,0,1,4,0,1,0,0,1,2,0,6,2,0,2,1,0,1,1,0,0,1,0,0,0,0,0,0,0,2025,defunciones,Cuadro11
13.0,,070 Hemorragia gastrointestinal,55,19,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,2,0,2,2,0,2,9,0,3,7,0,5,4,0,1,3,0,2,6,0,2,1,0,0,1,0,0,0,0,2025,defunciones,Cuadro11
13.0,,071 Enfermedades de la piel y del tejido subcutáneo,78,40,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,3,3,0,4,3,0,7,2,0,3,2,0,7,5,0,8,7,0,1,5,0,1,2,0,0,4,0,0,0,0,2025,defunciones,Cuadro11
13.0,,072 Enfermedades del sistema osteomuscular y del tejido conjuntivo,45,12,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,2,0,0,0,0,0,1,0,1,2,0,0,0,0,0,5,0,2,1,0,2,4,0,1,4,0,1,2,0,3,2,0,1,2,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,2025,defunciones,Cuadro11
13.0,,073 Enfermedades glomerulares y tubulointersticiales,23,8,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,2,1,0,1,2,0,1,2,0,1,3,0,0,1,0,0,1,0,2,3,0,0,0,0,0,0,0,0,0,0,2025,defunciones,Cuadro11
13.0,,074 Insuficiencia renal,87,45,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,2,0,2,1,0,2,1,0,5,1,0,4,2,0,2,2,0,3,7,0,6,6,0,7,4,0,5,4,0,4,4,0,3,6,0,0,0,0,0,0,0,2025,defunciones,Cuadro11
13.0,,075 Todas las demás enfermedades del sistema urinario,91,41,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,1,0,0,1,0,0,1,0,4,2,0,1,3,0,2,3,0,5,8,0,6,5,0,2,3,0,9,8,0,8,7,0,1,7,0,0,0,0,0,0,0,2025,defunciones,Cuadro11
13.0,,076 Hiperplasia de la próstata,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2025,defunciones,Cuadro11
13.0,,077 Trastornos de los órganos genitales,5,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2025,defunciones,Cuadro11
13.0,,"078 Embarazo, parto y puerperio",11,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,2,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025,defunciones,Cuadro11
13.0,,079 Feto y recién nacido afectados por ciertas afecciones maternas,6,5,1,0,1,0,0,2,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025,defunciones,Cuadro11
13.0,,080 Feto y recién nacido afectados por complicaciones obstétricas y traumatismo del nacimiento,6,5,1,0,0,0,0,1,0,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025,defunciones,Cuadro11
13.0,,"081 Retardo del crecimiento fetal, desnutrición fetal, gestación corta y bajo peso al nacer",2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025,defunciones,Cuadro11
13.0,,082 Trastornos respiratorios específicos del período perinatal,18,11,7,0,0,0,0,1,1,0,8,5,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025,defunciones,Cuadro11
13.0,,083 Trastornos hemorrágicos y hematológicos del feto y del recién nacido,5,2,3,0,0,0,0,0,0,0,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025,defunciones,Cuadro11
13.0,,084 Infecciones específicas del período perinatal,16,10,6,0,0,0,0,1,2,0,6,2,0,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025,defunciones,Cuadro11
