coddepartamento,departamento,codmunicipio,municipio,indicador,a_o,valor_indicador
86,Putumayo,86569,Puerto Caicedo,PORCENTAJE DE NACIDOS VIVOS DE MUJERES MENORES DE 15 AÑOS  DONDE EL PADRE ES MAYOR 4 O MÁS AÑOS DE EDAD,2006,100
86,Putumayo,86569,Puerto Caicedo,PORCENTAJE DE NACIDOS VIVOS DE MUJERES MENORES DE 15 AÑOS  DONDE EL PADRE ES MAYOR 4 O MÁS AÑOS DE EDAD,2007,100
86,Putumayo,86569,Puerto Caicedo,PORCENTAJE DE NACIDOS VIVOS DE MUJERES MENORES DE 15 AÑOS  DONDE EL PADRE ES MAYOR 4 O MÁS AÑOS DE EDAD,2008,100
86,Putumayo,86569,Puerto Caicedo,PORCENTAJE DE NACIDOS VIVOS DE MUJERES MENORES DE 15 AÑOS  DONDE EL PADRE ES MAYOR 4 O MÁS AÑOS DE EDAD,2009,100
86,Putumayo,86569,Puerto Caicedo,PORCENTAJE DE NACIDOS VIVOS DE MUJERES MENORES DE 15 AÑOS  DONDE EL PADRE ES MAYOR 4 O MÁS AÑOS DE EDAD,2013,100
86,Putumayo,86569,Puerto Caicedo,PORCENTAJE DE NACIDOS VIVOS DE MUJERES MENORES DE 15 AÑOS  DONDE EL PADRE ES MAYOR 4 O MÁS AÑOS DE EDAD,2017,100
86,Putumayo,86569,Puerto Caicedo,PORCENTAJE DE NACIDOS VIVOS DE MUJERES MENORES DE 15 AÑOS  DONDE EL PADRE ES MAYOR 4 O MÁS AÑOS DE EDAD,2018,100
86,Putumayo,86569,Puerto Caicedo,PORCENTAJE DE NACIDOS VIVOS DE MUJERES MENORES DE 15 AÑOS  DONDE EL PADRE ES MAYOR 4 O MÁS AÑOS DE EDAD,2019,100
86,Putumayo,86569,Puerto Caicedo,PORCENTAJE DE PARTOS ATENDIDOS POR PERSONAL CALIFICADO,2005,55.97014925
86,Putumayo,86569,Puerto Caicedo,PORCENTAJE DE PARTOS ATENDIDOS POR PERSONAL CALIFICADO,2006,61.70212766
86,Putumayo,86569,Puerto Caicedo,PORCENTAJE DE PARTOS ATENDIDOS POR PERSONAL CALIFICADO,2007,62.59541985
86,Putumayo,86569,Puerto Caicedo,PORCENTAJE DE PARTOS ATENDIDOS POR PERSONAL CALIFICADO,2008,51.19047619
86,Putumayo,86569,Puerto Caicedo,PORCENTAJE DE PARTOS ATENDIDOS POR PERSONAL CALIFICADO,2009,51.38888889
86,Putumayo,86569,Puerto Caicedo,PORCENTAJE DE PARTOS ATENDIDOS POR PERSONAL CALIFICADO,2010,32.14285714
86,Putumayo,86569,Puerto Caicedo,PORCENTAJE DE PARTOS ATENDIDOS POR PERSONAL CALIFICADO,2011,89.58333333
86,Putumayo,86569,Puerto Caicedo,PORCENTAJE DE PARTOS ATENDIDOS POR PERSONAL CALIFICADO,2012,58.69565217
86,Putumayo,86569,Puerto Caicedo,PORCENTAJE DE PARTOS ATENDIDOS POR PERSONAL CALIFICADO,2013,40.90909091
86,Putumayo,86569,Puerto Caicedo,PORCENTAJE DE PARTOS ATENDIDOS POR PERSONAL CALIFICADO,2014,66.66666667
86,Putumayo,86569,Puerto Caicedo,PORCENTAJE DE PARTOS ATENDIDOS POR PERSONAL CALIFICADO,2015,40
86,Putumayo,86569,Puerto Caicedo,PORCENTAJE DE PARTOS ATENDIDOS POR PERSONAL CALIFICADO,2016,76.47058824
86,Putumayo,86569,Puerto Caicedo,PORCENTAJE DE PARTOS ATENDIDOS POR PERSONAL CALIFICADO,2017,70.49180328
86,Putumayo,86569,Puerto Caicedo,PORCENTAJE DE PARTOS ATENDIDOS POR PERSONAL CALIFICADO,2018,79.16666667
86,Putumayo,86569,Puerto Caicedo,PORCENTAJE DE PARTOS ATENDIDOS POR PERSONAL CALIFICADO,2019,73.91304348
86,Putumayo,86569,Puerto Caicedo,PORCENTAJE DE PARTOS ATENDIDOS POR PERSONAL CALIFICADO,2020,58.82352941
86,Putumayo,86569,Puerto Caicedo,PORCENTAJE DE PARTOS INSTITUCIONALES,2005,54.61538462
86,Putumayo,86569,Puerto Caicedo,PORCENTAJE DE PARTOS INSTITUCIONALES,2006,60.71428571
86,Putumayo,86569,Puerto Caicedo,PORCENTAJE DE PARTOS INSTITUCIONALES,2007,60.90225564
86,Putumayo,86569,Puerto Caicedo,PORCENTAJE DE PARTOS INSTITUCIONALES,2008,51.19047619
86,Putumayo,86569,Puerto Caicedo,PORCENTAJE DE PARTOS INSTITUCIONALES,2009,48.61111111
86,Putumayo,86569,Puerto Caicedo,PORCENTAJE DE PARTOS INSTITUCIONALES,2010,37.03703704
86,Putumayo,86569,Puerto Caicedo,PORCENTAJE DE PARTOS INSTITUCIONALES,2011,79.24528302
86,Putumayo,86569,Puerto Caicedo,PORCENTAJE DE PARTOS INSTITUCIONALES,2012,54
86,Putumayo,86569,Puerto Caicedo,PORCENTAJE DE PARTOS INSTITUCIONALES,2013,24.32432432
86,Putumayo,86569,Puerto Caicedo,PORCENTAJE DE PARTOS INSTITUCIONALES,2014,60
86,Putumayo,86569,Puerto Caicedo,PORCENTAJE DE PARTOS INSTITUCIONALES,2015,40
86,Putumayo,86569,Puerto Caicedo,PORCENTAJE DE PARTOS INSTITUCIONALES,2016,76.47058824
86,Putumayo,86569,Puerto Caicedo,PORCENTAJE DE PARTOS INSTITUCIONALES,2017,69.35483871
86,Putumayo,86569,Puerto Caicedo,PORCENTAJE DE PARTOS INSTITUCIONALES,2018,75
86,Putumayo,86569,Puerto Caicedo,PORCENTAJE DE PARTOS INSTITUCIONALES,2019,73.91304348
86,Putumayo,86569,Puerto Caicedo,PORCENTAJE DE PARTOS INSTITUCIONALES,2020,61.76470588
86,Putumayo,86569,Puerto Caicedo,PORCENTAJE DE PARTOS POR CESAREA,2005,2.197802198
86,Putumayo,86569,Puerto Caicedo,PORPORCIÓN DE NACIDOS VIVOS HIJOS DE MUJERES MENORES DE 14 AÑOS,2006,0.694444444
86,Putumayo,86569,Puerto Caicedo,PORPORCIÓN DE NACIDOS VIVOS HIJOS DE MUJERES MENORES DE 14 AÑOS,2017,1.612903226
86,Putumayo,86569,Puerto Caicedo,PROMEDIO DE CONTROLES PRENATALES,2005,2.47761194
86,Putumayo,86569,Puerto Caicedo,PROMEDIO DE CONTROLES PRENATALES,2006,3.055555556
86,Putumayo,86569,Puerto Caicedo,PROMEDIO DE CONTROLES PRENATALES,2007,2.656716418
86,Putumayo,86569,Puerto Caicedo,PROMEDIO DE CONTROLES PRENATALES,2008,5.166666667
86,Putumayo,86569,Puerto Caicedo,PROMEDIO DE CONTROLES PRENATALES,2009,2.260273973
86,Putumayo,86569,Puerto Caicedo,PROMEDIO DE CONTROLES PRENATALES,2010,2.206896552
86,Putumayo,86569,Puerto Caicedo,PROMEDIO DE CONTROLES PRENATALES,2011,3.641509434
86,Putumayo,86569,Puerto Caicedo,PROMEDIO DE CONTROLES PRENATALES,2012,3.019607843
86,Putumayo,86569,Puerto Caicedo,PROMEDIO DE CONTROLES PRENATALES,2013,1.216216216
86,Putumayo,86569,Puerto Caicedo,PROMEDIO DE CONTROLES PRENATALES,2014,2.55
86,Putumayo,86569,Puerto Caicedo,PROMEDIO DE CONTROLES PRENATALES,2015,2.95
86,Putumayo,86569,Puerto Caicedo,PROMEDIO DE CONTROLES PRENATALES,2016,4
86,Putumayo,86569,Puerto Caicedo,PROMEDIO DE CONTROLES PRENATALES,2017,4.048387097
86,Putumayo,86569,Puerto Caicedo,PROMEDIO DE CONTROLES PRENATALES,2018,4.75
86,Putumayo,86569,Puerto Caicedo,PROMEDIO DE CONTROLES PRENATALES,2019,4.413043478
86,Putumayo,86569,Puerto Caicedo,PROMEDIO DE CONTROLES PRENATALES,2020,2.323529412
86,Putumayo,86569,Puerto Caicedo,PROPORCIÓN DE NACIDOS VIVOS HIJOS DE MUJERES DE 14 A 17 AÑOS,2005,16.54135338
86,Putumayo,86569,Puerto Caicedo,PROPORCIÓN DE NACIDOS VIVOS HIJOS DE MUJERES DE 14 A 17 AÑOS,2006,15.27777778
86,Putumayo,86569,Puerto Caicedo,PROPORCIÓN DE NACIDOS VIVOS HIJOS DE MUJERES DE 14 A 17 AÑOS,2007,17.42424242
86,Putumayo,86569,Puerto Caicedo,PROPORCIÓN DE NACIDOS VIVOS HIJOS DE MUJERES DE 14 A 17 AÑOS,2008,15.47619048
86,Putumayo,86569,Puerto Caicedo,PROPORCIÓN DE NACIDOS VIVOS HIJOS DE MUJERES DE 14 A 17 AÑOS,2009,18.05555556
86,Putumayo,86569,Puerto Caicedo,PROPORCIÓN DE NACIDOS VIVOS HIJOS DE MUJERES DE 14 A 17 AÑOS,2010,17.24137931
86,Putumayo,86569,Puerto Caicedo,PROPORCIÓN DE NACIDOS VIVOS HIJOS DE MUJERES DE 14 A 17 AÑOS,2011,11.32075472
86,Putumayo,86569,Puerto Caicedo,PROPORCIÓN DE NACIDOS VIVOS HIJOS DE MUJERES DE 14 A 17 AÑOS,2012,9.803921569
86,Putumayo,86569,Puerto Caicedo,PROPORCIÓN DE NACIDOS VIVOS HIJOS DE MUJERES DE 14 A 17 AÑOS,2013,22.72727273
86,Putumayo,86569,Puerto Caicedo,PROPORCIÓN DE NACIDOS VIVOS HIJOS DE MUJERES DE 14 A 17 AÑOS,2014,22.85714286
86,Putumayo,86569,Puerto Caicedo,PROPORCIÓN DE NACIDOS VIVOS HIJOS DE MUJERES DE 14 A 17 AÑOS,2016,11.76470588
86,Putumayo,86569,Puerto Caicedo,PROPORCIÓN DE NACIDOS VIVOS HIJOS DE MUJERES DE 14 A 17 AÑOS,2017,14.51612903
86,Putumayo,86569,Puerto Caicedo,PROPORCIÓN DE NACIDOS VIVOS HIJOS DE MUJERES DE 14 A 17 AÑOS,2018,6.25
86,Putumayo,86569,Puerto Caicedo,PROPORCIÓN DE NACIDOS VIVOS HIJOS DE MUJERES DE 14 A 17 AÑOS,2019,15.2173913
86,Putumayo,86569,Puerto Caicedo,PROPORCIÓN DE NACIDOS VIVOS HIJOS DE MUJERES DE 14 A 17 AÑOS,2020,8.823529412
86,Putumayo,86569,Puerto Caicedo,PROPORCIÓN DE NACIDOS VIVOS HIJOS DE MUJERES DE 18 A 26 AÑOS,2005,41.35338346
86,Putumayo,86569,Puerto Caicedo,PROPORCIÓN DE NACIDOS VIVOS HIJOS DE MUJERES DE 18 A 26 AÑOS,2006,52.08333333
86,Putumayo,86569,Puerto Caicedo,PROPORCIÓN DE NACIDOS VIVOS HIJOS DE MUJERES DE 18 A 26 AÑOS,2007,51.51515152
86,Putumayo,86569,Puerto Caicedo,PROPORCIÓN DE NACIDOS VIVOS HIJOS DE MUJERES DE 18 A 26 AÑOS,2008,48.80952381
86,Putumayo,86569,Puerto Caicedo,PROPORCIÓN DE NACIDOS VIVOS HIJOS DE MUJERES DE 18 A 26 AÑOS,2009,50
86,Putumayo,86569,Puerto Caicedo,PROPORCIÓN DE NACIDOS VIVOS HIJOS DE MUJERES DE 18 A 26 AÑOS,2010,58.62068966
86,Putumayo,86569,Puerto Caicedo,PROPORCIÓN DE NACIDOS VIVOS HIJOS DE MUJERES DE 18 A 26 AÑOS,2011,54.71698113
86,Putumayo,86569,Puerto Caicedo,PROPORCIÓN DE NACIDOS VIVOS HIJOS DE MUJERES DE 18 A 26 AÑOS,2012,52.94117647
86,Putumayo,86569,Puerto Caicedo,PROPORCIÓN DE NACIDOS VIVOS HIJOS DE MUJERES DE 18 A 26 AÑOS,2013,40.90909091
86,Putumayo,86569,Puerto Caicedo,PROPORCIÓN DE NACIDOS VIVOS HIJOS DE MUJERES DE 18 A 26 AÑOS,2014,28.57142857
86,Putumayo,86569,Puerto Caicedo,PROPORCIÓN DE NACIDOS VIVOS HIJOS DE MUJERES DE 18 A 26 AÑOS,2015,60
86,Putumayo,86569,Puerto Caicedo,PROPORCIÓN DE NACIDOS VIVOS HIJOS DE MUJERES DE 18 A 26 AÑOS,2016,64.70588235
86,Putumayo,86569,Puerto Caicedo,PROPORCIÓN DE NACIDOS VIVOS HIJOS DE MUJERES DE 18 A 26 AÑOS,2017,56.4516129
86,Putumayo,86569,Puerto Caicedo,PROPORCIÓN DE NACIDOS VIVOS HIJOS DE MUJERES DE 18 A 26 AÑOS,2018,50
86,Putumayo,86569,Puerto Caicedo,PROPORCIÓN DE NACIDOS VIVOS HIJOS DE MUJERES DE 18 A 26 AÑOS,2019,56.52173913
86,Putumayo,86569,Puerto Caicedo,PROPORCIÓN DE NACIDOS VIVOS HIJOS DE MUJERES DE 18 A 26 AÑOS,2020,52.94117647
86,Putumayo,86569,Puerto Caicedo,RAZÓN DE MORTALIDAD MATERNA A 1 AÑO,2017,1612.903226
86,Putumayo,86569,Puerto Caicedo,RAZÓN DE MORTALIDAD MATERNA A 42 DIAS,2017,1612.903226
86,Putumayo,86569,Puerto Caicedo,TASA DE FECUNDIDAD ESPECÍFICA EN MUJERES DE 10 A 14 AÑOS,2005,1.049317943
86,Putumayo,86569,Puerto Caicedo,TASA DE FECUNDIDAD ESPECÍFICA EN MUJERES DE 10 A 14 AÑOS,2006,3.157894737
86,Putumayo,86569,Puerto Caicedo,TASA DE FECUNDIDAD ESPECÍFICA EN MUJERES DE 10 A 14 AÑOS,2007,2.123142251
86,Putumayo,86569,Puerto Caicedo,TASA DE FECUNDIDAD ESPECÍFICA EN MUJERES DE 10 A 14 AÑOS,2008,1.075268817
86,Putumayo,86569,Puerto Caicedo,TASA DE FECUNDIDAD ESPECÍFICA EN MUJERES DE 10 A 14 AÑOS,2009,1.090512541
86,Putumayo,86569,Puerto Caicedo,TASA DE FECUNDIDAD ESPECÍFICA EN MUJERES DE 10 A 14 AÑOS,2013,1.210653753
86,Putumayo,86569,Puerto Caicedo,TASA DE FECUNDIDAD ESPECÍFICA EN MUJERES DE 10 A 14 AÑOS,2017,1.333333333
86,Putumayo,86569,Puerto Caicedo,TASA DE FECUNDIDAD ESPECÍFICA EN MUJERES DE 10 A 14 AÑOS,2018,1.349527665
86,Putumayo,86569,Puerto Caicedo,TASA DE FECUNDIDAD ESPECÍFICA EN MUJERES DE 10 A 14 AÑOS,2019,1.47275405
86,Putumayo,86569,Puerto Caicedo,TASA DE FECUNDIDAD ESPECÍFICA EN MUJERES DE 10 A 19 AÑOS,2005,21.78899083
86,Putumayo,86569,Puerto Caicedo,TASA DE FECUNDIDAD ESPECÍFICA EN MUJERES DE 10 A 19 AÑOS,2006,23.83654938
86,Putumayo,86569,Puerto Caicedo,TASA DE FECUNDIDAD ESPECÍFICA EN MUJERES DE 10 A 19 AÑOS,2007,22.00902935
86,Putumayo,86569,Puerto Caicedo,TASA DE FECUNDIDAD ESPECÍFICA EN MUJERES DE 10 A 19 AÑOS,2008,14.64788732
86,Putumayo,86569,Puerto Caicedo,TASA DE FECUNDIDAD ESPECÍFICA EN MUJERES DE 10 A 19 AÑOS,2009,11.84433164
86,Putumayo,86569,Puerto Caicedo,TASA DE FECUNDIDAD ESPECÍFICA EN MUJERES DE 10 A 19 AÑOS,2010,4.542873367
86,Putumayo,86569,Puerto Caicedo,TASA DE FECUNDIDAD ESPECÍFICA EN MUJERES DE 10 A 19 AÑOS,2011,8.055235903
86,Putumayo,86569,Puerto Caicedo,TASA DE FECUNDIDAD ESPECÍFICA EN MUJERES DE 10 A 19 AÑOS,2012,5.854800937
86,Putumayo,86569,Puerto Caicedo,TASA DE FECUNDIDAD ESPECÍFICA EN MUJERES DE 10 A 19 AÑOS,2013,5.977286312
86,Putumayo,86569,Puerto Caicedo,TASA DE FECUNDIDAD ESPECÍFICA EN MUJERES DE 10 A 19 AÑOS,2014,6.723716381
86,Putumayo,86569,Puerto Caicedo,TASA DE FECUNDIDAD ESPECÍFICA EN MUJERES DE 10 A 19 AÑOS,2015,1.247660636
86,Putumayo,86569,Puerto Caicedo,TASA DE FECUNDIDAD ESPECÍFICA EN MUJERES DE 10 A 19 AÑOS,2016,5.754475703
86,Putumayo,86569,Puerto Caicedo,TASA DE FECUNDIDAD ESPECÍFICA EN MUJERES DE 10 A 19 AÑOS,2017,11.09660574
86,Putumayo,86569,Puerto Caicedo,TASA DE FECUNDIDAD ESPECÍFICA EN MUJERES DE 10 A 19 AÑOS,2018,6.657789614
86,Putumayo,86569,Puerto Caicedo,TASA DE FECUNDIDAD ESPECÍFICA EN MUJERES DE 10 A 19 AÑOS,2019,12.59259259
86,Putumayo,86569,Puerto Caicedo,TASA DE FECUNDIDAD ESPECÍFICA EN MUJERES DE 10 A 19 AÑOS,2020,4.528301887
86,Putumayo,86569,Puerto Caicedo,TASA DE FECUNDIDAD ESPECÍFICA EN MUJERES DE 15 A 19 AÑOS,2005,46.77623262
86,Putumayo,86569,Puerto Caicedo,TASA DE FECUNDIDAD ESPECÍFICA EN MUJERES DE 15 A 19 AÑOS,2006,48.02955665
86,Putumayo,86569,Puerto Caicedo,TASA DE FECUNDIDAD ESPECÍFICA EN MUJERES DE 15 A 19 AÑOS,2007,44.57831325
86,Putumayo,86569,Puerto Caicedo,TASA DE FECUNDIDAD ESPECÍFICA EN MUJERES DE 15 A 19 AÑOS,2008,29.58579882
86,Putumayo,86569,Puerto Caicedo,TASA DE FECUNDIDAD ESPECÍFICA EN MUJERES DE 15 A 19 AÑOS,2009,23.36448598
86,Putumayo,86569,Puerto Caicedo,TASA DE FECUNDIDAD ESPECÍFICA EN MUJERES DE 15 A 19 AÑOS,2010,9.291521487
86,Putumayo,86569,Puerto Caicedo,TASA DE FECUNDIDAD ESPECÍFICA EN MUJERES DE 15 A 19 AÑOS,2011,16.2601626
86,Putumayo,86569,Puerto Caicedo,TASA DE FECUNDIDAD ESPECÍFICA EN MUJERES DE 15 A 19 AÑOS,2012,11.68224299
86,Putumayo,86749,Sibundoy,TASA DE MORTALIDAD GENERAL,2014,1.921708185
86,Putumayo,86569,Puerto Caicedo,TASA DE FECUNDIDAD ESPECÍFICA EN MUJERES DE 15 A 19 AÑOS,2013,10.6257379
86,Putumayo,86569,Puerto Caicedo,TASA DE FECUNDIDAD ESPECÍFICA EN MUJERES DE 15 A 19 AÑOS,2014,13.20528211
86,Putumayo,86569,Puerto Caicedo,TASA DE FECUNDIDAD ESPECÍFICA EN MUJERES DE 15 A 19 AÑOS,2015,2.436053593
86,Putumayo,86569,Puerto Caicedo,TASA DE FECUNDIDAD ESPECÍFICA EN MUJERES DE 15 A 19 AÑOS,2016,11.23595506
86,Putumayo,86569,Puerto Caicedo,TASA DE FECUNDIDAD ESPECÍFICA EN MUJERES DE 15 A 19 AÑOS,2017,20.46035806
86,Putumayo,86569,Puerto Caicedo,TASA DE FECUNDIDAD ESPECÍFICA EN MUJERES DE 15 A 19 AÑOS,2018,11.82654402
86,Putumayo,86569,Puerto Caicedo,TASA DE FECUNDIDAD ESPECÍFICA EN MUJERES DE 15 A 19 AÑOS,2019,23.84500745
86,Putumayo,86569,Puerto Caicedo,TASA DE FECUNDIDAD ESPECÍFICA EN MUJERES DE 15 A 19 AÑOS,2020,9.090909091
86,Putumayo,86569,Puerto Caicedo,TASA DE MORTALIDAD EN LA NIÑEZ (MENORES DE 5 AÑOS DE EDAD),2007,22.3880597
86,Putumayo,86569,Puerto Caicedo,TASA DE MORTALIDAD EN LA NIÑEZ (MENORES DE 5 AÑOS DE EDAD),2008,11.9047619
86,Putumayo,86569,Puerto Caicedo,TASA DE MORTALIDAD EN LA NIÑEZ (MENORES DE 5 AÑOS DE EDAD),2010,34.48275862
86,Putumayo,86569,Puerto Caicedo,TASA DE MORTALIDAD EN LA NIÑEZ (MENORES DE 5 AÑOS DE EDAD),2013,27.02702703
86,Putumayo,86569,Puerto Caicedo,TASA DE MORTALIDAD EN LA NIÑEZ (MENORES DE 5 AÑOS DE EDAD),2015,50
86,Putumayo,86569,Puerto Caicedo,TASA DE MORTALIDAD EN LA NIÑEZ (MENORES DE 5 AÑOS DE EDAD),2016,29.41176471
86,Putumayo,86569,Puerto Caicedo,TASA DE MORTALIDAD EN LA NIÑEZ (MENORES DE 5 AÑOS DE EDAD),2018,20.83333333
86,Putumayo,86569,Puerto Caicedo,TASA DE MORTALIDAD EN LA NIÑEZ (MENORES DE 5 AÑOS DE EDAD),2019,21.73913043
86,Putumayo,86569,Puerto Caicedo,TASA DE MORTALIDAD EN MENORES DE UN AÑO DE EDAD,2007,14.92537313
86,Putumayo,86569,Puerto Caicedo,TASA DE MORTALIDAD EN MENORES DE UN AÑO DE EDAD,2010,34.48275862
86,Putumayo,86569,Puerto Caicedo,TASA DE MORTALIDAD EN MENORES DE UN AÑO DE EDAD,2013,27.02702703
86,Putumayo,86569,Puerto Caicedo,TASA DE MORTALIDAD EN MENORES DE UN AÑO DE EDAD,2016,29.41176471
86,Putumayo,86569,Puerto Caicedo,TASA DE MORTALIDAD EN MENORES DE UN AÑO DE EDAD,2018,20.83333333
86,Putumayo,86569,Puerto Caicedo,TASA DE MORTALIDAD EN MENORES DE UN AÑO DE EDAD,2019,21.73913043
86,Putumayo,86569,Puerto Caicedo,TASA DE MORTALIDAD FETAL,2005,7.407407407
86,Putumayo,86569,Puerto Caicedo,TASA DE MORTALIDAD FETAL,2007,14.70588235
86,Putumayo,86569,Puerto Caicedo,TASA DE MORTALIDAD FETAL,2014,24.3902439
86,Putumayo,86569,Puerto Caicedo,TASA DE MORTALIDAD FETAL,2017,46.15384615
86,Putumayo,86569,Puerto Caicedo,TASA DE MORTALIDAD FETAL,2018,58.82352941
86,Putumayo,86569,Puerto Caicedo,TASA DE MORTALIDAD FETAL,2019,21.27659574
86,Putumayo,86569,Puerto Caicedo,TASA DE MORTALIDAD FETAL,2020,55.55555556
86,Putumayo,86569,Puerto Caicedo,TASA DE MORTALIDAD GENERAL,2005,1.19667746
86,Putumayo,86569,Puerto Caicedo,TASA DE MORTALIDAD GENERAL,2006,0.983629593
86,Putumayo,86569,Puerto Caicedo,TASA DE MORTALIDAD GENERAL,2007,2.594306549
86,Putumayo,86569,Puerto Caicedo,TASA DE MORTALIDAD GENERAL,2008,1.329229047
86,Putumayo,86569,Puerto Caicedo,TASA DE MORTALIDAD GENERAL,2009,2.233545055
86,Putumayo,86569,Puerto Caicedo,TASA DE MORTALIDAD GENERAL,2010,1.740583444
86,Putumayo,86569,Puerto Caicedo,TASA DE MORTALIDAD GENERAL,2011,2.77758489
86,Putumayo,86569,Puerto Caicedo,TASA DE MORTALIDAD GENERAL,2012,2.35440759
86,Putumayo,86569,Puerto Caicedo,TASA DE MORTALIDAD GENERAL,2013,3.383043358
86,Putumayo,86569,Puerto Caicedo,TASA DE MORTALIDAD GENERAL,2014,2.959801762
86,Putumayo,86569,Puerto Caicedo,TASA DE MORTALIDAD GENERAL,2015,2.126929674
86,Putumayo,86569,Puerto Caicedo,TASA DE MORTALIDAD GENERAL,2016,2.461706783
86,Putumayo,86569,Puerto Caicedo,TASA DE MORTALIDAD GENERAL,2017,2.180579216
86,Putumayo,86569,Puerto Caicedo,TASA DE MORTALIDAD GENERAL,2018,2.240477969
86,Putumayo,86569,Puerto Caicedo,TASA DE MORTALIDAD GENERAL,2019,2.432483004
86,Putumayo,86569,Puerto Caicedo,TASA DE MORTALIDAD GENERAL,2020,2.498906728
86,Putumayo,86569,Puerto Caicedo,TASA DE MORTALIDAD NEONATAL,2007,14.92537313
86,Putumayo,86569,Puerto Caicedo,TASA DE MORTALIDAD NEONATAL,2010,34.48275862
86,Putumayo,86569,Puerto Caicedo,TASA DE MORTALIDAD NEONATAL,2018,20.83333333
86,Putumayo,86569,Puerto Caicedo,TASA DE MORTALIDAD NEONATAL TEMPRANA,2007,14.92537313
86,Putumayo,86569,Puerto Caicedo,TASA DE MORTALIDAD NEONATAL TEMPRANA,2010,34.48275862
86,Putumayo,86569,Puerto Caicedo,TASA DE MORTALIDAD NEONATAL TEMPRANA,2018,20.83333333
86,Putumayo,86569,Puerto Caicedo,TASA DE MORTALIDAD PERINATAL,2005,7.407407407
86,Putumayo,86569,Puerto Caicedo,TASA DE MORTALIDAD PERINATAL,2007,29.41176471
86,Putumayo,86569,Puerto Caicedo,TASA DE MORTALIDAD PERINATAL,2010,34.48275862
86,Putumayo,86569,Puerto Caicedo,TASA DE MORTALIDAD PERINATAL,2018,40.81632653
86,Putumayo,86569,Puerto Caicedo,TASA DE MORTALIDAD PERINATAL,2019,21.27659574
86,Putumayo,86569,Puerto Caicedo,TASA DE MORTALIDAD PERINATAL,2020,55.55555556
86,Putumayo,86569,Puerto Caicedo,TASA DE MORTALIDAD POST NEONATAL,2013,27.02702703
86,Putumayo,86569,Puerto Caicedo,TASA DE MORTALIDAD POST NEONATAL,2016,29.41176471
86,Putumayo,86569,Puerto Caicedo,TASA DE MORTALIDAD POST NEONATAL,2019,21.73913043
86,Putumayo,86571,Puerto Guzmán,MUERTE FETOINFANTIL,2005,16
86,Putumayo,86571,Puerto Guzmán,MUERTE FETOINFANTIL,2007,13.88888889
86,Putumayo,86571,Puerto Guzmán,MUERTE FETOINFANTIL,2008,9.009009009
86,Putumayo,86571,Puerto Guzmán,MUERTE FETOINFANTIL,2009,21.50537634
86,Putumayo,86571,Puerto Guzmán,MUERTE FETOINFANTIL,2010,35.29411765
86,Putumayo,86571,Puerto Guzmán,MUERTE FETOINFANTIL,2011,36.14457831
86,Putumayo,86571,Puerto Guzmán,MUERTE FETOINFANTIL,2013,10.30927835
86,Putumayo,86571,Puerto Guzmán,MUERTE FETOINFANTIL,2014,13.51351351
86,Putumayo,86571,Puerto Guzmán,MUERTE FETOINFANTIL,2016,14.92537313
86,Putumayo,86571,Puerto Guzmán,MUERTE FETOINFANTIL,2018,17.85714286
86,Putumayo,86571,Puerto Guzmán,MUERTE FETOINFANTIL,2019,37.73584906
86,Putumayo,86571,Puerto Guzmán,MUERTE FETOINFANTIL,2020,23.80952381
86,Putumayo,86571,Puerto Guzmán,PORCENTAJE DE NACIDOS VIVOS A TÉRMINO CON BAJO PESO AL NACER,2005,0.961538462
86,Putumayo,86571,Puerto Guzmán,PORCENTAJE DE NACIDOS VIVOS A TÉRMINO CON BAJO PESO AL NACER,2006,2.884615385
86,Putumayo,86571,Puerto Guzmán,PORCENTAJE DE NACIDOS VIVOS A TÉRMINO CON BAJO PESO AL NACER,2007,1.57480315
86,Putumayo,86571,Puerto Guzmán,PORCENTAJE DE NACIDOS VIVOS A TÉRMINO CON BAJO PESO AL NACER,2010,1.234567901
86,Putumayo,86571,Puerto Guzmán,PORCENTAJE DE NACIDOS VIVOS A TÉRMINO CON BAJO PESO AL NACER,2012,17.14285714
86,Putumayo,86571,Puerto Guzmán,PORCENTAJE DE NACIDOS VIVOS A TÉRMINO CON BAJO PESO AL NACER,2013,3.409090909
86,Putumayo,86571,Puerto Guzmán,PORCENTAJE DE NACIDOS VIVOS A TÉRMINO CON BAJO PESO AL NACER,2017,4.166666667
86,Putumayo,86571,Puerto Guzmán,PORCENTAJE DE NACIDOS VIVOS A TÉRMINO CON BAJO PESO AL NACER,2018,2.631578947
86,Putumayo,86571,Puerto Guzmán,PORCENTAJE DE NACIDOS VIVOS A TÉRMINO CON BAJO PESO AL NACER,2019,10.25641026
86,Putumayo,86571,Puerto Guzmán,PORCENTAJE DE NACIDOS VIVOS A TÉRMINO CON BAJO PESO AL NACER,2020,2.702702703
86,Putumayo,86571,Puerto Guzmán,PORCENTAJE DE NACIDOS VIVOS CON BAJO PESO AL NACER,2005,0.81300813
86,Putumayo,86571,Puerto Guzmán,PORCENTAJE DE NACIDOS VIVOS CON BAJO PESO AL NACER,2006,4.132231405
86,Putumayo,86571,Puerto Guzmán,PORCENTAJE DE NACIDOS VIVOS CON BAJO PESO AL NACER,2007,1.418439716
86,Putumayo,86571,Puerto Guzmán,PORCENTAJE DE NACIDOS VIVOS CON BAJO PESO AL NACER,2008,6.363636364
