columna,columna_1,"CUADRO 13 - Nacimientos por nivel educativo de la madre según departamento, municipio de residencia y grupo de edad de la madre",columna_2,columna_3,columna_4,columna_5,columna_6,columna_7,columna_8,columna_9,columna_10,columna_11,columna_12,columna_13,columna_14,columna_15,columna_16,columna_17,columna_18,año,tipo,hoja_origen
,,"Año corrido 2025, preliminar - (Nacimientos ocurridos y reportados por la fuente entre el 1 de enero y el 31 de julio de 2025)",,,,,,,,,,,,,,,,,,2025,nacimientos,Cuadro13
,,Volver al índice,,,,,,,,,,,,,,,,,,2025,nacimientos,Cuadro13
,,"Departamento, municipio y grupo de edad de la madre",,,Total,Nivel educativo de la madre,,,,,,,,,,,,,,2025,nacimientos,Cuadro13
,,,,,,Preescolar,Básica primaria,Básica secundaria,Media académica o clásica,Media técnica,Normalista,Técnica profesional,Tecnológica,Profesional,Especialización,Maestría,Doctorado,Ninguno,Sin información,2025,nacimientos,Cuadro13
3.0,3000.0,Total Nacional,,Total,243870,246,20469,46784,83320,4505,498,23934,15549,34672,4440,1454,48,2037,5914,2025,nacimientos,Cuadro13
3.0,3000.0,,,De 10-14 Años,1630,6,582,886,43,1,0,0,0,0,0,0,0,48,64,2025,nacimientos,Cuadro13
3.0,3000.0,,,De 15-19 Años,33034,30,4745,13484,11882,456,51,562,260,125,0,0,0,317,1122,2025,nacimientos,Cuadro13
3.0,3000.0,,,De 20-24 Años,63627,47,4691,13963,28593,1429,174,6035,3503,3072,37,3,0,414,1666,2025,nacimientos,Cuadro13
3.0,3000.0,,,De 25-29 Años,64935,53,3782,9605,22214,1345,134,8516,5632,11050,739,123,1,357,1384,2025,nacimientos,Cuadro13
3.0,3000.0,,,De 30-34 Años,48750,46,3103,5439,13243,841,90,5740,4151,12337,1825,568,15,372,980,2025,nacimientos,Cuadro13
3.0,3000.0,,,De 35-39 Años,24871,39,2436,2656,5768,351,37,2533,1618,6520,1492,583,22,314,502,2025,nacimientos,Cuadro13
3.0,3000.0,,,De 40-44 Años,6588,21,1045,703,1498,81,12,524,370,1475,331,165,9,181,173,2025,nacimientos,Cuadro13
3.0,3000.0,,,De 45-49 Años,416,4,81,47,78,1,0,24,15,89,14,11,1,32,19,2025,nacimientos,Cuadro13
3.0,3000.0,,,De 50-54 Años,19,0,4,1,1,0,0,0,0,4,2,1,0,2,4,2025,nacimientos,Cuadro13
3.0,3000.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025,nacimientos,Cuadro13
5.0,5000.0,05 Antioquia,Total Dpto,Total,28836,18,1735,5050,10893,423,40,3767,1631,4172,406,140,6,139,416,2025,nacimientos,Cuadro13
5.0,5000.0,,,De 10-14 Años,200,0,46,141,5,0,0,0,0,0,0,0,0,2,6,2025,nacimientos,Cuadro13
5.0,5000.0,,,De 15-19 Años,3588,0,399,1544,1404,41,5,64,15,11,0,0,0,21,84,2025,nacimientos,Cuadro13
5.0,5000.0,,,De 20-24 Años,7587,2,369,1538,3853,131,16,967,308,264,1,1,0,20,117,2025,nacimientos,Cuadro13
5.0,5000.0,,,De 25-29 Años,7826,5,312,986,3012,130,9,1416,610,1164,54,9,0,21,98,2025,nacimientos,Cuadro13
5.0,5000.0,,,De 30-34 Años,5819,6,292,490,1700,81,5,874,438,1601,170,56,2,34,70,2025,nacimientos,Cuadro13
5.0,5000.0,,,De 35-39 Años,3023,3,211,267,726,33,3,365,209,931,160,55,2,29,29,2025,nacimientos,Cuadro13
5.0,5000.0,,,De 40-44 Años,756,2,97,76,189,7,2,79,51,191,21,19,2,8,12,2025,nacimientos,Cuadro13
5.0,5000.0,,,De 45-49 Años,36,0,8,8,4,0,0,2,0,10,0,0,0,4,0,2025,nacimientos,Cuadro13
5.0,5000.0,,,De 50-54 Años,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2025,nacimientos,Cuadro13
5.0,5000.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025,nacimientos,Cuadro13
5.0,5001.0,,05001 Medellín,Total,9750,1,303,1172,3604,118,5,1765,632,1825,194,71,3,15,42,2025,nacimientos,Cuadro13
5.0,5001.0,,,De 10-14 Años,36,0,9,25,1,0,0,0,0,0,0,0,0,0,1,2025,nacimientos,Cuadro13
5.0,5001.0,,,De 15-19 Años,805,0,72,295,384,13,0,26,5,6,0,0,0,0,4,2025,nacimientos,Cuadro13
5.0,5001.0,,,De 20-24 Años,2487,1,63,381,1292,34,1,489,118,97,0,0,0,0,11,2025,nacimientos,Cuadro13
5.0,5001.0,,,De 25-29 Años,2837,0,60,259,1014,34,3,650,248,521,28,3,0,5,12,2025,nacimientos,Cuadro13
5.0,5001.0,,,De 30-34 Años,2185,0,51,116,590,27,1,403,170,704,78,28,1,6,10,2025,nacimientos,Cuadro13
5.0,5001.0,,,De 35-39 Años,1128,0,29,74,266,8,0,157,72,408,77,30,1,4,2,2025,nacimientos,Cuadro13
5.0,5001.0,,,De 40-44 Años,257,0,16,20,54,2,0,39,19,83,11,10,1,0,2,2025,nacimientos,Cuadro13
5.0,5001.0,,,De 45-49 Años,14,0,2,2,3,0,0,1,0,6,0,0,0,0,0,2025,nacimientos,Cuadro13
5.0,5001.0,,,De 50-54 Años,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2025,nacimientos,Cuadro13
5.0,5001.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025,nacimientos,Cuadro13
5.0,5002.0,,05002 Abejorral,Total,64,0,13,20,17,2,0,3,1,4,1,0,0,0,3,2025,nacimientos,Cuadro13
5.0,5002.0,,,De 10-14 Años,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025,nacimientos,Cuadro13
5.0,5002.0,,,De 15-19 Años,10,0,2,7,0,0,0,0,0,0,0,0,0,0,1,2025,nacimientos,Cuadro13
5.0,5002.0,,,De 20-24 Años,15,0,6,5,3,1,0,0,0,0,0,0,0,0,0,2025,nacimientos,Cuadro13
5.0,5002.0,,,De 25-29 Años,17,0,2,5,6,0,0,2,0,2,0,0,0,0,0,2025,nacimientos,Cuadro13
5.0,5002.0,,,De 30-34 Años,13,0,2,1,5,1,0,0,1,2,0,0,0,0,1,2025,nacimientos,Cuadro13
5.0,5002.0,,,De 35-39 Años,6,0,0,1,2,0,0,1,0,0,1,0,0,0,1,2025,nacimientos,Cuadro13
5.0,5002.0,,,De 40-44 Años,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2025,nacimientos,Cuadro13
5.0,5002.0,,,De 45-49 Años,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2025,nacimientos,Cuadro13
5.0,5002.0,,,De 50-54 Años,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025,nacimientos,Cuadro13
5.0,5002.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025,nacimientos,Cuadro13
5.0,5004.0,,05004 Abriaquí,Total,7,0,1,1,3,0,0,1,0,0,0,0,0,1,0,2025,nacimientos,Cuadro13
5.0,5004.0,,,De 10-14 Años,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025,nacimientos,Cuadro13
5.0,5004.0,,,De 15-19 Años,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2025,nacimientos,Cuadro13
5.0,5004.0,,,De 20-24 Años,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2025,nacimientos,Cuadro13
5.0,5004.0,,,De 25-29 Años,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2025,nacimientos,Cuadro13
5.0,5004.0,,,De 30-34 Años,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2025,nacimientos,Cuadro13
5.0,5004.0,,,De 35-39 Años,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2025,nacimientos,Cuadro13
5.0,5004.0,,,De 40-44 Años,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025,nacimientos,Cuadro13
5.0,5004.0,,,De 45-49 Años,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025,nacimientos,Cuadro13
5.0,5004.0,,,De 50-54 Años,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025,nacimientos,Cuadro13
5.0,5004.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025,nacimientos,Cuadro13
5.0,5021.0,,05021 Alejandría,Total,22,0,0,3,11,0,0,2,3,3,0,0,0,0,0,2025,nacimientos,Cuadro13
5.0,5021.0,,,De 10-14 Años,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025,nacimientos,Cuadro13
5.0,5021.0,,,De 15-19 Años,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025,nacimientos,Cuadro13
5.0,5021.0,,,De 20-24 Años,4,0,0,0,3,0,0,0,1,0,0,0,0,0,0,2025,nacimientos,Cuadro13
5.0,5021.0,,,De 25-29 Años,7,0,0,2,2,0,0,2,1,0,0,0,0,0,0,2025,nacimientos,Cuadro13
5.0,5021.0,,,De 30-34 Años,7,0,0,1,4,0,0,0,1,1,0,0,0,0,0,2025,nacimientos,Cuadro13
5.0,5021.0,,,De 35-39 Años,4,0,0,0,2,0,0,0,0,2,0,0,0,0,0,2025,nacimientos,Cuadro13
5.0,5021.0,,,De 40-44 Años,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025,nacimientos,Cuadro13
5.0,5021.0,,,De 45-49 Años,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025,nacimientos,Cuadro13
5.0,5021.0,,,De 50-54 Años,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025,nacimientos,Cuadro13
5.0,5021.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025,nacimientos,Cuadro13
5.0,5030.0,,05030 Amagá,Total,89,0,4,20,41,0,0,11,6,6,1,0,0,0,0,2025,nacimientos,Cuadro13
5.0,5030.0,,,De 10-14 Años,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2025,nacimientos,Cuadro13
5.0,5030.0,,,De 15-19 Años,13,0,1,6,6,0,0,0,0,0,0,0,0,0,0,2025,nacimientos,Cuadro13
5.0,5030.0,,,De 20-24 Años,24,0,0,4,17,0,0,2,1,0,0,0,0,0,0,2025,nacimientos,Cuadro13
5.0,5030.0,,,De 25-29 Años,19,0,1,4,5,0,0,6,3,0,0,0,0,0,0,2025,nacimientos,Cuadro13
5.0,5030.0,,,De 30-34 Años,21,0,2,3,9,0,0,2,1,3,1,0,0,0,0,2025,nacimientos,Cuadro13
5.0,5030.0,,,De 35-39 Años,11,0,0,2,4,0,0,1,1,3,0,0,0,0,0,2025,nacimientos,Cuadro13
5.0,5030.0,,,De 40-44 Años,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025,nacimientos,Cuadro13
5.0,5030.0,,,De 45-49 Años,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025,nacimientos,Cuadro13
5.0,5030.0,,,De 50-54 Años,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025,nacimientos,Cuadro13
5.0,5030.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025,nacimientos,Cuadro13
5.0,5031.0,,05031 Amalfi,Total,101,0,15,28,36,2,0,8,4,3,0,0,0,0,5,2025,nacimientos,Cuadro13
5.0,5031.0,,,De 10-14 Años,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025,nacimientos,Cuadro13
5.0,5031.0,,,De 15-19 Años,23,0,2,8,10,0,0,0,0,0,0,0,0,0,3,2025,nacimientos,Cuadro13
5.0,5031.0,,,De 20-24 Años,25,0,3,6,12,0,0,2,1,0,0,0,0,0,1,2025,nacimientos,Cuadro13
5.0,5031.0,,,De 25-29 Años,31,0,2,4,11,2,0,5,3,3,0,0,0,0,1,2025,nacimientos,Cuadro13
5.0,5031.0,,,De 30-34 Años,11,0,2,6,3,0,0,0,0,0,0,0,0,0,0,2025,nacimientos,Cuadro13
5.0,5031.0,,,De 35-39 Años,9,0,5,3,0,0,0,1,0,0,0,0,0,0,0,2025,nacimientos,Cuadro13
5.0,5031.0,,,De 40-44 Años,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2025,nacimientos,Cuadro13
5.0,5031.0,,,De 45-49 Años,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2025,nacimientos,Cuadro13
5.0,5031.0,,,De 50-54 Años,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025,nacimientos,Cuadro13
5.0,5031.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025,nacimientos,Cuadro13
5.0,5034.0,,05034 Andes,Total,165,0,23,37,64,1,1,12,5,11,0,0,0,5,6,2025,nacimientos,Cuadro13
5.0,5034.0,,,De 10-14 Años,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025,nacimientos,Cuadro13
5.0,5034.0,,,De 15-19 Años,22,0,3,8,5,0,0,2,0,0,0,0,0,2,2,2025,nacimientos,Cuadro13
5.0,5034.0,,,De 20-24 Años,46,0,5,12,21,0,0,3,2,2,0,0,0,1,0,2025,nacimientos,Cuadro13
5.0,5034.0,,,De 25-29 Años,50,0,5,8,24,0,1,4,2,5,0,0,0,0,1,2025,nacimientos,Cuadro13
5.0,5034.0,,,De 30-34 Años,27,0,1,7,9,0,0,2,1,4,0,0,0,1,2,2025,nacimientos,Cuadro13
5.0,5034.0,,,De 35-39 Años,16,0,7,2,5,0,0,0,0,0,0,0,0,1,1,2025,nacimientos,Cuadro13
5.0,5034.0,,,De 40-44 Años,3,0,2,0,0,1,0,0,0,0,0,0,0,0,0,2025,nacimientos,Cuadro13
5.0,5034.0,,,De 45-49 Años,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2025,nacimientos,Cuadro13
5.0,5034.0,,,De 50-54 Años,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025,nacimientos,Cuadro13
5.0,5034.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025,nacimientos,Cuadro13
5.0,5036.0,,05036 Angelópolis,Total,27,0,5,6,8,1,0,3,3,1,0,0,0,0,0,2025,nacimientos,Cuadro13
5.0,5036.0,,,De 10-14 Años,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025,nacimientos,Cuadro13
5.0,5036.0,,,De 15-19 Años,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2025,nacimientos,Cuadro13
5.0,5036.0,,,De 20-24 Años,7,0,1,2,3,0,0,0,1,0,0,0,0,0,0,2025,nacimientos,Cuadro13
5.0,5036.0,,,De 25-29 Años,10,0,1,2,3,1,0,2,1,0,0,0,0,0,0,2025,nacimientos,Cuadro13
5.0,5036.0,,,De 30-34 Años,4,0,1,0,2,0,0,0,1,0,0,0,0,0,0,2025,nacimientos,Cuadro13
5.0,5036.0,,,De 35-39 Años,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2025,nacimientos,Cuadro13
5.0,5036.0,,,De 40-44 Años,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2025,nacimientos,Cuadro13
5.0,5036.0,,,De 45-49 Años,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025,nacimientos,Cuadro13
5.0,5036.0,,,De 50-54 Años,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025,nacimientos,Cuadro13
5.0,5036.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025,nacimientos,Cuadro13
5.0,5038.0,,05038 Angostura,Total,30,0,5,12,9,0,0,3,0,0,0,0,0,0,1,2025,nacimientos,Cuadro13
5.0,5038.0,,,De 10-14 Años,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2025,nacimientos,Cuadro13
5.0,5038.0,,,De 15-19 Años,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2025,nacimientos,Cuadro13
5.0,5038.0,,,De 20-24 Años,11,0,2,6,2,0,0,1,0,0,0,0,0,0,0,2025,nacimientos,Cuadro13
5.0,5038.0,,,De 25-29 Años,8,0,1,2,3,0,0,1,0,0,0,0,0,0,1,2025,nacimientos,Cuadro13
5.0,5038.0,,,De 30-34 Años,6,0,0,2,3,0,0,1,0,0,0,0,0,0,0,2025,nacimientos,Cuadro13
5.0,5038.0,,,De 35-39 Años,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2025,nacimientos,Cuadro13
5.0,5038.0,,,De 40-44 Años,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025,nacimientos,Cuadro13
5.0,5038.0,,,De 45-49 Años,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025,nacimientos,Cuadro13
5.0,5038.0,,,De 50-54 Años,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025,nacimientos,Cuadro13
5.0,5038.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025,nacimientos,Cuadro13
5.0,5040.0,,05040 Anorí,Total,102,0,16,22,42,2,0,9,4,2,1,0,0,1,3,2025,nacimientos,Cuadro13
5.0,5040.0,,,De 10-14 Años,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025,nacimientos,Cuadro13
5.0,5040.0,,,De 15-19 Años,18,0,2,9,6,0,0,1,0,0,0,0,0,0,0,2025,nacimientos,Cuadro13
5.0,5040.0,,,De 20-24 Años,30,0,4,6,15,0,0,3,1,1,0,0,0,0,0,2025,nacimientos,Cuadro13
5.0,5040.0,,,De 25-29 Años,23,0,1,6,10,1,0,2,0,1,0,0,0,0,2,2025,nacimientos,Cuadro13
5.0,5040.0,,,De 30-34 Años,16,0,4,1,4,1,0,2,2,0,1,0,0,1,0,2025,nacimientos,Cuadro13
5.0,5040.0,,,De 35-39 Años,13,0,4,0,7,0,0,0,1,0,0,0,0,0,1,2025,nacimientos,Cuadro13
5.0,5040.0,,,De 40-44 Años,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2025,nacimientos,Cuadro13
5.0,5040.0,,,De 45-49 Años,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025,nacimientos,Cuadro13
5.0,5040.0,,,De 50-54 Años,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025,nacimientos,Cuadro13
5.0,5040.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025,nacimientos,Cuadro13
5.0,5042.0,,05042 Santa Fé de Antioquia,Total,141,0,15,31,59,0,0,14,14,8,0,0,0,0,0,2025,nacimientos,Cuadro13
5.0,5042.0,,,De 10-14 Años,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025,nacimientos,Cuadro13
5.0,5042.0,,,De 15-19 Años,23,0,2,11,10,0,0,0,0,0,0,0,0,0,0,2025,nacimientos,Cuadro13
5.0,5042.0,,,De 20-24 Años,42,0,4,8,19,0,0,5,4,2,0,0,0,0,0,2025,nacimientos,Cuadro13
5.0,5042.0,,,De 25-29 Años,36,0,2,7,16,0,0,6,4,1,0,0,0,0,0,2025,nacimientos,Cuadro13
5.0,5042.0,,,De 30-34 Años,24,0,2,2,9,0,0,1,5,5,0,0,0,0,0,2025,nacimientos,Cuadro13
5.0,5042.0,,,De 35-39 Años,11,0,4,1,3,0,0,2,1,0,0,0,0,0,0,2025,nacimientos,Cuadro13
5.0,5042.0,,,De 40-44 Años,5,0,1,2,2,0,0,0,0,0,0,0,0,0,0,2025,nacimientos,Cuadro13
5.0,5042.0,,,De 45-49 Años,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025,nacimientos,Cuadro13
5.0,5042.0,,,De 50-54 Años,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025,nacimientos,Cuadro13
5.0,5042.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025,nacimientos,Cuadro13
5.0,5044.0,,05044 Anzá,Total,32,0,3,11,13,0,0,2,1,1,0,1,0,0,0,2025,nacimientos,Cuadro13
5.0,5044.0,,,De 10-14 Años,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2025,nacimientos,Cuadro13
5.0,5044.0,,,De 15-19 Años,6,0,1,4,1,0,0,0,0,0,0,0,0,0,0,2025,nacimientos,Cuadro13
5.0,5044.0,,,De 20-24 Años,9,0,1,3,3,0,0,2,0,0,0,0,0,0,0,2025,nacimientos,Cuadro13
5.0,5044.0,,,De 25-29 Años,7,0,0,1,5,0,0,0,1,0,0,0,0,0,0,2025,nacimientos,Cuadro13
5.0,5044.0,,,De 30-34 Años,6,0,1,1,2,0,0,0,0,1,0,1,0,0,0,2025,nacimientos,Cuadro13
5.0,5044.0,,,De 35-39 Años,3,0,0,1,2,0,0,0,0,0,0,0,0,0,0,2025,nacimientos,Cuadro13
5.0,5044.0,,,De 40-44 Años,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025,nacimientos,Cuadro13
5.0,5044.0,,,De 45-49 Años,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025,nacimientos,Cuadro13
5.0,5044.0,,,De 50-54 Años,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025,nacimientos,Cuadro13
5.0,5044.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025,nacimientos,Cuadro13
5.0,5045.0,,05045 Apartadó,Total,718,0,23,97,299,21,0,96,79,93,4,0,0,4,2,2025,nacimientos,Cuadro13
5.0,5045.0,,,De 10-14 Años,5,0,1,4,0,0,0,0,0,0,0,0,0,0,0,2025,nacimientos,Cuadro13
5.0,5045.0,,,De 15-19 Años,106,0,4,41,53,6,0,1,0,0,0,0,0,0,1,2025,nacimientos,Cuadro13
5.0,5045.0,,,De 20-24 Años,188,0,8,27,96,6,0,22,17,11,0,0,0,1,0,2025,nacimientos,Cuadro13
5.0,5045.0,,,De 25-29 Años,191,0,2,15,83,4,0,34,22,28,2,0,0,1,0,2025,nacimientos,Cuadro13
5.0,5045.0,,,De 30-34 Años,136,0,4,3,43,3,0,28,20,35,0,0,0,0,0,2025,nacimientos,Cuadro13
5.0,5045.0,,,De 35-39 Años,72,0,3,4,17,2,0,7,19,17,2,0,0,1,0,2025,nacimientos,Cuadro13
5.0,5045.0,,,De 40-44 Años,20,0,1,3,7,0,0,4,1,2,0,0,0,1,1,2025,nacimientos,Cuadro13
5.0,5045.0,,,De 45-49 Años,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025,nacimientos,Cuadro13
5.0,5045.0,,,De 50-54 Años,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025,nacimientos,Cuadro13
5.0,5045.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025,nacimientos,Cuadro13
5.0,5051.0,,05051 Arboletes,Total,190,0,18,61,78,2,0,11,3,10,1,0,0,0,6,2025,nacimientos,Cuadro13
5.0,5051.0,,,De 10-14 Años,3,0,0,1,2,0,0,0,0,0,0,0,0,0,0,2025,nacimientos,Cuadro13
5.0,5051.0,,,De 15-19 Años,40,0,2,26,10,0,0,1,0,0,0,0,0,0,1,2025,nacimientos,Cuadro13
5.0,5051.0,,,De 20-24 Años,60,0,5,17,34,1,0,2,0,0,0,0,0,0,1,2025,nacimientos,Cuadro13
5.0,5051.0,,,De 25-29 Años,42,0,3,9,20,0,0,3,1,4,0,0,0,0,2,2025,nacimientos,Cuadro13
5.0,5051.0,,,De 30-34 Años,18,0,0,4,6,1,0,0,1,4,1,0,0,0,1,2025,nacimientos,Cuadro13
5.0,5051.0,,,De 35-39 Años,22,0,4,4,6,0,0,5,1,1,0,0,0,0,1,2025,nacimientos,Cuadro13
5.0,5051.0,,,De 40-44 Años,5,0,4,0,0,0,0,0,0,1,0,0,0,0,0,2025,nacimientos,Cuadro13
5.0,5051.0,,,De 45-49 Años,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025,nacimientos,Cuadro13
5.0,5051.0,,,De 50-54 Años,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025,nacimientos,Cuadro13
5.0,5051.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025,nacimientos,Cuadro13
5.0,5055.0,,05055 Argelia,Total,22,0,2,7,10,0,0,0,0,1,0,0,0,1,1,2025,nacimientos,Cuadro13
5.0,5055.0,,,De 10-14 Años,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2025,nacimientos,Cuadro13
5.0,5055.0,,,De 15-19 Años,4,0,0,1,2,0,0,0,0,0,0,0,0,0,1,2025,nacimientos,Cuadro13
5.0,5055.0,,,De 20-24 Años,4,0,0,1,3,0,0,0,0,0,0,0,0,0,0,2025,nacimientos,Cuadro13
5.0,5055.0,,,De 25-29 Años,3,0,0,2,1,0,0,0,0,0,0,0,0,0,0,2025,nacimientos,Cuadro13
5.0,5055.0,,,De 30-34 Años,5,0,2,0,3,0,0,0,0,0,0,0,0,0,0,2025,nacimientos,Cuadro13
5.0,5055.0,,,De 35-39 Años,4,0,0,2,1,0,0,0,0,1,0,0,0,0,0,2025,nacimientos,Cuadro13
5.0,5055.0,,,De 40-44 Años,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2025,nacimientos,Cuadro13
5.0,5055.0,,,De 45-49 Años,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025,nacimientos,Cuadro13
5.0,5055.0,,,De 50-54 Años,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025,nacimientos,Cuadro13
5.0,5055.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025,nacimientos,Cuadro13
5.0,5059.0,,05059 Armenia,Total,12,0,5,6,1,0,0,0,0,0,0,0,0,0,0,2025,nacimientos,Cuadro13
5.0,5059.0,,,De 10-14 Años,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025,nacimientos,Cuadro13
5.0,5059.0,,,De 15-19 Años,3,0,0,2,1,0,0,0,0,0,0,0,0,0,0,2025,nacimientos,Cuadro13
5.0,5059.0,,,De 20-24 Años,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2025,nacimientos,Cuadro13
5.0,5059.0,,,De 25-29 Años,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,2025,nacimientos,Cuadro13
5.0,5059.0,,,De 30-34 Años,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2025,nacimientos,Cuadro13
5.0,5059.0,,,De 35-39 Años,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2025,nacimientos,Cuadro13
5.0,5059.0,,,De 40-44 Años,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2025,nacimientos,Cuadro13
5.0,5059.0,,,De 45-49 Años,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025,nacimientos,Cuadro13
5.0,5059.0,,,De 50-54 Años,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025,nacimientos,Cuadro13
5.0,5059.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025,nacimientos,Cuadro13
5.0,5079.0,,05079 Barbosa,Total,164,1,7,42,68,1,0,23,8,12,2,0,0,0,0,2025,nacimientos,Cuadro13
5.0,5079.0,,,De 10-14 Años,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2025,nacimientos,Cuadro13
5.0,5079.0,,,De 15-19 Años,13,0,1,7,4,0,0,1,0,0,0,0,0,0,0,2025,nacimientos,Cuadro13
5.0,5079.0,,,De 20-24 Años,59,0,2,18,31,0,0,7,0,1,0,0,0,0,0,2025,nacimientos,Cuadro13
5.0,5079.0,,,De 25-29 Años,39,1,1,8,19,1,0,4,2,3,0,0,0,0,0,2025,nacimientos,Cuadro13
5.0,5079.0,,,De 30-34 Años,32,0,2,6,9,0,0,7,3,5,0,0,0,0,0,2025,nacimientos,Cuadro13
