columna,"CUADRO 11 - Nacimientos por área y sexo, según departamento de residencia de la madre y pertenencia étnica del nacido vivo",columna_1,columna_2,columna_3,columna_4,columna_5,columna_6,columna_7,columna_8,columna_9,columna_10,columna_11,columna_12,columna_13,columna_14,columna_15,columna_16,columna_17,año,tipo,hoja_origen,cuadro,"CUADRO 11 - Nacimientos por área y sexo, según departamento de residencia de la madre y pertenencia étnico-racial del nacido vivo"
68.0,,Palenquero de San Basilio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro11,cuadro11,
68.0,,"Negro(a), mulato(a), afrocolombiano(a) o afrodescendiente",7,5,2,0,3,1,0,0,0,0,2,1,0,0,0,0,2022,nacimientos,Cuadro11,cuadro11,
68.0,,Ninguno de las anteriores,2027,1064,963,0,822,728,0,35,34,0,207,201,0,0,0,0,2022,nacimientos,Cuadro11,cuadro11,
68.0,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro11,cuadro11,
70.0,70 Sucre,Total,1127,614,513,0,436,372,0,103,84,0,75,57,0,0,0,0,2022,nacimientos,Cuadro11,cuadro11,
70.0,,Indígena,2,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,2022,nacimientos,Cuadro11,cuadro11,
70.0,,Rom (Gitano),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro11,cuadro11,
70.0,,Raizal del archipiélago de San Andrés y Providencia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro11,cuadro11,
70.0,,Palenquero de San Basilio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro11,cuadro11,
70.0,,"Negro(a), mulato(a), afrocolombiano(a) o afrodescendiente",1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro11,cuadro11,
70.0,,Ninguno de las anteriores,1124,612,512,0,436,372,0,102,83,0,74,57,0,0,0,0,2022,nacimientos,Cuadro11,cuadro11,
70.0,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro11,cuadro11,
73.0,73 Tolima,Total,1272,662,610,0,451,401,0,61,59,0,150,150,0,0,0,0,2022,nacimientos,Cuadro11,cuadro11,
73.0,,Indígena,4,4,0,0,1,0,0,0,0,0,3,0,0,0,0,0,2022,nacimientos,Cuadro11,cuadro11,
73.0,,Rom (Gitano),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro11,cuadro11,
73.0,,Raizal del archipiélago de San Andrés y Providencia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro11,cuadro11,
73.0,,Palenquero de San Basilio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro11,cuadro11,
73.0,,"Negro(a), mulato(a), afrocolombiano(a) o afrodescendiente",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro11,cuadro11,
73.0,,Ninguno de las anteriores,1268,658,610,0,450,401,0,61,59,0,147,150,0,0,0,0,2022,nacimientos,Cuadro11,cuadro11,
73.0,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro11,cuadro11,
76.0,76 Valle del Cauca,Total,3496,1758,1738,0,1556,1500,0,119,149,0,83,89,0,0,0,0,2022,nacimientos,Cuadro11,cuadro11,
76.0,,Indígena,24,7,17,0,4,4,0,0,2,0,3,11,0,0,0,0,2022,nacimientos,Cuadro11,cuadro11,
76.0,,Rom (Gitano),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro11,cuadro11,
76.0,,Raizal del archipiélago de San Andrés y Providencia,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2022,nacimientos,Cuadro11,cuadro11,
76.0,,Palenquero de San Basilio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro11,cuadro11,
76.0,,"Negro(a), mulato(a), afrocolombiano(a) o afrodescendiente",536,294,242,0,278,219,0,11,18,0,5,5,0,0,0,0,2022,nacimientos,Cuadro11,cuadro11,
76.0,,Ninguno de las anteriores,2935,1456,1479,0,1274,1277,0,108,129,0,74,73,0,0,0,0,2022,nacimientos,Cuadro11,cuadro11,
76.0,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro11,cuadro11,
81.0,81 Arauca,Total,323,171,152,0,105,92,0,17,7,0,49,53,0,0,0,0,2022,nacimientos,Cuadro11,cuadro11,
81.0,,Indígena,12,8,4,0,1,1,0,0,0,0,7,3,0,0,0,0,2022,nacimientos,Cuadro11,cuadro11,
81.0,,Rom (Gitano),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro11,cuadro11,
81.0,,Raizal del archipiélago de San Andrés y Providencia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro11,cuadro11,
81.0,,Palenquero de San Basilio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro11,cuadro11,
81.0,,"Negro(a), mulato(a), afrocolombiano(a) o afrodescendiente",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro11,cuadro11,
81.0,,Ninguno de las anteriores,311,163,148,0,104,91,0,17,7,0,42,50,0,0,0,0,2022,nacimientos,Cuadro11,cuadro11,
81.0,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro11,cuadro11,
85.0,85 Casanare,Total,501,250,251,0,189,188,0,11,7,0,50,56,0,0,0,0,2022,nacimientos,Cuadro11,cuadro11,
85.0,,Indígena,3,2,1,0,0,0,0,0,0,0,2,1,0,0,0,0,2022,nacimientos,Cuadro11,cuadro11,
85.0,,Rom (Gitano),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro11,cuadro11,
85.0,,Raizal del archipiélago de San Andrés y Providencia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro11,cuadro11,
85.0,,Palenquero de San Basilio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro11,cuadro11,
85.0,,"Negro(a), mulato(a), afrocolombiano(a) o afrodescendiente",2,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro11,cuadro11,
85.0,,Ninguno de las anteriores,496,248,248,0,189,186,0,11,7,0,48,55,0,0,0,0,2022,nacimientos,Cuadro11,cuadro11,
85.0,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro11,cuadro11,
86.0,86 Putumayo,Total,396,225,171,0,144,89,0,12,11,0,69,71,0,0,0,0,2022,nacimientos,Cuadro11,cuadro11,
86.0,,Indígena,32,17,15,0,6,5,0,2,3,0,9,7,0,0,0,0,2022,nacimientos,Cuadro11,cuadro11,
86.0,,Rom (Gitano),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro11,cuadro11,
86.0,,Raizal del archipiélago de San Andrés y Providencia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro11,cuadro11,
86.0,,Palenquero de San Basilio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro11,cuadro11,
86.0,,"Negro(a), mulato(a), afrocolombiano(a) o afrodescendiente",6,2,4,0,2,2,0,0,2,0,0,0,0,0,0,0,2022,nacimientos,Cuadro11,cuadro11,
86.0,,Ninguno de las anteriores,358,206,152,0,136,82,0,10,6,0,60,64,0,0,0,0,2022,nacimientos,Cuadro11,cuadro11,
86.0,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro11,cuadro11,
88.0,88 Archipiélago de San Andrés y Providencia,Total,49,24,25,0,19,16,0,4,6,0,1,3,0,0,0,0,2022,nacimientos,Cuadro11,cuadro11,
88.0,,Indígena,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro11,cuadro11,
88.0,,Rom (Gitano),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro11,cuadro11,
88.0,,Raizal del archipiélago de San Andrés y Providencia,13,4,9,0,2,2,0,2,5,0,0,2,0,0,0,0,2022,nacimientos,Cuadro11,cuadro11,
88.0,,Palenquero de San Basilio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro11,cuadro11,
88.0,,"Negro(a), mulato(a), afrocolombiano(a) o afrodescendiente",10,5,5,0,4,5,0,0,0,0,1,0,0,0,0,0,2022,nacimientos,Cuadro11,cuadro11,
88.0,,Ninguno de las anteriores,26,15,11,0,13,9,0,2,1,0,0,1,0,0,0,0,2022,nacimientos,Cuadro11,cuadro11,
88.0,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro11,cuadro11,
91.0,91 Amazonas,Total,77,38,39,0,23,25,0,5,7,0,10,7,0,0,0,0,2022,nacimientos,Cuadro11,cuadro11,
91.0,,Indígena,37,17,20,0,7,7,0,4,7,0,6,6,0,0,0,0,2022,nacimientos,Cuadro11,cuadro11,
91.0,,Rom (Gitano),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro11,cuadro11,
91.0,,Raizal del archipiélago de San Andrés y Providencia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro11,cuadro11,
91.0,,Palenquero de San Basilio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro11,cuadro11,
91.0,,"Negro(a), mulato(a), afrocolombiano(a) o afrodescendiente",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro11,cuadro11,
91.0,,Ninguno de las anteriores,40,21,19,0,16,18,0,1,0,0,4,1,0,0,0,0,2022,nacimientos,Cuadro11,cuadro11,
91.0,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro11,cuadro11,
94.0,94 Guainía,Total,82,42,40,0,31,33,0,0,0,0,11,7,0,0,0,0,2022,nacimientos,Cuadro11,cuadro11,
94.0,,Indígena,53,24,29,0,15,23,0,0,0,0,9,6,0,0,0,0,2022,nacimientos,Cuadro11,cuadro11,
94.0,,Rom (Gitano),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro11,cuadro11,
94.0,,Raizal del archipiélago de San Andrés y Providencia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro11,cuadro11,
94.0,,Palenquero de San Basilio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro11,cuadro11,
94.0,,"Negro(a), mulato(a), afrocolombiano(a) o afrodescendiente",1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro11,cuadro11,
94.0,,Ninguno de las anteriores,28,18,10,0,16,9,0,0,0,0,2,1,0,0,0,0,2022,nacimientos,Cuadro11,cuadro11,
94.0,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro11,cuadro11,
95.0,95 Guaviare,Total,96,40,56,0,20,34,0,0,2,0,20,20,0,0,0,0,2022,nacimientos,Cuadro11,cuadro11,
95.0,,Indígena,6,3,3,0,0,1,0,0,0,0,3,2,0,0,0,0,2022,nacimientos,Cuadro11,cuadro11,
95.0,,Rom (Gitano),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro11,cuadro11,
95.0,,Raizal del archipiélago de San Andrés y Providencia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro11,cuadro11,
95.0,,Palenquero de San Basilio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro11,cuadro11,
95.0,,"Negro(a), mulato(a), afrocolombiano(a) o afrodescendiente",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro11,cuadro11,
95.0,,Ninguno de las anteriores,90,37,53,0,20,33,0,0,2,0,17,18,0,0,0,0,2022,nacimientos,Cuadro11,cuadro11,
95.0,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro11,cuadro11,
97.0,97 Vaupés,Total,28,16,12,0,7,3,0,0,0,0,9,9,0,0,0,0,2022,nacimientos,Cuadro11,cuadro11,
97.0,,Indígena,24,13,11,0,4,2,0,0,0,0,9,9,0,0,0,0,2022,nacimientos,Cuadro11,cuadro11,
97.0,,Rom (Gitano),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro11,cuadro11,
97.0,,Raizal del archipiélago de San Andrés y Providencia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro11,cuadro11,
97.0,,Palenquero de San Basilio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro11,cuadro11,
97.0,,"Negro(a), mulato(a), afrocolombiano(a) o afrodescendiente",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro11,cuadro11,
97.0,,Ninguno de las anteriores,4,3,1,0,3,1,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro11,cuadro11,
97.0,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro11,cuadro11,
99.0,99 Vichada,Total,99,41,58,0,20,32,0,1,0,0,20,26,0,0,0,0,2022,nacimientos,Cuadro11,cuadro11,
99.0,,Indígena,54,22,32,0,4,12,0,0,0,0,18,20,0,0,0,0,2022,nacimientos,Cuadro11,cuadro11,
99.0,,Rom (Gitano),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro11,cuadro11,
99.0,,Raizal del archipiélago de San Andrés y Providencia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro11,cuadro11,
99.0,,Palenquero de San Basilio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro11,cuadro11,
99.0,,"Negro(a), mulato(a), afrocolombiano(a) o afrodescendiente",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro11,cuadro11,
99.0,,Ninguno de las anteriores,45,19,26,0,16,20,0,1,0,0,2,6,0,0,0,0,2022,nacimientos,Cuadro11,cuadro11,
99.0,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro11,cuadro11,
75.0,Extranjero,Total,551,271,280,0,0,0,0,0,0,0,0,0,0,271,280,0,2022,nacimientos,Cuadro11,cuadro11,
75.0,,Indígena,66,35,31,0,0,0,0,0,0,0,0,0,0,35,31,0,2022,nacimientos,Cuadro11,cuadro11,
75.0,,Rom (Gitano),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro11,cuadro11,
75.0,,Raizal del archipiélago de San Andrés y Providencia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro11,cuadro11,
75.0,,Palenquero de San Basilio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro11,cuadro11,
75.0,,"Negro(a), mulato(a), afrocolombiano(a) o afrodescendiente",4,2,2,0,0,0,0,0,0,0,0,0,0,2,2,0,2022,nacimientos,Cuadro11,cuadro11,
75.0,,Ninguno de las anteriores,481,234,247,0,0,0,0,0,0,0,0,0,0,234,247,0,2022,nacimientos,Cuadro11,cuadro11,
75.0,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro11,cuadro11,
1.0,Sin Información,Total,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2022,nacimientos,Cuadro11,cuadro11,
1.0,,Indígena,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro11,cuadro11,
1.0,,Rom (Gitano),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro11,cuadro11,
1.0,,Raizal del archipiélago de San Andrés y Providencia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro11,cuadro11,
1.0,,Palenquero de San Basilio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro11,cuadro11,
1.0,,"Negro(a), mulato(a), afrocolombiano(a) o afrodescendiente",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro11,cuadro11,
1.0,,Ninguno de las anteriores,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2022,nacimientos,Cuadro11,cuadro11,
1.0,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro11,cuadro11,
,Fuente: DANE - Estadísticas Vitales,,,,,,,,,,,,,,,,,,2022,nacimientos,Cuadro11,cuadro11,
,Fecha de actualización: 25 de marzo de 2022,,,,,,,,,,,,,,,,,,2022,nacimientos,Cuadro11,cuadro11,
,"Año Corrido 2023, preliminar - (Nacimientos ocurridos y reportados por la fuente hasta el 31 de enero de 2023)",,,,,,,,,,,,,,,,,,2023,nacimientos,Cuadro11,cuadro11,
,Volver al índice,,,Departamento,,,,,,,,,,,,,,,2023,nacimientos,Cuadro11,cuadro11,
,Departamento de residencia de la madre y pertenencia étnica del nacido vivo,,Total,Total,,,Área de residencia de la madre,,,,,,,,,,,,2023,nacimientos,Cuadro11,cuadro11,
,,,,,,,Cabecera municipal,,,Centro poblado,,,Rural disperso,,,Sin información,,,2023,nacimientos,Cuadro11,cuadro11,
,,,,Hombres,Mujeres,Indeterminado,Hombres,Mujeres,Indeterminado,Hombres,Mujeres,Indeterminado,Hombres,Mujeres,Indeterminado,Hombres,Mujeres,Indeterminado,2023,nacimientos,Cuadro11,cuadro11,
3.0,Total Nacional,Total,43744,22585,21155,4,16787,15744,3,1701,1566,0,3971,3704,1,126,141,0,2023,nacimientos,Cuadro11,cuadro11,
3.0,,Indígena,1988,986,1002,0,246,228,0,90,95,0,619,644,0,31,35,0,2023,nacimientos,Cuadro11,cuadro11,
3.0,,Rom (Gitano),3,1,2,0,1,2,0,0,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro11,cuadro11,
3.0,,Raizal del archipiélago de San Andrés y Providencia,28,14,14,0,5,10,0,8,3,0,1,1,0,0,0,0,2023,nacimientos,Cuadro11,cuadro11,
3.0,,Palenquero de San Basilio,4,3,1,0,2,0,0,1,1,0,0,0,0,0,0,0,2023,nacimientos,Cuadro11,cuadro11,
3.0,,"Negro(a), mulato(a), afrocolombiano(a) o afrodescendiente",1661,835,826,0,636,644,0,81,69,0,118,112,0,0,1,0,2023,nacimientos,Cuadro11,cuadro11,
3.0,,Ninguno de las anteriores,40060,20746,19310,4,15897,14860,3,1521,1398,0,3233,2947,1,95,105,0,2023,nacimientos,Cuadro11,cuadro11,
3.0,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro11,cuadro11,
5.0,05 Antioquia,Total,5197,2647,2550,0,1881,1838,0,200,174,0,566,538,0,0,0,0,2023,nacimientos,Cuadro11,cuadro11,
5.0,,Indígena,35,13,22,0,2,3,0,3,3,0,8,16,0,0,0,0,2023,nacimientos,Cuadro11,cuadro11,
5.0,,Rom (Gitano),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro11,cuadro11,
5.0,,Raizal del archipiélago de San Andrés y Providencia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro11,cuadro11,
5.0,,Palenquero de San Basilio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro11,cuadro11,
5.0,,"Negro(a), mulato(a), afrocolombiano(a) o afrodescendiente",122,53,69,0,40,56,0,7,5,0,6,8,0,0,0,0,2023,nacimientos,Cuadro11,cuadro11,
5.0,,Ninguno de las anteriores,5040,2581,2459,0,1839,1779,0,190,166,0,552,514,0,0,0,0,2023,nacimientos,Cuadro11,cuadro11,
5.0,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro11,cuadro11,
8.0,08 Atlántico,Total,2708,1406,1302,0,1382,1266,0,19,26,0,5,10,0,0,0,0,2023,nacimientos,Cuadro11,cuadro11,
8.0,,Indígena,4,1,3,0,1,2,0,0,0,0,0,1,0,0,0,0,2023,nacimientos,Cuadro11,cuadro11,
8.0,,Rom (Gitano),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro11,cuadro11,
8.0,,Raizal del archipiélago de San Andrés y Providencia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro11,cuadro11,
8.0,,Palenquero de San Basilio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro11,cuadro11,
8.0,,"Negro(a), mulato(a), afrocolombiano(a) o afrodescendiente",44,20,24,0,15,18,0,4,6,0,1,0,0,0,0,0,2023,nacimientos,Cuadro11,cuadro11,
8.0,,Ninguno de las anteriores,2660,1385,1275,0,1366,1246,0,15,20,0,4,9,0,0,0,0,2023,nacimientos,Cuadro11,cuadro11,
8.0,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro11,cuadro11,
11.0,11 Bogotá,Total,5260,2720,2540,0,2711,2535,0,1,1,0,8,4,0,0,0,0,2023,nacimientos,Cuadro11,cuadro11,
11.0,,Indígena,22,8,14,0,8,14,0,0,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro11,cuadro11,
11.0,,Rom (Gitano),1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro11,cuadro11,
11.0,,Raizal del archipiélago de San Andrés y Providencia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro11,cuadro11,
11.0,,Palenquero de San Basilio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro11,cuadro11,
11.0,,"Negro(a), mulato(a), afrocolombiano(a) o afrodescendiente",23,13,10,0,13,10,0,0,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro11,cuadro11,
11.0,,Ninguno de las anteriores,5214,2698,2516,0,2689,2511,0,1,1,0,8,4,0,0,0,0,2023,nacimientos,Cuadro11,cuadro11,
11.0,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro11,cuadro11,
13.0,13 Bolívar,Total,2611,1361,1250,0,1060,984,0,191,150,0,110,116,0,0,0,0,2023,nacimientos,Cuadro11,cuadro11,
13.0,,Indígena,4,2,2,0,2,1,0,0,0,0,0,1,0,0,0,0,2023,nacimientos,Cuadro11,cuadro11,
13.0,,Rom (Gitano),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro11,cuadro11,
13.0,,Raizal del archipiélago de San Andrés y Providencia,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro11,cuadro11,
13.0,,Palenquero de San Basilio,4,3,1,0,2,0,0,1,1,0,0,0,0,0,0,0,2023,nacimientos,Cuadro11,cuadro11,
13.0,,"Negro(a), mulato(a), afrocolombiano(a) o afrodescendiente",106,60,46,0,50,42,0,6,3,0,4,1,0,0,0,0,2023,nacimientos,Cuadro11,cuadro11,
13.0,,Ninguno de las anteriores,2496,1296,1200,0,1006,940,0,184,146,0,106,114,0,0,0,0,2023,nacimientos,Cuadro11,cuadro11,
13.0,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro11,cuadro11,
15.0,15 Boyacá,Total,959,505,454,0,304,260,0,13,18,0,188,176,0,0,0,0,2023,nacimientos,Cuadro11,cuadro11,
15.0,,Indígena,6,3,3,0,1,0,0,1,0,0,1,3,0,0,0,0,2023,nacimientos,Cuadro11,cuadro11,
15.0,,Rom (Gitano),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro11,cuadro11,
15.0,,Raizal del archipiélago de San Andrés y Providencia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro11,cuadro11,
15.0,,Palenquero de San Basilio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro11,cuadro11,
15.0,,"Negro(a), mulato(a), afrocolombiano(a) o afrodescendiente",3,2,1,0,2,1,0,0,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro11,cuadro11,
15.0,,Ninguno de las anteriores,950,500,450,0,301,259,0,12,18,0,187,173,0,0,0,0,2023,nacimientos,Cuadro11,cuadro11,
15.0,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro11,cuadro11,
17.0,17 Caldas,Total,600,325,275,0,235,180,0,22,20,0,68,75,0,0,0,0,2023,nacimientos,Cuadro11,cuadro11,
17.0,,Indígena,20,9,11,0,1,2,0,1,1,0,7,8,0,0,0,0,2023,nacimientos,Cuadro11,cuadro11,
17.0,,Rom (Gitano),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro11,cuadro11,
17.0,,Raizal del archipiélago de San Andrés y Providencia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro11,cuadro11,
17.0,,Palenquero de San Basilio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro11,cuadro11,
17.0,,"Negro(a), mulato(a), afrocolombiano(a) o afrodescendiente",1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2023,nacimientos,Cuadro11,cuadro11,
17.0,,Ninguno de las anteriores,579,316,263,0,234,178,0,21,19,0,61,66,0,0,0,0,2023,nacimientos,Cuadro11,cuadro11,
17.0,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro11,cuadro11,
18.0,18 Caquetá,Total,486,253,233,0,163,139,0,10,10,0,80,84,0,0,0,0,2023,nacimientos,Cuadro11,cuadro11,
18.0,,Indígena,6,4,2,0,2,0,0,0,0,0,2,2,0,0,0,0,2023,nacimientos,Cuadro11,cuadro11,
18.0,,Rom (Gitano),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro11,cuadro11,
18.0,,Raizal del archipiélago de San Andrés y Providencia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro11,cuadro11,
18.0,,Palenquero de San Basilio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro11,cuadro11,
18.0,,"Negro(a), mulato(a), afrocolombiano(a) o afrodescendiente",2,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro11,cuadro11,
18.0,,Ninguno de las anteriores,478,248,230,0,160,138,0,10,10,0,78,82,0,0,0,0,2023,nacimientos,Cuadro11,cuadro11,
