columna,"CUADRO 11 - Nacimientos por área y sexo, según departamento de residencia de la madre y pertenencia étnica del nacido vivo",columna_1,columna_2,columna_3,columna_4,columna_5,columna_6,columna_7,columna_8,columna_9,columna_10,columna_11,columna_12,columna_13,columna_14,columna_15,columna_16,columna_17,año,tipo,hoja_origen,cuadro,"CUADRO 11 - Nacimientos por área y sexo, según departamento de residencia de la madre y pertenencia étnico-racial del nacido vivo"
95.0,,Rom (Gitano),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro11,cuadro11,
95.0,,Raizal del archipiélago de San Andrés y Providencia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro11,cuadro11,
95.0,,Palenquero de San Basilio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro11,cuadro11,
95.0,,"Negro(a), mulato(a), afrocolombiano(a) o afrodescendiente",3,0,3,0,0,1,0,0,0,0,0,2,0,0,0,0,2023,nacimientos,Cuadro11,cuadro11,
95.0,,Ninguno de las anteriores,70,39,31,0,21,22,0,2,2,0,16,7,0,0,0,0,2023,nacimientos,Cuadro11,cuadro11,
95.0,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro11,cuadro11,
97.0,97 Vaupés,Total,33,18,15,0,2,5,0,0,0,0,16,10,0,0,0,0,2023,nacimientos,Cuadro11,cuadro11,
97.0,,Indígena,31,17,14,0,1,4,0,0,0,0,16,10,0,0,0,0,2023,nacimientos,Cuadro11,cuadro11,
97.0,,Rom (Gitano),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro11,cuadro11,
97.0,,Raizal del archipiélago de San Andrés y Providencia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro11,cuadro11,
97.0,,Palenquero de San Basilio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro11,cuadro11,
97.0,,"Negro(a), mulato(a), afrocolombiano(a) o afrodescendiente",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro11,cuadro11,
97.0,,Ninguno de las anteriores,2,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro11,cuadro11,
97.0,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro11,cuadro11,
99.0,99 Vichada,Total,89,49,40,0,30,26,0,1,0,0,18,14,0,0,0,0,2023,nacimientos,Cuadro11,cuadro11,
99.0,,Indígena,56,30,26,0,14,13,0,0,0,0,16,13,0,0,0,0,2023,nacimientos,Cuadro11,cuadro11,
99.0,,Rom (Gitano),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro11,cuadro11,
99.0,,Raizal del archipiélago de San Andrés y Providencia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro11,cuadro11,
99.0,,Palenquero de San Basilio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro11,cuadro11,
99.0,,"Negro(a), mulato(a), afrocolombiano(a) o afrodescendiente",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro11,cuadro11,
99.0,,Ninguno de las anteriores,33,19,14,0,16,13,0,1,0,0,2,1,0,0,0,0,2023,nacimientos,Cuadro11,cuadro11,
99.0,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro11,cuadro11,
75.0,Extranjero,Total,266,126,140,0,0,0,0,0,0,0,0,0,0,126,140,0,2023,nacimientos,Cuadro11,cuadro11,
75.0,,Indígena,66,31,35,0,0,0,0,0,0,0,0,0,0,31,35,0,2023,nacimientos,Cuadro11,cuadro11,
75.0,,Rom (Gitano),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro11,cuadro11,
75.0,,Raizal del archipiélago de San Andrés y Providencia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro11,cuadro11,
75.0,,Palenquero de San Basilio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro11,cuadro11,
75.0,,"Negro(a), mulato(a), afrocolombiano(a) o afrodescendiente",1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2023,nacimientos,Cuadro11,cuadro11,
75.0,,Ninguno de las anteriores,199,95,104,0,0,0,0,0,0,0,0,0,0,95,104,0,2023,nacimientos,Cuadro11,cuadro11,
75.0,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro11,cuadro11,
1.0,Sin Información,Total,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2023,nacimientos,Cuadro11,cuadro11,
1.0,,Indígena,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro11,cuadro11,
1.0,,Rom (Gitano),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro11,cuadro11,
1.0,,Raizal del archipiélago de San Andrés y Providencia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro11,cuadro11,
1.0,,Palenquero de San Basilio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro11,cuadro11,
1.0,,"Negro(a), mulato(a), afrocolombiano(a) o afrodescendiente",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro11,cuadro11,
1.0,,Ninguno de las anteriores,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2023,nacimientos,Cuadro11,cuadro11,
1.0,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,nacimientos,Cuadro11,cuadro11,
,Fuente: DANE - Estadísticas Vitales,,,,,,,,,,,,,,,,,,2023,nacimientos,Cuadro11,cuadro11,
,Fecha de actualización: 24 de marzo de 2023,,,,,,,,,,,,,,,,,,2023,nacimientos,Cuadro11,cuadro11,
,,,,,,,,,,,,,,,,,,,2024,nacimientos,Cuadro11,cuadro11,"Año corrido 2024, preliminar - (Nacimientos ocurridos y reportados por la fuente entre el 1 y el 31 de enero de 2024)"
,,,,Departamento,,,,,,,,,,,,,,,2024,nacimientos,Cuadro11,cuadro11,Volver al índice
,,,Total,Total,,,Área de residencia de la madre,,,,,,,,,,,,2024,nacimientos,Cuadro11,cuadro11,Departamento de residencia de la madre y pertenencia étnico-racial del nacido vivo
,,,,,,,Cabecera municipal,,,Centro poblado,,,Rural disperso,,,Sin información,,,2024,nacimientos,Cuadro11,cuadro11,
,,,,Hombres,Mujeres,Indeterminado,Hombres,Mujeres,Indeterminado,Hombres,Mujeres,Indeterminado,Hombres,Mujeres,Indeterminado,Hombres,Mujeres,Indeterminado,2024,nacimientos,Cuadro11,cuadro11,
3.0,,Total,37740,19316,18421,3,14369,13669,3,1254,1175,0,3579,3475,0,114,102,0,2024,nacimientos,Cuadro11,cuadro11,Total Nacional
3.0,,Indígena,1900,970,930,0,211,202,0,93,92,0,632,610,0,34,26,0,2024,nacimientos,Cuadro11,cuadro11,
3.0,,Rom (Gitano),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro11,cuadro11,
3.0,,Raizal del archipiélago de San Andrés y Providencia,23,12,11,0,6,4,0,5,3,0,1,4,0,0,0,0,2024,nacimientos,Cuadro11,cuadro11,
3.0,,Palenquero de San Basilio,3,1,2,0,1,1,0,0,0,0,0,1,0,0,0,0,2024,nacimientos,Cuadro11,cuadro11,
3.0,,"Negro(a), mulato(a), afrocolombiano(a) o afrodescendiente",1366,667,699,0,498,510,0,60,66,0,108,123,0,1,0,0,2024,nacimientos,Cuadro11,cuadro11,
3.0,,Ninguno de las anteriores,34448,17666,16779,3,13653,12952,3,1096,1014,0,2838,2737,0,79,76,0,2024,nacimientos,Cuadro11,cuadro11,
3.0,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro11,cuadro11,
5.0,,Total,4500,2327,2173,0,1658,1549,0,132,124,0,537,500,0,0,0,0,2024,nacimientos,Cuadro11,cuadro11,05 Antioquia
5.0,,Indígena,18,8,10,0,2,2,0,1,0,0,5,8,0,0,0,0,2024,nacimientos,Cuadro11,cuadro11,
5.0,,Rom (Gitano),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro11,cuadro11,
5.0,,Raizal del archipiélago de San Andrés y Providencia,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2024,nacimientos,Cuadro11,cuadro11,
5.0,,Palenquero de San Basilio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro11,cuadro11,
5.0,,"Negro(a), mulato(a), afrocolombiano(a) o afrodescendiente",122,56,66,0,40,48,0,6,5,0,10,13,0,0,0,0,2024,nacimientos,Cuadro11,cuadro11,
5.0,,Ninguno de las anteriores,4359,2263,2096,0,1616,1499,0,125,118,0,522,479,0,0,0,0,2024,nacimientos,Cuadro11,cuadro11,
5.0,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro11,cuadro11,
8.0,,Total,2175,1106,1069,0,1072,1039,0,27,24,0,7,6,0,0,0,0,2024,nacimientos,Cuadro11,cuadro11,08 Atlántico
8.0,,Indígena,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro11,cuadro11,
8.0,,Rom (Gitano),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro11,cuadro11,
8.0,,Raizal del archipiélago de San Andrés y Providencia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro11,cuadro11,
8.0,,Palenquero de San Basilio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro11,cuadro11,
8.0,,"Negro(a), mulato(a), afrocolombiano(a) o afrodescendiente",21,15,6,0,12,6,0,3,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro11,cuadro11,
8.0,,Ninguno de las anteriores,2154,1091,1063,0,1060,1033,0,24,24,0,7,6,0,0,0,0,2024,nacimientos,Cuadro11,cuadro11,
8.0,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro11,cuadro11,
11.0,,Total,4694,2420,2274,0,2417,2273,0,1,1,0,2,0,0,0,0,0,2024,nacimientos,Cuadro11,cuadro11,11 Bogotá
11.0,,Indígena,9,4,5,0,4,5,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro11,cuadro11,
11.0,,Rom (Gitano),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro11,cuadro11,
11.0,,Raizal del archipiélago de San Andrés y Providencia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro11,cuadro11,
11.0,,Palenquero de San Basilio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro11,cuadro11,
11.0,,"Negro(a), mulato(a), afrocolombiano(a) o afrodescendiente",26,14,12,0,14,12,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro11,cuadro11,
11.0,,Ninguno de las anteriores,4659,2402,2257,0,2399,2256,0,1,1,0,2,0,0,0,0,0,2024,nacimientos,Cuadro11,cuadro11,
11.0,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro11,cuadro11,
13.0,,Total,2032,1063,968,1,818,800,1,163,105,0,82,63,0,0,0,0,2024,nacimientos,Cuadro11,cuadro11,13 Bolívar
13.0,,Indígena,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro11,cuadro11,
13.0,,Rom (Gitano),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro11,cuadro11,
13.0,,Raizal del archipiélago de San Andrés y Providencia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro11,cuadro11,
13.0,,Palenquero de San Basilio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro11,cuadro11,
13.0,,"Negro(a), mulato(a), afrocolombiano(a) o afrodescendiente",27,15,12,0,12,9,0,3,2,0,0,1,0,0,0,0,2024,nacimientos,Cuadro11,cuadro11,
13.0,,Ninguno de las anteriores,2004,1048,955,1,806,790,1,160,103,0,82,62,0,0,0,0,2024,nacimientos,Cuadro11,cuadro11,
13.0,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro11,cuadro11,
15.0,,Total,846,429,417,0,254,248,0,3,9,0,172,160,0,0,0,0,2024,nacimientos,Cuadro11,cuadro11,15 Boyacá
15.0,,Indígena,11,5,6,0,0,0,0,0,0,0,5,6,0,0,0,0,2024,nacimientos,Cuadro11,cuadro11,
15.0,,Rom (Gitano),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro11,cuadro11,
15.0,,Raizal del archipiélago de San Andrés y Providencia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro11,cuadro11,
15.0,,Palenquero de San Basilio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro11,cuadro11,
15.0,,"Negro(a), mulato(a), afrocolombiano(a) o afrodescendiente",1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2024,nacimientos,Cuadro11,cuadro11,
15.0,,Ninguno de las anteriores,834,423,411,0,254,248,0,3,9,0,166,154,0,0,0,0,2024,nacimientos,Cuadro11,cuadro11,
15.0,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro11,cuadro11,
17.0,,Total,514,258,256,0,194,184,0,11,10,0,53,62,0,0,0,0,2024,nacimientos,Cuadro11,cuadro11,17 Caldas
17.0,,Indígena,31,13,18,0,3,5,0,0,3,0,10,10,0,0,0,0,2024,nacimientos,Cuadro11,cuadro11,
17.0,,Rom (Gitano),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro11,cuadro11,
17.0,,Raizal del archipiélago de San Andrés y Providencia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro11,cuadro11,
17.0,,Palenquero de San Basilio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro11,cuadro11,
17.0,,"Negro(a), mulato(a), afrocolombiano(a) o afrodescendiente",3,2,1,0,1,0,0,0,0,0,1,1,0,0,0,0,2024,nacimientos,Cuadro11,cuadro11,
17.0,,Ninguno de las anteriores,480,243,237,0,190,179,0,11,7,0,42,51,0,0,0,0,2024,nacimientos,Cuadro11,cuadro11,
17.0,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro11,cuadro11,
18.0,,Total,442,222,220,0,146,145,0,10,10,0,66,65,0,0,0,0,2024,nacimientos,Cuadro11,cuadro11,18 Caquetá
18.0,,Indígena,6,4,2,0,0,0,0,0,1,0,4,1,0,0,0,0,2024,nacimientos,Cuadro11,cuadro11,
18.0,,Rom (Gitano),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro11,cuadro11,
18.0,,Raizal del archipiélago de San Andrés y Providencia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro11,cuadro11,
18.0,,Palenquero de San Basilio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro11,cuadro11,
18.0,,"Negro(a), mulato(a), afrocolombiano(a) o afrodescendiente",2,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,2024,nacimientos,Cuadro11,cuadro11,
18.0,,Ninguno de las anteriores,434,217,217,0,145,145,0,10,9,0,62,63,0,0,0,0,2024,nacimientos,Cuadro11,cuadro11,
18.0,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro11,cuadro11,
19.0,,Total,1070,530,540,0,191,208,0,37,45,0,302,287,0,0,0,0,2024,nacimientos,Cuadro11,cuadro11,19 Cauca
19.0,,Indígena,207,109,98,0,11,4,0,6,7,0,92,87,0,0,0,0,2024,nacimientos,Cuadro11,cuadro11,
19.0,,Rom (Gitano),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro11,cuadro11,
19.0,,Raizal del archipiélago de San Andrés y Providencia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro11,cuadro11,
19.0,,Palenquero de San Basilio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro11,cuadro11,
19.0,,"Negro(a), mulato(a), afrocolombiano(a) o afrodescendiente",95,41,54,0,18,22,0,3,2,0,20,30,0,0,0,0,2024,nacimientos,Cuadro11,cuadro11,
19.0,,Ninguno de las anteriores,768,380,388,0,162,182,0,28,36,0,190,170,0,0,0,0,2024,nacimientos,Cuadro11,cuadro11,
19.0,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro11,cuadro11,
20.0,,Total,1226,630,596,0,482,476,0,85,75,0,63,45,0,0,0,0,2024,nacimientos,Cuadro11,cuadro11,20 Cesar
20.0,,Indígena,48,27,21,0,11,11,0,5,4,0,11,6,0,0,0,0,2024,nacimientos,Cuadro11,cuadro11,
20.0,,Rom (Gitano),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro11,cuadro11,
20.0,,Raizal del archipiélago de San Andrés y Providencia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro11,cuadro11,
20.0,,Palenquero de San Basilio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro11,cuadro11,
20.0,,"Negro(a), mulato(a), afrocolombiano(a) o afrodescendiente",55,30,25,0,24,18,0,6,6,0,0,1,0,0,0,0,2024,nacimientos,Cuadro11,cuadro11,
20.0,,Ninguno de las anteriores,1123,573,550,0,447,447,0,74,65,0,52,38,0,0,0,0,2024,nacimientos,Cuadro11,cuadro11,
20.0,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro11,cuadro11,
23.0,,Total,1551,817,734,0,458,412,0,85,79,0,274,243,0,0,0,0,2024,nacimientos,Cuadro11,cuadro11,23 Córdoba
23.0,,Indígena,21,15,6,0,3,0,0,1,1,0,11,5,0,0,0,0,2024,nacimientos,Cuadro11,cuadro11,
23.0,,Rom (Gitano),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro11,cuadro11,
23.0,,Raizal del archipiélago de San Andrés y Providencia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro11,cuadro11,
23.0,,Palenquero de San Basilio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro11,cuadro11,
23.0,,"Negro(a), mulato(a), afrocolombiano(a) o afrodescendiente",4,3,1,0,1,1,0,0,0,0,2,0,0,0,0,0,2024,nacimientos,Cuadro11,cuadro11,
23.0,,Ninguno de las anteriores,1526,799,727,0,454,411,0,84,78,0,261,238,0,0,0,0,2024,nacimientos,Cuadro11,cuadro11,
23.0,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro11,cuadro11,
25.0,,Total,2283,1139,1143,1,845,818,1,13,14,0,281,311,0,0,0,0,2024,nacimientos,Cuadro11,cuadro11,25 Cundinamarca
25.0,,Indígena,14,6,8,0,4,4,0,0,1,0,2,3,0,0,0,0,2024,nacimientos,Cuadro11,cuadro11,
25.0,,Rom (Gitano),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro11,cuadro11,
25.0,,Raizal del archipiélago de San Andrés y Providencia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro11,cuadro11,
25.0,,Palenquero de San Basilio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro11,cuadro11,
25.0,,"Negro(a), mulato(a), afrocolombiano(a) o afrodescendiente",7,2,5,0,2,4,0,0,0,0,0,1,0,0,0,0,2024,nacimientos,Cuadro11,cuadro11,
25.0,,Ninguno de las anteriores,2262,1131,1130,1,839,810,1,13,13,0,279,307,0,0,0,0,2024,nacimientos,Cuadro11,cuadro11,
25.0,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro11,cuadro11,
27.0,,Total,462,230,232,0,139,152,0,39,34,0,52,46,0,0,0,0,2024,nacimientos,Cuadro11,cuadro11,27 Chocó
27.0,,Indígena,56,33,23,0,13,7,0,4,3,0,16,13,0,0,0,0,2024,nacimientos,Cuadro11,cuadro11,
27.0,,Rom (Gitano),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro11,cuadro11,
27.0,,Raizal del archipiélago de San Andrés y Providencia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro11,cuadro11,
27.0,,Palenquero de San Basilio,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro11,cuadro11,
27.0,,"Negro(a), mulato(a), afrocolombiano(a) o afrodescendiente",297,144,153,0,109,126,0,17,15,0,18,12,0,0,0,0,2024,nacimientos,Cuadro11,cuadro11,
27.0,,Ninguno de las anteriores,108,52,56,0,16,19,0,18,16,0,18,21,0,0,0,0,2024,nacimientos,Cuadro11,cuadro11,
27.0,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro11,cuadro11,
41.0,,Total,1146,589,557,0,321,315,0,53,44,0,215,198,0,0,0,0,2024,nacimientos,Cuadro11,cuadro11,41 Huila
41.0,,Indígena,14,8,6,0,1,0,0,0,0,0,7,6,0,0,0,0,2024,nacimientos,Cuadro11,cuadro11,
41.0,,Rom (Gitano),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro11,cuadro11,
41.0,,Raizal del archipiélago de San Andrés y Providencia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro11,cuadro11,
41.0,,Palenquero de San Basilio,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2024,nacimientos,Cuadro11,cuadro11,
41.0,,"Negro(a), mulato(a), afrocolombiano(a) o afrodescendiente",6,2,4,0,1,3,0,0,0,0,1,1,0,0,0,0,2024,nacimientos,Cuadro11,cuadro11,
41.0,,Ninguno de las anteriores,1125,579,546,0,319,312,0,53,44,0,207,190,0,0,0,0,2024,nacimientos,Cuadro11,cuadro11,
41.0,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro11,cuadro11,
44.0,,Total,1490,756,733,1,336,296,1,75,87,0,345,350,0,0,0,0,2024,nacimientos,Cuadro11,cuadro11,44 La Guajira
44.0,,Indígena,910,461,449,0,97,87,0,50,49,0,314,313,0,0,0,0,2024,nacimientos,Cuadro11,cuadro11,
44.0,,Rom (Gitano),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro11,cuadro11,
44.0,,Raizal del archipiélago de San Andrés y Providencia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro11,cuadro11,
44.0,,Palenquero de San Basilio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro11,cuadro11,
44.0,,"Negro(a), mulato(a), afrocolombiano(a) o afrodescendiente",14,7,7,0,7,1,0,0,5,0,0,1,0,0,0,0,2024,nacimientos,Cuadro11,cuadro11,
44.0,,Ninguno de las anteriores,566,288,277,1,232,208,1,25,33,0,31,36,0,0,0,0,2024,nacimientos,Cuadro11,cuadro11,
44.0,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro11,cuadro11,
47.0,,Total,1357,712,645,0,524,464,0,147,138,0,41,43,0,0,0,0,2024,nacimientos,Cuadro11,cuadro11,47 Magdalena
47.0,,Indígena,13,5,8,0,2,2,0,3,0,0,0,6,0,0,0,0,2024,nacimientos,Cuadro11,cuadro11,
47.0,,Rom (Gitano),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro11,cuadro11,
47.0,,Raizal del archipiélago de San Andrés y Providencia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro11,cuadro11,
47.0,,Palenquero de San Basilio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro11,cuadro11,
47.0,,"Negro(a), mulato(a), afrocolombiano(a) o afrodescendiente",3,0,3,0,0,1,0,0,2,0,0,0,0,0,0,0,2024,nacimientos,Cuadro11,cuadro11,
47.0,,Ninguno de las anteriores,1341,707,634,0,522,461,0,144,136,0,41,37,0,0,0,0,2024,nacimientos,Cuadro11,cuadro11,
47.0,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro11,cuadro11,
50.0,,Total,974,498,476,0,415,388,0,10,19,0,73,69,0,0,0,0,2024,nacimientos,Cuadro11,cuadro11,50 Meta
50.0,,Indígena,21,12,9,0,8,4,0,0,0,0,4,5,0,0,0,0,2024,nacimientos,Cuadro11,cuadro11,
50.0,,Rom (Gitano),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro11,cuadro11,
50.0,,Raizal del archipiélago de San Andrés y Providencia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro11,cuadro11,
50.0,,Palenquero de San Basilio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro11,cuadro11,
50.0,,"Negro(a), mulato(a), afrocolombiano(a) o afrodescendiente",4,2,2,0,2,1,0,0,1,0,0,0,0,0,0,0,2024,nacimientos,Cuadro11,cuadro11,
50.0,,Ninguno de las anteriores,949,484,465,0,405,383,0,10,18,0,69,64,0,0,0,0,2024,nacimientos,Cuadro11,cuadro11,
50.0,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro11,cuadro11,
52.0,,Total,901,432,469,0,201,240,0,58,55,0,173,174,0,0,0,0,2024,nacimientos,Cuadro11,cuadro11,52 Nariño
52.0,,Indígena,121,53,68,0,9,21,0,6,10,0,38,37,0,0,0,0,2024,nacimientos,Cuadro11,cuadro11,
52.0,,Rom (Gitano),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro11,cuadro11,
52.0,,Raizal del archipiélago de San Andrés y Providencia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro11,cuadro11,
52.0,,Palenquero de San Basilio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro11,cuadro11,
