columna,columna_1,"CUADRO 3 - Defunciones por grupos de edad y sexo, según departamento, municipio y área donde ocurrió la defunción",columna_2,columna_3,columna_4,columna_5,columna_6,columna_7,columna_8,columna_9,columna_10,columna_11,columna_12,columna_13,columna_14,columna_15,columna_16,columna_17,columna_18,columna_19,columna_20,columna_21,columna_22,columna_23,columna_24,columna_25,columna_26,columna_27,columna_28,columna_29,columna_30,columna_31,columna_32,columna_33,columna_34,año,tipo,hoja_origen,cuadro
15.0,15696.0,,,Centro poblado,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro3,cuadro3
15.0,15696.0,,,Rural disperso,6,4,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,2023,defunciones,Cuadro3,cuadro3
15.0,15696.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro3,cuadro3
15.0,15720.0,,15720 Sativanorte,TOTAL,16,13,3,0,0,0,0,0,0,0,0,0,0,4,1,0,1,0,0,4,0,0,4,2,0,0,0,0,0,0,0,2023,defunciones,Cuadro3,cuadro3
15.0,15720.0,,,Cabecera municipal,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro3,cuadro3
15.0,15720.0,,,Centro poblado,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro3,cuadro3
15.0,15720.0,,,Rural disperso,14,11,3,0,0,0,0,0,0,0,0,0,0,4,1,0,1,0,0,3,0,0,3,2,0,0,0,0,0,0,0,2023,defunciones,Cuadro3,cuadro3
15.0,15720.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro3,cuadro3
15.0,15723.0,,15723 Sativasur,TOTAL,7,5,2,0,0,0,0,0,0,0,0,0,0,2,1,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro3,cuadro3
15.0,15723.0,,,Cabecera municipal,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro3,cuadro3
15.0,15723.0,,,Centro poblado,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro3,cuadro3
15.0,15723.0,,,Rural disperso,5,4,1,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro3,cuadro3
15.0,15723.0,,,Sin información,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro3,cuadro3
15.0,15740.0,,15740 Siachoque,TOTAL,19,18,1,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,5,1,0,5,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro3,cuadro3
15.0,15740.0,,,Cabecera municipal,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro3,cuadro3
15.0,15740.0,,,Centro poblado,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro3,cuadro3
15.0,15740.0,,,Rural disperso,15,14,1,0,0,0,0,0,0,0,0,0,0,5,0,0,2,0,0,2,1,0,5,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro3,cuadro3
15.0,15740.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro3,cuadro3
15.0,15753.0,,15753 Soatá,TOTAL,144,78,66,0,0,0,0,0,0,0,0,1,0,5,2,0,16,1,0,35,24,0,22,37,0,0,1,0,0,0,0,2023,defunciones,Cuadro3,cuadro3
15.0,15753.0,,,Cabecera municipal,126,66,60,0,0,0,0,0,0,0,0,1,0,4,2,0,14,1,0,31,21,0,17,35,0,0,0,0,0,0,0,2023,defunciones,Cuadro3,cuadro3
15.0,15753.0,,,Centro poblado,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro3,cuadro3
15.0,15753.0,,,Rural disperso,18,12,6,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,4,3,0,5,2,0,0,1,0,0,0,0,2023,defunciones,Cuadro3,cuadro3
15.0,15753.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro3,cuadro3
15.0,15755.0,,15755 Socotá,TOTAL,34,21,13,0,0,0,0,0,0,0,0,0,0,5,1,0,3,1,0,9,2,0,4,9,0,0,0,0,0,0,0,2023,defunciones,Cuadro3,cuadro3
15.0,15755.0,,,Cabecera municipal,13,6,7,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,2,0,0,2,5,0,0,0,0,0,0,0,2023,defunciones,Cuadro3,cuadro3
15.0,15755.0,,,Centro poblado,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro3,cuadro3
15.0,15755.0,,,Rural disperso,21,15,6,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,7,2,0,2,4,0,0,0,0,0,0,0,2023,defunciones,Cuadro3,cuadro3
15.0,15755.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro3,cuadro3
15.0,15757.0,,15757 Socha,TOTAL,29,14,15,0,0,0,0,1,0,0,0,0,0,3,2,0,4,1,0,3,8,0,3,4,0,0,0,0,0,0,0,2023,defunciones,Cuadro3,cuadro3
15.0,15757.0,,,Cabecera municipal,11,3,8,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,4,0,1,3,0,0,0,0,0,0,0,2023,defunciones,Cuadro3,cuadro3
15.0,15757.0,,,Centro poblado,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro3,cuadro3
15.0,15757.0,,,Rural disperso,18,11,7,0,0,0,0,1,0,0,0,0,0,3,1,0,3,1,0,2,4,0,2,1,0,0,0,0,0,0,0,2023,defunciones,Cuadro3,cuadro3
15.0,15757.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro3,cuadro3
15.0,15759.0,,15759 Sogamoso,TOTAL,791,416,375,0,3,4,0,0,3,0,1,0,0,37,18,0,77,36,0,185,150,0,111,159,0,2,5,0,0,0,0,2023,defunciones,Cuadro3,cuadro3
15.0,15759.0,,,Cabecera municipal,753,388,365,0,3,4,0,0,3,0,1,0,0,29,17,0,73,33,0,177,147,0,103,156,0,2,5,0,0,0,0,2023,defunciones,Cuadro3,cuadro3
15.0,15759.0,,,Centro poblado,5,4,1,0,0,0,0,0,0,0,0,0,0,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro3,cuadro3
15.0,15759.0,,,Rural disperso,33,24,9,0,0,0,0,0,0,0,0,0,0,5,1,0,3,2,0,8,3,0,8,3,0,0,0,0,0,0,0,2023,defunciones,Cuadro3,cuadro3
15.0,15759.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro3,cuadro3
15.0,15761.0,,15761 Somondoco,TOTAL,11,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,1,0,1,4,0,0,1,0,0,0,0,2023,defunciones,Cuadro3,cuadro3
15.0,15761.0,,,Cabecera municipal,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2023,defunciones,Cuadro3,cuadro3
15.0,15761.0,,,Centro poblado,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro3,cuadro3
15.0,15761.0,,,Rural disperso,9,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,1,0,0,3,0,0,1,0,0,0,0,2023,defunciones,Cuadro3,cuadro3
15.0,15761.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro3,cuadro3
15.0,15762.0,,15762 Sora,TOTAL,9,7,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,2,2,0,0,0,0,0,0,0,2023,defunciones,Cuadro3,cuadro3
15.0,15762.0,,,Cabecera municipal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro3,cuadro3
15.0,15762.0,,,Centro poblado,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro3,cuadro3
15.0,15762.0,,,Rural disperso,9,7,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,2,2,0,0,0,0,0,0,0,2023,defunciones,Cuadro3,cuadro3
15.0,15762.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro3,cuadro3
15.0,15763.0,,15763 Sotaquirá,TOTAL,20,13,7,0,0,0,0,0,0,0,0,0,0,4,0,0,1,1,0,2,4,0,6,2,0,0,0,0,0,0,0,2023,defunciones,Cuadro3,cuadro3
15.0,15763.0,,,Cabecera municipal,5,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,2023,defunciones,Cuadro3,cuadro3
15.0,15763.0,,,Centro poblado,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro3,cuadro3
15.0,15763.0,,,Rural disperso,15,9,6,0,0,0,0,0,0,0,0,0,0,3,0,0,1,1,0,2,4,0,3,1,0,0,0,0,0,0,0,2023,defunciones,Cuadro3,cuadro3
15.0,15763.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro3,cuadro3
15.0,15764.0,,15764 Soracá,TOTAL,17,9,8,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,3,3,0,3,4,0,0,0,0,0,0,0,2023,defunciones,Cuadro3,cuadro3
15.0,15764.0,,,Cabecera municipal,4,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2023,defunciones,Cuadro3,cuadro3
15.0,15764.0,,,Centro poblado,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro3,cuadro3
15.0,15764.0,,,Rural disperso,13,7,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,3,2,0,3,3,0,0,0,0,0,0,0,2023,defunciones,Cuadro3,cuadro3
15.0,15764.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro3,cuadro3
15.0,15774.0,,15774 Susacón,TOTAL,16,10,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,2,0,1,3,0,0,1,0,0,0,0,2023,defunciones,Cuadro3,cuadro3
15.0,15774.0,,,Cabecera municipal,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,2023,defunciones,Cuadro3,cuadro3
15.0,15774.0,,,Centro poblado,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro3,cuadro3
15.0,15774.0,,,Rural disperso,13,9,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,2,0,1,2,0,0,0,0,0,0,0,2023,defunciones,Cuadro3,cuadro3
15.0,15774.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro3,cuadro3
15.0,15776.0,,15776 Sutamarchán,TOTAL,25,13,12,0,0,0,0,0,0,0,0,0,0,2,1,0,4,1,0,4,7,0,3,3,0,0,0,0,0,0,0,2023,defunciones,Cuadro3,cuadro3
15.0,15776.0,,,Cabecera municipal,8,3,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,3,0,1,1,0,0,0,0,0,0,0,2023,defunciones,Cuadro3,cuadro3
15.0,15776.0,,,Centro poblado,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro3,cuadro3
15.0,15776.0,,,Rural disperso,17,10,7,0,0,0,0,0,0,0,0,0,0,1,1,0,4,0,0,3,4,0,2,2,0,0,0,0,0,0,0,2023,defunciones,Cuadro3,cuadro3
15.0,15776.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro3,cuadro3
15.0,15778.0,,15778 Sutatenza,TOTAL,15,10,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,3,0,5,2,0,0,0,0,0,0,0,2023,defunciones,Cuadro3,cuadro3
15.0,15778.0,,,Cabecera municipal,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,2,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro3,cuadro3
15.0,15778.0,,,Centro poblado,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro3,cuadro3
15.0,15778.0,,,Rural disperso,10,6,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,0,3,2,0,0,0,0,0,0,0,2023,defunciones,Cuadro3,cuadro3
15.0,15778.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro3,cuadro3
15.0,15790.0,,15790 Tasco,TOTAL,16,9,7,0,0,1,0,0,0,0,0,0,0,1,1,0,2,1,0,3,2,0,3,2,0,0,0,0,0,0,0,2023,defunciones,Cuadro3,cuadro3
15.0,15790.0,,,Cabecera municipal,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2023,defunciones,Cuadro3,cuadro3
15.0,15790.0,,,Centro poblado,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro3,cuadro3
15.0,15790.0,,,Rural disperso,14,8,6,0,0,1,0,0,0,0,0,0,0,1,1,0,2,1,0,2,2,0,3,1,0,0,0,0,0,0,0,2023,defunciones,Cuadro3,cuadro3
15.0,15790.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro3,cuadro3
15.0,15798.0,,15798 Tenza,TOTAL,13,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,2,0,2,3,0,0,1,0,0,0,0,2023,defunciones,Cuadro3,cuadro3
15.0,15798.0,,,Cabecera municipal,6,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,1,0,0,1,0,0,0,0,2023,defunciones,Cuadro3,cuadro3
15.0,15798.0,,,Centro poblado,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro3,cuadro3
15.0,15798.0,,,Rural disperso,7,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,1,2,0,0,0,0,0,0,0,2023,defunciones,Cuadro3,cuadro3
15.0,15798.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro3,cuadro3
15.0,15804.0,,15804 Tibaná,TOTAL,32,20,12,0,0,0,0,0,0,0,0,0,0,5,0,0,2,0,0,9,2,0,3,10,0,0,0,0,1,0,0,2023,defunciones,Cuadro3,cuadro3
15.0,15804.0,,,Cabecera municipal,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,2023,defunciones,Cuadro3,cuadro3
15.0,15804.0,,,Centro poblado,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro3,cuadro3
15.0,15804.0,,,Rural disperso,27,19,8,0,0,0,0,0,0,0,0,0,0,5,0,0,2,0,0,9,2,0,3,6,0,0,0,0,0,0,0,2023,defunciones,Cuadro3,cuadro3
15.0,15804.0,,,Sin información,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2023,defunciones,Cuadro3,cuadro3
15.0,15806.0,,15806 Tibasosa,TOTAL,30,17,13,0,0,0,0,0,0,0,0,0,0,4,1,0,3,1,0,7,4,0,3,7,0,0,0,0,0,0,0,2023,defunciones,Cuadro3,cuadro3
15.0,15806.0,,,Cabecera municipal,14,7,7,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,4,2,0,1,3,0,0,0,0,0,0,0,2023,defunciones,Cuadro3,cuadro3
15.0,15806.0,,,Centro poblado,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro3,cuadro3
15.0,15806.0,,,Rural disperso,15,9,6,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,2,2,0,2,4,0,0,0,0,0,0,0,2023,defunciones,Cuadro3,cuadro3
15.0,15806.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro3,cuadro3
15.0,15808.0,,15808 Tinjacá,TOTAL,8,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,0,0,2,1,0,0,0,0,0,0,0,2023,defunciones,Cuadro3,cuadro3
15.0,15808.0,,,Cabecera municipal,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2023,defunciones,Cuadro3,cuadro3
15.0,15808.0,,,Centro poblado,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro3,cuadro3
15.0,15808.0,,,Rural disperso,6,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,0,0,1,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro3,cuadro3
15.0,15808.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro3,cuadro3
15.0,15810.0,,15810 Tipacoque,TOTAL,6,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,2,0,0,0,0,0,0,0,2023,defunciones,Cuadro3,cuadro3
15.0,15810.0,,,Cabecera municipal,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,2023,defunciones,Cuadro3,cuadro3
15.0,15810.0,,,Centro poblado,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro3,cuadro3
15.0,15810.0,,,Rural disperso,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro3,cuadro3
15.0,15810.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro3,cuadro3
15.0,15814.0,,15814 Toca,TOTAL,23,11,12,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,4,2,0,5,7,0,0,0,0,0,0,0,2023,defunciones,Cuadro3,cuadro3
15.0,15814.0,,,Cabecera municipal,15,8,7,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,3,1,0,3,3,0,0,0,0,0,0,0,2023,defunciones,Cuadro3,cuadro3
15.0,15814.0,,,Centro poblado,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro3,cuadro3
15.0,15814.0,,,Rural disperso,8,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,4,0,0,0,0,0,0,0,2023,defunciones,Cuadro3,cuadro3
15.0,15814.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro3,cuadro3
15.0,15816.0,,15816 Togüí,TOTAL,19,13,6,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,5,3,0,5,1,0,0,1,0,0,0,0,2023,defunciones,Cuadro3,cuadro3
15.0,15816.0,,,Cabecera municipal,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,2023,defunciones,Cuadro3,cuadro3
15.0,15816.0,,,Centro poblado,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro3,cuadro3
15.0,15816.0,,,Rural disperso,16,11,5,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,3,3,0,5,1,0,0,0,0,0,0,0,2023,defunciones,Cuadro3,cuadro3
15.0,15816.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro3,cuadro3
15.0,15820.0,,15820 Tópaga,TOTAL,18,10,8,0,0,0,0,0,0,0,1,0,0,5,1,0,1,1,0,2,3,0,0,3,0,1,0,0,0,0,0,2023,defunciones,Cuadro3,cuadro3
15.0,15820.0,,,Cabecera municipal,3,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro3,cuadro3
15.0,15820.0,,,Centro poblado,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,2023,defunciones,Cuadro3,cuadro3
15.0,15820.0,,,Rural disperso,12,8,4,0,0,0,0,0,0,0,1,0,0,4,1,0,1,1,0,2,0,0,0,2,0,0,0,0,0,0,0,2023,defunciones,Cuadro3,cuadro3
15.0,15820.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro3,cuadro3
15.0,15822.0,,15822 Tota,TOTAL,10,6,4,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,3,0,2,1,0,0,0,0,0,0,0,2023,defunciones,Cuadro3,cuadro3
15.0,15822.0,,,Cabecera municipal,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro3,cuadro3
15.0,15822.0,,,Centro poblado,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro3,cuadro3
15.0,15822.0,,,Rural disperso,7,4,3,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,2,0,1,1,0,0,0,0,0,0,0,2023,defunciones,Cuadro3,cuadro3
15.0,15822.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro3,cuadro3
15.0,15832.0,,15832 Tununguá,TOTAL,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,2023,defunciones,Cuadro3,cuadro3
15.0,15832.0,,,Cabecera municipal,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro3,cuadro3
15.0,15832.0,,,Centro poblado,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro3,cuadro3
15.0,15832.0,,,Rural disperso,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2023,defunciones,Cuadro3,cuadro3
15.0,15832.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro3,cuadro3
15.0,15835.0,,15835 Turmequé,TOTAL,32,18,14,0,0,0,0,0,0,0,1,0,0,0,0,0,4,2,0,7,7,0,6,5,0,0,0,0,0,0,0,2023,defunciones,Cuadro3,cuadro3
15.0,15835.0,,,Cabecera municipal,15,8,7,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,2,3,0,3,3,0,0,0,0,0,0,0,2023,defunciones,Cuadro3,cuadro3
15.0,15835.0,,,Centro poblado,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro3,cuadro3
15.0,15835.0,,,Rural disperso,17,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,5,4,0,3,2,0,0,0,0,0,0,0,2023,defunciones,Cuadro3,cuadro3
15.0,15835.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro3,cuadro3
15.0,15837.0,,15837 Tuta,TOTAL,30,19,11,0,0,0,0,1,0,0,0,0,0,4,1,0,2,3,0,7,3,0,5,3,0,0,1,0,0,0,0,2023,defunciones,Cuadro3,cuadro3
