columna,columna_1,"CUADRO 6A - Nacimientos por peso al nacer, según departamento, municipio y área de residencia de la madre",columna_2,columna_3,columna_4,columna_5,columna_6,columna_7,columna_8,columna_9,columna_10,columna_11,columna_12,columna_13,año,tipo,hoja_origen,cuadro
5.0,5209.0,,,Cabecera municipal,2,0,0,0,0,1,1,0,0,0,2022,nacimientos,Cuadro6A,cuadro6a
5.0,5209.0,,,Centro poblado,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro6A,cuadro6a
5.0,5209.0,,,Rural disperso,8,0,0,0,0,2,3,3,0,0,2022,nacimientos,Cuadro6A,cuadro6a
5.0,5209.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro6A,cuadro6a
5.0,5212.0,,05212 Copacabana,Total,55,0,1,2,1,14,25,10,2,0,2022,nacimientos,Cuadro6A,cuadro6a
5.0,5212.0,,,Cabecera municipal,43,0,0,2,1,14,15,9,2,0,2022,nacimientos,Cuadro6A,cuadro6a
5.0,5212.0,,,Centro poblado,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro6A,cuadro6a
5.0,5212.0,,,Rural disperso,12,0,1,0,0,0,10,1,0,0,2022,nacimientos,Cuadro6A,cuadro6a
5.0,5212.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro6A,cuadro6a
5.0,5234.0,,05234 Dabeiba,Total,21,0,0,0,2,7,8,4,0,0,2022,nacimientos,Cuadro6A,cuadro6a
5.0,5234.0,,,Cabecera municipal,13,0,0,0,1,4,6,2,0,0,2022,nacimientos,Cuadro6A,cuadro6a
5.0,5234.0,,,Centro poblado,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro6A,cuadro6a
5.0,5234.0,,,Rural disperso,8,0,0,0,1,3,2,2,0,0,2022,nacimientos,Cuadro6A,cuadro6a
5.0,5234.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro6A,cuadro6a
5.0,5237.0,,05237 Don Matías,Total,17,0,0,2,0,6,7,2,0,0,2022,nacimientos,Cuadro6A,cuadro6a
5.0,5237.0,,,Cabecera municipal,9,0,0,1,0,6,2,0,0,0,2022,nacimientos,Cuadro6A,cuadro6a
5.0,5237.0,,,Centro poblado,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro6A,cuadro6a
5.0,5237.0,,,Rural disperso,8,0,0,1,0,0,5,2,0,0,2022,nacimientos,Cuadro6A,cuadro6a
5.0,5237.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro6A,cuadro6a
5.0,5240.0,,05240 Ebéjico,Total,5,0,0,0,1,3,0,1,0,0,2022,nacimientos,Cuadro6A,cuadro6a
5.0,5240.0,,,Cabecera municipal,1,0,0,0,1,0,0,0,0,0,2022,nacimientos,Cuadro6A,cuadro6a
5.0,5240.0,,,Centro poblado,2,0,0,0,0,1,0,1,0,0,2022,nacimientos,Cuadro6A,cuadro6a
5.0,5240.0,,,Rural disperso,2,0,0,0,0,2,0,0,0,0,2022,nacimientos,Cuadro6A,cuadro6a
5.0,5240.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro6A,cuadro6a
5.0,5250.0,,05250 El Bagre,Total,90,1,1,0,3,31,34,17,3,0,2022,nacimientos,Cuadro6A,cuadro6a
5.0,5250.0,,,Cabecera municipal,65,1,0,0,3,23,23,12,3,0,2022,nacimientos,Cuadro6A,cuadro6a
5.0,5250.0,,,Centro poblado,13,0,1,0,0,2,8,2,0,0,2022,nacimientos,Cuadro6A,cuadro6a
5.0,5250.0,,,Rural disperso,12,0,0,0,0,6,3,3,0,0,2022,nacimientos,Cuadro6A,cuadro6a
5.0,5250.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro6A,cuadro6a
5.0,5264.0,,05264 Entrerrios,Total,5,0,0,1,0,2,2,0,0,0,2022,nacimientos,Cuadro6A,cuadro6a
5.0,5264.0,,,Cabecera municipal,5,0,0,1,0,2,2,0,0,0,2022,nacimientos,Cuadro6A,cuadro6a
5.0,5264.0,,,Centro poblado,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro6A,cuadro6a
5.0,5264.0,,,Rural disperso,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro6A,cuadro6a
5.0,5264.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro6A,cuadro6a
5.0,5266.0,,05266 Envigado,Total,104,0,3,2,7,37,46,7,2,0,2022,nacimientos,Cuadro6A,cuadro6a
5.0,5266.0,,,Cabecera municipal,103,0,3,2,7,37,45,7,2,0,2022,nacimientos,Cuadro6A,cuadro6a
5.0,5266.0,,,Centro poblado,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro6A,cuadro6a
5.0,5266.0,,,Rural disperso,1,0,0,0,0,0,1,0,0,0,2022,nacimientos,Cuadro6A,cuadro6a
5.0,5266.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro6A,cuadro6a
5.0,5282.0,,05282 Fredonia,Total,8,0,0,1,2,2,1,2,0,0,2022,nacimientos,Cuadro6A,cuadro6a
5.0,5282.0,,,Cabecera municipal,3,0,0,0,1,1,0,1,0,0,2022,nacimientos,Cuadro6A,cuadro6a
5.0,5282.0,,,Centro poblado,2,0,0,0,0,1,0,1,0,0,2022,nacimientos,Cuadro6A,cuadro6a
5.0,5282.0,,,Rural disperso,3,0,0,1,1,0,1,0,0,0,2022,nacimientos,Cuadro6A,cuadro6a
5.0,5282.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro6A,cuadro6a
5.0,5284.0,,05284 Frontino,Total,26,0,0,1,2,4,16,2,1,0,2022,nacimientos,Cuadro6A,cuadro6a
5.0,5284.0,,,Cabecera municipal,10,0,0,0,0,2,6,1,1,0,2022,nacimientos,Cuadro6A,cuadro6a
5.0,5284.0,,,Centro poblado,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro6A,cuadro6a
5.0,5284.0,,,Rural disperso,16,0,0,1,2,2,10,1,0,0,2022,nacimientos,Cuadro6A,cuadro6a
5.0,5284.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro6A,cuadro6a
5.0,5306.0,,05306 Giraldo,Total,1,0,0,0,1,0,0,0,0,0,2022,nacimientos,Cuadro6A,cuadro6a
5.0,5306.0,,,Cabecera municipal,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro6A,cuadro6a
5.0,5306.0,,,Centro poblado,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro6A,cuadro6a
5.0,5306.0,,,Rural disperso,1,0,0,0,1,0,0,0,0,0,2022,nacimientos,Cuadro6A,cuadro6a
5.0,5306.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro6A,cuadro6a
5.0,5308.0,,05308 Girardota,Total,26,0,0,1,1,9,13,2,0,0,2022,nacimientos,Cuadro6A,cuadro6a
5.0,5308.0,,,Cabecera municipal,16,0,0,1,1,4,8,2,0,0,2022,nacimientos,Cuadro6A,cuadro6a
5.0,5308.0,,,Centro poblado,2,0,0,0,0,1,1,0,0,0,2022,nacimientos,Cuadro6A,cuadro6a
5.0,5308.0,,,Rural disperso,8,0,0,0,0,4,4,0,0,0,2022,nacimientos,Cuadro6A,cuadro6a
5.0,5308.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro6A,cuadro6a
5.0,5310.0,,05310 Gómez Plata,Total,6,0,0,0,0,1,4,1,0,0,2022,nacimientos,Cuadro6A,cuadro6a
5.0,5310.0,,,Cabecera municipal,5,0,0,0,0,1,4,0,0,0,2022,nacimientos,Cuadro6A,cuadro6a
5.0,5310.0,,,Centro poblado,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro6A,cuadro6a
5.0,5310.0,,,Rural disperso,1,0,0,0,0,0,0,1,0,0,2022,nacimientos,Cuadro6A,cuadro6a
5.0,5310.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro6A,cuadro6a
5.0,5313.0,,05313 Granada,Total,13,0,0,0,1,4,5,3,0,0,2022,nacimientos,Cuadro6A,cuadro6a
5.0,5313.0,,,Cabecera municipal,6,0,0,0,0,1,3,2,0,0,2022,nacimientos,Cuadro6A,cuadro6a
5.0,5313.0,,,Centro poblado,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro6A,cuadro6a
5.0,5313.0,,,Rural disperso,7,0,0,0,1,3,2,1,0,0,2022,nacimientos,Cuadro6A,cuadro6a
5.0,5313.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro6A,cuadro6a
5.0,5315.0,,05315 Guadalupe,Total,3,0,0,0,0,1,0,2,0,0,2022,nacimientos,Cuadro6A,cuadro6a
5.0,5315.0,,,Cabecera municipal,2,0,0,0,0,1,0,1,0,0,2022,nacimientos,Cuadro6A,cuadro6a
5.0,5315.0,,,Centro poblado,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro6A,cuadro6a
5.0,5315.0,,,Rural disperso,1,0,0,0,0,0,0,1,0,0,2022,nacimientos,Cuadro6A,cuadro6a
5.0,5315.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro6A,cuadro6a
5.0,5318.0,,05318 Guarne,Total,41,0,0,0,3,12,20,6,0,0,2022,nacimientos,Cuadro6A,cuadro6a
5.0,5318.0,,,Cabecera municipal,14,0,0,0,0,4,8,2,0,0,2022,nacimientos,Cuadro6A,cuadro6a
5.0,5318.0,,,Centro poblado,1,0,0,0,0,0,0,1,0,0,2022,nacimientos,Cuadro6A,cuadro6a
5.0,5318.0,,,Rural disperso,26,0,0,0,3,8,12,3,0,0,2022,nacimientos,Cuadro6A,cuadro6a
5.0,5318.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro6A,cuadro6a
5.0,5321.0,,05321 Guatapé,Total,11,0,0,0,2,5,3,1,0,0,2022,nacimientos,Cuadro6A,cuadro6a
5.0,5321.0,,,Cabecera municipal,7,0,0,0,1,4,1,1,0,0,2022,nacimientos,Cuadro6A,cuadro6a
5.0,5321.0,,,Centro poblado,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro6A,cuadro6a
5.0,5321.0,,,Rural disperso,4,0,0,0,1,1,2,0,0,0,2022,nacimientos,Cuadro6A,cuadro6a
5.0,5321.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro6A,cuadro6a
5.0,5347.0,,05347 Heliconia,Total,3,0,0,0,0,2,1,0,0,0,2022,nacimientos,Cuadro6A,cuadro6a
5.0,5347.0,,,Cabecera municipal,2,0,0,0,0,1,1,0,0,0,2022,nacimientos,Cuadro6A,cuadro6a
5.0,5347.0,,,Centro poblado,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro6A,cuadro6a
5.0,5347.0,,,Rural disperso,1,0,0,0,0,1,0,0,0,0,2022,nacimientos,Cuadro6A,cuadro6a
5.0,5347.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro6A,cuadro6a
5.0,5353.0,,05353 Hispania,Total,3,0,0,0,0,1,2,0,0,0,2022,nacimientos,Cuadro6A,cuadro6a
5.0,5353.0,,,Cabecera municipal,1,0,0,0,0,0,1,0,0,0,2022,nacimientos,Cuadro6A,cuadro6a
5.0,5353.0,,,Centro poblado,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro6A,cuadro6a
5.0,5353.0,,,Rural disperso,2,0,0,0,0,1,1,0,0,0,2022,nacimientos,Cuadro6A,cuadro6a
5.0,5353.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro6A,cuadro6a
5.0,5360.0,,05360 Itagüí,Total,177,1,0,2,25,59,64,23,3,0,2022,nacimientos,Cuadro6A,cuadro6a
5.0,5360.0,,,Cabecera municipal,133,1,0,1,16,47,50,18,0,0,2022,nacimientos,Cuadro6A,cuadro6a
5.0,5360.0,,,Centro poblado,39,0,0,1,9,10,12,4,3,0,2022,nacimientos,Cuadro6A,cuadro6a
5.0,5360.0,,,Rural disperso,5,0,0,0,0,2,2,1,0,0,2022,nacimientos,Cuadro6A,cuadro6a
5.0,5360.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro6A,cuadro6a
5.0,5361.0,,05361 Ituango,Total,24,0,0,1,1,7,7,7,1,0,2022,nacimientos,Cuadro6A,cuadro6a
5.0,5361.0,,,Cabecera municipal,10,0,0,0,0,3,5,2,0,0,2022,nacimientos,Cuadro6A,cuadro6a
5.0,5361.0,,,Centro poblado,2,0,0,0,1,0,0,1,0,0,2022,nacimientos,Cuadro6A,cuadro6a
5.0,5361.0,,,Rural disperso,12,0,0,1,0,4,2,4,1,0,2022,nacimientos,Cuadro6A,cuadro6a
5.0,5361.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro6A,cuadro6a
5.0,5364.0,,05364 Jardín,Total,14,0,0,0,1,2,8,3,0,0,2022,nacimientos,Cuadro6A,cuadro6a
5.0,5364.0,,,Cabecera municipal,5,0,0,0,1,0,2,2,0,0,2022,nacimientos,Cuadro6A,cuadro6a
5.0,5364.0,,,Centro poblado,1,0,0,0,0,1,0,0,0,0,2022,nacimientos,Cuadro6A,cuadro6a
5.0,5364.0,,,Rural disperso,8,0,0,0,0,1,6,1,0,0,2022,nacimientos,Cuadro6A,cuadro6a
5.0,5364.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro6A,cuadro6a
5.0,5368.0,,05368 Jericó,Total,5,0,0,0,0,1,3,0,1,0,2022,nacimientos,Cuadro6A,cuadro6a
5.0,5368.0,,,Cabecera municipal,2,0,0,0,0,1,1,0,0,0,2022,nacimientos,Cuadro6A,cuadro6a
5.0,5368.0,,,Centro poblado,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro6A,cuadro6a
5.0,5368.0,,,Rural disperso,3,0,0,0,0,0,2,0,1,0,2022,nacimientos,Cuadro6A,cuadro6a
5.0,5368.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro6A,cuadro6a
5.0,5376.0,,05376 La Ceja,Total,49,0,1,0,3,15,25,4,1,0,2022,nacimientos,Cuadro6A,cuadro6a
5.0,5376.0,,,Cabecera municipal,36,0,0,0,2,11,19,4,0,0,2022,nacimientos,Cuadro6A,cuadro6a
5.0,5376.0,,,Centro poblado,1,0,0,0,0,0,1,0,0,0,2022,nacimientos,Cuadro6A,cuadro6a
5.0,5376.0,,,Rural disperso,12,0,1,0,1,4,5,0,1,0,2022,nacimientos,Cuadro6A,cuadro6a
5.0,5376.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro6A,cuadro6a
5.0,5380.0,,05380 La Estrella,Total,35,0,0,0,7,10,15,2,1,0,2022,nacimientos,Cuadro6A,cuadro6a
5.0,5380.0,,,Cabecera municipal,32,0,0,0,7,9,14,1,1,0,2022,nacimientos,Cuadro6A,cuadro6a
5.0,5380.0,,,Centro poblado,2,0,0,0,0,0,1,1,0,0,2022,nacimientos,Cuadro6A,cuadro6a
5.0,5380.0,,,Rural disperso,1,0,0,0,0,1,0,0,0,0,2022,nacimientos,Cuadro6A,cuadro6a
5.0,5380.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro6A,cuadro6a
5.0,5390.0,,05390 La Pintada,Total,5,0,1,0,1,0,1,2,0,0,2022,nacimientos,Cuadro6A,cuadro6a
5.0,5390.0,,,Cabecera municipal,3,0,0,0,1,0,0,2,0,0,2022,nacimientos,Cuadro6A,cuadro6a
5.0,5390.0,,,Centro poblado,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro6A,cuadro6a
5.0,5390.0,,,Rural disperso,2,0,1,0,0,0,1,0,0,0,2022,nacimientos,Cuadro6A,cuadro6a
5.0,5390.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro6A,cuadro6a
5.0,5400.0,,05400 La Unión,Total,21,0,0,1,3,3,7,6,1,0,2022,nacimientos,Cuadro6A,cuadro6a
5.0,5400.0,,,Cabecera municipal,6,0,0,0,0,1,3,1,1,0,2022,nacimientos,Cuadro6A,cuadro6a
5.0,5400.0,,,Centro poblado,2,0,0,0,0,1,0,1,0,0,2022,nacimientos,Cuadro6A,cuadro6a
5.0,5400.0,,,Rural disperso,13,0,0,1,3,1,4,4,0,0,2022,nacimientos,Cuadro6A,cuadro6a
5.0,5400.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro6A,cuadro6a
5.0,5411.0,,05411 Liborina,Total,2,0,0,1,0,0,1,0,0,0,2022,nacimientos,Cuadro6A,cuadro6a
5.0,5411.0,,,Cabecera municipal,1,0,0,1,0,0,0,0,0,0,2022,nacimientos,Cuadro6A,cuadro6a
5.0,5411.0,,,Centro poblado,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro6A,cuadro6a
5.0,5411.0,,,Rural disperso,1,0,0,0,0,0,1,0,0,0,2022,nacimientos,Cuadro6A,cuadro6a
5.0,5411.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro6A,cuadro6a
5.0,5425.0,,05425 Maceo,Total,5,0,0,0,0,1,2,1,1,0,2022,nacimientos,Cuadro6A,cuadro6a
5.0,5425.0,,,Cabecera municipal,2,0,0,0,0,0,1,0,1,0,2022,nacimientos,Cuadro6A,cuadro6a
5.0,5425.0,,,Centro poblado,1,0,0,0,0,0,1,0,0,0,2022,nacimientos,Cuadro6A,cuadro6a
5.0,5425.0,,,Rural disperso,2,0,0,0,0,1,0,1,0,0,2022,nacimientos,Cuadro6A,cuadro6a
5.0,5425.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro6A,cuadro6a
5.0,5440.0,,05440 Marinilla,Total,61,0,0,0,8,21,23,7,2,0,2022,nacimientos,Cuadro6A,cuadro6a
5.0,5440.0,,,Cabecera municipal,38,0,0,0,6,10,16,5,1,0,2022,nacimientos,Cuadro6A,cuadro6a
5.0,5440.0,,,Centro poblado,1,0,0,0,0,1,0,0,0,0,2022,nacimientos,Cuadro6A,cuadro6a
5.0,5440.0,,,Rural disperso,22,0,0,0,2,10,7,2,1,0,2022,nacimientos,Cuadro6A,cuadro6a
5.0,5440.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro6A,cuadro6a
5.0,5467.0,,05467 Montebello,Total,4,0,0,0,3,0,1,0,0,0,2022,nacimientos,Cuadro6A,cuadro6a
5.0,5467.0,,,Cabecera municipal,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro6A,cuadro6a
5.0,5467.0,,,Centro poblado,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro6A,cuadro6a
5.0,5467.0,,,Rural disperso,4,0,0,0,3,0,1,0,0,0,2022,nacimientos,Cuadro6A,cuadro6a
5.0,5467.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro6A,cuadro6a
5.0,5475.0,,05475 Murindó,Total,6,0,0,0,0,1,4,1,0,0,2022,nacimientos,Cuadro6A,cuadro6a
5.0,5475.0,,,Cabecera municipal,3,0,0,0,0,0,3,0,0,0,2022,nacimientos,Cuadro6A,cuadro6a
5.0,5475.0,,,Centro poblado,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro6A,cuadro6a
5.0,5475.0,,,Rural disperso,3,0,0,0,0,1,1,1,0,0,2022,nacimientos,Cuadro6A,cuadro6a
5.0,5475.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro6A,cuadro6a
5.0,5480.0,,05480 Mutatá,Total,68,0,0,1,3,18,30,14,2,0,2022,nacimientos,Cuadro6A,cuadro6a
5.0,5480.0,,,Cabecera municipal,24,0,0,0,2,3,12,5,2,0,2022,nacimientos,Cuadro6A,cuadro6a
5.0,5480.0,,,Centro poblado,39,0,0,1,0,14,17,7,0,0,2022,nacimientos,Cuadro6A,cuadro6a
5.0,5480.0,,,Rural disperso,5,0,0,0,1,1,1,2,0,0,2022,nacimientos,Cuadro6A,cuadro6a
5.0,5480.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro6A,cuadro6a
5.0,5483.0,,05483 Nariño,Total,10,0,0,1,0,3,6,0,0,0,2022,nacimientos,Cuadro6A,cuadro6a
5.0,5483.0,,,Cabecera municipal,1,0,0,0,0,1,0,0,0,0,2022,nacimientos,Cuadro6A,cuadro6a
5.0,5483.0,,,Centro poblado,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro6A,cuadro6a
5.0,5483.0,,,Rural disperso,9,0,0,1,0,2,6,0,0,0,2022,nacimientos,Cuadro6A,cuadro6a
5.0,5483.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro6A,cuadro6a
5.0,5490.0,,05490 Necoclí,Total,97,2,1,2,6,31,44,10,1,0,2022,nacimientos,Cuadro6A,cuadro6a
5.0,5490.0,,,Cabecera municipal,27,1,0,0,1,9,13,2,1,0,2022,nacimientos,Cuadro6A,cuadro6a
5.0,5490.0,,,Centro poblado,34,0,1,2,3,12,11,5,0,0,2022,nacimientos,Cuadro6A,cuadro6a
5.0,5490.0,,,Rural disperso,36,1,0,0,2,10,20,3,0,0,2022,nacimientos,Cuadro6A,cuadro6a
5.0,5490.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro6A,cuadro6a
5.0,5495.0,,05495 Nechí,Total,43,0,0,0,4,8,25,6,0,0,2022,nacimientos,Cuadro6A,cuadro6a
5.0,5495.0,,,Cabecera municipal,30,0,0,0,2,6,17,5,0,0,2022,nacimientos,Cuadro6A,cuadro6a
5.0,5495.0,,,Centro poblado,1,0,0,0,0,0,1,0,0,0,2022,nacimientos,Cuadro6A,cuadro6a
5.0,5495.0,,,Rural disperso,12,0,0,0,2,2,7,1,0,0,2022,nacimientos,Cuadro6A,cuadro6a
5.0,5495.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro6A,cuadro6a
5.0,5501.0,,05501 Olaya,Total,3,0,0,0,0,0,1,2,0,0,2022,nacimientos,Cuadro6A,cuadro6a
5.0,5501.0,,,Cabecera municipal,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro6A,cuadro6a
5.0,5501.0,,,Centro poblado,3,0,0,0,0,0,1,2,0,0,2022,nacimientos,Cuadro6A,cuadro6a
5.0,5501.0,,,Rural disperso,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro6A,cuadro6a
5.0,5501.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro6A,cuadro6a
5.0,5541.0,,05541 Peñol,Total,25,0,0,1,1,6,14,3,0,0,2022,nacimientos,Cuadro6A,cuadro6a
5.0,5541.0,,,Cabecera municipal,12,0,0,0,0,3,7,2,0,0,2022,nacimientos,Cuadro6A,cuadro6a
5.0,5541.0,,,Centro poblado,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro6A,cuadro6a
5.0,5541.0,,,Rural disperso,13,0,0,1,1,3,7,1,0,0,2022,nacimientos,Cuadro6A,cuadro6a
5.0,5541.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro6A,cuadro6a
5.0,5543.0,,05543 Peque,Total,7,0,0,0,0,2,3,2,0,0,2022,nacimientos,Cuadro6A,cuadro6a
5.0,5543.0,,,Cabecera municipal,3,0,0,0,0,1,2,0,0,0,2022,nacimientos,Cuadro6A,cuadro6a
5.0,5543.0,,,Centro poblado,2,0,0,0,0,0,1,1,0,0,2022,nacimientos,Cuadro6A,cuadro6a
5.0,5543.0,,,Rural disperso,2,0,0,0,0,1,0,1,0,0,2022,nacimientos,Cuadro6A,cuadro6a
5.0,5543.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro6A,cuadro6a
5.0,5576.0,,05576 Pueblorrico,Total,5,0,0,1,1,0,2,0,1,0,2022,nacimientos,Cuadro6A,cuadro6a
5.0,5576.0,,,Cabecera municipal,2,0,0,0,0,0,2,0,0,0,2022,nacimientos,Cuadro6A,cuadro6a
5.0,5576.0,,,Centro poblado,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro6A,cuadro6a
5.0,5576.0,,,Rural disperso,3,0,0,1,1,0,0,0,1,0,2022,nacimientos,Cuadro6A,cuadro6a
5.0,5576.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro6A,cuadro6a
5.0,5579.0,,05579 Puerto Berrío,Total,61,1,1,0,1,21,28,8,1,0,2022,nacimientos,Cuadro6A,cuadro6a
5.0,5579.0,,,Cabecera municipal,46,1,0,0,1,14,23,7,0,0,2022,nacimientos,Cuadro6A,cuadro6a
5.0,5579.0,,,Centro poblado,3,0,0,0,0,3,0,0,0,0,2022,nacimientos,Cuadro6A,cuadro6a
5.0,5579.0,,,Rural disperso,12,0,1,0,0,4,5,1,1,0,2022,nacimientos,Cuadro6A,cuadro6a
5.0,5579.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro6A,cuadro6a
5.0,5585.0,,05585 Puerto Nare,Total,5,0,0,0,0,1,2,2,0,0,2022,nacimientos,Cuadro6A,cuadro6a
5.0,5585.0,,,Cabecera municipal,5,0,0,0,0,1,2,2,0,0,2022,nacimientos,Cuadro6A,cuadro6a
5.0,5585.0,,,Centro poblado,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro6A,cuadro6a
5.0,5585.0,,,Rural disperso,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro6A,cuadro6a
5.0,5585.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro6A,cuadro6a
5.0,5591.0,,05591 Puerto Triunfo,Total,23,0,0,0,2,7,11,2,1,0,2022,nacimientos,Cuadro6A,cuadro6a
5.0,5591.0,,,Cabecera municipal,3,0,0,0,0,2,1,0,0,0,2022,nacimientos,Cuadro6A,cuadro6a
5.0,5591.0,,,Centro poblado,14,0,0,0,1,5,5,2,1,0,2022,nacimientos,Cuadro6A,cuadro6a
5.0,5591.0,,,Rural disperso,6,0,0,0,1,0,5,0,0,0,2022,nacimientos,Cuadro6A,cuadro6a
5.0,5591.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro6A,cuadro6a
5.0,5604.0,,05604 Remedios,Total,33,0,0,1,1,13,11,7,0,0,2022,nacimientos,Cuadro6A,cuadro6a
5.0,5604.0,,,Cabecera municipal,22,0,0,0,0,9,6,7,0,0,2022,nacimientos,Cuadro6A,cuadro6a
5.0,5604.0,,,Centro poblado,1,0,0,0,0,0,1,0,0,0,2022,nacimientos,Cuadro6A,cuadro6a
5.0,5604.0,,,Rural disperso,10,0,0,1,1,4,4,0,0,0,2022,nacimientos,Cuadro6A,cuadro6a
5.0,5604.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro6A,cuadro6a
5.0,5607.0,,05607 Retiro,Total,15,0,0,0,2,6,6,0,1,0,2022,nacimientos,Cuadro6A,cuadro6a
