columna,"CUADRO 11 - Nacimientos por área y sexo, según departamento de residencia de la madre y pertenencia étnica del nacido vivo",columna_1,columna_2,columna_3,columna_4,columna_5,columna_6,columna_7,columna_8,columna_9,columna_10,columna_11,columna_12,columna_13,columna_14,columna_15,columna_16,columna_17,año,tipo,hoja_origen
76.0,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro11
81.0,81 Arauca,Total,323,171,152,0,105,92,0,17,7,0,49,53,0,0,0,0,2022,nacimientos,Cuadro11
81.0,,Indígena,12,8,4,0,1,1,0,0,0,0,7,3,0,0,0,0,2022,nacimientos,Cuadro11
81.0,,Rom (Gitano),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro11
81.0,,Raizal del archipiélago de San Andrés y Providencia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro11
81.0,,Palenquero de San Basilio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro11
81.0,,"Negro(a), mulato(a), afrocolombiano(a) o afrodescendiente",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro11
81.0,,Ninguno de las anteriores,311,163,148,0,104,91,0,17,7,0,42,50,0,0,0,0,2022,nacimientos,Cuadro11
81.0,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro11
85.0,85 Casanare,Total,501,250,251,0,189,188,0,11,7,0,50,56,0,0,0,0,2022,nacimientos,Cuadro11
85.0,,Indígena,3,2,1,0,0,0,0,0,0,0,2,1,0,0,0,0,2022,nacimientos,Cuadro11
85.0,,Rom (Gitano),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro11
85.0,,Raizal del archipiélago de San Andrés y Providencia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro11
85.0,,Palenquero de San Basilio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro11
85.0,,"Negro(a), mulato(a), afrocolombiano(a) o afrodescendiente",2,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro11
85.0,,Ninguno de las anteriores,496,248,248,0,189,186,0,11,7,0,48,55,0,0,0,0,2022,nacimientos,Cuadro11
85.0,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro11
86.0,86 Putumayo,Total,396,225,171,0,144,89,0,12,11,0,69,71,0,0,0,0,2022,nacimientos,Cuadro11
86.0,,Indígena,32,17,15,0,6,5,0,2,3,0,9,7,0,0,0,0,2022,nacimientos,Cuadro11
86.0,,Rom (Gitano),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro11
86.0,,Raizal del archipiélago de San Andrés y Providencia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro11
86.0,,Palenquero de San Basilio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro11
86.0,,"Negro(a), mulato(a), afrocolombiano(a) o afrodescendiente",6,2,4,0,2,2,0,0,2,0,0,0,0,0,0,0,2022,nacimientos,Cuadro11
86.0,,Ninguno de las anteriores,358,206,152,0,136,82,0,10,6,0,60,64,0,0,0,0,2022,nacimientos,Cuadro11
86.0,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro11
88.0,88 Archipiélago de San Andrés y Providencia,Total,49,24,25,0,19,16,0,4,6,0,1,3,0,0,0,0,2022,nacimientos,Cuadro11
88.0,,Indígena,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro11
88.0,,Rom (Gitano),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro11
88.0,,Raizal del archipiélago de San Andrés y Providencia,13,4,9,0,2,2,0,2,5,0,0,2,0,0,0,0,2022,nacimientos,Cuadro11
88.0,,Palenquero de San Basilio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro11
88.0,,"Negro(a), mulato(a), afrocolombiano(a) o afrodescendiente",10,5,5,0,4,5,0,0,0,0,1,0,0,0,0,0,2022,nacimientos,Cuadro11
88.0,,Ninguno de las anteriores,26,15,11,0,13,9,0,2,1,0,0,1,0,0,0,0,2022,nacimientos,Cuadro11
88.0,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro11
91.0,91 Amazonas,Total,77,38,39,0,23,25,0,5,7,0,10,7,0,0,0,0,2022,nacimientos,Cuadro11
91.0,,Indígena,37,17,20,0,7,7,0,4,7,0,6,6,0,0,0,0,2022,nacimientos,Cuadro11
91.0,,Rom (Gitano),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro11
91.0,,Raizal del archipiélago de San Andrés y Providencia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro11
91.0,,Palenquero de San Basilio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro11
91.0,,"Negro(a), mulato(a), afrocolombiano(a) o afrodescendiente",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro11
91.0,,Ninguno de las anteriores,40,21,19,0,16,18,0,1,0,0,4,1,0,0,0,0,2022,nacimientos,Cuadro11
91.0,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro11
94.0,94 Guainía,Total,82,42,40,0,31,33,0,0,0,0,11,7,0,0,0,0,2022,nacimientos,Cuadro11
94.0,,Indígena,53,24,29,0,15,23,0,0,0,0,9,6,0,0,0,0,2022,nacimientos,Cuadro11
94.0,,Rom (Gitano),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro11
94.0,,Raizal del archipiélago de San Andrés y Providencia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro11
94.0,,Palenquero de San Basilio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro11
94.0,,"Negro(a), mulato(a), afrocolombiano(a) o afrodescendiente",1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro11
94.0,,Ninguno de las anteriores,28,18,10,0,16,9,0,0,0,0,2,1,0,0,0,0,2022,nacimientos,Cuadro11
94.0,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro11
95.0,95 Guaviare,Total,96,40,56,0,20,34,0,0,2,0,20,20,0,0,0,0,2022,nacimientos,Cuadro11
95.0,,Indígena,6,3,3,0,0,1,0,0,0,0,3,2,0,0,0,0,2022,nacimientos,Cuadro11
95.0,,Rom (Gitano),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro11
95.0,,Raizal del archipiélago de San Andrés y Providencia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro11
95.0,,Palenquero de San Basilio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro11
95.0,,"Negro(a), mulato(a), afrocolombiano(a) o afrodescendiente",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro11
95.0,,Ninguno de las anteriores,90,37,53,0,20,33,0,0,2,0,17,18,0,0,0,0,2022,nacimientos,Cuadro11
95.0,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro11
97.0,97 Vaupés,Total,28,16,12,0,7,3,0,0,0,0,9,9,0,0,0,0,2022,nacimientos,Cuadro11
97.0,,Indígena,24,13,11,0,4,2,0,0,0,0,9,9,0,0,0,0,2022,nacimientos,Cuadro11
97.0,,Rom (Gitano),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro11
97.0,,Raizal del archipiélago de San Andrés y Providencia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro11
97.0,,Palenquero de San Basilio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro11
97.0,,"Negro(a), mulato(a), afrocolombiano(a) o afrodescendiente",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro11
97.0,,Ninguno de las anteriores,4,3,1,0,3,1,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro11
97.0,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro11
99.0,99 Vichada,Total,99,41,58,0,20,32,0,1,0,0,20,26,0,0,0,0,2022,nacimientos,Cuadro11
99.0,,Indígena,54,22,32,0,4,12,0,0,0,0,18,20,0,0,0,0,2022,nacimientos,Cuadro11
99.0,,Rom (Gitano),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro11
99.0,,Raizal del archipiélago de San Andrés y Providencia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro11
99.0,,Palenquero de San Basilio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro11
99.0,,"Negro(a), mulato(a), afrocolombiano(a) o afrodescendiente",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro11
99.0,,Ninguno de las anteriores,45,19,26,0,16,20,0,1,0,0,2,6,0,0,0,0,2022,nacimientos,Cuadro11
99.0,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro11
75.0,Extranjero,Total,551,271,280,0,0,0,0,0,0,0,0,0,0,271,280,0,2022,nacimientos,Cuadro11
75.0,,Indígena,66,35,31,0,0,0,0,0,0,0,0,0,0,35,31,0,2022,nacimientos,Cuadro11
75.0,,Rom (Gitano),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro11
75.0,,Raizal del archipiélago de San Andrés y Providencia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro11
75.0,,Palenquero de San Basilio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro11
75.0,,"Negro(a), mulato(a), afrocolombiano(a) o afrodescendiente",4,2,2,0,0,0,0,0,0,0,0,0,0,2,2,0,2022,nacimientos,Cuadro11
75.0,,Ninguno de las anteriores,481,234,247,0,0,0,0,0,0,0,0,0,0,234,247,0,2022,nacimientos,Cuadro11
75.0,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro11
1.0,Sin Información,Total,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2022,nacimientos,Cuadro11
1.0,,Indígena,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro11
1.0,,Rom (Gitano),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro11
1.0,,Raizal del archipiélago de San Andrés y Providencia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro11
1.0,,Palenquero de San Basilio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro11
1.0,,"Negro(a), mulato(a), afrocolombiano(a) o afrodescendiente",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro11
1.0,,Ninguno de las anteriores,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2022,nacimientos,Cuadro11
1.0,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro11
,Fuente: DANE - Estadísticas Vitales,,,,,,,,,,,,,,,,,,2022,nacimientos,Cuadro11
,Fecha de actualización: 25 de marzo de 2022,,,,,,,,,,,,,,,,,,2022,nacimientos,Cuadro11
