columna,"CUADRO 11 - Nacimientos por área y sexo, según departamento de residencia de la madre y pertenencia étnica del nacido vivo",columna_1,columna_2,columna_3,columna_4,columna_5,columna_6,columna_7,columna_8,columna_9,columna_10,columna_11,columna_12,columna_13,columna_14,columna_15,columna_16,columna_17,año,tipo,hoja_origen
5.0,,Rom (Gitano),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro11
5.0,,Raizal del archipiélago de San Andrés y Providencia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro11
5.0,,Palenquero de San Basilio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro11
5.0,,"Negro(a), mulato(a), afrocolombiano(a) o afrodescendiente",103,51,52,0,38,32,0,5,11,0,8,9,0,0,0,0,2022,nacimientos,Cuadro11
5.0,,Ninguno de las anteriores,5349,2726,2623,0,2035,1981,0,183,189,0,508,453,0,0,0,0,2022,nacimientos,Cuadro11
5.0,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro11
8.0,08 Atlántico,Total,2967,1532,1435,0,1494,1399,0,30,27,0,8,9,0,0,0,0,2022,nacimientos,Cuadro11
8.0,,Indígena,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro11
8.0,,Rom (Gitano),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro11
8.0,,Raizal del archipiélago de San Andrés y Providencia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro11
8.0,,Palenquero de San Basilio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro11
8.0,,"Negro(a), mulato(a), afrocolombiano(a) o afrodescendiente",31,20,11,0,18,9,0,2,2,0,0,0,0,0,0,0,2022,nacimientos,Cuadro11
8.0,,Ninguno de las anteriores,2935,1512,1423,0,1476,1389,0,28,25,0,8,9,0,0,0,0,2022,nacimientos,Cuadro11
8.0,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro11
11.0,11 Bogotá,Total,5154,2610,2543,1,2605,2537,1,2,0,0,3,6,0,0,0,0,2022,nacimientos,Cuadro11
11.0,,Indígena,12,6,6,0,6,6,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro11
11.0,,Rom (Gitano),1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro11
11.0,,Raizal del archipiélago de San Andrés y Providencia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro11
11.0,,Palenquero de San Basilio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro11
11.0,,"Negro(a), mulato(a), afrocolombiano(a) o afrodescendiente",13,8,5,0,8,5,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro11
11.0,,Ninguno de las anteriores,5128,2595,2532,1,2590,2526,1,2,0,0,3,6,0,0,0,0,2022,nacimientos,Cuadro11
11.0,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro11
13.0,13 Bolívar,Total,2830,1459,1371,0,1221,1181,0,152,116,0,86,74,0,0,0,0,2022,nacimientos,Cuadro11
13.0,,Indígena,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro11
13.0,,Rom (Gitano),1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2022,nacimientos,Cuadro11
13.0,,Raizal del archipiélago de San Andrés y Providencia,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro11
13.0,,Palenquero de San Basilio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro11
13.0,,"Negro(a), mulato(a), afrocolombiano(a) o afrodescendiente",81,37,44,0,30,37,0,5,5,0,2,2,0,0,0,0,2022,nacimientos,Cuadro11
13.0,,Ninguno de las anteriores,2746,1420,1326,0,1189,1144,0,147,110,0,84,72,0,0,0,0,2022,nacimientos,Cuadro11
13.0,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro11
15.0,15 Boyacá,Total,981,491,490,0,272,288,0,28,16,0,191,186,0,0,0,0,2022,nacimientos,Cuadro11
15.0,,Indígena,3,2,1,0,0,0,0,0,0,0,2,1,0,0,0,0,2022,nacimientos,Cuadro11
15.0,,Rom (Gitano),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro11
15.0,,Raizal del archipiélago de San Andrés y Providencia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro11
15.0,,Palenquero de San Basilio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro11
15.0,,"Negro(a), mulato(a), afrocolombiano(a) o afrodescendiente",2,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro11
15.0,,Ninguno de las anteriores,976,488,488,0,271,287,0,28,16,0,189,185,0,0,0,0,2022,nacimientos,Cuadro11
15.0,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro11
17.0,17 Caldas,Total,668,366,302,0,232,203,0,26,15,0,108,84,0,0,0,0,2022,nacimientos,Cuadro11
17.0,,Indígena,41,21,20,0,0,1,0,4,5,0,17,14,0,0,0,0,2022,nacimientos,Cuadro11
17.0,,Rom (Gitano),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro11
17.0,,Raizal del archipiélago de San Andrés y Providencia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro11
17.0,,Palenquero de San Basilio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro11
17.0,,"Negro(a), mulato(a), afrocolombiano(a) o afrodescendiente",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro11
17.0,,Ninguno de las anteriores,627,345,282,0,232,202,0,22,10,0,91,70,0,0,0,0,2022,nacimientos,Cuadro11
17.0,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro11
18.0,18 Caquetá,Total,488,241,247,0,167,159,0,12,18,0,62,70,0,0,0,0,2022,nacimientos,Cuadro11
18.0,,Indígena,7,4,3,0,1,1,0,0,0,0,3,2,0,0,0,0,2022,nacimientos,Cuadro11
18.0,,Rom (Gitano),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro11
18.0,,Raizal del archipiélago de San Andrés y Providencia,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro11
18.0,,Palenquero de San Basilio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro11
18.0,,"Negro(a), mulato(a), afrocolombiano(a) o afrodescendiente",5,2,3,0,2,3,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro11
18.0,,Ninguno de las anteriores,475,235,240,0,164,154,0,12,18,0,59,68,0,0,0,0,2022,nacimientos,Cuadro11
18.0,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro11
19.0,19 Cauca,Total,1332,674,658,0,226,245,0,82,62,0,366,351,0,0,0,0,2022,nacimientos,Cuadro11
19.0,,Indígena,255,125,130,0,8,9,0,10,5,0,107,116,0,0,0,0,2022,nacimientos,Cuadro11
19.0,,Rom (Gitano),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro11
19.0,,Raizal del archipiélago de San Andrés y Providencia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro11
19.0,,Palenquero de San Basilio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro11
19.0,,"Negro(a), mulato(a), afrocolombiano(a) o afrodescendiente",118,58,60,0,27,27,0,8,7,0,23,26,0,0,0,0,2022,nacimientos,Cuadro11
19.0,,Ninguno de las anteriores,959,491,468,0,191,209,0,64,50,0,236,209,0,0,0,0,2022,nacimientos,Cuadro11
19.0,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro11
20.0,20 Cesar,Total,1785,886,899,0,699,698,0,112,122,0,75,79,0,0,0,0,2022,nacimientos,Cuadro11
20.0,,Indígena,28,11,17,0,3,9,0,6,3,0,2,5,0,0,0,0,2022,nacimientos,Cuadro11
20.0,,Rom (Gitano),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro11
20.0,,Raizal del archipiélago de San Andrés y Providencia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro11
20.0,,Palenquero de San Basilio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro11
20.0,,"Negro(a), mulato(a), afrocolombiano(a) o afrodescendiente",51,23,28,0,20,24,0,1,3,0,2,1,0,0,0,0,2022,nacimientos,Cuadro11
20.0,,Ninguno de las anteriores,1706,852,854,0,676,665,0,105,116,0,71,73,0,0,0,0,2022,nacimientos,Cuadro11
20.0,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro11
23.0,23 Córdoba,Total,1951,1003,948,0,609,562,0,111,141,0,283,245,0,0,0,0,2022,nacimientos,Cuadro11
23.0,,Indígena,22,7,15,0,0,2,0,0,1,0,7,12,0,0,0,0,2022,nacimientos,Cuadro11
23.0,,Rom (Gitano),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro11
23.0,,Raizal del archipiélago de San Andrés y Providencia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro11
23.0,,Palenquero de San Basilio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro11
23.0,,"Negro(a), mulato(a), afrocolombiano(a) o afrodescendiente",1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro11
23.0,,Ninguno de las anteriores,1928,995,933,0,608,560,0,111,140,0,276,233,0,0,0,0,2022,nacimientos,Cuadro11
23.0,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro11
25.0,25 Cundinamarca,Total,2562,1293,1269,0,910,906,0,17,14,0,366,349,0,0,0,0,2022,nacimientos,Cuadro11
25.0,,Indígena,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro11
25.0,,Rom (Gitano),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro11
25.0,,Raizal del archipiélago de San Andrés y Providencia,2,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro11
25.0,,Palenquero de San Basilio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro11
25.0,,"Negro(a), mulato(a), afrocolombiano(a) o afrodescendiente",4,2,2,0,1,1,0,0,0,0,1,1,0,0,0,0,2022,nacimientos,Cuadro11
25.0,,Ninguno de las anteriores,2554,1289,1265,0,907,903,0,17,14,0,365,348,0,0,0,0,2022,nacimientos,Cuadro11
25.0,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro11
27.0,27 Chocó,Total,522,269,253,0,199,201,0,32,26,0,38,26,0,0,0,0,2022,nacimientos,Cuadro11
27.0,,Indígena,41,26,15,0,11,7,0,6,3,0,9,5,0,0,0,0,2022,nacimientos,Cuadro11
27.0,,Rom (Gitano),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro11
27.0,,Raizal del archipiélago de San Andrés y Providencia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro11
27.0,,Palenquero de San Basilio,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2022,nacimientos,Cuadro11
27.0,,"Negro(a), mulato(a), afrocolombiano(a) o afrodescendiente",341,172,169,0,150,149,0,10,9,0,12,11,0,0,0,0,2022,nacimientos,Cuadro11
27.0,,Ninguno de las anteriores,139,71,68,0,38,45,0,16,13,0,17,10,0,0,0,0,2022,nacimientos,Cuadro11
27.0,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro11
41.0,41 Huila,Total,1358,711,647,0,416,373,0,74,69,0,221,205,0,0,0,0,2022,nacimientos,Cuadro11
41.0,,Indígena,17,8,9,0,0,0,0,2,1,0,6,8,0,0,0,0,2022,nacimientos,Cuadro11
41.0,,Rom (Gitano),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro11
41.0,,Raizal del archipiélago de San Andrés y Providencia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro11
41.0,,Palenquero de San Basilio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro11
41.0,,"Negro(a), mulato(a), afrocolombiano(a) o afrodescendiente",2,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro11
41.0,,Ninguno de las anteriores,1339,702,637,0,415,372,0,72,68,0,215,197,0,0,0,0,2022,nacimientos,Cuadro11
41.0,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro11
44.0,44 La Guajira,Total,1840,952,888,0,510,476,0,95,80,0,347,332,0,0,0,0,2022,nacimientos,Cuadro11
44.0,,Indígena,993,507,486,0,154,146,0,54,50,0,299,290,0,0,0,0,2022,nacimientos,Cuadro11
44.0,,Rom (Gitano),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro11
44.0,,Raizal del archipiélago de San Andrés y Providencia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro11
44.0,,Palenquero de San Basilio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro11
44.0,,"Negro(a), mulato(a), afrocolombiano(a) o afrodescendiente",9,4,5,0,4,4,0,0,1,0,0,0,0,0,0,0,2022,nacimientos,Cuadro11
44.0,,Ninguno de las anteriores,838,441,397,0,352,326,0,41,29,0,48,42,0,0,0,0,2022,nacimientos,Cuadro11
44.0,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro11
47.0,47 Magdalena,Total,1658,848,810,0,650,624,0,160,142,0,38,44,0,0,0,0,2022,nacimientos,Cuadro11
47.0,,Indígena,5,2,3,0,1,1,0,0,1,0,1,1,0,0,0,0,2022,nacimientos,Cuadro11
47.0,,Rom (Gitano),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro11
47.0,,Raizal del archipiélago de San Andrés y Providencia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro11
47.0,,Palenquero de San Basilio,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro11
47.0,,"Negro(a), mulato(a), afrocolombiano(a) o afrodescendiente",3,2,1,0,1,1,0,1,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro11
47.0,,Ninguno de las anteriores,1649,844,805,0,648,621,0,159,141,0,37,43,0,0,0,0,2022,nacimientos,Cuadro11
47.0,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro11
50.0,50 Meta,Total,1156,605,551,0,496,442,0,26,19,0,83,90,0,0,0,0,2022,nacimientos,Cuadro11
50.0,,Indígena,45,21,24,0,5,4,0,0,1,0,16,19,0,0,0,0,2022,nacimientos,Cuadro11
50.0,,Rom (Gitano),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro11
50.0,,Raizal del archipiélago de San Andrés y Providencia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro11
50.0,,Palenquero de San Basilio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro11
50.0,,"Negro(a), mulato(a), afrocolombiano(a) o afrodescendiente",1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro11
50.0,,Ninguno de las anteriores,1110,584,526,0,491,437,0,26,18,0,67,71,0,0,0,0,2022,nacimientos,Cuadro11
50.0,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro11
52.0,52 Nariño,Total,1173,587,586,0,314,321,0,80,98,0,193,167,0,0,0,0,2022,nacimientos,Cuadro11
52.0,,Indígena,129,65,64,0,18,11,0,7,16,0,40,37,0,0,0,0,2022,nacimientos,Cuadro11
52.0,,Rom (Gitano),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro11
52.0,,Raizal del archipiélago de San Andrés y Providencia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro11
52.0,,Palenquero de San Basilio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro11
52.0,,"Negro(a), mulato(a), afrocolombiano(a) o afrodescendiente",307,163,144,0,84,84,0,19,24,0,60,36,0,0,0,0,2022,nacimientos,Cuadro11
52.0,,Ninguno de las anteriores,737,359,378,0,212,226,0,54,58,0,93,94,0,0,0,0,2022,nacimientos,Cuadro11
52.0,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro11
54.0,54 Norte de Santander,Total,1808,916,892,0,741,701,0,51,32,0,124,159,0,0,0,0,2022,nacimientos,Cuadro11
54.0,,Indígena,7,2,5,0,0,2,0,1,1,0,1,2,0,0,0,0,2022,nacimientos,Cuadro11
54.0,,Rom (Gitano),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro11
54.0,,Raizal del archipiélago de San Andrés y Providencia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro11
54.0,,Palenquero de San Basilio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro11
54.0,,"Negro(a), mulato(a), afrocolombiano(a) o afrodescendiente",6,2,4,0,2,3,0,0,0,0,0,1,0,0,0,0,2022,nacimientos,Cuadro11
54.0,,Ninguno de las anteriores,1795,912,883,0,739,696,0,50,31,0,123,156,0,0,0,0,2022,nacimientos,Cuadro11
54.0,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro11
63.0,63 Quindío,Total,383,200,183,0,180,164,0,4,5,0,16,14,0,0,0,0,2022,nacimientos,Cuadro11
63.0,,Indígena,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2022,nacimientos,Cuadro11
63.0,,Rom (Gitano),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro11
63.0,,Raizal del archipiélago de San Andrés y Providencia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro11
63.0,,Palenquero de San Basilio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro11
63.0,,"Negro(a), mulato(a), afrocolombiano(a) o afrodescendiente",3,1,2,0,1,2,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro11
63.0,,Ninguno de las anteriores,379,198,181,0,179,162,0,4,5,0,15,14,0,0,0,0,2022,nacimientos,Cuadro11
63.0,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro11
66.0,66 Risaralda,Total,711,328,383,0,274,277,0,14,21,0,40,85,0,0,0,0,2022,nacimientos,Cuadro11
66.0,,Indígena,49,14,35,0,1,2,0,0,3,0,13,30,0,0,0,0,2022,nacimientos,Cuadro11
66.0,,Rom (Gitano),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro11
66.0,,Raizal del archipiélago de San Andrés y Providencia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro11
66.0,,Palenquero de San Basilio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro11
66.0,,"Negro(a), mulato(a), afrocolombiano(a) o afrodescendiente",10,4,6,0,3,3,0,1,1,0,0,2,0,0,0,0,2022,nacimientos,Cuadro11
66.0,,Ninguno de las anteriores,652,310,342,0,270,272,0,13,17,0,27,53,0,0,0,0,2022,nacimientos,Cuadro11
66.0,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro11
68.0,68 Santander,Total,2035,1070,965,0,825,729,0,35,34,0,210,202,0,0,0,0,2022,nacimientos,Cuadro11
68.0,,Indígena,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2022,nacimientos,Cuadro11
68.0,,Rom (Gitano),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro11
68.0,,Raizal del archipiélago de San Andrés y Providencia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro11
68.0,,Palenquero de San Basilio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro11
68.0,,"Negro(a), mulato(a), afrocolombiano(a) o afrodescendiente",7,5,2,0,3,1,0,0,0,0,2,1,0,0,0,0,2022,nacimientos,Cuadro11
68.0,,Ninguno de las anteriores,2027,1064,963,0,822,728,0,35,34,0,207,201,0,0,0,0,2022,nacimientos,Cuadro11
68.0,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro11
70.0,70 Sucre,Total,1127,614,513,0,436,372,0,103,84,0,75,57,0,0,0,0,2022,nacimientos,Cuadro11
70.0,,Indígena,2,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,2022,nacimientos,Cuadro11
70.0,,Rom (Gitano),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro11
70.0,,Raizal del archipiélago de San Andrés y Providencia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro11
70.0,,Palenquero de San Basilio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro11
70.0,,"Negro(a), mulato(a), afrocolombiano(a) o afrodescendiente",1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro11
70.0,,Ninguno de las anteriores,1124,612,512,0,436,372,0,102,83,0,74,57,0,0,0,0,2022,nacimientos,Cuadro11
70.0,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro11
73.0,73 Tolima,Total,1272,662,610,0,451,401,0,61,59,0,150,150,0,0,0,0,2022,nacimientos,Cuadro11
73.0,,Indígena,4,4,0,0,1,0,0,0,0,0,3,0,0,0,0,0,2022,nacimientos,Cuadro11
73.0,,Rom (Gitano),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro11
73.0,,Raizal del archipiélago de San Andrés y Providencia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro11
73.0,,Palenquero de San Basilio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro11
73.0,,"Negro(a), mulato(a), afrocolombiano(a) o afrodescendiente",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro11
73.0,,Ninguno de las anteriores,1268,658,610,0,450,401,0,61,59,0,147,150,0,0,0,0,2022,nacimientos,Cuadro11
73.0,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro11
76.0,76 Valle del Cauca,Total,3496,1758,1738,0,1556,1500,0,119,149,0,83,89,0,0,0,0,2022,nacimientos,Cuadro11
76.0,,Indígena,24,7,17,0,4,4,0,0,2,0,3,11,0,0,0,0,2022,nacimientos,Cuadro11
76.0,,Rom (Gitano),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro11
76.0,,Raizal del archipiélago de San Andrés y Providencia,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2022,nacimientos,Cuadro11
76.0,,Palenquero de San Basilio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro11
76.0,,"Negro(a), mulato(a), afrocolombiano(a) o afrodescendiente",536,294,242,0,278,219,0,11,18,0,5,5,0,0,0,0,2022,nacimientos,Cuadro11
76.0,,Ninguno de las anteriores,2935,1456,1479,0,1274,1277,0,108,129,0,74,73,0,0,0,0,2022,nacimientos,Cuadro11
