columna,columna_1,"CUADRO 13 - Nacimientos por nivel educativo de la madre según departamento, municipio de residencia y grupo de edad de la madre",columna_2,columna_3,columna_4,columna_5,columna_6,columna_7,columna_8,columna_9,columna_10,columna_11,columna_12,columna_13,columna_14,columna_15,columna_16,columna_17,columna_18,año,tipo,hoja_origen
5.0,5001.0,,,De 15-19 Años,230,0,32,101,86,4,0,1,3,0,0,0,0,1,2,2022,nacimientos,Cuadro13
5.0,5001.0,,,De 20-24 Años,510,0,18,78,281,8,0,82,17,22,0,0,0,1,3,2022,nacimientos,Cuadro13
5.0,5001.0,,,De 25-29 Años,514,1,15,62,198,8,1,76,43,98,4,3,0,0,5,2022,nacimientos,Cuadro13
5.0,5001.0,,,De 30-34 Años,360,1,17,30,100,8,0,71,25,101,3,4,0,0,0,2022,nacimientos,Cuadro13
5.0,5001.0,,,De 35-39 Años,178,0,7,17,42,2,0,17,9,74,5,3,0,2,0,2022,nacimientos,Cuadro13
5.0,5001.0,,,De 40-44 Años,42,0,3,4,13,0,0,3,1,15,2,0,0,1,0,2022,nacimientos,Cuadro13
5.0,5001.0,,,De 45-49 Años,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2022,nacimientos,Cuadro13
5.0,5001.0,,,De 50-54 Años,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro13
5.0,5001.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro13
5.0,5002.0,,05002 Abejorral,Total,16,0,2,7,4,0,0,1,1,1,0,0,0,0,0,2022,nacimientos,Cuadro13
5.0,5002.0,,,De 10-14 Años,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro13
5.0,5002.0,,,De 15-19 Años,5,0,2,3,0,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro13
5.0,5002.0,,,De 20-24 Años,5,0,0,3,2,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro13
5.0,5002.0,,,De 25-29 Años,4,0,0,0,2,0,0,1,1,0,0,0,0,0,0,2022,nacimientos,Cuadro13
5.0,5002.0,,,De 30-34 Años,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2022,nacimientos,Cuadro13
5.0,5002.0,,,De 35-39 Años,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro13
5.0,5002.0,,,De 40-44 Años,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro13
5.0,5002.0,,,De 45-49 Años,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro13
5.0,5002.0,,,De 50-54 Años,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro13
5.0,5002.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro13
5.0,5004.0,,05004 Abriaquí,Total,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro13
5.0,5004.0,,,De 10-14 Años,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro13
5.0,5004.0,,,De 15-19 Años,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro13
5.0,5004.0,,,De 20-24 Años,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro13
5.0,5004.0,,,De 25-29 Años,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro13
5.0,5004.0,,,De 30-34 Años,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro13
5.0,5004.0,,,De 35-39 Años,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro13
5.0,5004.0,,,De 40-44 Años,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro13
5.0,5004.0,,,De 45-49 Años,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro13
5.0,5004.0,,,De 50-54 Años,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro13
5.0,5004.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro13
5.0,5021.0,,05021 Alejandría,Total,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2022,nacimientos,Cuadro13
5.0,5021.0,,,De 10-14 Años,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro13
5.0,5021.0,,,De 15-19 Años,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro13
5.0,5021.0,,,De 20-24 Años,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro13
5.0,5021.0,,,De 25-29 Años,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro13
5.0,5021.0,,,De 30-34 Años,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2022,nacimientos,Cuadro13
5.0,5021.0,,,De 35-39 Años,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro13
5.0,5021.0,,,De 40-44 Años,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro13
5.0,5021.0,,,De 45-49 Años,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro13
5.0,5021.0,,,De 50-54 Años,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro13
5.0,5021.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro13
5.0,5030.0,,05030 Amagá,Total,22,0,2,5,7,1,0,2,1,3,0,0,0,0,1,2022,nacimientos,Cuadro13
5.0,5030.0,,,De 10-14 Años,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro13
5.0,5030.0,,,De 15-19 Años,3,0,0,2,0,1,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro13
5.0,5030.0,,,De 20-24 Años,6,0,0,0,5,0,0,1,0,0,0,0,0,0,0,2022,nacimientos,Cuadro13
5.0,5030.0,,,De 25-29 Años,10,0,0,3,2,0,0,1,1,2,0,0,0,0,1,2022,nacimientos,Cuadro13
5.0,5030.0,,,De 30-34 Años,3,0,2,0,0,0,0,0,0,1,0,0,0,0,0,2022,nacimientos,Cuadro13
5.0,5030.0,,,De 35-39 Años,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro13
5.0,5030.0,,,De 40-44 Años,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro13
5.0,5030.0,,,De 45-49 Años,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro13
5.0,5030.0,,,De 50-54 Años,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro13
5.0,5030.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro13
5.0,5031.0,,05031 Amalfi,Total,28,1,7,8,9,0,0,1,0,1,0,0,0,1,0,2022,nacimientos,Cuadro13
5.0,5031.0,,,De 10-14 Años,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro13
5.0,5031.0,,,De 15-19 Años,4,0,1,2,1,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro13
5.0,5031.0,,,De 20-24 Años,8,0,2,2,4,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro13
5.0,5031.0,,,De 25-29 Años,8,1,2,3,1,0,0,1,0,0,0,0,0,0,0,2022,nacimientos,Cuadro13
5.0,5031.0,,,De 30-34 Años,5,0,1,1,2,0,0,0,0,1,0,0,0,0,0,2022,nacimientos,Cuadro13
5.0,5031.0,,,De 35-39 Años,3,0,1,0,1,0,0,0,0,0,0,0,0,1,0,2022,nacimientos,Cuadro13
5.0,5031.0,,,De 40-44 Años,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro13
5.0,5031.0,,,De 45-49 Años,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro13
5.0,5031.0,,,De 50-54 Años,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro13
5.0,5031.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro13
5.0,5034.0,,05034 Andes,Total,30,0,6,12,9,0,0,1,0,1,0,0,0,0,1,2022,nacimientos,Cuadro13
5.0,5034.0,,,De 10-14 Años,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro13
5.0,5034.0,,,De 15-19 Años,8,0,2,2,3,0,0,0,0,0,0,0,0,0,1,2022,nacimientos,Cuadro13
5.0,5034.0,,,De 20-24 Años,9,0,2,4,2,0,0,1,0,0,0,0,0,0,0,2022,nacimientos,Cuadro13
5.0,5034.0,,,De 25-29 Años,5,0,0,4,0,0,0,0,0,1,0,0,0,0,0,2022,nacimientos,Cuadro13
5.0,5034.0,,,De 30-34 Años,5,0,2,1,2,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro13
5.0,5034.0,,,De 35-39 Años,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro13
5.0,5034.0,,,De 40-44 Años,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro13
5.0,5034.0,,,De 45-49 Años,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro13
5.0,5034.0,,,De 50-54 Años,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro13
5.0,5034.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro13
5.0,5036.0,,05036 Ángelópolis,Total,8,0,1,1,3,1,0,2,0,0,0,0,0,0,0,2022,nacimientos,Cuadro13
5.0,5036.0,,,De 10-14 Años,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro13
5.0,5036.0,,,De 15-19 Años,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro13
5.0,5036.0,,,De 20-24 Años,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2022,nacimientos,Cuadro13
5.0,5036.0,,,De 25-29 Años,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro13
5.0,5036.0,,,De 30-34 Años,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2022,nacimientos,Cuadro13
5.0,5036.0,,,De 35-39 Años,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro13
5.0,5036.0,,,De 40-44 Años,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro13
5.0,5036.0,,,De 45-49 Años,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro13
5.0,5036.0,,,De 50-54 Años,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro13
5.0,5036.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro13
5.0,5038.0,,05038 Angostura,Total,11,0,3,4,3,0,0,1,0,0,0,0,0,0,0,2022,nacimientos,Cuadro13
5.0,5038.0,,,De 10-14 Años,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro13
5.0,5038.0,,,De 15-19 Años,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro13
5.0,5038.0,,,De 20-24 Años,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro13
5.0,5038.0,,,De 25-29 Años,5,0,0,3,2,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro13
5.0,5038.0,,,De 30-34 Años,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro13
5.0,5038.0,,,De 35-39 Años,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2022,nacimientos,Cuadro13
5.0,5038.0,,,De 40-44 Años,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro13
5.0,5038.0,,,De 45-49 Años,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro13
5.0,5038.0,,,De 50-54 Años,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro13
5.0,5038.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro13
5.0,5040.0,,05040 Anorí,Total,27,1,4,8,10,0,0,1,0,1,0,0,0,1,1,2022,nacimientos,Cuadro13
5.0,5040.0,,,De 10-14 Años,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro13
5.0,5040.0,,,De 15-19 Años,10,0,0,4,6,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro13
5.0,5040.0,,,De 20-24 Años,8,0,2,4,2,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro13
5.0,5040.0,,,De 25-29 Años,4,1,1,0,0,0,0,0,0,0,0,0,0,1,1,2022,nacimientos,Cuadro13
5.0,5040.0,,,De 30-34 Años,4,0,1,0,2,0,0,1,0,0,0,0,0,0,0,2022,nacimientos,Cuadro13
5.0,5040.0,,,De 35-39 Años,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2022,nacimientos,Cuadro13
5.0,5040.0,,,De 40-44 Años,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro13
5.0,5040.0,,,De 45-49 Años,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro13
5.0,5040.0,,,De 50-54 Años,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro13
5.0,5040.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro13
5.0,5042.0,,05042 Santafé de Antioquia,Total,30,0,1,12,14,0,0,2,1,0,0,0,0,0,0,2022,nacimientos,Cuadro13
5.0,5042.0,,,De 10-14 Años,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro13
5.0,5042.0,,,De 15-19 Años,5,0,0,2,3,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro13
5.0,5042.0,,,De 20-24 Años,7,0,0,3,4,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro13
5.0,5042.0,,,De 25-29 Años,8,0,0,3,4,0,0,1,0,0,0,0,0,0,0,2022,nacimientos,Cuadro13
5.0,5042.0,,,De 30-34 Años,6,0,1,3,2,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro13
5.0,5042.0,,,De 35-39 Años,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2022,nacimientos,Cuadro13
5.0,5042.0,,,De 40-44 Años,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2022,nacimientos,Cuadro13
5.0,5042.0,,,De 45-49 Años,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro13
5.0,5042.0,,,De 50-54 Años,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro13
5.0,5042.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro13
5.0,5044.0,,05044 Anzá,Total,8,0,3,2,3,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro13
5.0,5044.0,,,De 10-14 Años,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro13
5.0,5044.0,,,De 15-19 Años,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro13
5.0,5044.0,,,De 20-24 Años,3,0,0,1,2,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro13
5.0,5044.0,,,De 25-29 Años,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro13
5.0,5044.0,,,De 30-34 Años,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro13
5.0,5044.0,,,De 35-39 Años,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro13
5.0,5044.0,,,De 40-44 Años,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro13
5.0,5044.0,,,De 45-49 Años,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro13
5.0,5044.0,,,De 50-54 Años,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro13
5.0,5044.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro13
5.0,5045.0,,05045 Apartadó,Total,139,0,8,27,71,2,0,11,8,11,0,0,0,1,0,2022,nacimientos,Cuadro13
5.0,5045.0,,,De 10-14 Años,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro13
5.0,5045.0,,,De 15-19 Años,21,0,1,7,13,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro13
5.0,5045.0,,,De 20-24 Años,43,0,1,12,24,0,0,3,1,2,0,0,0,0,0,2022,nacimientos,Cuadro13
5.0,5045.0,,,De 25-29 Años,33,0,2,4,12,2,0,3,6,3,0,0,0,1,0,2022,nacimientos,Cuadro13
5.0,5045.0,,,De 30-34 Años,27,0,3,2,15,0,0,3,1,3,0,0,0,0,0,2022,nacimientos,Cuadro13
5.0,5045.0,,,De 35-39 Años,7,0,0,1,3,0,0,1,0,2,0,0,0,0,0,2022,nacimientos,Cuadro13
5.0,5045.0,,,De 40-44 Años,7,0,1,0,4,0,0,1,0,1,0,0,0,0,0,2022,nacimientos,Cuadro13
5.0,5045.0,,,De 45-49 Años,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro13
5.0,5045.0,,,De 50-54 Años,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro13
5.0,5045.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro13
5.0,5051.0,,05051 Arboletes,Total,43,0,6,16,14,0,0,0,2,0,0,0,0,1,4,2022,nacimientos,Cuadro13
5.0,5051.0,,,De 10-14 Años,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro13
5.0,5051.0,,,De 15-19 Años,14,0,2,8,3,0,0,0,0,0,0,0,0,0,1,2022,nacimientos,Cuadro13
5.0,5051.0,,,De 20-24 Años,12,0,1,4,5,0,0,0,1,0,0,0,0,0,1,2022,nacimientos,Cuadro13
5.0,5051.0,,,De 25-29 Años,6,0,0,3,2,0,0,0,1,0,0,0,0,0,0,2022,nacimientos,Cuadro13
5.0,5051.0,,,De 30-34 Años,8,0,1,1,3,0,0,0,0,0,0,0,0,1,2,2022,nacimientos,Cuadro13
5.0,5051.0,,,De 35-39 Años,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro13
5.0,5051.0,,,De 40-44 Años,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro13
5.0,5051.0,,,De 45-49 Años,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro13
5.0,5051.0,,,De 50-54 Años,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro13
5.0,5051.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro13
5.0,5055.0,,05055 Argelia,Total,5,0,2,2,1,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro13
5.0,5055.0,,,De 10-14 Años,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro13
5.0,5055.0,,,De 15-19 Años,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro13
5.0,5055.0,,,De 20-24 Años,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro13
5.0,5055.0,,,De 25-29 Años,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro13
5.0,5055.0,,,De 30-34 Años,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro13
5.0,5055.0,,,De 35-39 Años,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro13
5.0,5055.0,,,De 40-44 Años,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro13
5.0,5055.0,,,De 45-49 Años,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro13
5.0,5055.0,,,De 50-54 Años,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro13
5.0,5055.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro13
5.0,5059.0,,05059 Armenia,Total,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro13
5.0,5059.0,,,De 10-14 Años,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro13
5.0,5059.0,,,De 15-19 Años,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro13
5.0,5059.0,,,De 20-24 Años,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro13
5.0,5059.0,,,De 25-29 Años,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro13
5.0,5059.0,,,De 30-34 Años,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro13
5.0,5059.0,,,De 35-39 Años,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro13
5.0,5059.0,,,De 40-44 Años,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro13
5.0,5059.0,,,De 45-49 Años,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro13
5.0,5059.0,,,De 50-54 Años,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro13
5.0,5059.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro13
5.0,5079.0,,05079 Barbosa,Total,29,0,5,7,7,2,0,4,1,2,0,0,0,0,1,2022,nacimientos,Cuadro13
5.0,5079.0,,,De 10-14 Años,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro13
5.0,5079.0,,,De 15-19 Años,4,0,1,1,1,0,0,0,0,0,0,0,0,0,1,2022,nacimientos,Cuadro13
5.0,5079.0,,,De 20-24 Años,7,0,2,2,1,0,0,2,0,0,0,0,0,0,0,2022,nacimientos,Cuadro13
