columna,"CUADRO 11 - Nacimientos por área y sexo, según departamento de residencia de la madre y pertenencia étnico-racial del nacido vivo",columna_1,columna_2,columna_3,columna_4,columna_5,columna_6,columna_7,columna_8,columna_9,columna_10,columna_11,columna_12,columna_13,columna_14,columna_15,columna_16,columna_17,año,tipo,hoja_origen
13.0,,"Negro(a), mulato(a), afrocolombiano(a) o afrodescendiente",27,15,12,0,12,9,0,3,2,0,0,1,0,0,0,0,2024,nacimientos,Cuadro11
13.0,,Ninguno de las anteriores,2004,1048,955,1,806,790,1,160,103,0,82,62,0,0,0,0,2024,nacimientos,Cuadro11
13.0,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro11
15.0,15 Boyacá,Total,846,429,417,0,254,248,0,3,9,0,172,160,0,0,0,0,2024,nacimientos,Cuadro11
15.0,,Indígena,11,5,6,0,0,0,0,0,0,0,5,6,0,0,0,0,2024,nacimientos,Cuadro11
15.0,,Rom (Gitano),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro11
15.0,,Raizal del archipiélago de San Andrés y Providencia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro11
15.0,,Palenquero de San Basilio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro11
15.0,,"Negro(a), mulato(a), afrocolombiano(a) o afrodescendiente",1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2024,nacimientos,Cuadro11
15.0,,Ninguno de las anteriores,834,423,411,0,254,248,0,3,9,0,166,154,0,0,0,0,2024,nacimientos,Cuadro11
15.0,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro11
17.0,17 Caldas,Total,514,258,256,0,194,184,0,11,10,0,53,62,0,0,0,0,2024,nacimientos,Cuadro11
17.0,,Indígena,31,13,18,0,3,5,0,0,3,0,10,10,0,0,0,0,2024,nacimientos,Cuadro11
17.0,,Rom (Gitano),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro11
17.0,,Raizal del archipiélago de San Andrés y Providencia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro11
17.0,,Palenquero de San Basilio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro11
17.0,,"Negro(a), mulato(a), afrocolombiano(a) o afrodescendiente",3,2,1,0,1,0,0,0,0,0,1,1,0,0,0,0,2024,nacimientos,Cuadro11
17.0,,Ninguno de las anteriores,480,243,237,0,190,179,0,11,7,0,42,51,0,0,0,0,2024,nacimientos,Cuadro11
17.0,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro11
18.0,18 Caquetá,Total,442,222,220,0,146,145,0,10,10,0,66,65,0,0,0,0,2024,nacimientos,Cuadro11
18.0,,Indígena,6,4,2,0,0,0,0,0,1,0,4,1,0,0,0,0,2024,nacimientos,Cuadro11
18.0,,Rom (Gitano),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro11
18.0,,Raizal del archipiélago de San Andrés y Providencia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro11
18.0,,Palenquero de San Basilio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro11
18.0,,"Negro(a), mulato(a), afrocolombiano(a) o afrodescendiente",2,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,2024,nacimientos,Cuadro11
18.0,,Ninguno de las anteriores,434,217,217,0,145,145,0,10,9,0,62,63,0,0,0,0,2024,nacimientos,Cuadro11
18.0,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro11
19.0,19 Cauca,Total,1070,530,540,0,191,208,0,37,45,0,302,287,0,0,0,0,2024,nacimientos,Cuadro11
19.0,,Indígena,207,109,98,0,11,4,0,6,7,0,92,87,0,0,0,0,2024,nacimientos,Cuadro11
19.0,,Rom (Gitano),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro11
19.0,,Raizal del archipiélago de San Andrés y Providencia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro11
19.0,,Palenquero de San Basilio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro11
19.0,,"Negro(a), mulato(a), afrocolombiano(a) o afrodescendiente",95,41,54,0,18,22,0,3,2,0,20,30,0,0,0,0,2024,nacimientos,Cuadro11
19.0,,Ninguno de las anteriores,768,380,388,0,162,182,0,28,36,0,190,170,0,0,0,0,2024,nacimientos,Cuadro11
19.0,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro11
20.0,20 Cesar,Total,1226,630,596,0,482,476,0,85,75,0,63,45,0,0,0,0,2024,nacimientos,Cuadro11
20.0,,Indígena,48,27,21,0,11,11,0,5,4,0,11,6,0,0,0,0,2024,nacimientos,Cuadro11
20.0,,Rom (Gitano),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro11
20.0,,Raizal del archipiélago de San Andrés y Providencia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro11
20.0,,Palenquero de San Basilio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro11
20.0,,"Negro(a), mulato(a), afrocolombiano(a) o afrodescendiente",55,30,25,0,24,18,0,6,6,0,0,1,0,0,0,0,2024,nacimientos,Cuadro11
20.0,,Ninguno de las anteriores,1123,573,550,0,447,447,0,74,65,0,52,38,0,0,0,0,2024,nacimientos,Cuadro11
20.0,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro11
23.0,23 Córdoba,Total,1551,817,734,0,458,412,0,85,79,0,274,243,0,0,0,0,2024,nacimientos,Cuadro11
23.0,,Indígena,21,15,6,0,3,0,0,1,1,0,11,5,0,0,0,0,2024,nacimientos,Cuadro11
23.0,,Rom (Gitano),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro11
23.0,,Raizal del archipiélago de San Andrés y Providencia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro11
23.0,,Palenquero de San Basilio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro11
23.0,,"Negro(a), mulato(a), afrocolombiano(a) o afrodescendiente",4,3,1,0,1,1,0,0,0,0,2,0,0,0,0,0,2024,nacimientos,Cuadro11
23.0,,Ninguno de las anteriores,1526,799,727,0,454,411,0,84,78,0,261,238,0,0,0,0,2024,nacimientos,Cuadro11
23.0,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro11
25.0,25 Cundinamarca,Total,2283,1139,1143,1,845,818,1,13,14,0,281,311,0,0,0,0,2024,nacimientos,Cuadro11
25.0,,Indígena,14,6,8,0,4,4,0,0,1,0,2,3,0,0,0,0,2024,nacimientos,Cuadro11
25.0,,Rom (Gitano),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro11
25.0,,Raizal del archipiélago de San Andrés y Providencia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro11
25.0,,Palenquero de San Basilio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro11
25.0,,"Negro(a), mulato(a), afrocolombiano(a) o afrodescendiente",7,2,5,0,2,4,0,0,0,0,0,1,0,0,0,0,2024,nacimientos,Cuadro11
25.0,,Ninguno de las anteriores,2262,1131,1130,1,839,810,1,13,13,0,279,307,0,0,0,0,2024,nacimientos,Cuadro11
25.0,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro11
27.0,27 Chocó,Total,462,230,232,0,139,152,0,39,34,0,52,46,0,0,0,0,2024,nacimientos,Cuadro11
27.0,,Indígena,56,33,23,0,13,7,0,4,3,0,16,13,0,0,0,0,2024,nacimientos,Cuadro11
27.0,,Rom (Gitano),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro11
27.0,,Raizal del archipiélago de San Andrés y Providencia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro11
27.0,,Palenquero de San Basilio,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro11
27.0,,"Negro(a), mulato(a), afrocolombiano(a) o afrodescendiente",297,144,153,0,109,126,0,17,15,0,18,12,0,0,0,0,2024,nacimientos,Cuadro11
27.0,,Ninguno de las anteriores,108,52,56,0,16,19,0,18,16,0,18,21,0,0,0,0,2024,nacimientos,Cuadro11
27.0,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro11
41.0,41 Huila,Total,1146,589,557,0,321,315,0,53,44,0,215,198,0,0,0,0,2024,nacimientos,Cuadro11
41.0,,Indígena,14,8,6,0,1,0,0,0,0,0,7,6,0,0,0,0,2024,nacimientos,Cuadro11
41.0,,Rom (Gitano),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro11
41.0,,Raizal del archipiélago de San Andrés y Providencia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro11
41.0,,Palenquero de San Basilio,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2024,nacimientos,Cuadro11
41.0,,"Negro(a), mulato(a), afrocolombiano(a) o afrodescendiente",6,2,4,0,1,3,0,0,0,0,1,1,0,0,0,0,2024,nacimientos,Cuadro11
41.0,,Ninguno de las anteriores,1125,579,546,0,319,312,0,53,44,0,207,190,0,0,0,0,2024,nacimientos,Cuadro11
41.0,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro11
44.0,44 La Guajira,Total,1490,756,733,1,336,296,1,75,87,0,345,350,0,0,0,0,2024,nacimientos,Cuadro11
44.0,,Indígena,910,461,449,0,97,87,0,50,49,0,314,313,0,0,0,0,2024,nacimientos,Cuadro11
44.0,,Rom (Gitano),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro11
44.0,,Raizal del archipiélago de San Andrés y Providencia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro11
44.0,,Palenquero de San Basilio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro11
44.0,,"Negro(a), mulato(a), afrocolombiano(a) o afrodescendiente",14,7,7,0,7,1,0,0,5,0,0,1,0,0,0,0,2024,nacimientos,Cuadro11
44.0,,Ninguno de las anteriores,566,288,277,1,232,208,1,25,33,0,31,36,0,0,0,0,2024,nacimientos,Cuadro11
44.0,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro11
47.0,47 Magdalena,Total,1357,712,645,0,524,464,0,147,138,0,41,43,0,0,0,0,2024,nacimientos,Cuadro11
47.0,,Indígena,13,5,8,0,2,2,0,3,0,0,0,6,0,0,0,0,2024,nacimientos,Cuadro11
47.0,,Rom (Gitano),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro11
47.0,,Raizal del archipiélago de San Andrés y Providencia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro11
47.0,,Palenquero de San Basilio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro11
47.0,,"Negro(a), mulato(a), afrocolombiano(a) o afrodescendiente",3,0,3,0,0,1,0,0,2,0,0,0,0,0,0,0,2024,nacimientos,Cuadro11
47.0,,Ninguno de las anteriores,1341,707,634,0,522,461,0,144,136,0,41,37,0,0,0,0,2024,nacimientos,Cuadro11
47.0,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro11
50.0,50 Meta,Total,974,498,476,0,415,388,0,10,19,0,73,69,0,0,0,0,2024,nacimientos,Cuadro11
50.0,,Indígena,21,12,9,0,8,4,0,0,0,0,4,5,0,0,0,0,2024,nacimientos,Cuadro11
50.0,,Rom (Gitano),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro11
50.0,,Raizal del archipiélago de San Andrés y Providencia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro11
50.0,,Palenquero de San Basilio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro11
50.0,,"Negro(a), mulato(a), afrocolombiano(a) o afrodescendiente",4,2,2,0,2,1,0,0,1,0,0,0,0,0,0,0,2024,nacimientos,Cuadro11
50.0,,Ninguno de las anteriores,949,484,465,0,405,383,0,10,18,0,69,64,0,0,0,0,2024,nacimientos,Cuadro11
50.0,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro11
52.0,52 Nariño,Total,901,432,469,0,201,240,0,58,55,0,173,174,0,0,0,0,2024,nacimientos,Cuadro11
52.0,,Indígena,121,53,68,0,9,21,0,6,10,0,38,37,0,0,0,0,2024,nacimientos,Cuadro11
52.0,,Rom (Gitano),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro11
52.0,,Raizal del archipiélago de San Andrés y Providencia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro11
52.0,,Palenquero de San Basilio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro11
52.0,,"Negro(a), mulato(a), afrocolombiano(a) o afrodescendiente",205,91,114,0,45,55,0,11,15,0,35,44,0,0,0,0,2024,nacimientos,Cuadro11
52.0,,Ninguno de las anteriores,575,288,287,0,147,164,0,41,30,0,100,93,0,0,0,0,2024,nacimientos,Cuadro11
52.0,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro11
54.0,54 Norte de Santander,Total,1373,706,667,0,567,502,0,43,45,0,96,120,0,0,0,0,2024,nacimientos,Cuadro11
54.0,,Indígena,3,2,1,0,0,0,0,1,0,0,1,1,0,0,0,0,2024,nacimientos,Cuadro11
54.0,,Rom (Gitano),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro11
54.0,,Raizal del archipiélago de San Andrés y Providencia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro11
54.0,,Palenquero de San Basilio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro11
54.0,,"Negro(a), mulato(a), afrocolombiano(a) o afrodescendiente",3,2,1,0,0,1,0,1,0,0,1,0,0,0,0,0,2024,nacimientos,Cuadro11
54.0,,Ninguno de las anteriores,1367,702,665,0,567,501,0,41,45,0,94,119,0,0,0,0,2024,nacimientos,Cuadro11
54.0,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro11
63.0,63 Quindío,Total,328,175,153,0,165,136,0,4,5,0,6,12,0,0,0,0,2024,nacimientos,Cuadro11
63.0,,Indígena,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2024,nacimientos,Cuadro11
63.0,,Rom (Gitano),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro11
63.0,,Raizal del archipiélago de San Andrés y Providencia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro11
63.0,,Palenquero de San Basilio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro11
63.0,,"Negro(a), mulato(a), afrocolombiano(a) o afrodescendiente",1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro11
63.0,,Ninguno de las anteriores,326,174,152,0,164,136,0,4,5,0,6,11,0,0,0,0,2024,nacimientos,Cuadro11
63.0,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro11
66.0,66 Risaralda,Total,619,324,295,0,248,228,0,17,8,0,59,59,0,0,0,0,2024,nacimientos,Cuadro11
66.0,,Indígena,49,23,26,0,2,3,0,1,1,0,20,22,0,0,0,0,2024,nacimientos,Cuadro11
66.0,,Rom (Gitano),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro11
66.0,,Raizal del archipiélago de San Andrés y Providencia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro11
66.0,,Palenquero de San Basilio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro11
66.0,,"Negro(a), mulato(a), afrocolombiano(a) o afrodescendiente",12,5,7,0,4,7,0,0,0,0,1,0,0,0,0,0,2024,nacimientos,Cuadro11
66.0,,Ninguno de las anteriores,558,296,262,0,242,218,0,16,7,0,38,37,0,0,0,0,2024,nacimientos,Cuadro11
66.0,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro11
68.0,68 Santander,Total,1630,814,816,0,622,637,0,18,31,0,174,148,0,0,0,0,2024,nacimientos,Cuadro11
68.0,,Indígena,2,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2024,nacimientos,Cuadro11
68.0,,Rom (Gitano),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro11
68.0,,Raizal del archipiélago de San Andrés y Providencia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro11
68.0,,Palenquero de San Basilio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro11
68.0,,"Negro(a), mulato(a), afrocolombiano(a) o afrodescendiente",1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2024,nacimientos,Cuadro11
68.0,,Ninguno de las anteriores,1627,811,816,0,622,637,0,18,31,0,171,148,0,0,0,0,2024,nacimientos,Cuadro11
68.0,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro11
70.0,70 Sucre,Total,857,442,415,0,315,286,0,68,59,0,59,70,0,0,0,0,2024,nacimientos,Cuadro11
70.0,,Indígena,6,1,5,0,0,3,0,0,1,0,1,1,0,0,0,0,2024,nacimientos,Cuadro11
70.0,,Rom (Gitano),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro11
70.0,,Raizal del archipiélago de San Andrés y Providencia,4,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro11
70.0,,Palenquero de San Basilio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro11
70.0,,"Negro(a), mulato(a), afrocolombiano(a) o afrodescendiente",13,3,10,0,2,5,0,1,4,0,0,1,0,0,0,0,2024,nacimientos,Cuadro11
70.0,,Ninguno de las anteriores,834,436,398,0,311,276,0,67,54,0,58,68,0,0,0,0,2024,nacimientos,Cuadro11
70.0,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro11
73.0,73 Tolima,Total,915,474,441,0,332,318,0,27,20,0,115,103,0,0,0,0,2024,nacimientos,Cuadro11
73.0,,Indígena,14,6,8,0,2,1,0,0,0,0,4,7,0,0,0,0,2024,nacimientos,Cuadro11
73.0,,Rom (Gitano),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro11
73.0,,Raizal del archipiélago de San Andrés y Providencia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro11
73.0,,Palenquero de San Basilio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro11
73.0,,"Negro(a), mulato(a), afrocolombiano(a) o afrodescendiente",7,5,2,0,4,2,0,0,0,0,1,0,0,0,0,0,2024,nacimientos,Cuadro11
73.0,,Ninguno de las anteriores,894,463,431,0,326,315,0,27,20,0,110,96,0,0,0,0,2024,nacimientos,Cuadro11
73.0,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro11
76.0,76 Valle del Cauca,Total,2758,1407,1351,0,1216,1139,0,83,103,0,108,109,0,0,0,0,2024,nacimientos,Cuadro11
76.0,,Indígena,23,10,13,0,2,4,0,1,2,0,7,7,0,0,0,0,2024,nacimientos,Cuadro11
76.0,,Rom (Gitano),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro11
76.0,,Raizal del archipiélago de San Andrés y Providencia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro11
76.0,,Palenquero de San Basilio,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro11
76.0,,"Negro(a), mulato(a), afrocolombiano(a) o afrodescendiente",419,215,204,0,193,184,0,8,9,0,14,11,0,0,0,0,2024,nacimientos,Cuadro11
76.0,,Ninguno de las anteriores,2315,1182,1133,0,1021,950,0,74,92,0,87,91,0,0,0,0,2024,nacimientos,Cuadro11
