columna,columna_1,"CUADRO 3 - Nacimientos por área y sexo, según departamento y municipio de residencia de la madre",columna_2,columna_3,columna_4,columna_5,columna_6,columna_7,columna_8,columna_9,columna_10,columna_11,columna_12,columna_13,columna_14,columna_15,columna_16,columna_17,columna_18,año,tipo,hoja_origen
5.0,5425.0,,05425 Maceo,8,4,4,0,2,2,0,0,0,0,2,2,0,0,0,0,2024,nacimientos,Cuadro3
5.0,5440.0,,05440 Marinilla,62,31,31,0,19,15,0,0,1,0,12,15,0,0,0,0,2024,nacimientos,Cuadro3
5.0,5467.0,,05467 Montebello,3,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,2024,nacimientos,Cuadro3
5.0,5475.0,,05475 Murindó,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2024,nacimientos,Cuadro3
5.0,5480.0,,05480 Mutatá,20,13,7,0,4,0,0,1,2,0,8,5,0,0,0,0,2024,nacimientos,Cuadro3
5.0,5483.0,,05483 Nariño,4,3,1,0,2,1,0,0,0,0,1,0,0,0,0,0,2024,nacimientos,Cuadro3
5.0,5490.0,,05490 Necoclí,62,44,18,0,8,6,0,12,2,0,24,10,0,0,0,0,2024,nacimientos,Cuadro3
5.0,5495.0,,05495 Nechí,50,23,27,0,12,11,0,5,5,0,6,11,0,0,0,0,2024,nacimientos,Cuadro3
5.0,5501.0,,05501 Olaya,2,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,2024,nacimientos,Cuadro3
5.0,5541.0,,05541 Peñol,11,5,6,0,2,4,0,0,0,0,3,2,0,0,0,0,2024,nacimientos,Cuadro3
5.0,5543.0,,05543 Peque,4,3,1,0,1,0,0,0,0,0,2,1,0,0,0,0,2024,nacimientos,Cuadro3
5.0,5576.0,,05576 Pueblorrico,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2024,nacimientos,Cuadro3
5.0,5579.0,,05579 Puerto Berrío,35,24,11,0,8,1,0,0,0,0,16,10,0,0,0,0,2024,nacimientos,Cuadro3
5.0,5585.0,,05585 Puerto Nare,7,3,4,0,0,1,0,0,1,0,3,2,0,0,0,0,2024,nacimientos,Cuadro3
5.0,5591.0,,05591 Puerto Triunfo,18,10,8,0,0,0,0,7,5,0,3,3,0,0,0,0,2024,nacimientos,Cuadro3
5.0,5604.0,,05604 Remedios,36,15,21,0,10,11,0,1,3,0,4,7,0,0,0,0,2024,nacimientos,Cuadro3
5.0,5607.0,,05607 Retiro,16,9,7,0,4,5,0,0,0,0,5,2,0,0,0,0,2024,nacimientos,Cuadro3
5.0,5615.0,,05615 Rionegro,122,57,65,0,23,30,0,5,4,0,29,31,0,0,0,0,2024,nacimientos,Cuadro3
5.0,5628.0,,05628 Sabanalarga,8,5,3,0,0,0,0,0,0,0,5,3,0,0,0,0,2024,nacimientos,Cuadro3
5.0,5631.0,,05631 Sabaneta,49,23,26,0,23,24,0,0,0,0,0,2,0,0,0,0,2024,nacimientos,Cuadro3
5.0,5642.0,,05642 Salgar,11,7,4,0,2,0,0,0,1,0,5,3,0,0,0,0,2024,nacimientos,Cuadro3
5.0,5647.0,,05647 San Andrés de Cuerquía,5,4,1,0,1,1,0,1,0,0,2,0,0,0,0,0,2024,nacimientos,Cuadro3
5.0,5649.0,,05649 San Carlos,7,0,7,0,0,3,0,0,1,0,0,3,0,0,0,0,2024,nacimientos,Cuadro3
5.0,5652.0,,05652 San Francisco,3,2,1,0,0,1,0,2,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro3
5.0,5656.0,,05656 San Jerónimo,11,5,6,0,2,0,0,1,0,0,2,6,0,0,0,0,2024,nacimientos,Cuadro3
5.0,5658.0,,05658 San José de La Montaña,3,1,2,0,1,1,0,0,0,0,0,1,0,0,0,0,2024,nacimientos,Cuadro3
5.0,5659.0,,05659 San Juan de Urabá,36,18,18,0,3,6,0,3,3,0,12,9,0,0,0,0,2024,nacimientos,Cuadro3
5.0,5660.0,,05660 San Luis,8,6,2,0,3,0,0,0,0,0,3,2,0,0,0,0,2024,nacimientos,Cuadro3
5.0,5664.0,,05664 San Pedro de Los Milagros,25,17,8,0,5,2,0,0,0,0,12,6,0,0,0,0,2024,nacimientos,Cuadro3
5.0,5665.0,,05665 San Pedro de Urabá,45,19,26,0,9,9,0,0,0,0,10,17,0,0,0,0,2024,nacimientos,Cuadro3
5.0,5667.0,,05667 San Rafael,10,4,6,0,2,1,0,0,0,0,2,5,0,0,0,0,2024,nacimientos,Cuadro3
5.0,5670.0,,05670 San Roque,17,10,7,0,1,3,0,3,2,0,6,2,0,0,0,0,2024,nacimientos,Cuadro3
5.0,5674.0,,05674 San Vicente Ferrer,8,5,3,0,1,0,0,0,0,0,4,3,0,0,0,0,2024,nacimientos,Cuadro3
5.0,5679.0,,05679 Santa Bárbara,12,7,5,0,1,3,0,3,0,0,3,2,0,0,0,0,2024,nacimientos,Cuadro3
5.0,5686.0,,05686 Santa Rosa de Osos,25,6,19,0,2,6,0,0,0,0,4,13,0,0,0,0,2024,nacimientos,Cuadro3
5.0,5690.0,,05690 Santo Domingo,4,2,2,0,0,1,0,0,0,0,2,1,0,0,0,0,2024,nacimientos,Cuadro3
5.0,5697.0,,05697 El Santuario,39,21,18,0,8,8,0,0,2,0,13,8,0,0,0,0,2024,nacimientos,Cuadro3
5.0,5736.0,,05736 Segovia,42,17,25,0,8,14,0,0,1,0,9,10,0,0,0,0,2024,nacimientos,Cuadro3
5.0,5756.0,,05756 Sonsón,27,15,12,0,9,3,0,2,2,0,4,7,0,0,0,0,2024,nacimientos,Cuadro3
5.0,5761.0,,05761 Sopetrán,9,5,4,0,2,1,0,0,0,0,3,3,0,0,0,0,2024,nacimientos,Cuadro3
5.0,5789.0,,05789 Támesis,6,4,2,0,3,0,0,0,0,0,1,2,0,0,0,0,2024,nacimientos,Cuadro3
5.0,5790.0,,05790 Tarazá,38,22,16,0,10,9,0,4,2,0,8,5,0,0,0,0,2024,nacimientos,Cuadro3
5.0,5792.0,,05792 Tarso,2,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,2024,nacimientos,Cuadro3
5.0,5809.0,,05809 Titiribí,3,0,3,0,0,1,0,0,0,0,0,2,0,0,0,0,2024,nacimientos,Cuadro3
5.0,5819.0,,05819 Toledo,3,2,1,0,1,1,0,0,0,0,1,0,0,0,0,0,2024,nacimientos,Cuadro3
5.0,5837.0,,05837 Turbo,163,85,78,0,39,35,0,15,18,0,31,25,0,0,0,0,2024,nacimientos,Cuadro3
5.0,5842.0,,05842 Uramita,4,2,2,0,0,2,0,0,0,0,2,0,0,0,0,0,2024,nacimientos,Cuadro3
5.0,5847.0,,05847 Urrao,23,13,10,0,3,4,0,0,0,0,10,6,0,0,0,0,2024,nacimientos,Cuadro3
5.0,5854.0,,05854 Valdivia,9,6,3,0,2,1,0,0,1,0,4,1,0,0,0,0,2024,nacimientos,Cuadro3
5.0,5856.0,,05856 Valparaíso,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro3
5.0,5858.0,,05858 Vegachí,14,4,10,0,1,7,0,0,1,0,3,2,0,0,0,0,2024,nacimientos,Cuadro3
5.0,5861.0,,05861 Venecia,6,3,3,0,1,1,0,0,1,0,2,1,0,0,0,0,2024,nacimientos,Cuadro3
5.0,5873.0,,05873 Vigía del Fuerte,6,3,3,0,2,1,0,0,0,0,1,2,0,0,0,0,2024,nacimientos,Cuadro3
5.0,5885.0,,05885 Yalí,3,0,3,0,0,2,0,0,0,0,0,1,0,0,0,0,2024,nacimientos,Cuadro3
5.0,5887.0,,05887 Yarumal,34,14,20,0,5,14,0,3,4,0,6,2,0,0,0,0,2024,nacimientos,Cuadro3
5.0,5890.0,,05890 Yolombó,15,13,2,0,6,0,0,0,1,0,7,1,0,0,0,0,2024,nacimientos,Cuadro3
5.0,5893.0,,05893 Yondó,12,7,5,0,2,2,0,1,1,0,4,2,0,0,0,0,2024,nacimientos,Cuadro3
5.0,5895.0,,05895 Zaragoza,27,14,13,0,10,9,0,1,2,0,3,2,0,0,0,0,2024,nacimientos,Cuadro3
5.0,5999.0,,Sin Información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro3
8.0,8000.0,08 Atlántico,Total,2175,1106,1069,0,1072,1039,0,27,24,0,7,6,0,0,0,0,2024,nacimientos,Cuadro3
8.0,8001.0,,08001 Barranquilla,1114,567,547,0,565,547,0,1,0,0,1,0,0,0,0,0,2024,nacimientos,Cuadro3
8.0,8078.0,,08078 Baranoa,63,35,28,0,30,25,0,4,2,0,1,1,0,0,0,0,2024,nacimientos,Cuadro3
8.0,8137.0,,08137 Campo de La Cruz,19,8,11,0,8,9,0,0,0,0,0,2,0,0,0,0,2024,nacimientos,Cuadro3
8.0,8141.0,,08141 Candelaria,23,14,9,0,12,8,0,2,0,0,0,1,0,0,0,0,2024,nacimientos,Cuadro3
8.0,8296.0,,08296 Galapa,53,31,22,0,31,22,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro3
8.0,8372.0,,08372 Juan de Acosta,16,12,4,0,10,4,0,1,0,0,1,0,0,0,0,0,2024,nacimientos,Cuadro3
8.0,8421.0,,08421 Luruaco,21,9,12,0,7,8,0,2,4,0,0,0,0,0,0,0,2024,nacimientos,Cuadro3
8.0,8433.0,,08433 Malambo,88,51,37,0,50,36,0,1,1,0,0,0,0,0,0,0,2024,nacimientos,Cuadro3
8.0,8436.0,,08436 Manatí,16,8,8,0,7,8,0,0,0,0,1,0,0,0,0,0,2024,nacimientos,Cuadro3
8.0,8520.0,,08520 Palmar de Varela,23,12,11,0,12,11,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro3
8.0,8549.0,,08549 Piojó,3,2,1,0,1,1,0,1,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro3
8.0,8558.0,,08558 Polonuevo,12,5,7,0,5,7,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro3
8.0,8560.0,,08560 Ponedera,31,12,19,0,9,13,0,3,6,0,0,0,0,0,0,0,2024,nacimientos,Cuadro3
8.0,8573.0,,08573 Puerto Colombia,38,19,19,0,18,19,0,0,0,0,1,0,0,0,0,0,2024,nacimientos,Cuadro3
8.0,8606.0,,08606 Repelón,27,16,11,0,14,9,0,2,2,0,0,0,0,0,0,0,2024,nacimientos,Cuadro3
8.0,8634.0,,08634 Sabanagrande,23,12,11,0,12,11,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro3
8.0,8638.0,,08638 Sabanalarga,94,49,45,0,38,36,0,10,8,0,1,1,0,0,0,0,2024,nacimientos,Cuadro3
8.0,8675.0,,08675 Santa Lucía,14,6,8,0,6,8,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro3
8.0,8685.0,,08685 Santo Tomás,20,14,6,0,14,5,0,0,1,0,0,0,0,0,0,0,2024,nacimientos,Cuadro3
8.0,8758.0,,08758 Soledad,463,218,245,0,218,244,0,0,0,0,0,1,0,0,0,0,2024,nacimientos,Cuadro3
8.0,8770.0,,08770 Suan,3,1,2,0,0,2,0,0,0,0,1,0,0,0,0,0,2024,nacimientos,Cuadro3
8.0,8832.0,,08832 Tubará,6,3,3,0,3,3,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro3
8.0,8849.0,,08849 Usiacurí,5,2,3,0,2,3,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro3
8.0,8999.0,,Sin Información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro3
11.0,11000.0,11 Bogotá,Total,4694,2420,2274,0,2417,2273,0,1,1,0,2,0,0,0,0,0,2024,nacimientos,Cuadro3
11.0,11001.0,,"11001 Bogotá, D.C.",4694,2420,2274,0,2417,2273,0,1,1,0,2,0,0,0,0,0,2024,nacimientos,Cuadro3
11.0,11999.0,,Sin Información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro3
13.0,13000.0,13 Bolívar,Total,2032,1063,968,1,818,800,1,163,105,0,82,63,0,0,0,0,2024,nacimientos,Cuadro3
13.0,13001.0,,13001 Cartagena de Indias,1060,549,511,0,503,479,0,42,28,0,4,4,0,0,0,0,2024,nacimientos,Cuadro3
13.0,13006.0,,13006 Achí,19,12,7,0,5,1,0,3,4,0,4,2,0,0,0,0,2024,nacimientos,Cuadro3
13.0,13030.0,,13030 Altos del Rosario,8,4,4,0,1,1,0,2,1,0,1,2,0,0,0,0,2024,nacimientos,Cuadro3
13.0,13042.0,,13042 Arenal,7,4,3,0,3,3,0,1,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro3
13.0,13052.0,,13052 Arjona,58,32,26,0,28,24,0,4,2,0,0,0,0,0,0,0,2024,nacimientos,Cuadro3
13.0,13062.0,,13062 Arroyohondo,3,1,2,0,1,0,0,0,1,0,0,1,0,0,0,0,2024,nacimientos,Cuadro3
13.0,13074.0,,13074 Barranco de Loba,18,11,7,0,3,2,0,5,3,0,3,2,0,0,0,0,2024,nacimientos,Cuadro3
13.0,13140.0,,13140 Calamar,14,4,10,0,2,10,0,1,0,0,1,0,0,0,0,0,2024,nacimientos,Cuadro3
13.0,13160.0,,13160 Cantagallo,7,5,2,0,3,1,0,1,0,0,1,1,0,0,0,0,2024,nacimientos,Cuadro3
13.0,13188.0,,13188 Cicuco,13,9,4,0,3,2,0,6,1,0,0,1,0,0,0,0,2024,nacimientos,Cuadro3
13.0,13212.0,,13212 Córdoba,8,4,4,0,1,1,0,3,3,0,0,0,0,0,0,0,2024,nacimientos,Cuadro3
13.0,13222.0,,13222 Clemencia,12,6,6,0,5,6,0,1,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro3
13.0,13244.0,,13244 El Carmen de Bolívar,72,36,36,0,24,29,0,2,1,0,10,6,0,0,0,0,2024,nacimientos,Cuadro3
13.0,13248.0,,13248 El Guamo,3,2,1,0,1,0,0,1,1,0,0,0,0,0,0,0,2024,nacimientos,Cuadro3
13.0,13268.0,,13268 El Peñón,9,7,2,0,1,2,0,5,0,0,1,0,0,0,0,0,2024,nacimientos,Cuadro3
13.0,13300.0,,13300 Hatillo de Loba,8,5,3,0,1,1,0,3,2,0,1,0,0,0,0,0,2024,nacimientos,Cuadro3
13.0,13430.0,,13430 Magangué,121,60,61,0,46,48,0,9,10,0,5,3,0,0,0,0,2024,nacimientos,Cuadro3
13.0,13433.0,,13433 Mahates,21,10,11,0,2,6,0,6,5,0,2,0,0,0,0,0,2024,nacimientos,Cuadro3
13.0,13440.0,,13440 Margarita,6,3,3,0,1,1,0,2,2,0,0,0,0,0,0,0,2024,nacimientos,Cuadro3
13.0,13442.0,,13442 María La Baja,60,34,26,0,20,19,0,11,7,0,3,0,0,0,0,0,2024,nacimientos,Cuadro3
13.0,13458.0,,13458 Montecristo,16,7,8,1,3,3,1,1,0,0,3,5,0,0,0,0,2024,nacimientos,Cuadro3
13.0,13468.0,,13468 Santa Cruz de Mompox,42,22,20,0,12,14,0,10,6,0,0,0,0,0,0,0,2024,nacimientos,Cuadro3
13.0,13473.0,,13473 Morales,14,8,6,0,3,4,0,5,1,0,0,1,0,0,0,0,2024,nacimientos,Cuadro3
13.0,13490.0,,13490 Norosí,11,9,2,0,1,0,0,6,0,0,2,2,0,0,0,0,2024,nacimientos,Cuadro3
13.0,13549.0,,13549 Pinillos,23,9,14,0,2,9,0,4,4,0,3,1,0,0,0,0,2024,nacimientos,Cuadro3
13.0,13580.0,,13580 Regidor,6,2,4,0,2,3,0,0,0,0,0,1,0,0,0,0,2024,nacimientos,Cuadro3
13.0,13600.0,,13600 Río Viejo,7,3,4,0,2,2,0,0,0,0,1,2,0,0,0,0,2024,nacimientos,Cuadro3
13.0,13620.0,,13620 San Cristóbal,6,6,0,0,5,0,0,1,0,0,0,0,0,0,0,0,2024,nacimientos,Cuadro3
13.0,13647.0,,13647 San Estanislao,7,3,4,0,2,3,0,1,1,0,0,0,0,0,0,0,2024,nacimientos,Cuadro3
13.0,13650.0,,13650 San Fernando,11,5,6,0,4,3,0,1,3,0,0,0,0,0,0,0,2024,nacimientos,Cuadro3
13.0,13654.0,,13654 San Jacinto,29,18,11,0,11,10,0,1,0,0,6,1,0,0,0,0,2024,nacimientos,Cuadro3
13.0,13655.0,,13655 San Jacinto del Cauca,5,5,0,0,2,0,0,1,0,0,2,0,0,0,0,0,2024,nacimientos,Cuadro3
13.0,13657.0,,13657 San Juan Nepomuceno,23,15,8,0,12,7,0,1,1,0,2,0,0,0,0,0,2024,nacimientos,Cuadro3
13.0,13667.0,,13667 San Martín de Loba,12,7,5,0,2,2,0,3,1,0,2,2,0,0,0,0,2024,nacimientos,Cuadro3
13.0,13670.0,,13670 San Pablo,26,10,16,0,8,10,0,1,1,0,1,5,0,0,0,0,2024,nacimientos,Cuadro3
13.0,13673.0,,13673 Santa Catalina,12,6,6,0,3,3,0,3,2,0,0,1,0,0,0,0,2024,nacimientos,Cuadro3
13.0,13683.0,,13683 Santa Rosa,26,13,13,0,11,10,0,0,0,0,2,3,0,0,0,0,2024,nacimientos,Cuadro3
13.0,13688.0,,13688 Santa Rosa del Sur,39,21,18,0,12,9,0,4,1,0,5,8,0,0,0,0,2024,nacimientos,Cuadro3
13.0,13744.0,,13744 Simití,18,10,8,0,3,2,0,4,5,0,3,1,0,0,0,0,2024,nacimientos,Cuadro3
13.0,13760.0,,13760 Soplaviento,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2024,nacimientos,Cuadro3
