columna,"CUADRO 14 - Defunciones de menores de un año por grupos de edad y sexo, según departamento de residencia y grupo de edad de la madre",columna_1,columna_2,columna_3,columna_4,columna_5,columna_6,columna_7,columna_8,columna_9,columna_10,columna_11,columna_12,columna_13,columna_14,columna_15,columna_16,columna_17,columna_18,columna_19,columna_20,columna_21,columna_22,columna_23,columna_24,columna_25,columna_26,año,tipo,hoja_origen
15.0,15 Boyacá,TOTAL,74,45,29,0,2,2,0,9,1,0,11,5,0,11,12,0,0,0,0,7,5,0,5,4,0,2024,defunciones,Cuadro14
15.0,,10 - 14 años,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,defunciones,Cuadro14
15.0,,15 - 19 años,6,5,1,0,0,0,0,2,0,0,0,1,0,2,0,0,0,0,0,1,0,0,0,0,0,2024,defunciones,Cuadro14
15.0,,20 - 24 años,22,13,9,0,2,0,0,2,1,0,4,1,0,3,4,0,0,0,0,1,2,0,1,1,0,2024,defunciones,Cuadro14
15.0,,25 - 29 años,13,9,4,0,0,0,0,2,0,0,4,1,0,2,3,0,0,0,0,1,0,0,0,0,0,2024,defunciones,Cuadro14
15.0,,30 - 34 años,17,10,7,0,0,1,0,3,0,0,2,1,0,3,3,0,0,0,0,2,1,0,0,1,0,2024,defunciones,Cuadro14
15.0,,35 - 39 años,8,4,4,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,3,1,0,2024,defunciones,Cuadro14
15.0,,40 - 44 años,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2024,defunciones,Cuadro14
15.0,,45 - 49 años,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2024,defunciones,Cuadro14
15.0,,50 - 54 años,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,defunciones,Cuadro14
15.0,,Edad desconocida,5,2,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,2024,defunciones,Cuadro14
17.0,17 Caldas,TOTAL,61,35,26,0,4,1,0,2,3,0,8,10,0,9,6,0,0,1,0,10,2,0,2,3,0,2024,defunciones,Cuadro14
17.0,,10 - 14 años,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,defunciones,Cuadro14
17.0,,15 - 19 años,7,6,1,0,0,0,0,1,0,0,2,1,0,1,0,0,0,0,0,2,0,0,0,0,0,2024,defunciones,Cuadro14
17.0,,20 - 24 años,11,4,7,0,3,0,0,0,0,0,0,3,0,1,2,0,0,1,0,0,0,0,0,1,0,2024,defunciones,Cuadro14
17.0,,25 - 29 años,10,5,5,0,0,0,0,0,1,0,1,1,0,2,1,0,0,0,0,1,1,0,1,1,0,2024,defunciones,Cuadro14
17.0,,30 - 34 años,13,7,6,0,0,1,0,0,0,0,2,4,0,3,1,0,0,0,0,2,0,0,0,0,0,2024,defunciones,Cuadro14
17.0,,35 - 39 años,10,7,3,0,1,0,0,1,2,0,2,0,0,2,1,0,0,0,0,1,0,0,0,0,0,2024,defunciones,Cuadro14
17.0,,40 - 44 años,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2024,defunciones,Cuadro14
17.0,,45 - 49 años,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2024,defunciones,Cuadro14
17.0,,50 - 54 años,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,defunciones,Cuadro14
17.0,,Edad desconocida,6,4,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,1,0,0,1,0,2024,defunciones,Cuadro14
18.0,18 Caquetá,TOTAL,41,24,17,0,1,0,0,2,0,0,3,5,0,4,3,0,0,0,0,8,7,0,6,2,0,2024,defunciones,Cuadro14
18.0,,10 - 14 años,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,defunciones,Cuadro14
18.0,,15 - 19 años,11,6,5,0,1,0,0,0,0,0,0,2,0,2,2,0,0,0,0,2,0,0,1,1,0,2024,defunciones,Cuadro14
18.0,,20 - 24 años,7,5,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,2,0,2,0,0,2024,defunciones,Cuadro14
18.0,,25 - 29 años,6,1,5,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,2,0,1,0,0,2024,defunciones,Cuadro14
18.0,,30 - 34 años,5,2,3,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,2024,defunciones,Cuadro14
18.0,,35 - 39 años,3,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2024,defunciones,Cuadro14
18.0,,40 - 44 años,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2024,defunciones,Cuadro14
18.0,,45 - 49 años,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,defunciones,Cuadro14
18.0,,50 - 54 años,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,defunciones,Cuadro14
18.0,,Edad desconocida,7,5,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,2,0,1,0,0,2024,defunciones,Cuadro14
19.0,19 Cauca,TOTAL,116,71,45,0,6,2,0,7,3,0,21,11,0,16,12,0,0,2,0,15,13,0,6,2,0,2024,defunciones,Cuadro14
19.0,,10 - 14 años,3,1,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,2024,defunciones,Cuadro14
19.0,,15 - 19 años,19,13,6,0,1,1,0,0,1,0,4,1,0,3,0,0,0,0,0,4,3,0,1,0,0,2024,defunciones,Cuadro14
19.0,,20 - 24 años,28,17,11,0,1,0,0,1,0,0,6,2,0,6,5,0,0,0,0,3,4,0,0,0,0,2024,defunciones,Cuadro14
19.0,,25 - 29 años,19,12,7,0,1,0,0,3,1,0,3,3,0,3,2,0,0,0,0,2,1,0,0,0,0,2024,defunciones,Cuadro14
19.0,,30 - 34 años,22,14,8,0,2,1,0,2,0,0,5,2,0,1,4,0,0,0,0,1,1,0,3,0,0,2024,defunciones,Cuadro14
19.0,,35 - 39 años,8,5,3,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,2,1,0,0,0,0,2024,defunciones,Cuadro14
19.0,,40 - 44 años,7,3,4,0,0,0,0,0,0,0,0,2,0,3,0,0,0,1,0,0,0,0,0,1,0,2024,defunciones,Cuadro14
19.0,,45 - 49 años,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,defunciones,Cuadro14
19.0,,50 - 54 años,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,defunciones,Cuadro14
19.0,,Edad desconocida,10,6,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,3,0,2,1,0,2024,defunciones,Cuadro14
20.0,20 Cesar,TOTAL,164,93,70,1,8,3,0,8,9,1,27,13,0,17,14,0,1,2,0,25,22,0,7,7,0,2024,defunciones,Cuadro14
20.0,,10 - 14 años,3,2,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,defunciones,Cuadro14
20.0,,15 - 19 años,39,21,18,0,2,1,0,2,5,0,4,1,0,6,2,0,0,1,0,6,5,0,1,3,0,2024,defunciones,Cuadro14
20.0,,20 - 24 años,38,18,20,0,2,1,0,0,2,0,5,6,0,1,6,0,1,1,0,6,4,0,3,0,0,2024,defunciones,Cuadro14
20.0,,25 - 29 años,32,21,10,1,2,1,0,2,1,1,6,1,0,4,1,0,0,0,0,5,3,0,2,3,0,2024,defunciones,Cuadro14
20.0,,30 - 34 años,30,21,9,0,2,0,0,3,0,0,9,4,0,3,1,0,0,0,0,3,3,0,1,1,0,2024,defunciones,Cuadro14
20.0,,35 - 39 años,7,2,5,0,0,0,0,0,1,0,1,0,0,1,3,0,0,0,0,0,1,0,0,0,0,2024,defunciones,Cuadro14
20.0,,40 - 44 años,5,2,3,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,2,0,0,0,0,2024,defunciones,Cuadro14
20.0,,45 - 49 años,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,defunciones,Cuadro14
20.0,,50 - 54 años,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,defunciones,Cuadro14
20.0,,Edad desconocida,10,6,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4,4,0,0,0,0,2024,defunciones,Cuadro14
23.0,23 Córdoba,TOTAL,214,124,90,0,1,3,0,7,8,0,36,22,0,39,25,0,2,0,0,35,24,0,4,8,0,2024,defunciones,Cuadro14
23.0,,10 - 14 años,3,1,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2024,defunciones,Cuadro14
23.0,,15 - 19 años,49,24,25,0,0,2,0,4,4,0,8,6,0,4,6,0,0,0,0,7,7,0,1,0,0,2024,defunciones,Cuadro14
23.0,,20 - 24 años,55,33,22,0,0,1,0,3,1,0,8,5,0,10,9,0,1,0,0,11,3,0,0,3,0,2024,defunciones,Cuadro14
23.0,,25 - 29 años,48,34,14,0,1,0,0,0,0,0,15,4,0,13,2,0,0,0,0,4,7,0,1,1,0,2024,defunciones,Cuadro14
23.0,,30 - 34 años,26,14,12,0,0,0,0,0,0,0,1,3,0,6,5,0,1,0,0,4,2,0,2,2,0,2024,defunciones,Cuadro14
23.0,,35 - 39 años,14,10,4,0,0,0,0,0,1,0,2,1,0,6,0,0,0,0,0,2,1,0,0,1,0,2024,defunciones,Cuadro14
23.0,,40 - 44 años,6,3,3,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,2024,defunciones,Cuadro14
23.0,,45 - 49 años,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2024,defunciones,Cuadro14
23.0,,50 - 54 años,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,defunciones,Cuadro14
23.0,,Edad desconocida,12,5,7,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,5,3,0,0,1,0,2024,defunciones,Cuadro14
25.0,25 Cundinamarca,TOTAL,243,135,108,0,6,7,0,22,15,0,39,24,0,35,25,0,1,0,0,20,30,0,12,7,0,2024,defunciones,Cuadro14
25.0,,10 - 14 años,3,1,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2024,defunciones,Cuadro14
25.0,,15 - 19 años,30,22,8,0,2,2,0,3,1,0,8,2,0,6,1,0,0,0,0,3,1,0,0,1,0,2024,defunciones,Cuadro14
25.0,,20 - 24 años,55,23,32,0,0,2,0,3,3,0,5,10,0,11,10,0,0,0,0,1,6,0,3,1,0,2024,defunciones,Cuadro14
25.0,,25 - 29 años,71,42,29,0,0,1,0,10,1,0,10,4,0,10,7,0,0,0,0,8,13,0,4,3,0,2024,defunciones,Cuadro14
25.0,,30 - 34 años,43,26,17,0,1,2,0,3,4,0,11,5,0,5,3,0,1,0,0,3,2,0,2,1,0,2024,defunciones,Cuadro14
25.0,,35 - 39 años,23,12,11,0,2,0,0,2,3,0,3,2,0,3,2,0,0,0,0,0,4,0,2,0,0,2024,defunciones,Cuadro14
25.0,,40 - 44 años,6,3,3,0,1,0,0,1,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2024,defunciones,Cuadro14
25.0,,45 - 49 años,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,defunciones,Cuadro14
25.0,,50 - 54 años,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,defunciones,Cuadro14
25.0,,Edad desconocida,12,6,6,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,3,4,0,1,1,0,2024,defunciones,Cuadro14
27.0,27 Chocó,TOTAL,172,89,83,0,1,0,0,6,6,0,16,10,0,11,16,0,2,0,0,25,29,0,28,22,0,2024,defunciones,Cuadro14
27.0,,10 - 14 años,5,5,0,0,1,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,2024,defunciones,Cuadro14
27.0,,15 - 19 años,44,19,25,0,0,0,0,2,2,0,3,4,0,2,6,0,1,0,0,3,9,0,8,4,0,2024,defunciones,Cuadro14
27.0,,20 - 24 años,44,23,21,0,0,0,0,1,2,0,6,4,0,2,5,0,0,0,0,8,5,0,6,5,0,2024,defunciones,Cuadro14
27.0,,25 - 29 años,28,19,9,0,0,0,0,1,0,0,2,1,0,3,2,0,1,0,0,8,2,0,4,4,0,2024,defunciones,Cuadro14
27.0,,30 - 34 años,23,15,8,0,0,0,0,1,1,0,4,1,0,2,1,0,0,0,0,3,4,0,5,1,0,2024,defunciones,Cuadro14
27.0,,35 - 39 años,14,4,10,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,6,0,2,3,0,2024,defunciones,Cuadro14
27.0,,40 - 44 años,6,2,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0,1,1,0,2024,defunciones,Cuadro14
27.0,,45 - 49 años,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2024,defunciones,Cuadro14
27.0,,50 - 54 años,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,defunciones,Cuadro14
27.0,,Edad desconocida,7,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,4,0,2024,defunciones,Cuadro14
41.0,41 Huila,TOTAL,97,56,41,0,2,1,0,4,3,0,17,12,0,15,9,0,0,0,0,12,11,0,6,5,0,2024,defunciones,Cuadro14
41.0,,10 - 14 años,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,defunciones,Cuadro14
41.0,,15 - 19 años,15,8,7,0,0,0,0,0,0,0,3,3,0,1,0,0,0,0,0,1,3,0,3,1,0,2024,defunciones,Cuadro14
41.0,,20 - 24 años,18,9,9,0,0,0,0,0,0,0,2,3,0,5,5,0,0,0,0,2,1,0,0,0,0,2024,defunciones,Cuadro14
41.0,,25 - 29 años,22,15,7,0,1,0,0,2,2,0,5,2,0,5,2,0,0,0,0,2,0,0,0,1,0,2024,defunciones,Cuadro14
41.0,,30 - 34 años,15,10,5,0,0,1,0,0,1,0,4,1,0,3,0,0,0,0,0,2,2,0,1,0,0,2024,defunciones,Cuadro14
41.0,,35 - 39 años,6,4,2,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,2,1,0,0,0,0,2024,defunciones,Cuadro14
41.0,,40 - 44 años,7,5,2,0,1,0,0,0,0,0,2,2,0,1,0,0,0,0,0,1,0,0,0,0,0,2024,defunciones,Cuadro14
41.0,,45 - 49 años,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,defunciones,Cuadro14
41.0,,50 - 54 años,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,defunciones,Cuadro14
41.0,,Edad desconocida,13,5,8,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,4,0,2,3,0,2024,defunciones,Cuadro14
44.0,44 La Guajira,TOTAL,339,187,151,1,5,1,0,21,14,1,57,42,0,28,19,0,3,1,0,42,45,0,31,29,0,2024,defunciones,Cuadro14
44.0,,10 - 14 años,5,4,1,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,1,0,0,0,0,0,2024,defunciones,Cuadro14
44.0,,15 - 19 años,76,48,28,0,1,0,0,5,1,0,18,7,0,9,6,0,0,0,0,7,10,0,8,4,0,2024,defunciones,Cuadro14
44.0,,20 - 24 años,82,43,39,0,1,1,0,6,8,0,9,6,0,8,8,0,0,0,0,15,12,0,4,4,0,2024,defunciones,Cuadro14
44.0,,25 - 29 años,78,48,30,0,0,0,0,7,2,0,14,10,0,5,3,0,2,0,0,8,6,0,12,9,0,2024,defunciones,Cuadro14
44.0,,30 - 34 años,37,18,19,0,3,0,0,2,1,0,6,7,0,1,1,0,0,1,0,4,5,0,2,4,0,2024,defunciones,Cuadro14
44.0,,35 - 39 años,27,13,14,0,0,0,0,0,0,0,5,3,0,2,1,0,0,0,0,5,5,0,1,5,0,2024,defunciones,Cuadro14
44.0,,40 - 44 años,22,6,15,1,0,0,0,1,1,1,0,7,0,0,0,0,0,0,0,2,5,0,3,2,0,2024,defunciones,Cuadro14
44.0,,45 - 49 años,3,1,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2024,defunciones,Cuadro14
44.0,,50 - 54 años,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2024,defunciones,Cuadro14
44.0,,Edad desconocida,7,4,3,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,2,0,1,0,0,2024,defunciones,Cuadro14
47.0,47 Magdalena,TOTAL,176,106,70,0,7,3,0,10,9,0,31,14,0,22,16,0,2,0,0,24,19,0,10,9,0,2024,defunciones,Cuadro14
47.0,,10 - 14 años,2,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,defunciones,Cuadro14
47.0,,15 - 19 años,50,31,19,0,2,1,0,1,4,0,10,4,0,8,0,0,0,0,0,7,6,0,3,4,0,2024,defunciones,Cuadro14
