columna,columna_1,"CUADRO 3 - Defunciones por grupos de edad y sexo, según departamento, municipio y área donde ocurrió la defunción",columna_2,columna_3,columna_4,columna_5,columna_6,columna_7,columna_8,columna_9,columna_10,columna_11,columna_12,columna_13,columna_14,columna_15,columna_16,columna_17,columna_18,columna_19,columna_20,columna_21,columna_22,columna_23,columna_24,columna_25,columna_26,columna_27,columna_28,columna_29,columna_30,columna_31,columna_32,columna_33,columna_34,año,tipo,hoja_origen
41.0,41006.0,,,Sin información,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,defunciones,Cuadro3
41.0,41013.0,,41013 Agrado,TOTAL,28,14,14,0,1,0,0,2,0,0,0,0,0,4,2,0,0,1,0,2,6,0,4,5,0,1,0,0,0,0,0,2024,defunciones,Cuadro3
41.0,41013.0,,,Cabecera municipal,23,12,11,0,1,0,0,2,0,0,0,0,0,2,1,0,0,1,0,2,6,0,4,3,0,1,0,0,0,0,0,2024,defunciones,Cuadro3
41.0,41013.0,,,Centro poblado,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,defunciones,Cuadro3
41.0,41013.0,,,Rural disperso,4,1,3,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2024,defunciones,Cuadro3
41.0,41013.0,,,Sin información,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,defunciones,Cuadro3
41.0,41016.0,,41016 Aipe,TOTAL,71,41,30,0,0,0,0,0,0,0,1,1,0,10,3,0,7,5,0,10,13,0,13,8,0,0,0,0,0,0,0,2024,defunciones,Cuadro3
41.0,41016.0,,,Cabecera municipal,47,24,23,0,0,0,0,0,0,0,1,1,0,3,2,0,2,4,0,8,10,0,10,6,0,0,0,0,0,0,0,2024,defunciones,Cuadro3
41.0,41016.0,,,Centro poblado,3,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2024,defunciones,Cuadro3
41.0,41016.0,,,Rural disperso,21,15,6,0,0,0,0,0,0,0,0,0,0,6,1,0,5,0,0,2,3,0,2,2,0,0,0,0,0,0,0,2024,defunciones,Cuadro3
41.0,41016.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,defunciones,Cuadro3
41.0,41020.0,,41020 Algeciras,TOTAL,105,68,37,0,0,0,0,1,0,0,3,0,0,21,3,0,10,4,0,21,14,0,12,15,0,0,1,0,0,0,0,2024,defunciones,Cuadro3
41.0,41020.0,,,Cabecera municipal,69,42,27,0,0,0,0,0,0,0,3,0,0,9,3,0,7,2,0,13,10,0,10,12,0,0,0,0,0,0,0,2024,defunciones,Cuadro3
41.0,41020.0,,,Centro poblado,5,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,1,0,0,0,0,0,0,0,2024,defunciones,Cuadro3
41.0,41020.0,,,Rural disperso,31,24,7,0,0,0,0,1,0,0,0,0,0,12,0,0,3,1,0,8,3,0,0,2,0,0,1,0,0,0,0,2024,defunciones,Cuadro3
41.0,41020.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,defunciones,Cuadro3
41.0,41026.0,,41026 Altamira,TOTAL,11,9,2,0,0,0,0,0,0,0,0,0,0,5,1,0,2,0,0,2,0,0,0,0,0,0,1,0,0,0,0,2024,defunciones,Cuadro3
41.0,41026.0,,,Cabecera municipal,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2024,defunciones,Cuadro3
41.0,41026.0,,,Centro poblado,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,defunciones,Cuadro3
41.0,41026.0,,,Rural disperso,9,8,1,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2024,defunciones,Cuadro3
41.0,41026.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,defunciones,Cuadro3
41.0,41078.0,,41078 Baraya,TOTAL,27,14,13,0,0,0,0,0,0,0,0,0,0,2,0,0,3,3,0,4,5,0,5,5,0,0,0,0,0,0,0,2024,defunciones,Cuadro3
41.0,41078.0,,,Cabecera municipal,22,12,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,4,4,0,5,5,0,0,0,0,0,0,0,2024,defunciones,Cuadro3
41.0,41078.0,,,Centro poblado,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,defunciones,Cuadro3
41.0,41078.0,,,Rural disperso,5,2,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,2024,defunciones,Cuadro3
41.0,41078.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,defunciones,Cuadro3
41.0,41132.0,,41132 Campoalegre,TOTAL,134,80,54,0,0,0,0,0,0,0,1,1,0,19,3,0,12,6,0,28,18,0,19,26,0,1,0,0,0,0,0,2024,defunciones,Cuadro3
41.0,41132.0,,,Cabecera municipal,107,64,43,0,0,0,0,0,0,0,0,1,0,14,1,0,9,4,0,22,13,0,18,24,0,1,0,0,0,0,0,2024,defunciones,Cuadro3
41.0,41132.0,,,Centro poblado,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2024,defunciones,Cuadro3
41.0,41132.0,,,Rural disperso,25,16,9,0,0,0,0,0,0,0,1,0,0,5,2,0,3,1,0,6,5,0,1,1,0,0,0,0,0,0,0,2024,defunciones,Cuadro3
41.0,41132.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,defunciones,Cuadro3
41.0,41206.0,,41206 Colombia,TOTAL,20,14,6,0,0,0,0,0,0,0,0,0,0,3,1,0,3,1,0,4,3,0,4,1,0,0,0,0,0,0,0,2024,defunciones,Cuadro3
41.0,41206.0,,,Cabecera municipal,10,8,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,3,1,0,3,1,0,0,0,0,0,0,0,2024,defunciones,Cuadro3
41.0,41206.0,,,Centro poblado,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,defunciones,Cuadro3
41.0,41206.0,,,Rural disperso,10,6,4,0,0,0,0,0,0,0,0,0,0,2,1,0,2,1,0,1,2,0,1,0,0,0,0,0,0,0,0,2024,defunciones,Cuadro3
41.0,41206.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,defunciones,Cuadro3
41.0,41244.0,,41244 Elías,TOTAL,15,10,5,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,3,1,0,5,2,0,0,0,0,0,0,0,2024,defunciones,Cuadro3
41.0,41244.0,,,Cabecera municipal,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,1,0,0,0,0,0,0,0,2024,defunciones,Cuadro3
41.0,41244.0,,,Centro poblado,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,2024,defunciones,Cuadro3
41.0,41244.0,,,Rural disperso,7,5,2,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,2,0,0,0,0,0,0,0,0,2024,defunciones,Cuadro3
41.0,41244.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,defunciones,Cuadro3
41.0,41298.0,,41298 Garzón,TOTAL,404,235,169,0,2,2,0,3,0,0,2,1,0,46,10,0,45,19,0,84,72,0,52,63,0,1,2,0,0,0,0,2024,defunciones,Cuadro3
41.0,41298.0,,,Cabecera municipal,330,180,150,0,2,2,0,2,0,0,2,1,0,27,7,0,29,18,0,73,64,0,44,56,0,1,2,0,0,0,0,2024,defunciones,Cuadro3
41.0,41298.0,,,Centro poblado,21,16,5,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,0,5,3,0,2,2,0,0,0,0,0,0,0,2024,defunciones,Cuadro3
41.0,41298.0,,,Rural disperso,53,39,14,0,0,0,0,1,0,0,0,0,0,15,3,0,11,1,0,6,5,0,6,5,0,0,0,0,0,0,0,2024,defunciones,Cuadro3
41.0,41298.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,defunciones,Cuadro3
41.0,41306.0,,41306 Gigante,TOTAL,98,67,30,1,0,0,0,0,0,0,1,0,0,15,1,0,11,4,1,25,8,0,14,15,0,1,2,0,0,0,0,2024,defunciones,Cuadro3
41.0,41306.0,,,Cabecera municipal,43,27,16,0,0,0,0,0,0,0,0,0,0,4,0,0,4,1,0,11,5,0,8,10,0,0,0,0,0,0,0,2024,defunciones,Cuadro3
41.0,41306.0,,,Centro poblado,8,6,1,1,0,0,0,0,0,0,0,0,0,1,0,0,2,1,1,2,0,0,1,0,0,0,0,0,0,0,0,2024,defunciones,Cuadro3
41.0,41306.0,,,Rural disperso,47,34,13,0,0,0,0,0,0,0,1,0,0,10,1,0,5,2,0,12,3,0,5,5,0,1,2,0,0,0,0,2024,defunciones,Cuadro3
41.0,41306.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,defunciones,Cuadro3
41.0,41319.0,,41319 Guadalupe,TOTAL,64,36,28,0,0,0,0,0,1,0,0,0,0,10,0,0,8,2,0,8,9,0,10,16,0,0,0,0,0,0,0,2024,defunciones,Cuadro3
41.0,41319.0,,,Cabecera municipal,26,8,18,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,4,8,0,2,9,0,0,0,0,0,0,0,2024,defunciones,Cuadro3
41.0,41319.0,,,Centro poblado,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,defunciones,Cuadro3
41.0,41319.0,,,Rural disperso,38,28,10,0,0,0,0,0,1,0,0,0,0,9,0,0,7,1,0,4,1,0,8,7,0,0,0,0,0,0,0,2024,defunciones,Cuadro3
41.0,41319.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,defunciones,Cuadro3
41.0,41349.0,,41349 Hobo,TOTAL,41,28,13,0,0,0,0,1,0,0,0,0,0,10,2,0,2,0,0,10,3,0,4,7,0,1,1,0,0,0,0,2024,defunciones,Cuadro3
41.0,41349.0,,,Cabecera municipal,28,16,12,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,8,3,0,3,6,0,1,1,0,0,0,0,2024,defunciones,Cuadro3
41.0,41349.0,,,Centro poblado,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,defunciones,Cuadro3
41.0,41349.0,,,Rural disperso,13,12,1,0,0,0,0,1,0,0,0,0,0,6,0,0,2,0,0,2,0,0,1,1,0,0,0,0,0,0,0,2024,defunciones,Cuadro3
41.0,41349.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,defunciones,Cuadro3
41.0,41357.0,,41357 Íquira,TOTAL,39,22,17,0,1,0,0,0,0,0,0,0,0,2,0,0,4,5,0,12,7,0,1,4,0,2,1,0,0,0,0,2024,defunciones,Cuadro3
41.0,41357.0,,,Cabecera municipal,17,8,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,5,4,0,1,2,0,1,1,0,0,0,0,2024,defunciones,Cuadro3
41.0,41357.0,,,Centro poblado,6,3,3,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,2,0,0,0,0,0,0,0,0,0,0,2024,defunciones,Cuadro3
41.0,41357.0,,,Rural disperso,16,11,5,0,1,0,0,0,0,0,0,0,0,1,0,0,1,2,0,7,1,0,0,2,0,1,0,0,0,0,0,2024,defunciones,Cuadro3
41.0,41357.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,defunciones,Cuadro3
41.0,41359.0,,41359 Isnos,TOTAL,88,64,24,0,0,0,0,1,0,0,1,0,0,20,1,0,12,2,0,19,13,0,9,8,0,2,0,0,0,0,0,2024,defunciones,Cuadro3
41.0,41359.0,,,Cabecera municipal,19,17,2,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,6,2,0,3,0,0,1,0,0,0,0,0,2024,defunciones,Cuadro3
41.0,41359.0,,,Centro poblado,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,defunciones,Cuadro3
41.0,41359.0,,,Rural disperso,69,47,22,0,0,0,0,1,0,0,1,0,0,16,1,0,9,2,0,13,11,0,6,8,0,1,0,0,0,0,0,2024,defunciones,Cuadro3
41.0,41359.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,defunciones,Cuadro3
41.0,41378.0,,41378 La Argentina,TOTAL,33,24,9,0,0,0,0,0,0,0,1,0,0,2,0,0,4,2,0,11,4,0,6,2,0,0,1,0,0,0,0,2024,defunciones,Cuadro3
41.0,41378.0,,,Cabecera municipal,14,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,3,4,0,3,1,0,0,0,0,0,0,0,2024,defunciones,Cuadro3
41.0,41378.0,,,Centro poblado,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,defunciones,Cuadro3
41.0,41378.0,,,Rural disperso,19,17,2,0,0,0,0,0,0,0,1,0,0,2,0,0,3,0,0,8,0,0,3,1,0,0,1,0,0,0,0,2024,defunciones,Cuadro3
41.0,41378.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,defunciones,Cuadro3
41.0,41396.0,,41396 La Plata,TOTAL,258,153,105,0,4,3,0,2,0,0,2,0,0,46,13,0,17,12,0,46,41,0,36,34,0,0,2,0,0,0,0,2024,defunciones,Cuadro3
41.0,41396.0,,,Cabecera municipal,166,96,70,0,2,1,0,1,0,0,2,0,0,30,9,0,12,7,0,28,30,0,21,21,0,0,2,0,0,0,0,2024,defunciones,Cuadro3
41.0,41396.0,,,Centro poblado,17,8,9,0,0,2,0,0,0,0,0,0,0,1,0,0,1,0,0,2,1,0,4,6,0,0,0,0,0,0,0,2024,defunciones,Cuadro3
41.0,41396.0,,,Rural disperso,75,49,26,0,2,0,0,1,0,0,0,0,0,15,4,0,4,5,0,16,10,0,11,7,0,0,0,0,0,0,0,2024,defunciones,Cuadro3
41.0,41396.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,defunciones,Cuadro3
41.0,41483.0,,41483 Nátaga,TOTAL,19,13,6,0,0,0,0,0,0,0,1,1,0,2,1,0,0,0,0,6,0,0,4,3,0,0,1,0,0,0,0,2024,defunciones,Cuadro3
41.0,41483.0,,,Cabecera municipal,12,8,4,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,3,0,0,4,2,0,0,1,0,0,0,0,2024,defunciones,Cuadro3
41.0,41483.0,,,Centro poblado,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,defunciones,Cuadro3
41.0,41483.0,,,Rural disperso,7,5,2,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,2024,defunciones,Cuadro3
41.0,41483.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,defunciones,Cuadro3
41.0,41503.0,,41503 Oporapa,TOTAL,35,24,11,0,0,0,0,0,0,0,0,0,0,5,2,0,4,4,0,9,4,0,6,1,0,0,0,0,0,0,0,2024,defunciones,Cuadro3
41.0,41503.0,,,Cabecera municipal,9,7,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,4,1,0,1,0,0,0,0,0,0,0,0,2024,defunciones,Cuadro3
41.0,41503.0,,,Centro poblado,6,5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,2,0,0,1,0,0,0,0,0,0,0,0,2024,defunciones,Cuadro3
41.0,41503.0,,,Rural disperso,20,12,8,0,0,0,0,0,0,0,0,0,0,4,1,0,1,3,0,3,3,0,4,1,0,0,0,0,0,0,0,2024,defunciones,Cuadro3
41.0,41503.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,defunciones,Cuadro3
41.0,41518.0,,41518 Paicol,TOTAL,19,14,5,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,1,3,0,8,2,0,0,0,0,0,0,0,2024,defunciones,Cuadro3
41.0,41518.0,,,Cabecera municipal,8,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,5,1,0,0,0,0,0,0,0,2024,defunciones,Cuadro3
41.0,41518.0,,,Centro poblado,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,defunciones,Cuadro3
41.0,41518.0,,,Rural disperso,10,8,2,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,1,1,0,3,1,0,0,0,0,0,0,0,2024,defunciones,Cuadro3
41.0,41518.0,,,Sin información,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,defunciones,Cuadro3
41.0,41524.0,,41524 Palermo,TOTAL,103,61,42,0,0,0,0,1,0,0,1,0,0,14,3,0,15,8,0,15,15,0,15,16,0,0,0,0,0,0,0,2024,defunciones,Cuadro3
41.0,41524.0,,,Cabecera municipal,66,39,27,0,0,0,0,1,0,0,1,0,0,9,1,0,9,5,0,8,10,0,11,11,0,0,0,0,0,0,0,2024,defunciones,Cuadro3
41.0,41524.0,,,Centro poblado,14,5,9,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,1,4,0,2,3,0,0,0,0,0,0,0,2024,defunciones,Cuadro3
41.0,41524.0,,,Rural disperso,22,16,6,0,0,0,0,0,0,0,0,0,0,3,2,0,6,1,0,5,1,0,2,2,0,0,0,0,0,0,0,2024,defunciones,Cuadro3
41.0,41524.0,,,Sin información,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2024,defunciones,Cuadro3
41.0,41530.0,,41530 Palestina,TOTAL,31,24,7,0,0,0,0,0,0,0,0,0,0,7,3,0,6,2,0,7,1,0,4,1,0,0,0,0,0,0,0,2024,defunciones,Cuadro3
41.0,41530.0,,,Cabecera municipal,7,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,3,1,0,0,0,0,0,0,0,0,0,0,2024,defunciones,Cuadro3
41.0,41530.0,,,Centro poblado,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,defunciones,Cuadro3
41.0,41530.0,,,Rural disperso,23,18,5,0,0,0,0,0,0,0,0,0,0,6,3,0,4,1,0,4,0,0,4,1,0,0,0,0,0,0,0,2024,defunciones,Cuadro3
41.0,41530.0,,,Sin información,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,defunciones,Cuadro3
41.0,41548.0,,41548 Pital,TOTAL,36,27,9,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,18,2,0,7,4,0,0,1,0,0,0,0,2024,defunciones,Cuadro3
41.0,41548.0,,,Cabecera municipal,17,10,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,7,2,0,3,2,0,0,1,0,0,0,0,2024,defunciones,Cuadro3
41.0,41548.0,,,Centro poblado,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,defunciones,Cuadro3
41.0,41548.0,,,Rural disperso,19,17,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,11,0,0,4,2,0,0,0,0,0,0,0,2024,defunciones,Cuadro3
41.0,41548.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,defunciones,Cuadro3
41.0,41551.0,,41551 Pitalito,TOTAL,850,480,370,0,3,2,0,0,2,0,2,1,0,126,33,0,81,46,0,178,182,0,88,100,0,2,4,0,0,0,0,2024,defunciones,Cuadro3
41.0,41551.0,,,Cabecera municipal,704,380,324,0,3,2,0,0,1,0,1,1,0,87,22,0,65,40,0,152,166,0,70,89,0,2,3,0,0,0,0,2024,defunciones,Cuadro3
41.0,41551.0,,,Centro poblado,42,27,15,0,0,0,0,0,0,0,0,0,0,11,2,0,3,4,0,7,7,0,6,2,0,0,0,0,0,0,0,2024,defunciones,Cuadro3
41.0,41551.0,,,Rural disperso,102,71,31,0,0,0,0,0,1,0,1,0,0,27,9,0,13,2,0,18,9,0,12,9,0,0,1,0,0,0,0,2024,defunciones,Cuadro3
41.0,41551.0,,,Sin información,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2024,defunciones,Cuadro3
41.0,41615.0,,41615 Rivera,TOTAL,67,46,21,0,0,0,0,0,0,0,0,0,0,7,3,0,9,1,0,16,9,0,13,6,0,1,2,0,0,0,0,2024,defunciones,Cuadro3
41.0,41615.0,,,Cabecera municipal,41,27,14,0,0,0,0,0,0,0,0,0,0,5,2,0,3,1,0,10,5,0,9,5,0,0,1,0,0,0,0,2024,defunciones,Cuadro3
41.0,41615.0,,,Centro poblado,6,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,0,0,1,0,0,0,0,0,0,0,2024,defunciones,Cuadro3
41.0,41615.0,,,Rural disperso,20,16,4,0,0,0,0,0,0,0,0,0,0,2,1,0,5,0,0,4,2,0,4,0,0,1,1,0,0,0,0,2024,defunciones,Cuadro3
41.0,41615.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,defunciones,Cuadro3
41.0,41660.0,,41660 Saladoblanco,TOTAL,28,18,10,0,0,0,0,0,0,0,0,0,0,6,2,0,1,1,0,6,3,0,5,4,0,0,0,0,0,0,0,2024,defunciones,Cuadro3
41.0,41660.0,,,Cabecera municipal,5,4,1,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2024,defunciones,Cuadro3
41.0,41660.0,,,Centro poblado,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,defunciones,Cuadro3
41.0,41660.0,,,Rural disperso,23,14,9,0,0,0,0,0,0,0,0,0,0,4,2,0,0,1,0,6,2,0,4,4,0,0,0,0,0,0,0,2024,defunciones,Cuadro3
41.0,41660.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,defunciones,Cuadro3
41.0,41668.0,,41668 San Agustín,TOTAL,122,63,59,0,0,1,0,1,0,0,1,3,0,10,5,0,7,2,0,26,23,0,18,24,0,0,1,0,0,0,0,2024,defunciones,Cuadro3
41.0,41668.0,,,Cabecera municipal,48,23,25,0,0,0,0,0,0,0,0,1,0,3,2,0,1,1,0,8,10,0,11,10,0,0,1,0,0,0,0,2024,defunciones,Cuadro3
41.0,41668.0,,,Centro poblado,13,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,4,0,2,4,0,0,0,0,0,0,0,2024,defunciones,Cuadro3
41.0,41668.0,,,Rural disperso,61,35,26,0,0,1,0,1,0,0,1,2,0,7,3,0,5,1,0,16,9,0,5,10,0,0,0,0,0,0,0,2024,defunciones,Cuadro3
41.0,41668.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,defunciones,Cuadro3
41.0,41676.0,,41676 Santa María,TOTAL,25,13,12,0,0,0,0,0,0,0,0,0,0,1,2,0,2,2,0,7,3,0,2,4,0,1,1,0,0,0,0,2024,defunciones,Cuadro3
41.0,41676.0,,,Cabecera municipal,13,5,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,2,1,0,2,3,0,1,1,0,0,0,0,2024,defunciones,Cuadro3
41.0,41676.0,,,Centro poblado,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2024,defunciones,Cuadro3
41.0,41676.0,,,Rural disperso,11,7,4,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,4,2,0,0,1,0,0,0,0,0,0,0,2024,defunciones,Cuadro3
41.0,41676.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,defunciones,Cuadro3
41.0,41770.0,,41770 Suaza,TOTAL,66,45,21,0,0,0,0,1,0,0,1,0,0,17,1,0,10,3,0,7,10,0,9,7,0,0,0,0,0,0,0,2024,defunciones,Cuadro3
41.0,41770.0,,,Cabecera municipal,17,11,6,0,0,0,0,0,0,0,0,0,0,4,1,0,3,2,0,1,2,0,3,1,0,0,0,0,0,0,0,2024,defunciones,Cuadro3
41.0,41770.0,,,Centro poblado,7,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,3,2,0,0,0,0,0,0,0,2024,defunciones,Cuadro3
41.0,41770.0,,,Rural disperso,42,30,12,0,0,0,0,1,0,0,1,0,0,13,0,0,6,1,0,6,7,0,3,4,0,0,0,0,0,0,0,2024,defunciones,Cuadro3
41.0,41770.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,defunciones,Cuadro3
41.0,41791.0,,41791 Tarqui,TOTAL,54,35,19,0,0,1,0,0,0,0,0,0,0,2,1,0,7,3,0,11,5,0,15,8,0,0,1,0,0,0,0,2024,defunciones,Cuadro3
