columna,columna_1,"CUADRO 4  -  Defunciones por grupos de edad y sexo, según departamento, municipio y área de residencia",columna_2,columna_3,columna_4,columna_5,columna_6,columna_7,columna_8,columna_9,columna_10,columna_11,columna_12,columna_13,columna_14,columna_15,columna_16,columna_17,columna_18,columna_19,columna_20,columna_21,columna_22,columna_23,columna_24,columna_25,columna_26,columna_27,columna_28,columna_29,columna_30,columna_31,columna_32,columna_33,columna_34,columna_35,columna_36,columna_37,columna_38,columna_39,columna_40,columna_41,columna_42,columna_43,columna_44,columna_45,columna_46,columna_47,columna_48,columna_49,columna_50,columna_51,columna_52,columna_53,columna_54,columna_55,columna_56,columna_57,columna_58,columna_59,columna_60,columna_61,columna_62,columna_63,columna_64,columna_65,columna_66,columna_67,columna_68,columna_69,columna_70,columna_71,columna_72,columna_73,columna_74,columna_75,columna_76,columna_77,columna_78,columna_79,columna_80,columna_81,columna_82,columna_83,columna_84,columna_85,columna_86,columna_87,columna_88,columna_89,columna_90,columna_91,columna_92,columna_93,columna_94,columna_95,columna_96,columna_97,año,tipo,hoja_origen
5.0,5000.0,05 Antioquia,Total Dpto,TOTAL,36680,19585,17095,0,20,12,0,31,27,0,54,53,0,52,43,0,2,4,0,61,46,0,34,22,0,30,22,0,49,31,0,45,29,0,66,46,0,321,102,0,579,142,0,612,145,0,600,185,0,528,216,0,577,316,0,524,347,0,692,494,0,1071,817,0,1523,1048,0,1874,1361,0,2154,1624,0,2263,2019,0,2130,2289,0,1868,2345,0,1211,2064,0,503,988,0,111,258,0,0,0,0,2023,defunciones,Cuadro4
5.0,5000.0,,,Cabecera municipal,29701,15377,14324,0,17,9,0,20,13,0,37,33,0,38,28,0,2,2,0,36,32,0,22,16,0,19,10,0,31,16,0,35,17,0,43,32,0,233,69,0,435,112,0,456,117,0,452,139,0,409,180,0,444,237,0,396,251,0,546,401,0,827,672,0,1204,856,0,1501,1157,0,1687,1363,0,1769,1692,0,1729,1943,0,1511,2026,0,989,1800,0,388,879,0,101,222,0,0,0,0,2023,defunciones,Cuadro4
5.0,5000.0,,,Centro poblado,1445,844,601,0,1,1,0,2,4,0,2,2,0,2,3,0,0,0,0,6,4,0,0,1,0,2,5,0,4,2,0,3,4,0,7,1,0,15,6,0,31,5,0,37,6,0,31,9,0,22,8,0,39,16,0,24,19,0,35,23,0,48,28,0,56,38,0,72,44,0,95,56,0,92,69,0,79,83,0,69,60,0,47,70,0,22,22,0,1,12,0,0,0,0,2023,defunciones,Cuadro4
5.0,5000.0,,,Rural disperso,5429,3270,2159,0,2,2,0,9,10,0,15,18,0,12,12,0,0,2,0,19,10,0,12,5,0,9,7,0,14,13,0,7,8,0,16,13,0,67,25,0,101,23,0,106,21,0,101,37,0,83,28,0,88,62,0,93,77,0,107,69,0,195,116,0,260,154,0,300,160,0,369,204,0,400,256,0,322,263,0,287,259,0,174,194,0,93,87,0,9,24,0,0,0,0,2023,defunciones,Cuadro4
5.0,5000.0,,,Sin información,105,94,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,12,2,0,13,1,0,16,0,0,14,0,0,6,1,0,11,0,0,4,1,0,1,1,0,3,0,0,1,0,0,3,1,0,2,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro4
5.0,5001.0,,05001 Medellín,TOTAL,15657,7971,7686,0,6,4,0,11,6,0,17,10,0,16,13,0,1,0,0,13,13,0,12,4,0,8,2,0,16,4,0,11,6,0,22,14,0,87,37,0,185,62,0,218,62,0,251,74,0,238,92,0,243,127,0,204,136,0,294,187,0,452,340,0,612,429,0,802,624,0,935,703,0,912,935,0,864,1034,0,800,1118,0,502,1012,0,189,496,0,50,142,0,0,0,0,2023,defunciones,Cuadro4
5.0,5001.0,,,Cabecera municipal,15182,7693,7489,0,6,4,0,10,6,0,17,9,0,15,13,0,1,0,0,13,13,0,12,4,0,8,2,0,14,4,0,11,6,0,22,13,0,82,36,0,178,57,0,204,58,0,237,70,0,227,90,0,234,121,0,190,132,0,286,180,0,440,332,0,594,419,0,779,604,0,897,688,0,879,900,0,838,1013,0,775,1095,0,491,989,0,184,491,0,49,140,0,0,0,0,2023,defunciones,Cuadro4
5.0,5001.0,,,Centro poblado,177,101,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,1,0,4,1,0,6,0,0,4,2,0,2,1,0,3,2,0,5,1,0,3,1,0,4,1,0,6,2,0,11,6,0,15,7,0,13,13,0,8,12,0,8,6,0,3,16,0,1,2,0,0,2,0,0,0,0,2023,defunciones,Cuadro4
5.0,5001.0,,,Rural disperso,261,145,116,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,2,0,4,4,0,5,2,0,4,1,0,3,4,0,3,3,0,3,5,0,8,7,0,11,8,0,11,14,0,21,8,0,20,20,0,18,9,0,17,17,0,8,7,0,4,3,0,1,0,0,0,0,0,2023,defunciones,Cuadro4
5.0,5001.0,,,Sin información,37,32,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,0,4,0,0,5,0,0,5,0,0,3,0,0,6,0,0,2,1,0,0,0,0,1,0,0,1,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro4
5.0,5002.0,,05002 Abejorral,TOTAL,120,68,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,1,0,1,0,0,4,0,0,1,3,0,1,1,0,4,1,0,4,2,0,3,2,0,6,5,0,9,4,0,10,6,0,6,2,0,7,7,0,6,8,0,4,4,0,0,3,0,0,1,0,0,0,0,2023,defunciones,Cuadro4
5.0,5002.0,,,Cabecera municipal,55,27,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,2,0,2,2,0,4,3,0,4,4,0,0,1,0,4,4,0,4,4,0,4,2,0,0,3,0,0,1,0,0,0,0,2023,defunciones,Cuadro4
5.0,5002.0,,,Centro poblado,5,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro4
5.0,5002.0,,,Rural disperso,60,38,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,2,0,0,1,2,0,1,1,0,3,1,0,3,0,0,2,0,0,4,3,0,5,1,0,6,2,0,5,1,0,3,3,0,2,4,0,0,2,0,0,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro4
5.0,5002.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro4
5.0,5004.0,,05004 Abriaquí,TOTAL,10,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,2,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2023,defunciones,Cuadro4
5.0,5004.0,,,Cabecera municipal,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro4
5.0,5004.0,,,Centro poblado,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro4
5.0,5004.0,,,Rural disperso,7,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2023,defunciones,Cuadro4
5.0,5004.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro4
5.0,5021.0,,05021 Alejandría,TOTAL,28,16,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,2,2,0,1,1,0,2,0,0,1,1,0,3,1,0,1,4,0,0,2,0,1,0,0,0,0,0,2023,defunciones,Cuadro4
5.0,5021.0,,,Cabecera municipal,20,11,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,1,1,0,0,0,0,2,0,0,0,1,0,3,1,0,1,4,0,0,1,0,1,0,0,0,0,0,2023,defunciones,Cuadro4
5.0,5021.0,,,Centro poblado,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro4
5.0,5021.0,,,Rural disperso,7,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2023,defunciones,Cuadro4
5.0,5021.0,,,Sin información,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro4
5.0,5030.0,,05030 Amagá,TOTAL,186,117,69,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,4,1,0,7,1,0,7,0,0,2,0,0,2,0,0,4,0,0,4,2,0,8,1,0,8,4,0,8,4,0,10,7,0,14,5,0,6,12,0,9,6,0,10,12,0,10,10,0,2,1,0,0,0,0,0,0,0,2023,defunciones,Cuadro4
5.0,5030.0,,,Cabecera municipal,76,47,29,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,1,0,4,0,0,1,0,0,0,0,0,1,0,0,2,0,0,5,0,0,2,2,0,2,1,0,3,2,0,7,2,0,3,8,0,4,1,0,5,6,0,4,4,0,0,1,0,0,0,0,0,0,0,2023,defunciones,Cuadro4
5.0,5030.0,,,Centro poblado,32,17,15,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,2,0,0,0,1,0,3,3,0,3,1,0,0,1,0,0,1,0,2,2,0,1,3,0,0,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro4
5.0,5030.0,,,Rural disperso,75,51,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,2,0,0,1,0,0,0,0,0,1,0,0,2,0,0,1,1,0,3,1,0,4,2,0,6,2,0,4,2,0,4,2,0,3,3,0,5,4,0,3,4,0,5,3,0,2,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro4
5.0,5030.0,,,Sin información,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro4
5.0,5031.0,,05031 Amalfi,TOTAL,125,85,40,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,7,0,0,5,1,0,4,0,0,2,0,0,1,2,0,0,1,0,7,1,0,2,4,0,6,2,0,7,3,0,11,5,0,6,3,0,8,5,0,6,3,0,6,5,0,3,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro4
5.0,5031.0,,,Cabecera municipal,83,53,30,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,4,0,0,3,1,0,2,0,0,1,0,0,1,1,0,0,0,0,3,1,0,1,2,0,4,0,0,3,3,0,5,4,0,5,3,0,8,5,0,5,3,0,4,5,0,3,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro4
5.0,5031.0,,,Centro poblado,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro4
5.0,5031.0,,,Rural disperso,41,31,10,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,3,0,0,2,0,0,1,0,0,1,0,0,0,1,0,0,1,0,4,0,0,1,2,0,2,2,0,4,0,0,6,1,0,1,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro4
5.0,5031.0,,,Sin información,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro4
5.0,5034.0,,05034 Andes,TOTAL,274,162,112,0,0,0,0,0,1,0,1,0,0,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,3,1,0,9,1,0,7,0,0,10,0,0,6,2,0,5,1,0,5,2,0,4,2,0,10,4,0,12,18,0,12,11,0,22,12,0,17,17,0,13,12,0,10,8,0,9,11,0,4,4,0,0,2,0,0,0,0,2023,defunciones,Cuadro4
5.0,5034.0,,,Cabecera municipal,135,78,57,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,1,0,1,0,0,7,0,0,5,1,0,2,0,0,2,1,0,0,1,0,5,2,0,5,10,0,7,6,0,9,5,0,8,8,0,7,6,0,3,5,0,6,7,0,2,4,0,0,0,0,0,0,0,2023,defunciones,Cuadro4
5.0,5034.0,,,Centro poblado,49,27,22,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,2,0,0,0,0,0,2,0,0,2,0,0,3,1,0,0,2,0,7,2,0,1,5,0,1,3,0,3,1,0,1,3,0,1,0,0,0,1,0,0,0,0,2023,defunciones,Cuadro4
5.0,5034.0,,,Rural disperso,90,57,33,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,2,0,0,5,0,0,2,0,0,1,0,0,1,1,0,3,1,0,2,1,0,3,2,0,4,7,0,5,3,0,6,5,0,8,4,0,5,3,0,4,2,0,2,1,0,1,0,0,0,1,0,0,0,0,2023,defunciones,Cuadro4
5.0,5034.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro4
5.0,5036.0,,05036 Angelópolis,TOTAL,44,32,12,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,4,0,0,2,2,0,1,0,0,2,2,0,3,2,0,3,0,0,6,3,0,2,0,0,1,2,0,1,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro4
5.0,5036.0,,,Cabecera municipal,18,13,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,2,0,0,1,0,0,2,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro4
5.0,5036.0,,,Centro poblado,7,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro4
5.0,5036.0,,,Rural disperso,19,14,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,2,0,1,0,0,1,0,0,0,2,0,1,0,0,3,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro4
5.0,5036.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro4
5.0,5038.0,,05038 Angostura,TOTAL,53,35,18,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,3,1,0,5,1,0,1,0,0,4,1,0,0,2,0,4,8,0,3,0,0,4,3,0,2,1,0,0,0,0,0,0,0,2023,defunciones,Cuadro4
