columna,"CUADRO 2 - Defunciones por persona que certifica la defunción, según departamento, área y sitio donde ocurrió la defunción",columna_1,columna_2,columna_3,columna_4,columna_5,columna_6,columna_7,columna_8,columna_9,año,tipo,hoja_origen
18.0,,,Vía pública,49,1,4,43,0,0,1,2023,defunciones,Cuadro2
18.0,,,Otro sitio,77,2,1,74,0,0,0,2023,defunciones,Cuadro2
18.0,,,Sin información,7,0,3,4,0,0,0,2023,defunciones,Cuadro2
18.0,,Sin información,Total,13,0,0,0,0,0,13,2023,defunciones,Cuadro2
18.0,,,Hospital/clínica,0,0,0,0,0,0,0,2023,defunciones,Cuadro2
18.0,,,Centro/puesto de salud,0,0,0,0,0,0,0,2023,defunciones,Cuadro2
18.0,,,Casa/domicilio,0,0,0,0,0,0,0,2023,defunciones,Cuadro2
18.0,,,Lugar de trabajo,0,0,0,0,0,0,0,2023,defunciones,Cuadro2
18.0,,,Vía pública,0,0,0,0,0,0,0,2023,defunciones,Cuadro2
18.0,,,Otro sitio,0,0,0,0,0,0,0,2023,defunciones,Cuadro2
18.0,,,Sin información,13,0,0,0,0,0,13,2023,defunciones,Cuadro2
19.0,19 Cauca,Total,Total,6552,2030,2279,1421,237,3,582,2023,defunciones,Cuadro2
19.0,,,Hospital/clínica,2659,1860,621,176,0,0,2,2023,defunciones,Cuadro2
19.0,,,Centro/puesto de salud,30,3,11,16,0,0,0,2023,defunciones,Cuadro2
19.0,,,Casa/domicilio,2182,153,1568,226,233,2,0,2023,defunciones,Cuadro2
19.0,,,Lugar de trabajo,21,0,2,18,0,1,0,2023,defunciones,Cuadro2
19.0,,,Vía pública,763,8,33,716,2,0,4,2023,defunciones,Cuadro2
19.0,,,Otro sitio,287,6,40,239,2,0,0,2023,defunciones,Cuadro2
19.0,,,Sin información,610,0,4,30,0,0,576,2023,defunciones,Cuadro2
19.0,,Cabecera municipal,Total,4017,1973,1410,623,6,0,5,2023,defunciones,Cuadro2
19.0,,,Hospital/clínica,2620,1855,588,176,0,0,1,2023,defunciones,Cuadro2
19.0,,,Centro/puesto de salud,16,1,5,10,0,0,0,2023,defunciones,Cuadro2
19.0,,,Casa/domicilio,999,115,771,107,6,0,0,2023,defunciones,Cuadro2
19.0,,,Lugar de trabajo,6,0,2,4,0,0,0,2023,defunciones,Cuadro2
19.0,,,Vía pública,288,1,15,268,0,0,4,2023,defunciones,Cuadro2
19.0,,,Otro sitio,82,1,28,53,0,0,0,2023,defunciones,Cuadro2
19.0,,,Sin información,6,0,1,5,0,0,0,2023,defunciones,Cuadro2
19.0,,Centro poblado,Total,256,13,156,56,30,1,0,2023,defunciones,Cuadro2
19.0,,,Hospital/clínica,29,4,25,0,0,0,0,2023,defunciones,Cuadro2
19.0,,,Centro/puesto de salud,7,2,3,2,0,0,0,2023,defunciones,Cuadro2
19.0,,,Casa/domicilio,165,6,121,8,29,1,0,2023,defunciones,Cuadro2
19.0,,,Lugar de trabajo,2,0,0,2,0,0,0,2023,defunciones,Cuadro2
19.0,,,Vía pública,30,1,2,27,0,0,0,2023,defunciones,Cuadro2
19.0,,,Otro sitio,21,0,3,17,1,0,0,2023,defunciones,Cuadro2
19.0,,,Sin información,2,0,2,0,0,0,0,2023,defunciones,Cuadro2
19.0,,Rural disperso,Total,1698,44,713,737,201,2,1,2023,defunciones,Cuadro2
19.0,,,Hospital/clínica,10,1,8,0,0,0,1,2023,defunciones,Cuadro2
19.0,,,Centro/puesto de salud,7,0,3,4,0,0,0,2023,defunciones,Cuadro2
19.0,,,Casa/domicilio,1018,32,676,111,198,1,0,2023,defunciones,Cuadro2
19.0,,,Lugar de trabajo,13,0,0,12,0,1,0,2023,defunciones,Cuadro2
19.0,,,Vía pública,443,6,16,419,2,0,0,2023,defunciones,Cuadro2
19.0,,,Otro sitio,182,5,9,167,1,0,0,2023,defunciones,Cuadro2
19.0,,,Sin información,25,0,1,24,0,0,0,2023,defunciones,Cuadro2
19.0,,Sin información,Total,581,0,0,5,0,0,576,2023,defunciones,Cuadro2
19.0,,,Hospital/clínica,0,0,0,0,0,0,0,2023,defunciones,Cuadro2
19.0,,,Centro/puesto de salud,0,0,0,0,0,0,0,2023,defunciones,Cuadro2
19.0,,,Casa/domicilio,0,0,0,0,0,0,0,2023,defunciones,Cuadro2
19.0,,,Lugar de trabajo,0,0,0,0,0,0,0,2023,defunciones,Cuadro2
19.0,,,Vía pública,2,0,0,2,0,0,0,2023,defunciones,Cuadro2
19.0,,,Otro sitio,2,0,0,2,0,0,0,2023,defunciones,Cuadro2
19.0,,,Sin información,577,0,0,1,0,0,576,2023,defunciones,Cuadro2
20.0,20 Cesar,Total,Total,6098,1414,3617,1029,2,0,36,2023,defunciones,Cuadro2
20.0,,,Hospital/clínica,4331,1316,2682,332,1,0,0,2023,defunciones,Cuadro2
20.0,,,Centro/puesto de salud,28,4,7,17,0,0,0,2023,defunciones,Cuadro2
20.0,,,Casa/domicilio,1153,81,890,175,1,0,6,2023,defunciones,Cuadro2
20.0,,,Lugar de trabajo,17,0,3,14,0,0,0,2023,defunciones,Cuadro2
20.0,,,Vía pública,363,5,18,336,0,0,4,2023,defunciones,Cuadro2
20.0,,,Otro sitio,170,8,17,145,0,0,0,2023,defunciones,Cuadro2
20.0,,,Sin información,36,0,0,10,0,0,26,2023,defunciones,Cuadro2
20.0,,Cabecera municipal,Total,5439,1388,3367,682,2,0,0,2023,defunciones,Cuadro2
20.0,,,Hospital/clínica,4295,1309,2653,332,1,0,0,2023,defunciones,Cuadro2
20.0,,,Centro/puesto de salud,17,1,4,12,0,0,0,2023,defunciones,Cuadro2
20.0,,,Casa/domicilio,886,68,684,133,1,0,0,2023,defunciones,Cuadro2
20.0,,,Lugar de trabajo,9,0,3,6,0,0,0,2023,defunciones,Cuadro2
20.0,,,Vía pública,166,4,11,151,0,0,0,2023,defunciones,Cuadro2
20.0,,,Otro sitio,60,6,12,42,0,0,0,2023,defunciones,Cuadro2
20.0,,,Sin información,6,0,0,6,0,0,0,2023,defunciones,Cuadro2
20.0,,Centro poblado,Total,270,18,161,85,0,0,6,2023,defunciones,Cuadro2
20.0,,,Hospital/clínica,35,7,28,0,0,0,0,2023,defunciones,Cuadro2
20.0,,,Centro/puesto de salud,9,3,3,3,0,0,0,2023,defunciones,Cuadro2
20.0,,,Casa/domicilio,161,7,123,25,0,0,6,2023,defunciones,Cuadro2
20.0,,,Lugar de trabajo,1,0,0,1,0,0,0,2023,defunciones,Cuadro2
20.0,,,Vía pública,41,1,4,36,0,0,0,2023,defunciones,Cuadro2
20.0,,,Otro sitio,20,0,3,17,0,0,0,2023,defunciones,Cuadro2
20.0,,,Sin información,3,0,0,3,0,0,0,2023,defunciones,Cuadro2
20.0,,Rural disperso,Total,361,8,89,260,0,0,4,2023,defunciones,Cuadro2
20.0,,,Hospital/clínica,1,0,1,0,0,0,0,2023,defunciones,Cuadro2
20.0,,,Centro/puesto de salud,2,0,0,2,0,0,0,2023,defunciones,Cuadro2
20.0,,,Casa/domicilio,106,6,83,17,0,0,0,2023,defunciones,Cuadro2
20.0,,,Lugar de trabajo,7,0,0,7,0,0,0,2023,defunciones,Cuadro2
20.0,,,Vía pública,154,0,3,147,0,0,4,2023,defunciones,Cuadro2
20.0,,,Otro sitio,90,2,2,86,0,0,0,2023,defunciones,Cuadro2
20.0,,,Sin información,1,0,0,1,0,0,0,2023,defunciones,Cuadro2
20.0,,Sin información,Total,28,0,0,2,0,0,26,2023,defunciones,Cuadro2
20.0,,,Hospital/clínica,0,0,0,0,0,0,0,2023,defunciones,Cuadro2
20.0,,,Centro/puesto de salud,0,0,0,0,0,0,0,2023,defunciones,Cuadro2
20.0,,,Casa/domicilio,0,0,0,0,0,0,0,2023,defunciones,Cuadro2
20.0,,,Lugar de trabajo,0,0,0,0,0,0,0,2023,defunciones,Cuadro2
20.0,,,Vía pública,2,0,0,2,0,0,0,2023,defunciones,Cuadro2
20.0,,,Otro sitio,0,0,0,0,0,0,0,2023,defunciones,Cuadro2
20.0,,,Sin información,26,0,0,0,0,0,26,2023,defunciones,Cuadro2
23.0,23 Córdoba,Total,Total,9264,2697,5365,981,0,0,221,2023,defunciones,Cuadro2
23.0,,,Hospital/clínica,6054,2660,3003,391,0,0,0,2023,defunciones,Cuadro2
23.0,,,Centro/puesto de salud,43,9,26,8,0,0,0,2023,defunciones,Cuadro2
23.0,,,Casa/domicilio,2435,18,2269,148,0,0,0,2023,defunciones,Cuadro2
23.0,,,Lugar de trabajo,23,0,7,16,0,0,0,2023,defunciones,Cuadro2
23.0,,,Vía pública,335,6,31,296,0,0,2,2023,defunciones,Cuadro2
23.0,,,Otro sitio,143,4,26,113,0,0,0,2023,defunciones,Cuadro2
23.0,,,Sin información,231,0,3,9,0,0,219,2023,defunciones,Cuadro2
23.0,,Cabecera municipal,Total,7696,2682,4277,735,0,0,2,2023,defunciones,Cuadro2
23.0,,,Hospital/clínica,6027,2656,2983,388,0,0,0,2023,defunciones,Cuadro2
23.0,,,Centro/puesto de salud,34,9,18,7,0,0,0,2023,defunciones,Cuadro2
23.0,,,Casa/domicilio,1352,11,1241,100,0,0,0,2023,defunciones,Cuadro2
23.0,,,Lugar de trabajo,11,0,2,9,0,0,0,2023,defunciones,Cuadro2
23.0,,,Vía pública,193,3,15,173,0,0,2,2023,defunciones,Cuadro2
23.0,,,Otro sitio,74,3,17,54,0,0,0,2023,defunciones,Cuadro2
23.0,,,Sin información,5,0,1,4,0,0,0,2023,defunciones,Cuadro2
23.0,,Centro poblado,Total,580,6,491,83,0,0,0,2023,defunciones,Cuadro2
23.0,,,Hospital/clínica,27,4,20,3,0,0,0,2023,defunciones,Cuadro2
23.0,,,Centro/puesto de salud,4,0,4,0,0,0,0,2023,defunciones,Cuadro2
23.0,,,Casa/domicilio,485,2,465,18,0,0,0,2023,defunciones,Cuadro2
23.0,,,Lugar de trabajo,2,0,0,2,0,0,0,2023,defunciones,Cuadro2
23.0,,,Vía pública,43,0,2,41,0,0,0,2023,defunciones,Cuadro2
23.0,,,Otro sitio,19,0,0,19,0,0,0,2023,defunciones,Cuadro2
23.0,,,Sin información,0,0,0,0,0,0,0,2023,defunciones,Cuadro2
23.0,,Rural disperso,Total,767,9,597,161,0,0,0,2023,defunciones,Cuadro2
23.0,,,Hospital/clínica,0,0,0,0,0,0,0,2023,defunciones,Cuadro2
23.0,,,Centro/puesto de salud,5,0,4,1,0,0,0,2023,defunciones,Cuadro2
23.0,,,Casa/domicilio,598,5,563,30,0,0,0,2023,defunciones,Cuadro2
23.0,,,Lugar de trabajo,10,0,5,5,0,0,0,2023,defunciones,Cuadro2
23.0,,,Vía pública,98,3,14,81,0,0,0,2023,defunciones,Cuadro2
23.0,,,Otro sitio,50,1,9,40,0,0,0,2023,defunciones,Cuadro2
23.0,,,Sin información,6,0,2,4,0,0,0,2023,defunciones,Cuadro2
23.0,,Sin información,Total,221,0,0,2,0,0,219,2023,defunciones,Cuadro2
23.0,,,Hospital/clínica,0,0,0,0,0,0,0,2023,defunciones,Cuadro2
23.0,,,Centro/puesto de salud,0,0,0,0,0,0,0,2023,defunciones,Cuadro2
23.0,,,Casa/domicilio,0,0,0,0,0,0,0,2023,defunciones,Cuadro2
23.0,,,Lugar de trabajo,0,0,0,0,0,0,0,2023,defunciones,Cuadro2
23.0,,,Vía pública,1,0,0,1,0,0,0,2023,defunciones,Cuadro2
23.0,,,Otro sitio,0,0,0,0,0,0,0,2023,defunciones,Cuadro2
23.0,,,Sin información,220,0,0,1,0,0,219,2023,defunciones,Cuadro2
25.0,25 Cundinamarca,Total,Total,12610,3563,7077,1914,4,0,52,2023,defunciones,Cuadro2
25.0,,,Hospital/clínica,6885,3247,3043,592,1,0,2,2023,defunciones,Cuadro2
25.0,,,Centro/puesto de salud,112,22,50,40,0,0,0,2023,defunciones,Cuadro2
25.0,,,Casa/domicilio,4415,279,3801,332,3,0,0,2023,defunciones,Cuadro2
25.0,,,Lugar de trabajo,82,2,6,74,0,0,0,2023,defunciones,Cuadro2
25.0,,,Vía pública,686,6,61,617,0,0,2,2023,defunciones,Cuadro2
25.0,,,Otro sitio,361,6,114,240,0,0,1,2023,defunciones,Cuadro2
25.0,,,Sin información,69,1,2,19,0,0,47,2023,defunciones,Cuadro2
25.0,,Cabecera municipal,Total,10221,3440,5603,1171,3,0,4,2023,defunciones,Cuadro2
25.0,,,Hospital/clínica,6850,3243,3012,592,1,0,2,2023,defunciones,Cuadro2
25.0,,,Centro/puesto de salud,87,19,38,30,0,0,0,2023,defunciones,Cuadro2
25.0,,,Casa/domicilio,2827,169,2444,212,2,0,0,2023,defunciones,Cuadro2
25.0,,,Lugar de trabajo,19,1,3,15,0,0,0,2023,defunciones,Cuadro2
25.0,,,Vía pública,294,3,28,261,0,0,2,2023,defunciones,Cuadro2
25.0,,,Otro sitio,131,4,77,50,0,0,0,2023,defunciones,Cuadro2
25.0,,,Sin información,13,1,1,11,0,0,0,2023,defunciones,Cuadro2
25.0,,Centro poblado,Total,207,9,157,41,0,0,0,2023,defunciones,Cuadro2
25.0,,,Hospital/clínica,20,3,17,0,0,0,0,2023,defunciones,Cuadro2
25.0,,,Centro/puesto de salud,0,0,0,0,0,0,0,2023,defunciones,Cuadro2
25.0,,,Casa/domicilio,146,6,127,13,0,0,0,2023,defunciones,Cuadro2
25.0,,,Lugar de trabajo,2,0,1,1,0,0,0,2023,defunciones,Cuadro2
25.0,,,Vía pública,28,0,7,21,0,0,0,2023,defunciones,Cuadro2
25.0,,,Otro sitio,11,0,5,6,0,0,0,2023,defunciones,Cuadro2
25.0,,,Sin información,0,0,0,0,0,0,0,2023,defunciones,Cuadro2
25.0,,Rural disperso,Total,2101,114,1317,668,1,0,1,2023,defunciones,Cuadro2
25.0,,,Hospital/clínica,15,1,14,0,0,0,0,2023,defunciones,Cuadro2
25.0,,,Centro/puesto de salud,24,3,12,9,0,0,0,2023,defunciones,Cuadro2
25.0,,,Casa/domicilio,1438,104,1230,103,1,0,0,2023,defunciones,Cuadro2
25.0,,,Lugar de trabajo,61,1,2,58,0,0,0,2023,defunciones,Cuadro2
25.0,,,Vía pública,345,3,26,316,0,0,0,2023,defunciones,Cuadro2
25.0,,,Otro sitio,210,2,32,175,0,0,1,2023,defunciones,Cuadro2
25.0,,,Sin información,8,0,1,7,0,0,0,2023,defunciones,Cuadro2
25.0,,Sin información,Total,81,0,0,34,0,0,47,2023,defunciones,Cuadro2
25.0,,,Hospital/clínica,0,0,0,0,0,0,0,2023,defunciones,Cuadro2
25.0,,,Centro/puesto de salud,1,0,0,1,0,0,0,2023,defunciones,Cuadro2
25.0,,,Casa/domicilio,4,0,0,4,0,0,0,2023,defunciones,Cuadro2
25.0,,,Lugar de trabajo,0,0,0,0,0,0,0,2023,defunciones,Cuadro2
25.0,,,Vía pública,19,0,0,19,0,0,0,2023,defunciones,Cuadro2
25.0,,,Otro sitio,9,0,0,9,0,0,0,2023,defunciones,Cuadro2
25.0,,,Sin información,48,0,0,1,0,0,47,2023,defunciones,Cuadro2
27.0,27 Chocó,Total,Total,1712,401,832,296,29,0,154,2023,defunciones,Cuadro2
27.0,,,Hospital/clínica,837,350,458,29,0,0,0,2023,defunciones,Cuadro2
27.0,,,Centro/puesto de salud,36,21,12,3,0,0,0,2023,defunciones,Cuadro2
27.0,,,Casa/domicilio,372,17,292,35,28,0,0,2023,defunciones,Cuadro2
27.0,,,Lugar de trabajo,7,0,1,6,0,0,0,2023,defunciones,Cuadro2
27.0,,,Vía pública,129,7,38,84,0,0,0,2023,defunciones,Cuadro2
27.0,,,Otro sitio,136,5,21,110,0,0,0,2023,defunciones,Cuadro2
27.0,,,Sin información,195,1,10,29,1,0,154,2023,defunciones,Cuadro2
27.0,,Cabecera municipal,Total,1312,391,707,209,5,0,0,2023,defunciones,Cuadro2
27.0,,,Hospital/clínica,791,346,416,29,0,0,0,2023,defunciones,Cuadro2
27.0,,,Centro/puesto de salud,30,19,8,3,0,0,0,2023,defunciones,Cuadro2
27.0,,,Casa/domicilio,298,16,248,29,5,0,0,2023,defunciones,Cuadro2
27.0,,,Lugar de trabajo,3,0,0,3,0,0,0,2023,defunciones,Cuadro2
27.0,,,Vía pública,88,7,20,61,0,0,0,2023,defunciones,Cuadro2
27.0,,,Otro sitio,81,3,9,69,0,0,0,2023,defunciones,Cuadro2
27.0,,,Sin información,21,0,6,15,0,0,0,2023,defunciones,Cuadro2
27.0,,Centro poblado,Total,109,7,71,30,1,0,0,2023,defunciones,Cuadro2
27.0,,,Hospital/clínica,44,4,40,0,0,0,0,2023,defunciones,Cuadro2
27.0,,,Centro/puesto de salud,4,2,2,0,0,0,0,2023,defunciones,Cuadro2
27.0,,,Casa/domicilio,27,1,24,1,1,0,0,2023,defunciones,Cuadro2
27.0,,,Lugar de trabajo,2,0,0,2,0,0,0,2023,defunciones,Cuadro2
27.0,,,Vía pública,9,0,2,7,0,0,0,2023,defunciones,Cuadro2
27.0,,,Otro sitio,19,0,2,17,0,0,0,2023,defunciones,Cuadro2
27.0,,,Sin información,4,0,1,3,0,0,0,2023,defunciones,Cuadro2
27.0,,Rural disperso,Total,133,3,54,53,23,0,0,2023,defunciones,Cuadro2
27.0,,,Hospital/clínica,2,0,2,0,0,0,0,2023,defunciones,Cuadro2
27.0,,,Centro/puesto de salud,2,0,2,0,0,0,0,2023,defunciones,Cuadro2
27.0,,,Casa/domicilio,47,0,20,5,22,0,0,2023,defunciones,Cuadro2
27.0,,,Lugar de trabajo,2,0,1,1,0,0,0,2023,defunciones,Cuadro2
27.0,,,Vía pública,30,0,16,14,0,0,0,2023,defunciones,Cuadro2
27.0,,,Otro sitio,35,2,10,23,0,0,0,2023,defunciones,Cuadro2
27.0,,,Sin información,15,1,3,10,1,0,0,2023,defunciones,Cuadro2
27.0,,Sin información,Total,158,0,0,4,0,0,154,2023,defunciones,Cuadro2
27.0,,,Hospital/clínica,0,0,0,0,0,0,0,2023,defunciones,Cuadro2
27.0,,,Centro/puesto de salud,0,0,0,0,0,0,0,2023,defunciones,Cuadro2
27.0,,,Casa/domicilio,0,0,0,0,0,0,0,2023,defunciones,Cuadro2
27.0,,,Lugar de trabajo,0,0,0,0,0,0,0,2023,defunciones,Cuadro2
27.0,,,Vía pública,2,0,0,2,0,0,0,2023,defunciones,Cuadro2
27.0,,,Otro sitio,1,0,0,1,0,0,0,2023,defunciones,Cuadro2
27.0,,,Sin información,155,0,0,1,0,0,154,2023,defunciones,Cuadro2
41.0,41 Huila,Total,Total,6889,1821,3834,1221,12,0,1,2023,defunciones,Cuadro2
41.0,,,Hospital/clínica,4146,1731,1973,442,0,0,0,2023,defunciones,Cuadro2
41.0,,,Centro/puesto de salud,18,4,4,10,0,0,0,2023,defunciones,Cuadro2
41.0,,,Casa/domicilio,2108,80,1791,224,12,0,1,2023,defunciones,Cuadro2
41.0,,,Lugar de trabajo,15,0,3,12,0,0,0,2023,defunciones,Cuadro2
41.0,,,Vía pública,299,2,18,279,0,0,0,2023,defunciones,Cuadro2
41.0,,,Otro sitio,292,4,44,244,0,0,0,2023,defunciones,Cuadro2
41.0,,,Sin información,11,0,1,10,0,0,0,2023,defunciones,Cuadro2
41.0,,Cabecera municipal,Total,5803,1806,3165,831,0,0,1,2023,defunciones,Cuadro2
41.0,,,Hospital/clínica,4119,1730,1947,442,0,0,0,2023,defunciones,Cuadro2
41.0,,,Centro/puesto de salud,16,4,4,8,0,0,0,2023,defunciones,Cuadro2
41.0,,,Casa/domicilio,1375,67,1165,142,0,0,1,2023,defunciones,Cuadro2
41.0,,,Lugar de trabajo,5,0,2,3,0,0,0,2023,defunciones,Cuadro2
41.0,,,Vía pública,156,1,8,147,0,0,0,2023,defunciones,Cuadro2
41.0,,,Otro sitio,124,4,38,82,0,0,0,2023,defunciones,Cuadro2
41.0,,,Sin información,8,0,1,7,0,0,0,2023,defunciones,Cuadro2
41.0,,Centro poblado,Total,198,4,159,34,1,0,0,2023,defunciones,Cuadro2
41.0,,,Hospital/clínica,27,1,26,0,0,0,0,2023,defunciones,Cuadro2
41.0,,,Centro/puesto de salud,0,0,0,0,0,0,0,2023,defunciones,Cuadro2
41.0,,,Casa/domicilio,139,3,126,9,1,0,0,2023,defunciones,Cuadro2
41.0,,,Lugar de trabajo,2,0,1,1,0,0,0,2023,defunciones,Cuadro2
41.0,,,Vía pública,19,0,3,16,0,0,0,2023,defunciones,Cuadro2
41.0,,,Otro sitio,11,0,3,8,0,0,0,2023,defunciones,Cuadro2
41.0,,,Sin información,0,0,0,0,0,0,0,2023,defunciones,Cuadro2
41.0,,Rural disperso,Total,883,11,510,351,11,0,0,2023,defunciones,Cuadro2
41.0,,,Hospital/clínica,0,0,0,0,0,0,0,2023,defunciones,Cuadro2
41.0,,,Centro/puesto de salud,2,0,0,2,0,0,0,2023,defunciones,Cuadro2
41.0,,,Casa/domicilio,593,10,500,72,11,0,0,2023,defunciones,Cuadro2
41.0,,,Lugar de trabajo,8,0,0,8,0,0,0,2023,defunciones,Cuadro2
41.0,,,Vía pública,123,1,7,115,0,0,0,2023,defunciones,Cuadro2
41.0,,,Otro sitio,154,0,3,151,0,0,0,2023,defunciones,Cuadro2
41.0,,,Sin información,3,0,0,3,0,0,0,2023,defunciones,Cuadro2
41.0,,Sin información,Total,5,0,0,5,0,0,0,2023,defunciones,Cuadro2
41.0,,,Hospital/clínica,0,0,0,0,0,0,0,2023,defunciones,Cuadro2
41.0,,,Centro/puesto de salud,0,0,0,0,0,0,0,2023,defunciones,Cuadro2
41.0,,,Casa/domicilio,1,0,0,1,0,0,0,2023,defunciones,Cuadro2
41.0,,,Lugar de trabajo,0,0,0,0,0,0,0,2023,defunciones,Cuadro2
41.0,,,Vía pública,1,0,0,1,0,0,0,2023,defunciones,Cuadro2
41.0,,,Otro sitio,3,0,0,3,0,0,0,2023,defunciones,Cuadro2
41.0,,,Sin información,0,0,0,0,0,0,0,2023,defunciones,Cuadro2
44.0,44 La Guajira,Total,Total,2695,951,1213,380,73,0,78,2023,defunciones,Cuadro2
44.0,,,Hospital/clínica,1860,908,868,81,1,0,2,2023,defunciones,Cuadro2
44.0,,,Centro/puesto de salud,16,4,3,9,0,0,0,2023,defunciones,Cuadro2
44.0,,,Casa/domicilio,515,35,331,62,71,0,16,2023,defunciones,Cuadro2
44.0,,,Lugar de trabajo,6,0,0,5,0,0,1,2023,defunciones,Cuadro2
44.0,,,Vía pública,156,1,2,146,1,0,6,2023,defunciones,Cuadro2
44.0,,,Otro sitio,87,3,8,76,0,0,0,2023,defunciones,Cuadro2
44.0,,,Sin información,55,0,1,1,0,0,53,2023,defunciones,Cuadro2
44.0,,Cabecera municipal,Total,2312,926,1086,247,49,0,4,2023,defunciones,Cuadro2
44.0,,,Hospital/clínica,1835,896,857,81,1,0,0,2023,defunciones,Cuadro2
44.0,,,Centro/puesto de salud,8,1,0,7,0,0,0,2023,defunciones,Cuadro2
44.0,,,Casa/domicilio,347,28,225,45,48,0,1,2023,defunciones,Cuadro2
44.0,,,Lugar de trabajo,1,0,0,1,0,0,0,2023,defunciones,Cuadro2
44.0,,,Vía pública,84,0,2,79,0,0,3,2023,defunciones,Cuadro2
44.0,,,Otro sitio,35,1,1,33,0,0,0,2023,defunciones,Cuadro2
44.0,,,Sin información,2,0,1,1,0,0,0,2023,defunciones,Cuadro2
44.0,,Centro poblado,Total,97,19,53,22,3,0,0,2023,defunciones,Cuadro2
44.0,,,Hospital/clínica,22,12,10,0,0,0,0,2023,defunciones,Cuadro2
44.0,,,Centro/puesto de salud,6,3,3,0,0,0,0,2023,defunciones,Cuadro2
44.0,,,Casa/domicilio,52,2,39,8,3,0,0,2023,defunciones,Cuadro2
44.0,,,Lugar de trabajo,0,0,0,0,0,0,0,2023,defunciones,Cuadro2
44.0,,,Vía pública,10,1,0,9,0,0,0,2023,defunciones,Cuadro2
44.0,,,Otro sitio,7,1,1,5,0,0,0,2023,defunciones,Cuadro2
44.0,,,Sin información,0,0,0,0,0,0,0,2023,defunciones,Cuadro2
44.0,,Rural disperso,Total,233,6,74,111,21,0,21,2023,defunciones,Cuadro2
44.0,,,Hospital/clínica,3,0,1,0,0,0,2,2023,defunciones,Cuadro2
44.0,,,Centro/puesto de salud,2,0,0,2,0,0,0,2023,defunciones,Cuadro2
44.0,,,Casa/domicilio,116,5,67,9,20,0,15,2023,defunciones,Cuadro2
44.0,,,Lugar de trabajo,5,0,0,4,0,0,1,2023,defunciones,Cuadro2
44.0,,,Vía pública,62,0,0,58,1,0,3,2023,defunciones,Cuadro2
44.0,,,Otro sitio,45,1,6,38,0,0,0,2023,defunciones,Cuadro2
44.0,,,Sin información,0,0,0,0,0,0,0,2023,defunciones,Cuadro2
44.0,,Sin información,Total,53,0,0,0,0,0,53,2023,defunciones,Cuadro2
44.0,,,Hospital/clínica,0,0,0,0,0,0,0,2023,defunciones,Cuadro2
44.0,,,Centro/puesto de salud,0,0,0,0,0,0,0,2023,defunciones,Cuadro2
44.0,,,Casa/domicilio,0,0,0,0,0,0,0,2023,defunciones,Cuadro2
44.0,,,Lugar de trabajo,0,0,0,0,0,0,0,2023,defunciones,Cuadro2
44.0,,,Vía pública,0,0,0,0,0,0,0,2023,defunciones,Cuadro2
44.0,,,Otro sitio,0,0,0,0,0,0,0,2023,defunciones,Cuadro2
44.0,,,Sin información,53,0,0,0,0,0,53,2023,defunciones,Cuadro2
47.0,47 Magdalena,Total,Total,6246,1930,3255,960,9,0,92,2023,defunciones,Cuadro2
47.0,,,Hospital/clínica,3821,1865,1775,180,1,0,0,2023,defunciones,Cuadro2
47.0,,,Centro/puesto de salud,57,9,28,20,0,0,0,2023,defunciones,Cuadro2
47.0,,,Casa/domicilio,1584,52,1399,119,8,0,6,2023,defunciones,Cuadro2
47.0,,,Lugar de trabajo,14,0,5,9,0,0,0,2023,defunciones,Cuadro2
47.0,,,Vía pública,447,0,21,422,0,0,4,2023,defunciones,Cuadro2
47.0,,,Otro sitio,233,4,26,202,0,0,1,2023,defunciones,Cuadro2
47.0,,,Sin información,90,0,1,8,0,0,81,2023,defunciones,Cuadro2
47.0,,Cabecera municipal,Total,5503,1917,2803,781,2,0,0,2023,defunciones,Cuadro2
47.0,,,Hospital/clínica,3785,1862,1743,180,0,0,0,2023,defunciones,Cuadro2
47.0,,,Centro/puesto de salud,39,7,15,17,0,0,0,2023,defunciones,Cuadro2
47.0,,,Casa/domicilio,1144,45,1006,91,2,0,0,2023,defunciones,Cuadro2
47.0,,,Lugar de trabajo,9,0,3,6,0,0,0,2023,defunciones,Cuadro2
47.0,,,Vía pública,330,0,14,316,0,0,0,2023,defunciones,Cuadro2
47.0,,,Otro sitio,190,3,21,166,0,0,0,2023,defunciones,Cuadro2
47.0,,,Sin información,6,0,1,5,0,0,0,2023,defunciones,Cuadro2
47.0,,Centro poblado,Total,511,9,398,93,6,0,5,2023,defunciones,Cuadro2
47.0,,,Hospital/clínica,36,3,32,0,1,0,0,2023,defunciones,Cuadro2
47.0,,,Centro/puesto de salud,15,1,12,2,0,0,0,2023,defunciones,Cuadro2
47.0,,,Casa/domicilio,370,5,345,14,5,0,1,2023,defunciones,Cuadro2
47.0,,,Lugar de trabajo,2,0,1,1,0,0,0,2023,defunciones,Cuadro2
47.0,,,Vía pública,65,0,4,58,0,0,3,2023,defunciones,Cuadro2
47.0,,,Otro sitio,21,0,4,16,0,0,1,2023,defunciones,Cuadro2
47.0,,,Sin información,2,0,0,2,0,0,0,2023,defunciones,Cuadro2
47.0,,Rural disperso,Total,148,4,54,83,1,0,6,2023,defunciones,Cuadro2
47.0,,,Hospital/clínica,0,0,0,0,0,0,0,2023,defunciones,Cuadro2
47.0,,,Centro/puesto de salud,3,1,1,1,0,0,0,2023,defunciones,Cuadro2
