columna,columna_1,"CUADRO 3 - Defunciones por grupos de edad y sexo, según departamento, municipio y área donde ocurrió la defunción",columna_2,columna_3,columna_4,columna_5,columna_6,columna_7,columna_8,columna_9,columna_10,columna_11,columna_12,columna_13,columna_14,columna_15,columna_16,columna_17,columna_18,columna_19,columna_20,columna_21,columna_22,columna_23,columna_24,columna_25,columna_26,columna_27,columna_28,columna_29,columna_30,columna_31,columna_32,columna_33,columna_34,año,tipo,hoja_origen
,,Año 2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023,defunciones,Cuadro3
,,Volver al índice,,Departamento,,,,Municipio,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023,defunciones,Cuadro3
,,"Departamento, municipio y área de ocurrencia",,,Total,Total,,,Grupo de edad,,,,,,,,,,,,,,,,,,,,,,,,,,,2023,defunciones,Cuadro3
,,,,,,,,,Menor 1 año,,,De 1-4 años,,,De 5-14 años,,,De 15-44 años,,,De 45-64 años,,,De 65-84 años,,,De 85-99 años,,,De 100 y más,,,Edad desconocida,,,2023,defunciones,Cuadro3
,,,,,,Hombres,Mujeres,Indeterminado,Hombres,Mujeres,Indeterminado,Hombres,Mujeres,Indeterminado,Hombres,Mujeres,Indeterminado,Hombres,Mujeres,Indeterminado,Hombres,Mujeres,Indeterminado,Hombres,Mujeres,Indeterminado,Hombres,Mujeres,Indeterminado,Hombres,Mujeres,Indeterminado,Hombres,Mujeres,Indeterminado,2023,defunciones,Cuadro3
3.0,3000.0,Total Nacional,,TOTAL,268411,147544,120827,40,3227,2376,7,811,635,0,1108,881,0,27250,9097,3,28085,19664,11,60098,49644,8,26131,36725,2,672,1727,1,162,78,8,2023,defunciones,Cuadro3
3.0,3000.0,,,Cabecera municipal,239781,128503,111251,27,3057,2269,6,663,532,0,934,765,0,21260,8023,2,24592,18491,6,54267,46206,6,23140,33427,2,587,1538,0,3,0,5,2023,defunciones,Cuadro3
3.0,3000.0,,,Centro poblado,6647,4137,2510,0,32,27,0,27,20,0,28,18,0,1044,221,0,710,307,0,1478,936,0,794,926,0,24,55,0,0,0,0,2023,defunciones,Cuadro3
3.0,3000.0,,,Rural disperso,19638,13478,6150,10,115,58,1,102,61,0,129,84,0,4633,764,1,2594,780,2,3903,2215,2,1946,2076,0,54,112,1,2,0,3,2023,defunciones,Cuadro3
3.0,3000.0,,,Sin información,2345,1426,916,3,23,22,0,19,22,0,17,14,0,313,89,0,189,86,3,450,287,0,251,296,0,7,22,0,157,78,0,2023,defunciones,Cuadro3
5.0,5000.0,05 Antioquia,Total Dpto,TOTAL,37926,20571,17354,1,269,216,0,86,58,0,120,97,0,3859,1223,0,4005,2749,0,8509,7331,0,3585,5408,0,114,261,1,24,11,0,2023,defunciones,Cuadro3
5.0,5000.0,,,Cabecera municipal,33154,17334,15820,0,254,210,0,67,43,0,101,79,0,2681,1016,0,3377,2526,0,7541,6733,0,3207,4982,0,105,231,0,1,0,0,2023,defunciones,Cuadro3
5.0,5000.0,,,Centro poblado,899,583,316,0,2,1,0,6,6,0,6,3,0,199,38,0,104,49,0,187,121,0,77,89,0,2,9,0,0,0,0,2023,defunciones,Cuadro3
5.0,5000.0,,,Rural disperso,3582,2456,1125,1,12,4,0,11,7,0,11,13,0,896,146,0,498,166,0,744,454,0,279,317,0,5,18,1,0,0,0,2023,defunciones,Cuadro3
5.0,5000.0,,,Sin información,291,198,93,0,1,1,0,2,2,0,2,2,0,83,23,0,26,8,0,37,23,0,22,20,0,2,3,0,23,11,0,2023,defunciones,Cuadro3
5.0,5001.0,,05001 Medellín,TOTAL,19400,9885,9515,0,160,132,0,46,20,0,54,48,0,1444,612,0,1982,1557,0,4431,4103,0,1699,2894,0,59,144,0,10,5,0,2023,defunciones,Cuadro3
5.0,5001.0,,,Cabecera municipal,19119,9694,9425,0,160,132,0,44,20,0,54,47,0,1381,602,0,1951,1552,0,4367,4070,0,1680,2862,0,57,140,0,0,0,0,2023,defunciones,Cuadro3
5.0,5001.0,,,Centro poblado,121,78,43,0,0,0,0,1,0,0,0,0,0,31,5,0,15,2,0,24,19,0,7,15,0,0,2,0,0,0,0,2023,defunciones,Cuadro3
5.0,5001.0,,,Rural disperso,109,80,29,0,0,0,0,0,0,0,0,1,0,27,3,0,13,1,0,32,10,0,8,13,0,0,1,0,0,0,0,2023,defunciones,Cuadro3
5.0,5001.0,,,Sin información,51,33,18,0,0,0,0,1,0,0,0,0,0,5,2,0,3,2,0,8,4,0,4,4,0,2,1,0,10,5,0,2023,defunciones,Cuadro3
5.0,5002.0,,05002 Abejorral,TOTAL,77,50,27,0,0,0,0,0,0,0,1,0,0,6,4,0,12,2,0,24,9,0,7,11,0,0,1,0,0,0,0,2023,defunciones,Cuadro3
5.0,5002.0,,,Cabecera municipal,43,25,18,0,0,0,0,0,0,0,0,0,0,2,1,0,6,0,0,12,7,0,5,9,0,0,1,0,0,0,0,2023,defunciones,Cuadro3
5.0,5002.0,,,Centro poblado,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro3
5.0,5002.0,,,Rural disperso,31,24,7,0,0,0,0,0,0,0,1,0,0,4,3,0,6,0,0,11,2,0,2,2,0,0,0,0,0,0,0,2023,defunciones,Cuadro3
5.0,5002.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro3
5.0,5004.0,,05004 Abriaquí,TOTAL,6,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,3,0,0,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro3
5.0,5004.0,,,Cabecera municipal,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro3
5.0,5004.0,,,Centro poblado,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro3
5.0,5004.0,,,Rural disperso,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro3
5.0,5004.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro3
5.0,5021.0,,05021 Alejandría,TOTAL,22,16,6,0,0,0,0,0,0,0,0,0,0,3,0,0,1,1,0,6,0,0,5,5,0,1,0,0,0,0,0,2023,defunciones,Cuadro3
5.0,5021.0,,,Cabecera municipal,18,12,6,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,4,0,0,5,5,0,1,0,0,0,0,0,2023,defunciones,Cuadro3
5.0,5021.0,,,Centro poblado,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro3
5.0,5021.0,,,Rural disperso,4,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro3
5.0,5021.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro3
5.0,5030.0,,05030 Amagá,TOTAL,141,92,49,0,0,0,0,0,1,0,0,0,0,31,7,0,24,3,0,19,18,0,18,20,0,0,0,0,0,0,0,2023,defunciones,Cuadro3
5.0,5030.0,,,Cabecera municipal,76,48,28,0,0,0,0,0,0,0,0,0,0,16,4,0,13,2,0,10,11,0,9,11,0,0,0,0,0,0,0,2023,defunciones,Cuadro3
5.0,5030.0,,,Centro poblado,12,6,6,0,0,0,0,0,1,0,0,0,0,1,0,0,2,0,0,2,3,0,1,2,0,0,0,0,0,0,0,2023,defunciones,Cuadro3
5.0,5030.0,,,Rural disperso,49,36,13,0,0,0,0,0,0,0,0,0,0,12,2,0,9,1,0,7,4,0,8,6,0,0,0,0,0,0,0,2023,defunciones,Cuadro3
5.0,5030.0,,,Sin información,4,2,2,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2023,defunciones,Cuadro3
5.0,5031.0,,05031 Amalfi,TOTAL,97,75,22,0,0,0,0,0,0,0,0,0,0,25,3,0,11,1,0,26,11,0,13,7,0,0,0,0,0,0,0,2023,defunciones,Cuadro3
5.0,5031.0,,,Cabecera municipal,64,45,19,0,0,0,0,0,0,0,0,0,0,4,1,0,9,1,0,21,10,0,11,7,0,0,0,0,0,0,0,2023,defunciones,Cuadro3
5.0,5031.0,,,Centro poblado,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro3
5.0,5031.0,,,Rural disperso,33,30,3,0,0,0,0,0,0,0,0,0,0,21,2,0,2,0,0,5,1,0,2,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro3
5.0,5031.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro3
5.0,5034.0,,05034 Andes,TOTAL,205,135,70,0,0,0,0,0,0,0,1,1,0,44,2,0,30,10,0,40,33,0,20,22,0,0,2,0,0,0,0,2023,defunciones,Cuadro3
5.0,5034.0,,,Cabecera municipal,109,69,40,0,0,0,0,0,0,0,0,0,0,15,0,0,12,4,0,29,19,0,13,17,0,0,0,0,0,0,0,2023,defunciones,Cuadro3
5.0,5034.0,,,Centro poblado,45,28,17,0,0,0,0,0,0,0,0,1,0,6,1,0,10,2,0,8,8,0,4,4,0,0,1,0,0,0,0,2023,defunciones,Cuadro3
5.0,5034.0,,,Rural disperso,51,38,13,0,0,0,0,0,0,0,1,0,0,23,1,0,8,4,0,3,6,0,3,1,0,0,1,0,0,0,0,2023,defunciones,Cuadro3
5.0,5034.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro3
5.0,5036.0,,05036 Angelópolis,TOTAL,27,23,4,0,0,0,0,0,0,0,0,0,0,5,0,0,7,0,0,7,4,0,4,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro3
5.0,5036.0,,,Cabecera municipal,9,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,3,0,1,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro3
5.0,5036.0,,,Centro poblado,7,6,1,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro3
5.0,5036.0,,,Rural disperso,11,11,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,3,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro3
5.0,5036.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro3
5.0,5038.0,,05038 Angostura,TOTAL,35,25,10,0,0,0,0,0,0,0,0,0,0,8,0,0,4,1,0,7,8,0,6,1,0,0,0,0,0,0,0,2023,defunciones,Cuadro3
5.0,5038.0,,,Cabecera municipal,14,9,5,0,0,0,0,0,0,0,0,0,0,3,0,0,1,1,0,2,3,0,3,1,0,0,0,0,0,0,0,2023,defunciones,Cuadro3
5.0,5038.0,,,Centro poblado,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro3
5.0,5038.0,,,Rural disperso,20,15,5,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,5,5,0,3,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro3
5.0,5038.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro3
5.0,5040.0,,05040 Anorí,TOTAL,72,48,24,0,0,0,0,0,0,0,0,1,0,29,4,0,4,2,0,9,8,0,5,9,0,1,0,0,0,0,0,2023,defunciones,Cuadro3
5.0,5040.0,,,Cabecera municipal,39,19,20,0,0,0,0,0,0,0,0,1,0,13,2,0,1,2,0,2,6,0,2,9,0,1,0,0,0,0,0,2023,defunciones,Cuadro3
5.0,5040.0,,,Centro poblado,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro3
5.0,5040.0,,,Rural disperso,28,25,3,0,0,0,0,0,0,0,0,0,0,14,2,0,3,0,0,6,1,0,2,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro3
5.0,5040.0,,,Sin información,4,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro3
5.0,5042.0,,05042 Santa Fé de Antioquia,TOTAL,156,96,60,0,1,0,0,0,1,0,0,0,0,34,4,0,14,8,0,27,25,0,17,21,0,3,1,0,0,0,0,2023,defunciones,Cuadro3
5.0,5042.0,,,Cabecera municipal,115,62,53,0,1,0,0,0,1,0,0,0,0,14,3,0,8,8,0,21,22,0,16,18,0,2,1,0,0,0,0,2023,defunciones,Cuadro3
5.0,5042.0,,,Centro poblado,4,3,1,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro3
5.0,5042.0,,,Rural disperso,33,27,6,0,0,0,0,0,0,0,0,0,0,16,1,0,4,0,0,6,2,0,0,3,0,1,0,0,0,0,0,2023,defunciones,Cuadro3
5.0,5042.0,,,Sin información,4,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro3
5.0,5044.0,,05044 Anzá,TOTAL,21,13,8,0,0,0,0,0,0,0,0,0,0,5,1,0,4,1,0,4,1,0,0,5,0,0,0,0,0,0,0,2023,defunciones,Cuadro3
5.0,5044.0,,,Cabecera municipal,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2023,defunciones,Cuadro3
5.0,5044.0,,,Centro poblado,3,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro3
5.0,5044.0,,,Rural disperso,16,10,6,0,0,0,0,0,0,0,0,0,0,3,1,0,3,1,0,4,0,0,0,4,0,0,0,0,0,0,0,2023,defunciones,Cuadro3
5.0,5044.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro3
5.0,5045.0,,05045 Apartadó,TOTAL,912,527,385,0,14,13,0,2,4,0,10,4,0,127,58,0,107,97,0,199,147,0,67,60,0,1,2,0,0,0,0,2023,defunciones,Cuadro3
5.0,5045.0,,,Cabecera municipal,866,491,375,0,14,13,0,2,4,0,10,4,0,112,54,0,97,95,0,196,143,0,59,60,0,1,2,0,0,0,0,2023,defunciones,Cuadro3
5.0,5045.0,,,Centro poblado,12,9,3,0,0,0,0,0,0,0,0,0,0,1,2,0,4,1,0,0,0,0,4,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro3
5.0,5045.0,,,Rural disperso,32,26,6,0,0,0,0,0,0,0,0,0,0,13,2,0,6,1,0,3,3,0,4,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro3
5.0,5045.0,,,Sin información,2,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro3
5.0,5051.0,,05051 Arboletes,TOTAL,61,35,26,0,0,0,0,0,0,0,1,0,0,8,2,0,5,7,0,11,7,0,9,10,0,0,0,0,1,0,0,2023,defunciones,Cuadro3
5.0,5051.0,,,Cabecera municipal,37,23,14,0,0,0,0,0,0,0,1,0,0,5,0,0,3,5,0,7,4,0,7,5,0,0,0,0,0,0,0,2023,defunciones,Cuadro3
5.0,5051.0,,,Centro poblado,7,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,1,0,0,2,0,0,0,0,0,0,0,2023,defunciones,Cuadro3
5.0,5051.0,,,Rural disperso,15,8,7,0,0,0,0,0,0,0,0,0,0,3,2,0,1,0,0,3,2,0,1,3,0,0,0,0,0,0,0,2023,defunciones,Cuadro3
5.0,5051.0,,,Sin información,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2023,defunciones,Cuadro3
5.0,5055.0,,05055 Argelia,TOTAL,28,19,9,0,0,0,0,0,0,0,0,0,0,3,0,0,1,2,0,9,4,0,6,3,0,0,0,0,0,0,0,2023,defunciones,Cuadro3
5.0,5055.0,,,Cabecera municipal,25,17,8,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,9,4,0,5,3,0,0,0,0,0,0,0,2023,defunciones,Cuadro3
5.0,5055.0,,,Centro poblado,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro3
5.0,5055.0,,,Rural disperso,2,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro3
5.0,5055.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro3
5.0,5059.0,,05059 Armenia,TOTAL,20,8,12,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,4,5,0,1,6,0,0,0,0,0,0,0,2023,defunciones,Cuadro3
5.0,5059.0,,,Cabecera municipal,13,3,10,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,4,0,1,5,0,0,0,0,0,0,0,2023,defunciones,Cuadro3
5.0,5059.0,,,Centro poblado,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro3
5.0,5059.0,,,Rural disperso,6,5,1,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro3
5.0,5059.0,,,Sin información,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2023,defunciones,Cuadro3
5.0,5079.0,,05079 Barbosa,TOTAL,201,115,86,0,0,0,0,1,0,0,0,0,0,26,8,0,26,6,0,45,35,0,17,37,0,0,0,0,0,0,0,2023,defunciones,Cuadro3
5.0,5079.0,,,Cabecera municipal,107,50,57,0,0,0,0,0,0,0,0,0,0,9,4,0,10,1,0,19,25,0,12,27,0,0,0,0,0,0,0,2023,defunciones,Cuadro3
5.0,5079.0,,,Centro poblado,16,8,8,0,0,0,0,0,0,0,0,0,0,1,2,0,2,1,0,5,2,0,0,3,0,0,0,0,0,0,0,2023,defunciones,Cuadro3
5.0,5079.0,,,Rural disperso,67,49,18,0,0,0,0,1,0,0,0,0,0,13,0,0,13,4,0,18,7,0,4,7,0,0,0,0,0,0,0,2023,defunciones,Cuadro3
5.0,5079.0,,,Sin información,11,8,3,0,0,0,0,0,0,0,0,0,0,3,2,0,1,0,0,3,1,0,1,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro3
5.0,5086.0,,05086 Belmira,TOTAL,17,13,4,0,0,1,0,0,0,0,0,0,0,7,0,0,1,0,0,4,2,0,1,1,0,0,0,0,0,0,0,2023,defunciones,Cuadro3
5.0,5086.0,,,Cabecera municipal,5,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,2023,defunciones,Cuadro3
5.0,5086.0,,,Centro poblado,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro3
5.0,5086.0,,,Rural disperso,12,9,3,0,0,1,0,0,0,0,0,0,0,6,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro3
5.0,5086.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro3
5.0,5088.0,,05088 Bello,TOTAL,2103,1070,1033,0,0,1,0,1,1,0,2,1,0,180,63,0,213,156,0,481,456,0,184,342,0,8,13,0,1,0,0,2023,defunciones,Cuadro3
5.0,5088.0,,,Cabecera municipal,2055,1038,1017,0,0,1,0,1,0,0,1,1,0,166,61,0,203,154,0,476,448,0,183,339,0,8,13,0,0,0,0,2023,defunciones,Cuadro3
5.0,5088.0,,,Centro poblado,6,4,2,0,0,0,0,0,1,0,0,0,0,2,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2023,defunciones,Cuadro3
5.0,5088.0,,,Rural disperso,28,14,14,0,0,0,0,0,0,0,0,0,0,5,2,0,5,2,0,3,8,0,1,2,0,0,0,0,0,0,0,2023,defunciones,Cuadro3
5.0,5088.0,,,Sin información,14,14,0,0,0,0,0,0,0,0,1,0,0,7,0,0,3,0,0,2,0,0,0,0,0,0,0,0,1,0,0,2023,defunciones,Cuadro3
5.0,5091.0,,05091 Betania,TOTAL,26,18,8,0,0,0,0,0,0,0,0,0,0,5,1,0,8,1,0,4,5,0,1,1,0,0,0,0,0,0,0,2023,defunciones,Cuadro3
5.0,5091.0,,,Cabecera municipal,11,5,6,0,0,0,0,0,0,0,0,0,0,1,1,0,3,1,0,1,3,0,0,1,0,0,0,0,0,0,0,2023,defunciones,Cuadro3
5.0,5091.0,,,Centro poblado,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro3
5.0,5091.0,,,Rural disperso,15,13,2,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,0,3,2,0,1,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro3
5.0,5091.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro3
5.0,5093.0,,05093 Betulia,TOTAL,55,42,13,0,1,0,0,0,2,0,0,0,0,18,0,0,2,2,0,12,4,0,9,5,0,0,0,0,0,0,0,2023,defunciones,Cuadro3
5.0,5093.0,,,Cabecera municipal,18,13,5,0,0,0,0,0,0,0,0,0,0,8,0,0,1,1,0,3,1,0,1,3,0,0,0,0,0,0,0,2023,defunciones,Cuadro3
5.0,5093.0,,,Centro poblado,9,6,3,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,3,1,0,2,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro3
5.0,5093.0,,,Rural disperso,27,22,5,0,1,0,0,0,0,0,0,0,0,10,0,0,0,1,0,6,2,0,5,2,0,0,0,0,0,0,0,2023,defunciones,Cuadro3
5.0,5093.0,,,Sin información,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro3
5.0,5101.0,,05101 Ciudad Bolívar,TOTAL,146,106,40,0,0,1,0,1,0,0,0,0,0,21,1,0,21,8,0,42,18,0,21,12,0,0,0,0,0,0,0,2023,defunciones,Cuadro3
5.0,5101.0,,,Cabecera municipal,111,76,35,0,0,1,0,1,0,0,0,0,0,11,1,0,15,7,0,34,15,0,15,11,0,0,0,0,0,0,0,2023,defunciones,Cuadro3
5.0,5101.0,,,Centro poblado,9,6,3,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,2,2,0,1,1,0,0,0,0,0,0,0,2023,defunciones,Cuadro3
5.0,5101.0,,,Rural disperso,26,24,2,0,0,0,0,0,0,0,0,0,0,8,0,0,5,1,0,6,1,0,5,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro3
5.0,5101.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro3
5.0,5107.0,,05107 Briceño,TOTAL,34,27,7,0,0,0,0,0,0,0,0,0,0,13,0,0,3,1,0,7,4,0,3,1,0,0,1,0,1,0,0,2023,defunciones,Cuadro3
5.0,5107.0,,,Cabecera municipal,20,14,6,0,0,0,0,0,0,0,0,0,0,4,0,0,3,1,0,5,4,0,2,1,0,0,0,0,0,0,0,2023,defunciones,Cuadro3
5.0,5107.0,,,Centro poblado,3,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2023,defunciones,Cuadro3
5.0,5107.0,,,Rural disperso,10,10,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro3
5.0,5107.0,,,Sin información,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2023,defunciones,Cuadro3
5.0,5113.0,,05113 Buriticá,TOTAL,44,28,15,1,0,0,0,0,0,0,0,1,0,18,4,0,2,2,0,5,4,0,3,4,0,0,0,1,0,0,0,2023,defunciones,Cuadro3
5.0,5113.0,,,Cabecera municipal,11,4,7,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,3,0,0,3,0,0,0,0,0,0,0,2023,defunciones,Cuadro3
5.0,5113.0,,,Centro poblado,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2023,defunciones,Cuadro3
5.0,5113.0,,,Rural disperso,27,20,6,1,0,0,0,0,0,0,0,1,0,13,2,0,2,2,0,4,1,0,1,0,0,0,0,1,0,0,0,2023,defunciones,Cuadro3
5.0,5113.0,,,Sin información,5,4,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro3
5.0,5120.0,,05120 Cáceres,TOTAL,89,69,20,0,3,1,0,1,1,0,1,1,0,35,2,0,10,5,0,13,6,0,6,4,0,0,0,0,0,0,0,2023,defunciones,Cuadro3
5.0,5120.0,,,Cabecera municipal,25,18,7,0,0,0,0,0,1,0,1,1,0,7,0,0,2,2,0,5,2,0,3,1,0,0,0,0,0,0,0,2023,defunciones,Cuadro3
5.0,5120.0,,,Centro poblado,41,28,13,0,1,1,0,1,0,0,0,0,0,13,2,0,4,3,0,6,4,0,3,3,0,0,0,0,0,0,0,2023,defunciones,Cuadro3
5.0,5120.0,,,Rural disperso,23,23,0,0,2,0,0,0,0,0,0,0,0,15,0,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro3
5.0,5120.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro3
5.0,5125.0,,05125 Caicedo,TOTAL,18,13,5,0,0,0,0,0,0,0,0,0,0,3,0,0,2,2,0,5,1,0,2,2,0,1,0,0,0,0,0,2023,defunciones,Cuadro3
