columna,"CUADRO 16 - Diez primeras causas de defunción, según departamento de residencia",columna_1,columna_2,año,tipo,hoja_origen
88.0,,I10 Hipertensión esencial (primaria),8,2023,defunciones,Cuadro16
88.0,,I61 Hemorragia intraencefálica,8,2023,defunciones,Cuadro16
88.0,,C34 Tumor maligno de los bronquios y del pulmón,6,2023,defunciones,Cuadro16
88.0,,"E14 Diabetes mellitus, no especificada",6,2023,defunciones,Cuadro16
91.0,91 Amazonas,Total Defunciones,221,2023,defunciones,Cuadro16
91.0,,"J18 Neumonía, organismo no especificado",15,2023,defunciones,Cuadro16
91.0,,"X95 Agresión con disparo de otras armas de fuego, y las no especificadas",10,2023,defunciones,Cuadro16
91.0,,"X70 Lesión autoinfligida intencionalmente por ahorcamiento, estrangulamiento o sofocación",9,2023,defunciones,Cuadro16
91.0,,"A16 Tuberculosis respiratoria, no confirmada bacteriológica e histológicamente",7,2023,defunciones,Cuadro16
91.0,,C53 Tumor maligno del cuello del útero,7,2023,defunciones,Cuadro16
91.0,,X99 Agresión con objeto cortante,7,2023,defunciones,Cuadro16
91.0,,J44 Otras enfermedades pulmonares obstructivas crónicas,6,2023,defunciones,Cuadro16
91.0,,C25 Tumor maligno del páncreas,5,2023,defunciones,Cuadro16
91.0,,I67 Otras enfermedades cerebrovasculares,4,2023,defunciones,Cuadro16
91.0,,N39 Otros trastornos del sistema urinario,4,2023,defunciones,Cuadro16
94.0,94 Guainía,Total Defunciones,150,2023,defunciones,Cuadro16
94.0,,I21 Infarto agudo del miocardio,11,2023,defunciones,Cuadro16
94.0,,A09 Otras gastroenteritis y colitis de origen infeccioso y no especificado,7,2023,defunciones,Cuadro16
94.0,,"J18 Neumonía, organismo no especificado",6,2023,defunciones,Cuadro16
94.0,,J44 Otras enfermedades pulmonares obstructivas crónicas,5,2023,defunciones,Cuadro16
94.0,,"E43 Desnutrición proteicocalórica severa, no especificada",4,2023,defunciones,Cuadro16
94.0,,I61 Hemorragia intraencefálica,4,2023,defunciones,Cuadro16
94.0,,"Y34 Evento no especificado, de intención no determinada",4,2023,defunciones,Cuadro16
94.0,,"I64 Accidente vascular encefálico agudo, no especificado como hemorrágico o isquémico",3,2023,defunciones,Cuadro16
94.0,,K65 Peritonitis,3,2023,defunciones,Cuadro16
94.0,,K74 Fibrosis y cirrosis del hígado,3,2023,defunciones,Cuadro16
95.0,95 Guaviare,Total Defunciones,350,2023,defunciones,Cuadro16
95.0,,I21 Infarto agudo del miocardio,51,2023,defunciones,Cuadro16
95.0,,"X95 Agresión con disparo de otras armas de fuego, y las no especificadas",27,2023,defunciones,Cuadro16
95.0,,J44 Otras enfermedades pulmonares obstructivas crónicas,17,2023,defunciones,Cuadro16
95.0,,"J18 Neumonía, organismo no especificado",9,2023,defunciones,Cuadro16
95.0,,"X70 Lesión autoinfligida intencionalmente por ahorcamiento, estrangulamiento o sofocación",9,2023,defunciones,Cuadro16
95.0,,C53 Tumor maligno del cuello del útero,7,2023,defunciones,Cuadro16
95.0,,"E14 Diabetes mellitus, no especificada",7,2023,defunciones,Cuadro16
95.0,,C16 Tumor maligno del estómago,6,2023,defunciones,Cuadro16
95.0,,C18 Tumor maligno del colon,5,2023,defunciones,Cuadro16
95.0,,I60 Hemorragia subaracnoidea,5,2023,defunciones,Cuadro16
97.0,97 Vaupés,Total Defunciones,128,2023,defunciones,Cuadro16
97.0,,"X70 Lesión autoinfligida intencionalmente por ahorcamiento, estrangulamiento o sofocación",17,2023,defunciones,Cuadro16
97.0,,I21 Infarto agudo del miocardio,12,2023,defunciones,Cuadro16
97.0,,J44 Otras enfermedades pulmonares obstructivas crónicas,9,2023,defunciones,Cuadro16
97.0,,J22 Infección aguda no especificada de las vías respiratorias inferiores,4,2023,defunciones,Cuadro16
97.0,,K74 Fibrosis y cirrosis del hígado,4,2023,defunciones,Cuadro16
97.0,,"A16 Tuberculosis respiratoria, no confirmada bacteriológica e histológicamente",2,2023,defunciones,Cuadro16
97.0,,B18 Hepatitis viral crónica,2,2023,defunciones,Cuadro16
97.0,,C53 Tumor maligno del cuello del útero,2,2023,defunciones,Cuadro16
97.0,,C61 Tumor maligno de la próstata,2,2023,defunciones,Cuadro16
97.0,,C80 Tumor maligno de sitios no especificados,2,2023,defunciones,Cuadro16
99.0,99 Vichada,Total Defunciones,246,2023,defunciones,Cuadro16
99.0,,I21 Infarto agudo del miocardio,36,2023,defunciones,Cuadro16
99.0,,E11 Diabetes mellitus tipo 2,13,2023,defunciones,Cuadro16
99.0,,"X95 Agresión con disparo de otras armas de fuego, y las no especificadas",8,2023,defunciones,Cuadro16
99.0,,A09 Otras gastroenteritis y colitis de origen infeccioso y no especificado,6,2023,defunciones,Cuadro16
99.0,,X99 Agresión con objeto cortante,6,2023,defunciones,Cuadro16
99.0,,"A16 Tuberculosis respiratoria, no confirmada bacteriológica e histológicamente",5,2023,defunciones,Cuadro16
99.0,,"J18 Neumonía, organismo no especificado",5,2023,defunciones,Cuadro16
99.0,,"V29 Motociclista lesionado en otros accidentes de transporte, y en los no especificados",5,2023,defunciones,Cuadro16
99.0,,"E43 Desnutrición proteicocalórica severa, no especificada",4,2023,defunciones,Cuadro16
99.0,,"E46 Desnutrición proteicocalórica, no especificada",4,2023,defunciones,Cuadro16
1.0,01 Sin información,Total Defunciones,5838,2023,defunciones,Cuadro16
1.0,,R99 Otras causas mal definidas y las no especificadas de mortalidad,2099,2023,defunciones,Cuadro16
1.0,,"X95 Agresión con disparo de otras armas de fuego, y las no especificadas",993,2023,defunciones,Cuadro16
1.0,,X99 Agresión con objeto cortante,281,2023,defunciones,Cuadro16
1.0,,R98 Muerte sin asistencia,159,2023,defunciones,Cuadro16
1.0,,"X70 Lesión autoinfligida intencionalmente por ahorcamiento, estrangulamiento o sofocación",159,2023,defunciones,Cuadro16
1.0,,Y09 Agresión por medios no especificados,157,2023,defunciones,Cuadro16
1.0,,"V29 Motociclista lesionado en otros accidentes de transporte, y en los no especificados",133,2023,defunciones,Cuadro16
1.0,,"Y34 Evento no especificado, de intención no determinada",110,2023,defunciones,Cuadro16
1.0,,I21 Infarto agudo del miocardio,100,2023,defunciones,Cuadro16
1.0,,V24 Motociclista lesionado por colisión con vehículo de transporte pesado o autobús,99,2023,defunciones,Cuadro16
,Fuente: DANE - Estadísticas Vitales,,,2023,defunciones,Cuadro16
,Fecha de actualización: 19 de diciembre de 2024,,,2023,defunciones,Cuadro16
