columna,"CUADRO 11 - Defunciones por grupo de edad y sexo, según departamentos de ocurrencia y grupos de causas de defunción  (Lista Colombia 105 para la tabulación de mortalidad)",columna_1,columna_2,columna_3,columna_4,columna_5,columna_6,columna_7,columna_8,columna_9,columna_10,columna_11,columna_12,columna_13,columna_14,columna_15,columna_16,columna_17,columna_18,columna_19,columna_20,columna_21,columna_22,columna_23,columna_24,columna_25,columna_26,columna_27,columna_28,columna_29,columna_30,columna_31,columna_32,columna_33,columna_34,columna_35,columna_36,columna_37,columna_38,columna_39,columna_40,columna_41,columna_42,columna_43,columna_44,columna_45,columna_46,columna_47,columna_48,columna_49,columna_50,columna_51,columna_52,columna_53,columna_54,columna_55,columna_56,columna_57,columna_58,columna_59,columna_60,columna_61,columna_62,columna_63,columna_64,columna_65,columna_66,columna_67,columna_68,columna_69,columna_70,columna_71,columna_72,columna_73,columna_74,columna_75,columna_76,columna_77,columna_78,columna_79,columna_80,columna_81,columna_82,columna_83,columna_84,columna_85,columna_86,columna_87,columna_88,columna_89,columna_90,columna_91,columna_92,columna_93,columna_94,columna_95,año,tipo,hoja_origen
76.0,,028 Tumor maligno de la próstata,395,395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,10,0,0,29,0,0,43,0,0,61,0,0,78,0,0,63,0,0,66,0,0,29,0,0,8,0,0,2,0,0,0,0,0,2023,defunciones,Cuadro11
76.0,,029 Tumor maligno de la vejiga urinaria,89,59,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,1,0,0,1,0,0,2,0,2,0,0,8,1,0,13,3,0,10,3,0,7,8,0,8,6,0,5,5,0,2,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro11
76.0,,030 Todos los demás tumores malignos de los órganos urinarios,114,68,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,4,1,0,4,3,0,6,5,0,6,7,0,13,6,0,10,5,0,12,5,0,3,4,0,8,5,0,1,2,0,0,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro11
76.0,,"031 Tumor maligno del encéfalo, del ojo y de otras partes del sistema nervioso central",188,104,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,5,2,0,0,1,0,3,0,0,1,1,0,2,3,0,2,3,0,5,2,0,2,4,0,4,3,0,12,8,0,10,6,0,14,12,0,12,6,0,12,12,0,10,5,0,3,7,0,4,4,0,1,3,0,0,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro11
76.0,,032 Tumor maligno del tiroides y de otras glándulas endocrinas,84,35,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,3,0,0,0,0,0,1,0,1,1,0,2,2,0,1,2,0,1,3,0,6,5,0,5,7,0,6,8,0,6,4,0,2,4,0,1,5,0,2,2,0,1,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro11
76.0,,033 Tumores malignos de sitios mal definidos y secundarios,39,20,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,1,0,2,2,0,3,1,0,2,1,0,1,1,0,3,3,0,2,3,0,2,1,0,1,2,0,0,2,0,0,0,0,0,0,0,2023,defunciones,Cuadro11
76.0,,034 Tumor maligno de sitios no especificados,161,86,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,1,0,0,2,2,0,2,1,0,2,3,0,2,4,0,3,5,0,8,7,0,9,8,0,16,9,0,7,12,0,13,12,0,7,5,0,6,5,0,4,2,0,0,0,0,1,0,0,0,0,0,2023,defunciones,Cuadro11
76.0,,035 Leucemia,223,118,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,3,2,0,3,1,0,9,0,0,3,2,0,5,4,0,6,3,0,4,1,0,4,1,0,3,1,0,4,3,0,4,3,0,11,13,0,2,11,0,13,9,0,14,9,0,12,14,0,6,7,0,7,11,0,3,6,0,2,1,0,0,0,0,0,0,0,2023,defunciones,Cuadro11
76.0,,"036 Todos los demás tumores malignos del tejido linfático, de los órganos hematopoyéticos y de tejidos afines",297,152,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2,0,2,2,0,4,3,0,7,3,0,4,5,0,9,7,0,21,12,0,19,24,0,23,20,0,18,18,0,15,12,0,15,24,0,10,8,0,4,4,0,0,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro11
76.0,,"037 Tumores: in situ, benignos y de comportamiento incierto o desconocido y los no especificados",344,171,173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,1,0,3,0,0,1,5,0,1,3,0,4,9,0,8,6,0,5,13,0,18,18,0,18,17,0,32,18,0,24,26,0,25,22,0,19,21,0,5,11,0,4,1,0,0,1,0,0,0,0,2023,defunciones,Cuadro11
76.0,,038 Todos los demás tumores malignos de otras localizaciones,128,72,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2,0,11,1,0,5,0,0,4,2,0,5,1,0,4,4,0,3,5,0,4,3,0,6,4,0,10,7,0,3,3,0,5,13,0,2,7,0,1,1,0,4,3,0,0,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro11
76.0,,"039 Anemias: nutricionales, hemolíticas, aplásticas y otras",85,46,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,4,2,0,1,1,0,0,0,0,1,1,0,1,2,0,2,1,0,2,0,0,2,1,0,2,2,0,1,0,0,1,0,0,2,3,0,3,4,0,9,4,0,2,2,0,3,5,0,3,6,0,3,4,0,2,1,0,0,0,0,0,0,0,2023,defunciones,Cuadro11
76.0,,"040 Defectos de coagulación, púrpura y otras afecciones hemorrágicas y de la sangre y los trastornos que afectan la inmunidad",70,32,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,3,0,0,0,0,0,2,0,0,1,0,8,3,0,2,0,0,2,5,0,2,4,0,1,2,0,3,6,0,7,3,0,4,2,0,0,3,0,1,1,0,0,0,0,0,0,0,2023,defunciones,Cuadro11
76.0,,041 Diabetes mellitus,953,452,501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,2,0,1,0,0,6,2,0,2,4,0,5,4,0,7,6,0,17,5,0,25,16,0,23,23,0,43,44,0,36,60,0,71,62,0,62,57,0,54,67,0,64,71,0,25,54,0,9,15,0,1,7,0,0,0,0,2023,defunciones,Cuadro11
76.0,,042 Deficiencias nutricionales,204,110,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,2,2,0,2,0,0,1,0,0,1,1,0,0,0,0,1,1,0,1,0,0,1,0,0,4,2,0,4,0,0,1,1,0,0,3,0,3,0,0,3,3,0,5,4,0,12,3,0,11,4,0,11,12,0,13,18,0,11,10,0,16,12,0,3,9,0,1,5,0,0,0,0,2023,defunciones,Cuadro11
76.0,,043 Todas las demás enfermedades endocrinas y nutricionales,390,183,207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,4,2,0,0,3,0,3,2,0,6,3,0,1,4,0,7,6,0,11,4,0,8,11,0,15,6,0,23,14,0,19,14,0,21,19,0,16,35,0,26,32,0,10,25,0,11,18,0,1,7,0,0,0,0,2023,defunciones,Cuadro11
76.0,,044 Trastornos mentales y del comportamiento,333,135,198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,0,3,0,0,2,0,0,5,4,0,5,3,0,9,7,0,11,6,0,10,9,0,31,32,0,18,41,0,24,54,0,9,25,0,7,14,0,0,0,0,2023,defunciones,Cuadro11
76.0,,045 Meningitis y otras enfermedades inflamatorias del sistema nervioso central,63,43,20,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,3,0,4,0,0,0,0,0,4,3,0,1,0,0,3,0,0,1,0,0,1,1,0,2,3,0,4,1,0,3,3,0,5,1,0,5,0,0,3,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,2023,defunciones,Cuadro11
76.0,,046 Epilepsia y otros trastornos episódicos y paroxísticos,98,61,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,4,0,1,1,0,6,3,0,3,2,0,3,1,0,7,3,0,7,1,0,3,2,0,3,1,0,8,3,0,4,1,0,3,2,0,0,2,0,2,4,0,3,0,0,5,4,0,0,1,0,0,0,0,0,0,0,2023,defunciones,Cuadro11
76.0,,047 Todas las demás enfermedades del sistema nervioso,895,391,504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,1,1,0,3,1,0,3,2,0,4,2,0,6,3,0,12,2,0,9,1,0,4,2,0,4,6,0,8,3,0,6,8,0,10,6,0,11,13,0,13,13,0,27,21,0,37,36,0,45,51,0,73,89,0,48,114,0,47,88,0,10,35,0,8,5,0,0,0,0,2023,defunciones,Cuadro11
76.0,,"048 Enfermedades del ojo y sus anexos, del oído y de la apófisis mastoides",9,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,2023,defunciones,Cuadro11
76.0,,049 Fiebre reumática aguda y enfermedades cardíacas reumáticas crónicas,7,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro11
76.0,,050 Enfermedades hipertensivas,702,301,401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,4,4,0,7,2,0,7,9,0,19,14,0,14,18,0,25,24,0,37,30,0,37,34,0,40,60,0,51,81,0,44,76,0,10,33,0,4,14,0,0,0,0,2023,defunciones,Cuadro11
76.0,,051 Enfermedades isquémicas del corazón,5644,2942,2702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,7,2,0,3,0,0,11,7,0,14,12,0,41,20,0,70,28,0,96,35,0,147,70,0,245,146,0,296,159,0,361,245,0,389,336,0,461,391,0,373,479,0,289,489,0,113,205,0,23,77,0,0,0,0,2023,defunciones,Cuadro11
76.0,,052 Enfermedad cardiopulmonar y enfermedades de la circulación pulmonar,163,75,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,1,0,2,3,0,1,3,0,3,1,0,3,2,0,4,3,0,4,5,0,4,6,0,8,5,0,7,4,0,6,9,0,11,14,0,6,14,0,10,11,0,2,4,0,1,1,0,0,0,0,2023,defunciones,Cuadro11
76.0,,053 Todas las demás formas de enfermedad del corazón,516,236,280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,2,3,0,2,0,0,0,6,0,2,1,0,4,3,0,6,3,0,6,3,0,5,0,0,5,5,0,10,4,0,12,9,0,11,17,0,16,15,0,24,20,0,22,31,0,28,25,0,36,37,0,22,44,0,17,31,0,3,14,0,0,7,0,0,0,0,2023,defunciones,Cuadro11
76.0,,054 Insuficiencia cardíaca,134,71,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,2,0,2,1,0,2,4,0,9,1,0,3,2,0,7,4,0,11,7,0,8,7,0,12,7,0,7,12,0,7,6,0,0,6,0,0,2,0,0,0,0,2023,defunciones,Cuadro11
76.0,,055 Enfermedades cerebrovasculares,2440,1089,1351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,0,4,3,0,3,1,0,8,6,0,12,4,0,16,21,0,17,19,0,25,32,0,45,35,0,77,55,0,117,102,0,143,131,0,131,164,0,177,197,0,146,249,0,108,210,0,46,90,0,10,29,0,0,0,0,2023,defunciones,Cuadro11
76.0,,056 Aterosclerosis,6,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2023,defunciones,Cuadro11
76.0,,057 Aneurisma aórtico,186,124,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,3,0,0,6,2,0,12,1,0,15,1,0,9,10,0,20,10,0,19,8,0,17,12,0,13,8,0,6,6,0,1,2,0,1,0,0,0,0,0,2023,defunciones,Cuadro11
76.0,,058 Enfermedades de los vasos sanguíneos y otras enfermedades del sistema circulatorio,219,95,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,0,0,0,0,0,2,0,4,0,0,2,3,0,2,3,0,2,5,0,5,10,0,6,6,0,12,10,0,14,13,0,16,17,0,14,9,0,8,17,0,8,15,0,1,9,0,0,2,0,0,0,0,2023,defunciones,Cuadro11
76.0,,059 Neumonía,834,452,382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,1,2,0,1,1,0,1,3,0,3,1,0,2,1,0,3,3,0,7,5,0,7,4,0,11,4,0,9,4,0,8,6,0,27,6,0,17,9,0,20,8,0,49,12,0,31,26,0,42,19,0,41,31,0,58,60,0,51,71,0,40,66,0,14,27,0,4,8,0,0,0,0,2023,defunciones,Cuadro11
76.0,,060 Enfermedades crónicas de las vías respiratorias inferiores,1421,758,663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,9,2,0,5,4,0,2,2,0,6,5,0,10,2,0,13,11,0,37,28,0,67,41,0,100,34,0,114,82,0,132,116,0,112,143,0,104,122,0,35,55,0,10,14,0,0,0,0,2023,defunciones,Cuadro11
76.0,,061 Enfermedades del pulmón debidas a agentes externos,156,76,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,0,2,4,0,7,2,0,13,10,0,13,10,0,15,22,0,12,19,0,6,5,0,1,5,0,0,0,0,2023,defunciones,Cuadro11
76.0,,062 Todas las demás enfermedades del sistema respiratorio,301,166,135,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,5,0,2,2,0,2,0,0,1,1,0,2,1,0,2,0,0,3,0,0,4,1,0,8,2,0,3,0,0,2,5,0,4,1,0,6,4,0,5,6,0,11,8,0,15,15,0,14,14,0,16,11,0,14,7,0,21,20,0,15,13,0,10,12,0,2,5,0,0,2,0,0,0,0,2023,defunciones,Cuadro11
76.0,,063 Úlcera,190,94,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,2,0,0,1,1,0,4,2,0,2,3,0,8,4,0,12,4,0,11,12,0,18,17,0,14,11,0,8,17,0,6,17,0,6,4,0,1,1,0,0,0,0,2023,defunciones,Cuadro11
76.0,,064 Enfermedades del esófago y otras enfermedades del estómago y del duodeno,147,79,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,1,0,0,4,0,0,2,2,0,2,1,0,3,5,0,4,4,0,1,2,0,8,4,0,10,4,0,6,6,0,13,14,0,9,11,0,5,8,0,5,2,0,1,4,0,0,0,0,2023,defunciones,Cuadro11
76.0,,"065 Enfermedades del apéndice, hernia y obstrucción intestinal",276,146,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,3,1,0,3,3,0,1,2,0,3,1,0,2,0,0,3,3,0,7,1,0,7,4,0,10,8,0,18,13,0,12,14,0,18,19,0,26,25,0,20,12,0,6,12,0,3,8,0,1,3,0,0,0,0,2023,defunciones,Cuadro11
76.0,,066 Enfermedades del hígado,358,190,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,1,0,1,1,0,2,2,0,2,1,0,4,2,0,2,1,0,4,4,0,14,4,0,17,13,0,21,14,0,30,20,0,23,28,0,24,26,0,24,28,0,14,13,0,3,5,0,1,3,0,0,0,0,0,0,0,2023,defunciones,Cuadro11
76.0,,"067 Trastornos de la vesícula biliar, de las vías biliares y del páncreas",265,114,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2,1,0,3,3,0,2,4,0,7,2,0,1,4,0,6,10,0,7,15,0,9,12,0,13,12,0,18,11,0,13,26,0,11,25,0,14,19,0,5,3,0,2,3,0,0,0,0,2023,defunciones,Cuadro11
76.0,,"068 Enteritis, colitis no infecciosa y otras enfermedades de los intestinos",195,83,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,5,1,0,1,2,0,2,0,0,1,2,0,3,1,0,8,3,0,8,3,0,13,13,0,8,12,0,11,26,0,9,22,0,9,17,0,3,7,0,1,1,0,0,0,0,0,0,0,2023,defunciones,Cuadro11
76.0,,069 Enfermedades del peritoneo y todas las demás enfermedades del sistema digestivo,105,43,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,2,1,0,0,2,0,1,1,0,4,4,0,6,5,0,6,9,0,5,7,0,8,8,0,6,8,0,3,4,0,0,7,0,0,1,0,0,0,0,0,0,0,2023,defunciones,Cuadro11
76.0,,070 Hemorragia gastrointestinal,56,27,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,2,1,0,1,2,0,1,1,0,1,0,0,3,0,0,7,3,0,2,6,0,6,4,0,1,5,0,1,2,0,1,2,0,0,0,0,2023,defunciones,Cuadro11
76.0,,071 Enfermedades de la piel y del tejido subcutáneo,120,49,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,2,1,0,2,2,0,1,2,0,2,1,0,5,4,0,2,6,0,14,8,0,6,9,0,6,10,0,4,13,0,2,9,0,0,4,0,0,1,0,0,0,0,2023,defunciones,Cuadro11
76.0,,072 Enfermedades del sistema osteomuscular y del tejido conjuntivo,270,78,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,2,6,0,2,5,0,0,5,0,3,7,0,2,4,0,2,6,0,2,11,0,3,9,0,7,9,0,6,13,0,5,16,0,4,10,0,5,16,0,13,20,0,12,20,0,7,13,0,3,14,0,0,2,0,0,0,0,2023,defunciones,Cuadro11
76.0,,073 Enfermedades glomerulares y tubulointersticiales,50,22,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,2,0,0,0,0,0,2,0,0,1,0,2,0,0,4,2,0,4,3,0,0,6,0,5,1,0,3,3,0,0,3,0,0,2,0,1,0,0,0,0,0,2023,defunciones,Cuadro11
76.0,,074 Insuficiencia renal,218,116,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,2,0,3,0,0,1,2,0,0,2,0,4,2,0,1,1,0,3,4,0,10,5,0,8,12,0,19,12,0,15,7,0,16,17,0,14,16,0,11,14,0,7,4,0,1,1,0,0,0,0,2023,defunciones,Cuadro11
76.0,,075 Todas las demás enfermedades del sistema urinario,415,171,244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,2,1,0,1,1,0,0,1,0,1,2,0,3,5,0,4,5,0,4,13,0,11,14,0,16,22,0,24,21,0,28,40,0,36,46,0,26,49,0,12,18,0,0,5,0,0,0,0,2023,defunciones,Cuadro11
76.0,,076 Hiperplasia de la próstata,79,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,5,0,0,6,0,0,11,0,0,14,0,0,16,0,0,21,0,0,2,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro11
76.0,,077 Trastornos de los órganos genitales,30,14,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,1,0,0,2,0,1,0,0,0,0,0,1,4,0,5,2,0,1,2,0,3,1,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro11
76.0,,"078 Embarazo, parto y puerperio",29,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,9,0,0,5,0,0,4,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro11
76.0,,079 Feto y recién nacido afectados por ciertas afecciones maternas,23,16,7,0,0,1,0,4,1,0,8,2,0,3,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro11
76.0,,080 Feto y recién nacido afectados por complicaciones obstétricas y traumatismo del nacimiento,38,28,10,0,2,2,0,8,4,0,10,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro11
76.0,,"081 Retardo del crecimiento fetal, desnutrición fetal, gestación corta y bajo peso al nacer",8,5,3,0,0,0,0,2,2,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro11
76.0,,082 Trastornos respiratorios específicos del período perinatal,91,63,28,0,3,0,0,14,4,0,22,4,0,7,8,0,0,0,0,8,8,0,3,1,0,0,0,0,0,0,0,0,0,0,1,1,0,2,1,0,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro11
76.0,,083 Trastornos hemorrágicos y hematológicos del feto y del recién nacido,17,11,6,0,0,0,0,2,0,0,3,2,0,3,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro11
76.0,,084 Infecciones específicas del período perinatal,28,16,12,0,0,0,0,1,0,0,5,2,0,8,10,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,defunciones,Cuadro11
